ST	dnaE	gyrB	recA	dtdS	pntA	pyrC	tnaA	clonal_complex
2243	31	221	395	487	26	45	23	no
2244	404	187	31	488	43	116	187	no
2245	403	153	243	489	272	443	26	no
2246	377	147	67	206	23	37	280	no
2247	28	177	140	390	45	257	54	no
2248	402	282	67	76	23	99	2	no
2249	167	58	396	181	113	46	26	no
2250	167	58	396	181	113	58	26	no
2251	1	147	209	4	29	4	22	no
2252	1	89	277	229	176	403	86	no
2253	3	104	242	129	18	333	23	no
2254	3	16	108	363	206	335	2	no
2255	3	43	85	76	26	304	17	no
2256	3	106	134	76	23	62	1	no
2257	4	13	61	38	18	9	23	no
2258	4	13	11	48	18	9	23	no
2259	4	226	100	27	26	100	105	no
2260	4	226	368	108	26	100	105	no
2261	5	84	115	74	21	82	26	no
2262	5	36	191	400	4	11	20	no
2263	5	51	72	19	26	63	24	no
2264	5	84	115	74	84	159	84	no
2265	5	104	335	224	127	206	2	no
2266	10	358	164	34	12	7	189	no
2267	11	277	231	150	69	5	24	no
2268	13	320	140	91	31	227	119	no
2269	17	66	139	155	50	11	226	no
2270	17	336	143	13	14	45	36	no
2271	19	22	274	253	143	11	201	no
2272	19	409	283	204	24	110	15	no
2273	20	355	60	35	31	62	23	no
2274	25	301	38	82	61	307	79	no
2275	26	16	369	7	18	32	7	no
2276	26	252	279	245	2	47	26	no
2277	26	252	279	440	2	47	26	no
2278	26	16	13	157	33	33	2	no
2279	26	16	80	134	4	281	26	no
2280	27	380	286	161	231	180	99	no
2281	28	4	108	24	4	224	9	no
2282	28	4	108	74	251	187	1	no
2283	28	211	147	373	28	133	26	no
2284	28	159	317	159	4	50	94	no
2285	28	132	252	76	31	391	33	no
2286	31	73	46	215	18	177	8	no
2287	31	153	155	158	69	7	202	no
2288	31	286	38	272	233	262	33	no
2289	31	296	13	7	26	31	87	no
2290	31	313	60	171	31	35	23	no
2291	33	282	67	211	154	65	33	no
2292	42	319	123	205	28	61	24	no
2293	42	319	123	205	111	61	24	no
2294	42	319	123	205	4	61	24	no
2295	42	165	102	129	2	106	23	no
2296	42	75	121	440	18	45	155	no
2297	42	7	371	59	226	112	26	no
2298	44	106	368	126	28	268	193	no
2299	47	263	332	13	28	216	61	no
2300	48	111	265	188	116	310	33	no
2301	49	66	13	155	33	137	20	no
2302	51	419	3	395	2	45	13	no
2303	51	104	3	176	2	45	47	no
2304	56	500	137	157	33	405	2	no
2305	58	65	252	8	14	33	45	no
2306	60	217	31	18	106	238	26	no
2307	60	197	31	18	106	18	26	no
2308	62	90	30	29	26	62	86	no
2309	71	193	101	185	26	45	26	no
2310	71	13	67	183	21	69	55	no
2311	72	96	108	80	18	75	9	no
2312	81	441	236	19	41	37	132	no
2313	83	49	62	217	181	289	57	no
2314	84	103	79	423	62	46	112	no
2315	89	105	108	89	57	11	57	no
2316	98	4	136	405	26	11	13	no
2317	102	294	89	82	23	391	240	no
2318	110	144	116	215	18	108	24	no
2319	114	100	61	122	66	61	85	no
2320	114	100	61	440	66	412	265	no
2321	114	100	108	122	66	54	85	no
2322	117	405	291	323	28	5	26	no
2323	118	159	127	75	18	378	23	no
2324	121	50	25	74	26	73	73	no
2325	144	401	187	76	23	55	26	no
2326	148	261	113	259	21	101	169	no
2327	148	227	108	74	240	46	23	no
2328	153	146	117	124	28	10	54	no
2329	167	153	168	216	130	281	32	no
2330	167	58	307	201	113	38	86	no
2331	169	159	30	50	23	8	12	no
2332	175	4	286	222	61	46	79	no
2333	176	197	245	160	6	154	51	no
2334	176	197	245	160	6	39	51	no
2335	182	338	127	150	18	111	79	no
2336	183	496	368	27	23	182	80	no
2337	205	385	89	19	23	95	26	no
2338	215	344	218	76	48	232	26	no
2339	232	56	252	23	56	11	2	no
2340	232	56	252	23	56	11	110	no
2341	232	323	119	283	160	32	36	no
2342	232	56	262	23	56	11	36	no
2343	233	165	242	69	41	175	23	no
2344	239	296	341	195	33	139	94	no
2345	277	392	3	19	1	172	57	no
2346	284	445	70	298	131	11	26	no
2347	291	129	25	39	18	3	51	no
2348	294	304	177	212	197	263	2	no
2349	308	219	327	55	50	16	23	no
2350	332	147	15	206	34	86	132	no
2351	355	272	223	69	4	365	68	no
2352	360	444	45	19	73	280	23	no
2353	363	25	267	376	4	3	33	no
2354	363	246	105	335	142	10	57	no
2355	298	8	61	425	26	8	57	no
2356	5	316	284	491	26	11	281	no
2357	363	4	73	490	4	444	33	no
2358	196	84	193	41	128	203	230	no
2359	31	131	1	91	19	221	26	no
2360	202	279	208	242	4	54	57	no
2361	98	104	136	243	26	11	99	no
2362	33	197	96	103	28	11	9	no
2363	188	22	199	117	26	3	1	no
2364	158	541	97	13	26	27	282	
2365	20	84	31	212	50	157	23	
2366	36	184	188	218	28	82	23	
2367	405	338	127	150	18	111	284	
2368	3	546	292	75	152	447	94	
2369	32	217	187	189	55	5	26	
2370	93	77	144	67	60	201	33	
2371	406	90	175	353	26	295	9	
2372	406	90	192	220	71	295	17	
2373	98	106	30	19	77	73	82	
2374	98	4	191	222	28	10	26	
2375	73	260	191	180	156	202	71	
2376	26	393	287	19	154	171	47	
2377	118	52	72	76	50	104	54	
2378	118	253	188	406	28	184	23	no
2379	36	184	299	89	26	168	23	
2380	79	72	397	492	61	410	33	
2381	407	446	112	107	61	280	33	no
2382	98	4	61	190	50	97	20	no
2383	176	284	101	29	78	406	47	
2384	60	170	263	145	2	130	26	no
2385	49	350	64	89	4	11	51	no
2386	5	532	90	494	120	5	203	no
2387	93	77	72	19	23	201	23	no
2388	71	259	183	212	26	11	24	no
2389	254	113	144	181	248	116	262	no
2390	69	92	144	114	54	71	24	no
2391	264	542	69	29	26	45	12	no
2392	33	543	366	5	26	5	1	no
2393	112	104	23	447	18	445	26	no
2394	84	103	188	46	62	46	60	no
2395	96	228	31	3	120	141	33	no
2396	19	125	168	19	2	256	23	no
2397	49	201	398	237	61	446	285	no
2398	306	544	31	19	218	45	217	no
2399	266	316	263	249	150	5	62	no
2400	33	84	307	378	276	10	157	no
2401	80	88	111	377	143	95	2	no
2402	408	319	186	493	273	68	26	no
2403	167	147	109	19	4	10	20	no
2404	77	212	3	19	4	5	57	no
2405	409	141	399	112	28	122	33	no
2406	228	261	98	264	28	7	286	no
2407	313	25	199	117	26	3	1	no
2408	83	188	44	117	26	3	1	no
2409	278	545	145	249	23	8	84	no
2410	363	246	109	335	26	10	57	no
2411	256	214	19	13	28	43	47	no
2412	175	530	168	169	80	17	73	
2413	393	355	98	47	26	441	34	
2415	111	513	241	205	4	186	86	
2416	188	106	199	331	26	3	86	
2417	19	25	400	411	274	11	26	
2418	25	548	13	497	31	449	20	
2419	33	547	71	82	23	448	176	
2420	381	106	330	496	275	116	283	
2421	5	22	15	495	63	78	48	
2422	51	287	77	84	60	95	33	
2423	51	4	77	76	60	173	33	
2424	410	549	67	265	277	39	26	no
2425	19	13	11	38	27	9	23	
2426	3	235	401	498	31	133	12	no
2427	47	550	402	263	4	99	204	no
2428	5	106	98	500	56	96	287	
2429	35	499	31	499	128	450	226	
2430	28	542	88	204	18	7	26	no
2431	28	542	82	204	18	7	26	no
2432	381	546	335	442	127	206	2	no
2433	4	309	61	268	2	99	2	no
2434	381	546	335	224	127	206	2	no
2435	73	309	61	268	2	99	2	no
2436	36	184	31	76	28	77	84	no
2437	34	34	299	13	48	365	26	no
2438	411	551	41	140	46	451	163	no
2439	412	553	141	14	278	137	288	no
2440	25	454	403	13	279	453	20	no
2441	17	552	13	36	15	452	26	no
2442	80	212	404	19	18	454	289	no
2443	44	554	13	282	41	455	23	no
2444	25	423	303	187	99	456	12	no
2445	51	555	61	76	23	457	76	no
2446	51	556	3	146	280	458	47	no
2447	413	515	109	162	281	62	57	no
2448	306	88	31	501	4	396	217	no
2449	19	273	405	502	4	69	23	no
2450	33	14	13	7	26	258	23	no
2451	101	147	15	19	148	56	20	no
2452	127	67	24	133	10	5	94	no
2453	291	109	73	229	4	10	94	no
2454	31	248	232	76	129	46	14	no
2455	19	4	89	19	74	214	24	no
2456	19	82	226	82	69	54	86	no
2457	414	49	38	19	31	297	37	no
2458	208	300	213	76	147	46	23	no
2459	225	42	406	503	26	97	26	no
2460	3	201	70	78	18	78	23	no
2461	81	557	116	35	26	415	34	no
2462	28	159	34	7	23	32	7	no
2463	81	106	77	181	23	54	225	no
2464	137	558	22	504	282	46	77	no
2465	101	147	15	19	148	56	26	no
2466	26	29	10	7	14	32	290	no
2467	179	559	219	505	283	31	2	no
2468	33	509	67	506	154	423	33	no
2469	26	29	13	507	33	34	20	no
2470	239	16	13	7	284	31	20	no
2471	56	16	219	157	33	31	2	no
2472	17	45	6	508	206	459	7	no
2473	28	4	82	251	18	69	23	no
2474	17	323	6	19	21	28	7	no
2475	19	295	107	223	136	11	13	This sequence type has a recA isalnd and was described in this publicationhttps://doi.org/10.1371/journal.pone.0117485
2476	56	451	13	157	31	46	20	no
2477	17	117	13	23	23	140	62	no
2478	415	106	407	28	12	460	33	no
2479	51	16	13	36	285	31	19	no
2480	5	560	115	74	63	159	84	no
2481	44	106	252	126	28	268	193	no
2482	10	388	239	13	165	89	217	no
2483	230	561	408	391	286	11	155	no
2484	29	339	409	123	30	18	46	no
2485	47	464	31	509	26	135	13	no
2486	155	475	242	407	206	11	24	
2487	12	180	81	53	21	11	17	
2488	289	563	3	13	230	54	24	
2489	31	124	411	76	134	194	24	
2490	148	562	31	510	23	461	17	
2491	416	104	67	251	219	206	24	
2492	389	537	3	297	267	11	278	no
2493	111	239	205	195	28	46	26	no
2494	417	564	412	160	113	238	29	no
2495	137	565	413	505	287	43	291	no
2496	5	104	31	35	26	145	57	no
2497	3	106	155	175	28	37	26	no
2498	239	566	414	497	33	29	20	no
2499	26	16	6	511	4	462	2	no
2500	35	567	21	383	178	171	199	no
2501	11	568	70	279	23	463	47	no
2502	12	569	205	288	288	464	23	no
2503	310	439	31	115	289	140	237	no
2504	28	111	3	138	26	177	61	no
2505	418	232	151	116	78	325	110	no
2506	51	555	61	76	23	182	76	no
2507	5	368	4	206	63	8	134	no
2508	406	90	410	353	26	295	9	no
2509	3	35	51	273	28	29	20	no
2510	368	570	253	34	4	10	292	no
2511	59	417	95	361	14	32	7	no
2512	20	16	415	505	97	93	293	no
2513	351	571	62	19	290	182	187	no
2514	15	11	30	185	1	3	9	no
2515	31	316	25	500	56	96	287	no
2516	11	48	107	48	26	48	26	This sequence type has a recA island and was named ST265 in this publication https://doi.org/10.1371/journal.pone.0117485
2517	47	139	53	19	3	465	26	no
2518	28	368	180	512	23	5	26	no
2519	42	268	202	227	4	203	145	no
2520	35	138	416	116	80	3	57	no
2521	42	32	417	513	291	466	33	no
2522	201	169	67	76	92	127	98	no
2523	330	88	113	242	18	99	294	no
2524	152	57	418	14	214	54	14	This sequence type has a recA island that is 97% identical to recA107 in this publication https://doi.org/10.1371/journal.pone.0117485
2525	42	198	91	353	26	303	64	no
2526	19	8	166	46	79	45	121	no
2527	93	198	232	180	12	61	33	no
2528	10	388	239	74	165	89	217	no
2529	419	483	226	139	26	7	47	no
2530	258	13	218	383	183	467	57	no
2531	10	5	22	34	20	22	2	no
2532	35	300	51	321	4	65	51	no
2533	34	32	30	27	26	54	86	no
2534	21	15	1	514	23	21	16	no
2535	33	16	13	14	95	54	19	no
2536	5	572	299	47	292	468	17	no
2537	1	573	367	438	26	411	23	no
2538	56	176	59	7	97	139	20	no
2539	33	104	80	103	28	11	9	no
2540	150	185	419	292	21	78	26	no
2541	133	70	4	33	43	18	17	no
2542	31	16	56	157	4	32	228	no
2543	26	16	59	8	95	32	2	no
2544	248	159	3	410	26	10	71	no
2545	98	574	123	515	174	35	26	no
2546	93	118	6	19	33	93	81	no
2547	420	25	420	288	293	367	295	no
2548	1	460	421	438	26	411	23	no
2549	421	330	223	253	28	96	188	no
2550	198	14	205	13	74	46	23	no
2551	11	530	113	201	50	47	157	no
2552	137	33	13	516	50	469	296	no
2553	19	295	422	223	136	11	13	This sequence type has a recA isalnd similar to the one that was described in this publicationhttps://doi.org/10.1371/journal.pone.0117485
2554	232	323	423	283	160	32	36	no
2555	5	564	424	116	4	41	155	no
2556	222	128	107	69	46	236	12	This sequence type has a recA isalnd and was described in this publicationhttps://doi.org/10.1371/journal.pone.0117485
2557	422	22	354	88	23	46	297	no
2558	28	159	34	121	23	11	57	no
2559	33	575	239	292	23	263	86	no
2560	332	23	146	134	50	470	86	no
2561	229	539	49	517	56	187	33	no
2562	51	576	77	84	60	8	17	no
2563	381	104	335	224	127	206	2	no
2564	57	61	139	23	21	140	298	no
2565	222	128	425	69	46	236	12	This sequence type has a recA island similar to the one that was described in this publication https://doi.org/10.1371/journal.pone.0117485
2566	16	16	13	36	14	11	19	no
2567	208	300	213	437	147	354	24	no
2568	57	577	338	105	33	3	2	no
2569	47	260	426	310	23	238	26	no
2570	317	578	31	518	294	471	299	no
2571	3	4	19	4	29	4	61	3
2572	11	48	11	48	26	48	26	345
2573	11	48	19	48	26	48	22	345
2574	424	4	89	19	74	214	24	no
2575	425	13	25	519	26	46	2	no
2576	423	219	327	55	295	16	23	no
2577	137	579	144	82	18	11	86	no
2578	148	467	93	153	26	10	71	no
2579	167	477	89	90	2	431	24	no
2580	19	4	89	306	74	214	23	no
2581	28	4	82	19	63	263	1	no
2582	291	199	146	520	154	99	135	no
2583	294	580	177	74	296	263	2	no
2584	3	282	42	521	38	44	24	no
2585	348	510	67	259	26	11	247	no
2586	360	444	45	19	73	280	256	no
2587	44	346	35	35	26	11	26	no
2588	72	96	70	89	18	75	9	no
2589	92	106	25	129	28	3	20	no
2590	5	165	70	380	26	422	71	no
2591	426	29	53	430	46	95	26	no
2592	427	25	107	463	26	176	300	no
2593	428	4	61	424	297	397	23	no
2594	429	199	61	522	45	10	301	no
2595	10	4	339	303	298	43	24	no
2596	114	159	427	108	4	50	94	no
2597	12	581	25	65	258	11	38	no
2598	135	168	177	140	56	11	33	no
2599	188	4	429	88	63	187	1	This sequence type has a recA island and was named ST265 in this publication https://doi.org/10.1371/journal.pone.0117485
2600	258	361	431	326	183	293	303	This sequence type has a recA island similar to ST265 in this publication https://doi.org/10.1371/journal.pone.0117485
2601	137	414	428	376	30	46	192	no
2602	158	199	67	13	23	141	98	no
2603	165	22	70	441	39	11	115	no
2604	174	229	61	40	4	130	302	no
2605	19	147	39	313	2	54	32	no
2606	234	582	430	278	26	78	57	no
2607	264	364	67	330	28	14	1	no
2608	27	104	78	48	299	52	37	no
2609	28	202	4	127	235	413	247	no
2610	3	399	76	150	11	158	57	no
2611	3	104	226	523	50	65	57	no
2612	303	151	25	151	300	252	73	no
2613	31	106	135	74	4	212	54	no
2614	31	159	75	108	4	50	94	no
2615	33	276	24	5	10	110	94	no
2616	336	106	75	123	30	11	46	no
2617	35	138	101	167	80	222	57	no
2618	356	481	62	419	244	3	2	no
2619	382	3	39	459	31	62	304	no
2620	49	333	432	195	24	412	237	no
2621	5	82	236	35	23	26	51	no
2622	5	532	124	129	120	5	203	no
2623	51	13	121	524	6	472	1	no
2624	73	153	433	315	50	473	57	no
2625	79	117	299	89	23	410	31	no
2626	8	103	98	13	56	45	57	no
2627	82	129	101	108	76	5	23	no
2628	82	387	279	19	60	69	26	no
2629	96	104	25	122	26	11	128	no
2630	71	456	192	132	69	11	24	no
2631	26	269	218	19	28	37	23	no
2632	226	25	97	19	26	49	26	no
2633	36	153	61	380	26	69	61	no
2634	11	4	15	150	23	298	28	no
2635	26	269	218	372	28	37	23	no
2636	71	50	192	132	69	11	24	no
2637	6	220	39	267	30	243	24	no
2638	104	84	39	126	26	399	12	no
2639	319	134	323	388	56	160	105	no
2640	14	30	310	78	4	37	13	332
2641	42	583	434	19	61	11	305	no
2642	38	106	163	243	18	474	178	no
2643	100	406	89	525	299	475	26	no
2644	5	564	98	112	301	41	306	no
2645	5	564	98	112	4	41	306	no
2646	3	4	435	150	10	3	50	no
2647	228	584	34	29	26	3	9	no
2648	36	4	81	27	26	82	310	no
2649	430	217	19	29	193	176	61	no
2650	60	406	257	390	302	221	309	no
2651	175	235	3	85	65	476	23	no
2652	42	77	140	48	23	62	308	no
2653	431	131	209	127	18	11	51	no
2654	84	585	3	297	165	54	13	
2655	14	30	49	103	27	477	176	
2656	1	235	162	201	26	478	37	
2657	44	131	436	110	74	479	140	
2658	21	15	1	23	23	480	16	
2659	44	586	239	19	23	3	307	
2660	19	199	25	47	2	104	26	
2661	112	106	31	400	50	198	176	no
2662	25	2	31	376	30	3	15	no
2663	3	587	98	150	38	481	84	no
2664	26	588	218	19	28	37	23	
2665	430	217	19	526	26	176	61	
2666	221	298	258	206	78	14	87	no
2667	153	191	70	205	6	61	1	
2668	51	252	31	94	23	119	31	
2669	153	191	70	205	6	8	90	
2670	71	408	61	493	28	180	26	
2671	3	350	86	171	26	175	126	
2672	47	58	39	29	63	11	93	
2673	35	20	356	34	23	186	27	
2674	5	437	21	447	69	5	26	
2675	175	119	168	201	113	17	73	
2676	3	131	210	126	28	226	159	
2677	432	589	438	76	50	54	311	
2678	47	236	25	527	121	37	26	
2679	31	590	135	74	37	212	54	
2680	35	187	145	35	298	482	312	
2681	433	591	439	290	28	27	313	
2682	28	592	31	344	26	170	23	
2683	112	147	226	447	4	483	1	
2684	434	106	199	331	26	283	1	
2685	435	89	188	73	23	11	24	
2686	84	287	61	528	61	484	51	
2687	31	593	91	529	31	45	62	no
2688	35	594	440	491	195	180	62	no
2689	188	217	441	151	2	37	9	no
2690	221	298	31	55	26	23	37	no
2691	250	2	59	309	26	11	26	no
2692	6	200	3	17	23	65	26	no
2693	26	354	82	251	18	69	13	no
2694	26	428	19	76	23	278	9	no
2695	31	13	129	180	128	62	23	no
2696	42	298	31	19	234	171	87	no
2697	60	186	287	351	78	36	226	no
2698	71	257	183	29	132	26	26	no
2699	116	147	89	76	45	184	26	no
2700	123	232	61	73	26	45	57	no
2701	137	124	411	76	128	194	195	no
2702	179	232	58	27	125	5	26	no
2703	193	261	109	106	50	10	23	no
2704	291	177	19	125	18	175	26	no
2705	356	25	145	27	244	343	17	no
2706	365	371	273	217	23	238	146	no
2707	366	498	102	90	26	319	207	no
2708	382	136	61	180	31	212	54	no
2709	19	217	451	112	26	62	319	This sequence type has a recA island similar to ST265 in this publication https://doi.org/10.1371/journal.pone.0117485
2710	3	57	3	55	304	486	61	no
2711	5	524	450	401	56	468	24	no
2712	5	380	59	533	4	45	47	no
2713	5	88	447	538	18	37	26	no
2714	7	23	81	224	43	45	314	no
2715	19	217	89	112	26	62	319	no
2716	19	596	442	534	303	438	9	no
2717	19	392	443	14	156	11	71	no
2718	19	106	81	372	31	5	317	no
2719	20	153	452	263	50	157	23	no
2720	22	254	75	205	117	488	26	no
2721	35	154	31	78	82	485	258	no
2722	42	348	178	129	50	494	81	no
2723	42	298	31	531	234	186	87	no
2724	42	599	444	378	276	487	316	no
2725	44	73	181	530	18	45	51	no
2726	60	49	89	539	18	216	318	no
2727	92	261	25	540	50	73	26	no
2728	111	602	453	541	306	71	248	no
2729	112	104	23	447	18	490	26	no
2730	132	600	31	350	28	491	26	no
2731	133	136	3	537	43	63	12	no
2732	139	8	78	543	60	69	57	no
2733	148	8	181	74	142	8	320	no
2734	154	603	74	544	78	495	132	no
2735	158	23	153	74	66	493	33	no
2736	167	58	454	542	307	46	13	no
2737	175	597	89	29	18	96	140	no
2738	175	598	25	150	26	78	33	no
2739	175	598	445	13	26	78	33	no
2740	191	187	446	185	4	77	57	no
2741	236	25	449	74	43	231	12	no
2742	356	230	72	535	63	489	105	no
2743	410	106	19	3	26	492	57	no
2744	436	82	67	110	18	11	54	no
2745	437	595	53	532	50	37	12	no
2746	438	408	3	110	305	393	315	no
2747	438	408	178	110	26	244	315	no
2748	439	89	25	536	47	3	38	no
2749	440	285	448	19	26	133	84	no
2750	441	601	194	89	26	46	143	no
2751	442	4	70	191	165	17	29	no
2752	175	598	25	150	26	78	258	no
2753	17	19	13	36	279	32	94	no
2754	291	177	418	125	18	175	26	no
2755	17	16	455	7	24	16	20	This sequence type has a recA island similar to ST265 in this publication https://doi.org/10.1371/journal.pone.0117485
2756	2	260	456	76	28	37	57	This sequence type has a recA island similar to ST265 in this publication https://doi.org/10.1371/journal.pone.0117485
2757	44	106	457	126	28	268	193	This sequence type has a recA island similar to the one published here: https://doi.org/10.1371/journal.pone.0117485
2758	3	37	458	13	308	496	181	no
2759	443	604	3	288	28	186	321	no
2760	17	323	205	19	21	140	23	no
2761	17	298	459	19	26	92	51	no
2762	150	16	414	545	33	33	2	no
2763	242	500	218	13	95	204	17	no
2764	444	605	241	34	4	497	23	no
2765	445	606	460	14	99	29	57	no
2766	26	153	49	236	10	145	153	no
2767	446	607	198	48	18	46	47	no
2768	101	501	15	19	148	59	322	no
2769	20	25	461	385	42	498	23	no
2770	5	84	115	74	63	26	84	no
2771	6	6	173	17	11	35	54	no
2772	11	106	135	74	37	212	54	no
2773	19	368	113	426	50	119	23	no
2774	26	428	123	278	21	11	51	no
2775	26	428	425	278	21	11	51	no
2776	28	106	82	251	18	69	26	no
2777	28	106	116	85	26	177	225	no
2778	35	25	239	103	4	10	57	no
2779	42	198	91	353	26	303	33	no
2780	51	525	77	91	26	120	26	no
2781	60	276	133	145	61	27	26	no
2782	62	82	72	5	50	5	234	no
2783	73	104	80	270	174	410	17	no
2784	76	88	31	112	53	45	33	no
2785	79	499	222	27	4	69	17	no
2786	80	88	111	109	26	95	100	no
2787	84	106	89	191	4	37	24	no
2788	91	101	84	91	26	262	17	no
2789	100	104	31	159	31	62	48	no
2790	103	146	117	13	28	10	51	no
2791	123	380	25	27	4	180	24	no
2792	132	299	198	19	26	206	237	no
2793	133	136	3	79	43	63	23	no
2794	133	357	361	67	6	11	151	no
2795	175	106	173	186	61	11	37	no
2796	175	22	168	201	130	17	51	no
2797	179	403	117	27	125	5	26	no
2798	182	52	44	53	47	104	71	no
2799	188	106	199	67	2	3	1	no
2800	205	226	3	50	23	8	12	no
2801	206	70	209	72	4	121	169	no
2802	230	143	233	29	47	388	12	no
2803	252	104	31	278	46	273	17	no
2804	284	36	61	69	23	62	23	no
2805	291	129	25	222	18	3	51	no
2806	339	461	31	13	61	145	47	no
2807	341	51	31	82	26	170	46	no
2808	344	465	341	11	239	190	86	no
2809	363	246	73	29	4	10	33	no
2810	381	104	335	224	99	206	2	no
2811	382	136	60	180	31	212	54	no
2812	384	4	97	452	28	263	37	no
2813	431	131	209	127	165	352	17	no
2814	12	610	61	175	149	499	12	no
2815	26	282	463	50	307	72	13	no
2816	26	41	25	89	294	244	326	no
2817	28	282	70	378	49	178	324	no
2818	34	608	127	163	181	46	47	no
2819	60	242	462	546	4	309	187	no
2820	106	142	74	548	46	11	77	no
2821	131	487	31	35	26	500	146	no
2822	137	579	464	82	18	11	86	no
2823	180	106	158	529	50	307	24	no
2824	333	153	31	78	26	109	325	no
2825	377	147	67	206	310	37	280	no
2826	447	130	118	547	309	128	323	no
2827	363	609	465	91	246	10	26	This sequence type has a recA island described in this publication https://doi.org/10.1371/journal.pone.0117485
2828	5	263	468	73	46	7	26	no
2829	28	478	67	91	28	502	26	no
2830	60	184	467	346	194	27	30	no
2831	71	612	85	13	26	73	9	no
2832	81	611	353	171	46	501	155	no
2833	182	613	469	293	50	147	23	no
2834	448	89	466	19	4	297	327	no
2835	449	141	154	150	78	37	328	no
2836	162	399	470	150	11	158	51	This sequence type has a recA island described in this publication https://doi.org/10.1371/journal.pone.0117485
2837	60	104	210	126	28	503	159	no
2838	71	614	73	47	23	77	57	no
2839	71	345	471	167	177	11	47	no
2840	80	192	30	550	100	506	110	no
2841	111	106	17	314	99	504	26	no
2842	118	253	72	76	50	505	54	no
2843	140	326	11	551	18	9	23	no
2844	173	243	73	549	28	82	2	no
2845	302	87	472	152	28	507	12	no
2846	450	448	98	167	142	10	13	no
2847	451	615	31	171	149	46	329	no
2848	118	253	473	76	50	184	54	This sequence type has a recA island described in this publication https://doi.org/10.1371/journal.pone.0117485
2849	3	25	30	263	61	391	330	no
2850	28	437	474	447	69	89	331	no
2851	112	104	307	552	23	339	54	no
2852	7	616	61	553	28	5	31	no
2853	152	504	17	439	295	55	235	no
2854	2	113	475	149	26	83	23	no
2855	148	607	198	48	53	11	47	no
2856	3	13	31	430	11	43	24	no
2857	452	25	98	263	311	221	266	no
2858	126	161	476	19	46	10	26	no
2859	20	434	335	28	12	21	15	no
2860	419	483	226	139	312	7	47	no
2861	137	622	19	34	129	46	14	no
2862	29	339	477	123	30	18	46	
2863	31	437	107	244	4	45	176	
2864	42	104	75	123	26	186	248	
2865	56	16	13	157	33	32	228	
2866	116	149	72	76	45	509	26	
2867	137	434	316	554	128	138	23	
2868	5	618	61	555	31	508	333	
2869	17	16	6	7	24	16	20	
2870	96	29	100	27	26	100	334	
2871	111	224	21	19	230	362	14	
2872	315	619	61	19	111	462	66	
2873	454	620	148	556	47	27	336	
2874	453	11	25	345	197	5	9	
2875	5	215	19	120	46	110	162	
2876	12	610	286	19	143	47	51	
2877	35	499	31	73	128	450	17	
2878	42	617	196	19	137	6	332	
2879	240	337	240	224	169	262	185	
2880	280	217	31	134	41	510	335	
2881	280	621	31	134	41	510	335	
2882	232	56	478	8	56	11	36	This sequence type has a recA isalnd similar to the one that was described in this publicationhttps://doi.org/10.1371/journal.pone.0117485
2883	455	230	72	535	63	489	105	no
2884	456	106	88	557	31	511	54	no
2885	7	36	4	26	314	18	26	no
2886	137	404	22	558	117	91	68	no
2887	101	147	15	19	148	59	263	no
2888	71	13	97	559	313	82	26	no
2889	11	36	479	410	70	63	208	no
2890	10	176	329	8	33	29	26	no
2891	61	623	335	439	99	512	235	no
2892	1	460	367	438	26	411	7	no
2893	12	569	205	398	14	464	23	no
2894	325	117	378	50	197	430	132	
2895	196	84	193	41	128	203	12	
2896	457	184	188	560	28	3	23	no
2897	257	23	480	201	315	513	47	no
2898	79	72	299	89	23	410	24	
2899	5	137	276	78	23	105	79	
2900	288	238	3	194	202	11	131	
2901	389	537	3	297	267	11	95	no
2902	55	15	31	55	18	58	23	no
2903	38	106	163	243	18	474	57	
2904	7	70	134	75	4	263	59	
2905	5	290	31	224	46	399	26	no
2906	243	624	173	119	113	266	191	no
2907	42	176	481	176	316	37	23	no
2908	56	19	13	561	31	224	228	no
2909	211	539	61	13	23	514	6	no
2910	35	626	356	29	23	515	27	no
2911	26	106	231	125	48	120	24	no
2912	31	16	13	563	95	31	2	no
2913	3	153	73	33	21	10	33	no
2914	6	287	77	229	46	211	150	no
2915	1	115	483	520	18	516	23	no
2916	363	381	31	4	18	3	20	
2917	7	630	61	13	28	3	54	
2918	10	627	31	82	82	517	26	
2919	97	71	485	249	26	11	337	
2920	279	631	484	565	318	520	62	
2921	11	629	150	129	28	519	54	
2922	112	628	190	564	26	109	86	
2923	12	411	61	566	18	68	338	
2924	99	632	218	19	205	37	247	
2925	458	167	486	224	50	518	17	
2926	27	106	70	152	54	124	101	
2927	188	188	146	331	26	3	1	
2928	34	153	25	50	4	178	26	
2929	28	282	70	378	31	63	169	no
2930	31	633	338	157	33	11	20	no
2931	459	217	487	567	319	279	26	no
2932	151	87	31	568	272	145	26	no
2933	17	16	13	569	4	3	339	no
2934	17	340	309	57	94	521	7	no
