ST	aroA	cpn60	dpr	gki	mutS	recA	thrA	clonal_complex
2381	219	404	188	61	244	176	6	
2382	2	30	5	578	31	3	25	
2383	224	281	133	103	413	34	51	
2384	516	68	25	354	11	3	8	
2385	281	13	462	95	212	113	102	
2386	351	462	310	39	166	428	264	
2387	18	8	24	12	1	426	4	
2388	90	409	30	361	52	115	37	
2389	517	108	463	31	16	26	76	
2390	520	543	36	24	21	38	8	
2391	518	409	30	361	35	115	31	
2392	259	28	30	66	382	123	149	
2393	23	68	21	4	14	6	8	
2394	77	90	30	4	382	214	76	
2395	279	400	5	4	14	26	1	
2396	63	477	42	103	139	13	12	
2397	519	23	36	24	42	22	12	
2398	23	25	25	356	11	3	8	
2399	270	8	24	12	1	10	4	
2400	18	8	24	12	1	427	4	
2401	25	68	7	32	52	18	37	
2402	17	482	21	340	14	6	76	
2403	23	30	5	34	44	22	109	
2404	254	90	465	61	76	214	76	
2405	13	452	129	254	409	278	102	
2406	77	108	49	310	76	26	76	
2407	13	286	466	246	252	38	151	
2408	77	108	245	31	382	26	125	
2409	49	108	245	31	382	26	125	
2410	100	110	133	103	212	149	101	
2411	521	8	24	12	1	10	4	
2412	91	77	53	422	425	297	335	
2413	77	90	467	310	585	214	360	
2414	23	675	21	4	14	46	106	
2415	25	82	42	60	9	91	1	
2416	189	167	124	373	214	106	101	
2417	329	33	30	374	392	91	12	
2418	15	99	66	4	392	13	12	
2419	13	110	74	216	214	38	111	
2420	45	132	28	15	218	189	55	
2421	63	33	22	4	14	85	11	
2422	86	299	30	18	181	26	63	
2423	45	132	28	156	218	52	55	
2424	23	11	42	31	14	109	12	
2425	23	299	30	60	392	26	12	
2426	26	170	98	27	192	158	113	
2427	63	48	42	154	77	6	8	
2428	329	30	11	7	136	77	63	
2429	13	58	326	351	475	34	114	
2430	51	44	30	7	54	52	79	
2431	23	275	49	31	14	109	12	
2432	31	68	30	32	11	3	76	
2433	377	283	99	564	109	265	51	
2434	141	476	447	163	172	113	101	
2435	16	648	73	103	133	34	81	
2436	157	649	123	143	133	34	100	
2437	223	38	371	4	14	73	423	
2438	13	650	58	103	212	58	178	
2439	25	13	448	129	562	38	102	
2440	494	33	42	223	9	112	12	
2441	16	110	74	565	214	412	16	
2442	157	651	170	95	563	113	102	
2443	495	410	449	156	71	18	239	
2444	496	652	155	103	571	39	92	
2445	100	4	450	351	564	113	178	
2446	63	653	20	4	392	13	12	
2447	192	232	74	216	214	413	16	
2448	497	654	155	95	248	414	92	
2449	140	654	155	26	565	39	179	
2450	127	170	127	155	566	158	16	
2451	13	171	100	163	141	153	424	
2452	207	656	30	77	567	416	44	
2453	270	77	451	481	108	34	61	
2454	270	25	5	356	11	3	8	
2455	25	657	42	223	302	71	53	
2456	91	116	142	103	143	417	150	
2457	45	33	452	72	34	156	28	
2458	155	658	453	39	568	103	139	
2459	499	52	335	567	295	14	425	
2460	500	659	28	7	569	418	426	
2461	38	660	2	31	139	26	74	
2462	501	33	454	4	9	6	12	
2463	197	68	44	60	570	6	76	
2464	502	298	455	304	572	287	267	
2465	503	300	143	359	573	38	197	
2466	100	662	32	568	565	38	102	
2467	504	77	123	27	574	206	41	
2468	159	170	127	200	534	113	106	
2469	505	663	319	401	554	184	249	
2470	506	663	319	569	575	184	249	
2471	252	35	5	7	191	303	175	
2472	507	330	37	272	285	40	20	
2473	46	171	131	570	171	113	12	
2474	480	76	30	72	545	53	42	
2475	13	676	168	95	38	113	113	
2476	63	673	42	154	47	6	12	
2477	13	676	32	95	38	113	113	
2478	38	513	70	579	16	400	416	
2479	308	170	99	143	583	34	16	
2480	514	444	31	552	491	34	16	
2481	203	671	34	402	247	198	8	
2482	154	595	127	164	133	37	81	
2483	154	595	435	164	133	37	81	
2484	192	110	74	575	113	34	115	
2485	13	677	129	103	38	429	102	
2486	8	21	25	7	11	3	8	
2487	23	678	25	7	11	3	23	
2488	270	25	25	7	11	3	23	
2489	29	252	7	10	11	163	6	
2490	29	252	37	10	11	163	6	
2491	15	131	52	267	14	26	12	
2492	49	459	9	582	16	55	204	
2493	48	197	49	4	43	430	56	
2494	524	58	81	105	396	113	102	
2495	222	51	7	7	139	432	37	
2496	63	247	20	86	392	13	63	
2497	247	286	198	246	588	38	8	
2498	26	678	25	7	11	3	23	
2499	77	90	19	31	382	214	360	
2500	157	680	186	583	211	36	197	
2501	270	21	5	45	44	295	23	
2502	252	405	166	49	319	18	370	
2503	26	678	468	7	11	3	23	
2504	18	21	5	45	44	22	4	
2505	13	77	469	398	38	38	102	
2506	23	68	24	32	11	22	8	
2507	8	21	5	584	44	22	4	
2508	522	679	49	288	586	123	30	
2509	525	681	2	15	139	26	76	
2510	1	1	1	103	1	1	1	
2511	229	85	271	163	587	42	62	
2512	8	30	470	34	30	3	25	
2513	222	682	5	45	44	22	4	
2514	523	85	72	108	45	42	62	
2515	77	90	311	66	382	214	76	
2516	254	90	19	66	16	214	360	
2517	405	683	471	267	16	20	149	
2518	254	90	30	582	16	214	76	
2519	526	684	45	585	22	6	98	
2520	49	685	245	310	16	214	204	
2521	270	25	5	128	14	46	106	
2522	13	677	129	103	212	265	433	
2523	105	356	9	310	16	214	125	
2524	5	17	45	12	1	10	4	
2525	17	25	25	356	11	3	23	
2526	8	25	25	356	11	3	8	
2527	2	1	1	16	1	1	1	
2528	5	82	42	15	61	13	63	
2529	63	55	52	223	14	6	125	
2530	223	58	74	164	25	169	111	
2531	225	444	324	155	133	34	111	
2532	401	668	28	66	236	72	106	
2533	16	686	142	586	431	179	18	
2534	527	687	472	587	462	433	267	
2535	527	687	474	587	590	435	435	
2536	178	690	176	590	27	436	18	
2537	530	145	475	155	591	437	16	
2538	531	691	74	163	133	438	94	
2539	39	77	216	591	431	41	436	
2540	13	692	476	95	592	113	102	
2541	532	25	129	592	133	34	437	
2542	533	25	477	410	593	323	438	
2543	225	444	324	155	594	34	61	
2544	534	58	74	139	133	439	61	
2545	13	693	141	164	133	113	111	
2546	16	694	34	593	472	439	197	
2547	535	686	478	188	595	441	92	
2548	536	696	326	351	109	34	102	
2549	537	697	350	594	133	198	197	
2550	77	177	44	449	596	64	55	
2551	544	77	482	602	604	445	446	
2552	56	86	30	72	70	19	55	
2553	91	110	129	103	133	412	111	
2554	62	505	341	16	139	42	34	
2555	18	276	53	30	267	26	8	
2556	91	145	340	351	133	134	442	
2557	251	496	23	596	446	438	111	
2558	545	705	483	602	605	446	447	
2559	546	706	484	605	601	211	450	
2560	8	30	5	30	44	21	75	
2561	540	702	481	601	601	444	445	
2562	91	296	58	589	133	134	111	
2563	418	110	23	168	133	134	51	
2564	386	492	22	72	54	313	55	
2565	91	110	129	351	446	134	111	
2566	91	296	58	589	599	134	111	
2567	540	702	481	601	166	444	445	
2568	539	296	348	139	145	113	61	
2569	145	496	58	155	446	113	51	
2570	528	496	479	599	166	440	443	
2571	366	296	23	597	133	438	51	
2572	8	21	36	24	597	22	13	
2573	547	703	485	606	606	314	448	
2574	528	496	479	599	166	134	443	
2575	8	21	36	588	21	22	12	
2576	18	8	24	12	1	10	440	
2577	8	688	36	24	21	22	12	
2578	186	700	99	422	133	34	92	
2579	541	86	30	6	602	19	42	
2580	548	619	486	446	607	447	449	
2581	548	705	487	602	608	446	447	
2582	81	102	67	15	99	73	441	
2583	91	699	58	15	133	34	189	
2584	186	286	58	168	145	37	354	
2585	538	496	480	600	600	443	444	
2586	29	19	25	10	6	434	6	
2587	39	30	284	6	431	18	18	
2588	529	76	30	72	232	442	55	
2589	17	698	22	4	153	85	12	
2590	543	704	354	603	603	443	444	
2591	397	110	58	598	145	36	111	
2592	62	296	271	439	139	42	62	
2593	550	708	488	608	609	449	451	
2594	13	689	133	164	171	34	111	
2595	8	25	203	32	11	3	439	
2596	91	77	23	168	133	42	111	
2597	31	25	7	310	11	3	76	
2598	39	146	7	333	135	103	31	
2599	529	76	30	72	16	442	55	
2600	551	77	489	609	610	450	452	
2601	216	142	361	595	154	71	28	
2602	15	68	203	266	16	103	12	
2603	45	90	40	236	232	26	165	
2604	366	296	58	597	133	438	51	
2605	26	4	23	72	598	438	111	
2606	366	4	473	168	133	438	51	
2607	251	110	23	168	446	134	111	
2608	91	4	473	168	133	438	51	
2609	91	296	23	139	145	113	111	
2610	366	296	58	597	133	149	243	
2611	17	312	22	4	153	85	12	
2612	529	701	30	72	70	19	28	
2613	542	296	58	597	133	438	243	
2614	386	60	28	7	54	20	55	
2615	542	703	58	597	133	134	243	
2616	17	695	5	4	153	85	12	
2617	139	492	28	7	232	313	168	
2618	87	90	2	72	16	189	44	
2619	88	134	30	60	299	190	55	
2620	91	648	128	143	589	124	12	
2621	13	77	188	61	244	176	66	
2622	308	648	155	167	589	124	149	
2623	13	171	131	103	109	113	434	
2624	23	68	5	128	14	46	106	
2625	365	1	236	12	1	26	1	
2626	23	11	236	14	16	77	8	
2627	17	7	109	14	6	12	24	
2628	100	296	133	379	472	117	51	
2629	1	1	1	6	1	1	1	
2630	17	68	21	4	14	457	8	
2631	31	284	109	13	6	7	24	
2632	63	48	49	86	484	26	348	
2633	365	3	491	18	35	21	6	
2634	553	348	314	607	408	455	455	
2635	25	44	40	134	613	15	33	
2636	63	713	9	425	9	458	11	
2637	483	591	428	551	462	365	413	
2638	406	531	354	547	166	397	362	
2639	194	670	269	576	176	424	430	
2640	206	77	239	60	75	20	9	
2641	1	1	1	39	1	1	1	
2642	415	672	461	401	554	184	431	
2643	448	591	403	512	515	395	392	
2644	202	3	16	7	35	21	18	
2645	178	58	58	254	82	34	176	
2646	1	8	24	12	615	10	4	
2647	415	548	319	546	554	405	267	
2648	89	177	49	15	16	322	76	
2649	1	1	1	39	614	1	1	
2650	554	711	108	129	240	34	51	
2651	8	30	45	45	44	22	109	
2652	37	308	40	610	98	15	80	
2653	286	378	497	85	345	67	222	
2654	481	591	428	545	462	365	413	
2655	188	281	233	126	276	453	51	
2656	210	262	278	382	618	170	60	
2657	361	548	459	261	416	223	249	
2658	8	21	493	45	44	22	4	
2659	18	8	492	12	1	10	4	
2660	354	548	460	261	408	184	267	
2661	515	298	459	261	416	223	249	
2662	513	348	458	304	408	184	249	
2663	416	548	498	261	617	462	267	
2664	202	6	18	18	612	216	18	
2665	479	245	172	238	393	67	227	
2666	7	31	5	7	36	451	11	
2667	484	633	173	83	353	67	227	
2668	555	714	494	611	166	459	362	
2669	557	348	499	546	408	184	267	
2670	127	717	23	616	616	37	111	
2671	280	28	95	539	14	26	33	
2672	193	455	91	394	555	406	419	
2673	415	348	201	546	408	184	267	
2674	416	348	461	551	408	333	184	
2675	25	30	11	7	107	77	18	
2676	448	637	352	545	547	365	392	
2677	447	637	437	557	344	333	392	
2678	505	348	319	401	408	399	184	
2679	448	591	352	512	547	365	392	
2680	31	408	7	32	16	3	37	
2681	29	3	25	10	624	163	6	
2682	448	591	352	545	547	365	392	
2683	21	177	2	247	16	26	76	
2684	561	346	168	129	588	142	102	
2685	31	57	5	47	31	3	25	
2686	448	591	495	545	590	365	392	
2687	446	715	496	613	344	460	393	
2688	406	541	349	240	166	206	362	
2689	31	52	30	56	621	48	39	
2690	210	262	278	382	81	170	60	
2691	415	348	359	468	408	184	267	
2692	13	77	168	254	623	38	179	
2693	43	668	49	15	236	72	44	
2694	13	621	501	254	38	283	102	
2695	23	6	18	20	28	7	4	
2696	119	28	49	15	139	20	37	
2697	13	452	129	617	212	38	179	
2698	560	14	37	272	622	40	20	
2699	148	476	132	470	444	465	117	
2700	148	476	132	470	444	466	179	
2701	13	719	168	32	38	38	179	
2702	18	718	45	30	2	6	12	
2703	8	21	5	45	44	22	170	
2704	559	77	32	95	324	38	113	
2705	558	38	25	32	11	3	8	
2706	31	7	19	7	139	7	24	
2707	88	28	95	156	76	26	33	
2708	17	44	30	156	291	93	126	
2709	386	132	500	60	218	59	55	
2710	54	241	66	79	181	423	152	
2711	46	296	129	103	145	113	442	
2712	91	721	74	54	133	34	100	
2713	397	569	340	456	594	34	463	
2714	230	722	503	155	108	37	16	
2715	504	188	58	552	442	468	51	
2716	66	723	2	15	53	189	55	
2717	328	110	127	200	109	469	106	
2718	210	30	284	620	191	18	138	
2719	562	724	284	124	295	18	464	
2720	563	146	504	15	431	18	465	
2721	278	37	30	621	132	387	84	
2722	189	110	108	622	209	470	115	
2723	564	77	505	390	626	471	123	
2724	62	300	129	623	209	113	218	
2725	189	239	506	139	209	38	101	
2726	31	30	181	7	16	77	18	
2727	90	30	181	7	16	77	18	
2728	223	332	5	532	295	262	175	
2729	48	32	44	60	224	72	8	
2730	86	177	284	15	191	107	11	
2731	250	332	9	270	295	209	63	
2732	494	106	30	548	34	26	76	
2733	365	32	42	223	101	6	63	
2734	63	32	22	199	43	6	12	
2735	95	37	507	624	101	81	28	
2736	564	725	505	581	628	472	123	
2737	3	1	1	162	627	1	1	
2738	566	725	477	625	628	203	452	
2739	350	8	24	12	1	10	4	
2740	565	30	11	537	107	112	18	
2741	15	68	22	4	16	85	466	
2742	25	33	9	439	579	6	12	
2743	312	38	181	247	408	99	429	
2744	25	55	9	79	7	13	13	
2745	91	58	99	536	133	37	51	
2746	16	58	508	27	377	421	72	
2747	16	77	23	381	578	34	149	
2748	62	296	271	289	139	42	34	
2749	15	665	9	39	579	13	63	
2750	86	726	7	4	302	18	37	
2751	25	727	9	79	7	13	12	
2752	1	2	203	32	11	3	439	
2753	37	1	1	1	1	1	1	
2754	2	30	5	34	31	3	73	
2755	25	485	42	627	14	109	349	
2756	567	485	42	7	14	109	349	
2757	365	6	18	49	28	7	4	
2758	568	485	509	7	14	109	349	
2759	49	25	245	310	76	190	76	
2760	5	8	5	12	1	10	4	
2761	64	177	54	7	232	103	42	
2762	138	71	30	72	232	71	55	
2763	56	728	49	86	221	19	467	
2764	8	30	5	34	30	3	73	
2765	216	71	28	7	154	85	55	
2766	45	502	30	7	154	71	55	
2767	139	55	97	626	629	91	436	
2768	1	1	1	60	1	6	1	
2769	18	1	5	12	1	10	50	
2770	74	58	58	629	583	34	16	
2771	6	8	510	12	1	10	4	
2772	569	17	5	12	1	10	4	
2773	570	17	5	12	1	10	4	
2774	571	99	21	628	14	6	106	
2775	18	8	24	12	615	10	4	
2776	572	288	129	155	507	134	470	
2777	117	142	30	58	16	55	55	
2778	87	177	2	630	16	189	44	
2779	223	30	11	631	631	27	138	
2780	140	444	129	552	594	113	13	
2781	499	30	11	631	431	27	138	
2782	499	30	11	631	431	77	138	
2783	280	102	278	377	6	474	8	
2784	563	146	504	632	431	18	465	
2785	45	489	329	72	154	71	472	
2786	248	330	216	282	294	18	138	
2787	45	489	30	636	523	20	55	
2788	573	569	511	495	113	113	377	
2789	8	106	5	12	1	10	469	
2790	406	729	354	637	638	473	468	
2791	8	17	514	12	639	481	346	
2792	563	146	504	632	295	18	465	
2793	410	543	36	16	640	38	13	
2794	49	730	21	633	457	189	264	
2795	574	731	326	495	632	37	51	
2796	57	308	40	638	98	15	193	
2797	14	735	340	155	633	475	51	
2798	96	736	515	140	630	38	149	
2799	223	30	11	631	631	27	12	
2800	577	77	477	639	641	482	475	
2801	578	737	516	640	642	483	473	
2802	579	687	517	641	643	365	393	
2803	580	738	477	642	644	484	474	
2804	506	348	512	634	554	476	268	
2805	16	569	58	552	594	475	470	
2806	581	739	518	385	645	485	362	
2807	140	732	58	139	133	475	471	
2808	575	348	201	401	554	477	249	
2809	48	733	66	267	365	20	44	
2810	299	83	56	635	634	67	227	
2811	502	548	319	304	408	478	267	
2812	581	347	518	643	584	486	362	
2813	26	722	340	552	635	275	13	
2814	406	77	518	390	646	487	362	
2815	576	288	393	552	507	479	13	
2816	144	78	513	138	636	479	247	
2817	13	734	326	351	637	480	114	
2818	580	740	477	642	647	488	474	
2819	577	77	477	639	641	489	475	
2820	406	77	518	644	648	486	362	
2821	8	21	5	20	44	22	109	
2822	17	25	5	356	11	3	23	
2823	5	21	24	12	1	10	4	
2824	1	1	1	34	1	1	1	
2825	17	21	5	45	561	22	4	
2826	17	21	5	4	44	22	4	
2827	1	1	1	108	31	1	1	
2828	1	1	1	1	397	1	1	
2829	270	21	5	45	44	22	25	
2830	229	291	36	645	21	38	12	
2831	23	21	5	45	44	22	109	
2832	223	283	34	248	21	142	8	
2833	96	45	32	108	82	42	34	
2834	96	85	72	150	427	42	34	
2835	95	37	520	72	135	52	84	
2836	222	82	203	7	14	3	18	
2837	33	82	44	145	16	6	348	
2838	49	741	20	294	14	46	170	
2839	583	348	455	646	650	184	477	
2840	582	348	519	399	408	455	476	
2841	17	11	330	14	267	189	8	
2842	62	742	72	16	139	42	34	
2843	270	21	25	45	44	22	23	
2844	31	7	30	7	6	7	31	
2845	49	90	245	310	76	322	125	
2846	584	38	7	310	319	3	37	
2847	5	106	5	12	1	10	469	
2848	157	743	521	343	109	113	198	
2849	25	744	387	60	651	6	44	
2850	39	79	28	82	81	18	60	
2851	468	134	30	60	299	20	55	
2852	17	63	386	342	139	190	12	
2853	91	110	137	129	133	158	94	
2854	88	263	2	239	94	93	126	
2855	16	595	74	164	133	113	111	
2856	91	171	513	163	147	34	12	
2857	367	177	2	79	34	189	63	
2858	308	110	204	139	137	113	98	
2859	510	76	54	72	154	45	42	
2860	25	68	42	223	9	13	63	
2861	63	55	52	86	43	68	12	
2862	222	39	42	60	9	13	63	
2863	328	170	193	329	159	38	12	
2864	8	155	5	45	44	22	109	
2865	214	232	186	244	211	36	232	
2866	229	85	72	197	493	42	62	
2867	214	232	186	244	211	34	232	
2868	31	68	8	358	6	7	24	
2869	13	232	193	188	478	37	117	
2870	57	433	8	296	14	15	36	
2871	147	745	522	103	65	34	16	
2872	8	30	5	34	652	3	25	
2873	1	1	1	647	1	1	3	
2874	66	756	28	31	16	322	204	
2875	585	747	46	165	112	141	28	
2876	586	110	204	139	137	113	98	
2877	16	170	193	164	108	34	482	
2878	514	748	23	27	109	34	149	
2879	386	749	28	79	218	103	126	
2880	270	201	326	351	637	419	111	
2881	90	322	7	649	9	3	37	
2882	587	55	239	156	2	6	12	
2883	95	37	30	156	657	225	55	
2884	233	242	523	648	658	279	153	
2885	57	83	8	134	659	495	36	
2886	57	83	8	134	659	495	245	
2887	8	30	5	45	44	194	109	
2888	219	652	188	61	244	176	66	
2889	117	750	2	342	139	26	12	
2890	334	751	129	498	281	149	51	
2891	588	752	524	410	327	206	478	
2892	62	85	389	197	45	490	62	
2893	589	753	524	650	166	412	362	
2894	436	29	526	139	25	34	115	
2895	77	90	49	31	382	214	204	
2896	114	754	375	315	654	149	18	
2897	7	755	193	129	143	149	149	
2898	437	755	193	129	143	149	149	
2899	281	281	527	651	38	38	149	
2900	269	13	375	652	478	492	51	
2901	590	757	199	139	655	169	479	
2902	591	758	528	653	656	493	480	
2903	197	90	22	223	16	6	12	
2904	5	482	21	340	14	6	76	
2905	8	30	525	34	30	3	25	
2906	229	85	72	163	587	42	62	
2907	222	408	7	49	52	18	37	
2908	1	38	24	34	16	18	37	
2909	299	440	56	83	83	67	155	
2910	299	83	172	635	83	67	228	
2911	8	1	5	242	1	10	1	
2912	25	131	42	7	14	109	349	
2913	62	45	39	197	6	42	34	
2914	8	6	18	20	28	227	4	
2915	91	285	131	188	613	113	261	
2916	418	437	405	324	509	142	197	
2917	62	45	88	49	6	42	34	
2918	62	85	72	16	247	355	62	
2919	2	6	18	20	28	7	4	
2920	62	85	389	188	640	355	62	
2921	8	30	5	7	31	21	11	
2922	406	169	518	581	166	314	362	
2923	17	600	15	30	2	6	12	
2924	8	1	5	31	1	10	1	
2925	38	259	20	45	323	26	149	
2926	23	763	49	31	16	109	12	
2927	595	30	284	7	294	77	12	
2928	151	71	42	72	232	59	76	
2929	596	496	480	663	669	500	445	
2930	597	496	480	385	669	203	443	
2931	91	517	259	436	671	34	94	
2932	598	496	480	659	662	221	484	
2933	386	274	30	79	663	104	44	
2934	386	764	30	79	103	104	44	
2935	599	274	29	356	663	71	485	
2936	151	177	54	7	232	103	55	
2937	62	765	340	62	82	169	62	
2938	88	485	53	72	98	15	119	
2939	386	764	30	79	663	104	44	
2940	23	48	42	31	14	6	12	
2941	209	500	259	164	145	197	94	
2942	5	485	42	7	14	109	349	
2943	600	286	58	660	133	39	12	
2944	100	768	259	103	55	316	51	
2945	406	496	530	661	166	206	468	
2946	45	277	30	435	128	103	28	
2947	112	769	30	72	128	313	55	
2948	601	770	531	602	667	436	486	
2949	7	30	284	7	294	38	18	
2950	100	77	259	662	668	38	179	
2951	100	770	532	177	309	398	12	
2952	37	41	20	46	38	348	44	
2953	18	8	24	12	1	10	488	
2954	219	252	188	61	244	176	6	
2955	21	771	7	267	382	26	489	
2956	192	110	74	216	214	106	16	
2957	149	47	129	81	144	497	12	
2958	16	239	506	216	209	496	102	
2959	91	476	457	164	133	34	111	
2960	62	759	167	215	172	36	102	
2961	189	233	74	103	214	34	101	
2962	189	233	74	103	214	34	115	
2963	25	76	54	72	54	45	42	
2964	91	182	99	167	133	37	111	
2965	321	77	142	138	133	113	111	
2966	91	493	363	167	55	90	111	
2967	189	760	74	103	214	34	115	
2968	16	77	123	138	55	34	411	
2969	91	77	74	103	65	34	94	
2970	62	78	129	129	108	34	81	
2971	285	77	123	103	109	113	111	
2972	150	227	74	129	108	90	81	
2973	144	25	23	103	616	34	16	
2974	91	77	74	104	108	113	94	
2975	144	77	73	254	65	98	94	
2976	13	227	74	158	133	38	111	
2977	13	110	74	129	133	34	111	
2978	251	450	17	655	133	496	94	
2979	151	71	40	6	54	59	12	
2980	13	77	123	103	109	113	94	
2981	594	166	23	161	108	113	483	
2982	38	766	53	664	139	26	74	
2983	74	159	99	665	192	469	102	
2984	189	234	108	216	660	397	16	
2985	592	110	73	657	133	37	81	
2986	220	13	129	497	159	113	12	
2987	91	77	273	658	144	499	92	
2988	91	772	108	419	171	113	459	
2989	593	110	74	164	144	34	111	
2990	144	77	529	138	65	113	94	
2991	285	110	74	141	664	113	111	
2992	341	110	73	104	133	397	81	
2993	254	90	30	128	48	214	360	
2994	251	188	58	456	594	373	51	
2995	53	424	46	7	665	15	80	
2996	602	767	533	72	666	71	487	
2997	45	132	30	7	218	52	55	
2998	148	145	135	141	143	113	100	
2999	15	106	49	548	545	86	76	
3000	23	33	52	86	2	6	12	
3001	329	531	30	374	392	112	12	
3002	15	68	42	4	79	33	12	
3003	91	171	99	163	108	34	178	
3004	87	106	71	127	375	86	74	
3005	62	450	23	666	133	37	13	
3006	91	450	23	666	133	37	94	
3007	91	773	99	167	133	38	111	
3008	13	762	74	163	133	501	111	
3009	17	99	42	154	47	6	8	
3010	26	188	340	495	145	37	16	
3011	13	707	490	570	133	113	453	
3012	15	443	22	4	16	85	12	
3013	23	39	52	18	14	33	454	
3014	63	68	42	103	139	13	12	
3015	433	264	109	280	501	448	348	
3016	117	403	19	15	35	190	204	
3017	23	99	52	604	220	194	12	
3018	16	58	53	155	673	297	459	
3019	8	30	5	97	44	71	75	
3020	312	52	181	532	10	156	18	
3021	15	274	22	66	14	13	11	
3022	46	709	131	612	188	452	81	
3023	549	138	131	570	212	37	16	
3024	63	39	9	357	220	30	12	
3025	54	710	66	79	181	423	152	
3026	15	275	52	7	16	6	12	
3027	63	52	19	138	43	6	12	
3028	45	492	28	15	232	20	55	
3029	63	48	49	614	14	85	11	
3030	13	171	131	615	109	113	111	
3031	45	177	30	72	70	175	55	
3032	8	12	5	97	44	21	75	
3033	46	171	131	570	611	113	457	
3034	380	277	9	667	232	13	164	
3035	173	712	74	570	159	454	16	
3036	17	48	42	154	14	6	8	
3037	63	247	20	618	392	13	12	
3038	380	277	9	667	232	13	174	
3039	552	52	30	619	557	367	60	
3040	9	774	5	34	30	3	25	
3041	603	30	5	97	44	21	4	
3042	604	494	30	7	54	71	55	
3043	214	232	186	359	211	34	232	
3044	242	308	40	14	498	19	80	
3045	13	776	129	103	55	113	111	
3046	26	777	58	387	507	34	470	
3047	13	476	74	103	109	34	179	
3048	605	21	36	24	2	22	12	
3049	91	775	131	160	65	34	16	
3050	25	409	534	32	312	115	31	
3051	23	30	5	34	31	3	25	
3052	1	1	1	1	1	1	490	
3053	606	3	25	32	11	163	240	
3054	23	25	24	32	11	46	8	
3055	1	1	1	1	1	1	4	
3056	531	77	23	668	38	261	179	
3057	8	21	5	45	44	502	23	
3058	279	400	5	237	14	26	1	
3059	63	299	42	60	61	13	63	
3060	8	23	36	561	145	22	12	
3061	25	778	139	134	9	190	63	
3062	66	90	245	310	16	322	204	
3063	494	33	42	154	477	6	8	
3064	18	30	45	30	2	6	12	
3065	15	55	22	4	16	85	12	
3066	15	131	42	669	14	109	349	
3067	15	193	22	374	16	85	12	
3068	13	58	53	155	673	297	111	
3069	43	32	2	15	16	20	8	
3070	49	108	30	7	382	26	361	
3071	17	99	5	4	153	6	12	
3072	23	33	49	86	2	6	12	
3073	17	142	535	267	53	189	74	
3074	8	30	5	34	30	3	491	
3075	607	304	108	103	55	34	117	
3076	91	227	74	670	161	90	51	
3077	140	288	513	671	674	113	102	
3078	587	134	30	15	299	52	76	
3079	63	33	30	672	392	13	63	
3080	16	780	128	138	161	34	111	
3081	16	110	74	673	108	34	94	
3082	15	177	53	674	53	189	74	
3083	13	169	133	675	675	34	100	
3084	38	779	536	267	16	52	12	
3085	495	410	30	156	71	303	239	
3086	376	488	27	187	436	308	492	
3087	88	76	30	60	299	503	55	
3088	168	781	28	677	87	386	55	
3089	210	262	30	678	618	170	60	
3090	168	781	28	677	196	386	55	
3091	15	33	30	672	392	13	63	
3092	36	30	11	7	136	77	429	
3093	210	262	11	382	618	77	18	
3094	252	77	166	49	319	18	370	
3095	105	356	311	310	16	214	265	
3096	219	783	188	61	244	176	66	
3097	63	784	223	7	43	6	489	
3098	197	785	45	15	2	6	12	
3099	329	68	30	374	392	91	12	
3100	91	29	74	103	209	106	102	
3101	38	35	284	9	191	303	175	
3102	43	134	2	15	16	20	8	
3103	198	668	49	280	236	72	106	
3104	15	193	22	4	16	45	12	
3105	18	55	5	4	153	6	12	
3106	117	106	54	15	365	45	56	
3107	329	531	30	374	392	506	12	
3108	222	68	21	7	76	3	18	
3109	43	177	2	15	16	20	8	
3110	252	405	181	4	10	156	18	
3111	94	113	46	7	112	52	83	
3112	450	426	95	7	132	366	77	
3113	17	142	53	496	53	189	74	
3114	614	788	108	103	681	38	16	
3115	17	48	42	154	47	13	8	
3116	140	444	58	139	133	206	51	
3117	63	193	30	86	392	64	63	
3118	71	48	42	154	16	6	8	
3119	16	789	328	104	143	507	81	
3120	36	259	30	138	683	18	166	
3121	615	288	340	139	682	113	247	
3122	616	790	158	683	503	131	120	
3123	337	790	28	683	503	131	120	
3124	88	791	71	684	292	71	55	
3125	16	792	114	254	108	34	94	
3126	210	30	544	620	191	18	37	
3127	329	793	30	374	16	91	12	
3128	189	167	74	685	209	34	101	
3129	9	794	5	266	16	33	188	
3130	13	795	133	398	55	58	102	
3131	617	796	99	139	19	133	497	
3132	49	25	19	310	16	214	170	
3133	15	68	21	4	14	6	8	
3134	114	296	58	188	82	182	8	
3135	612	360	58	681	247	227	194	
3136	611	637	541	461	462	395	496	
3137	141	787	542	682	380	58	197	
3138	13	305	540	16	6	198	34	
3139	610	786	543	126	680	149	61	
3140	34	14	37	33	285	40	21	
3142	613	637	517	461	679	505	495	
3143	62	45	88	680	6	42	34	
3144	77	90	49	31	16	214	76	
3145	619	1	1	1	1	1	1	
3146	565	132	54	15	218	45	55	
3147	25	485	545	7	14	109	349	
3148	618	77	23	235	145	265	113	
3149	251	145	23	168	27	149	12	
3150	5	485	5	7	14	109	349	
3151	23	48	42	31	14	109	12	
3152	23	39	52	106	14	33	454	
3153	63	48	42	154	77	6	12	
3154	63	247	30	86	392	26	63	
3155	63	68	49	123	14	85	11	
3156	8	30	45	472	44	22	109	
