ST	abcZ	bglA	cat	dapE	dat	ldh	lhkA	CC	Lineage
1841	138	294	8	241	1	26	1	ST1841	II
1842	3	1	312	1	3	1	3	CC1	I
1843	17	295	3	6	5	7	1	CC20	II
1844	7	66	17	21	8	2	6	ST1844	II
1845	7	7	6	4	13	4	1	CC204	II
1846	2	4	12	3	3	540	2	CC392	I
1847	5	6	17	390	6	7	1	ST1847	II
1848	5	10	8	6	210	2	1	ST1848	II
1849	5	47	10	228	1	502	1	ST1849	II
1850	41	179	43	54	70	111	28	CC641	III
1851	317	1	1	1	3	1	3	CC1	I
1852	2	1	135	38	2	1	2	CC1041	I
1853	5	29	3	116	39	3	1	ST1853	II
1854	123	45	266	63	61	541	237	ST1854	IV
1855	7	296	16	7	5	2	1	CC155	II
1856	116	179	204	146	260	542	282	ST1856	III
1857	331	30	313	421	16	543	283	ST1857	III
1858	1	1	314	11	2	1	5	CC2	I
1859	323	297	130	113	91	380	284	ST1859	III
1860	332	274	99	422	261	108	285	ST1860	III
1861	5	6	3	68	13	314	1	ST1861	II
1862	333	298	315	423	32	513	286	ST1862	III
1863	334	118	219	424	134	285	250	ST1863	III
1864	138	66	17	425	1	123	6	CC1864	II
1865	217	183	32	426	262	73	24	ST1865	III
1866	3	2	12	17	3	1	3	ST1866	I
1867	7	122	8	6	1	3	1	CC938	II
1868	76	71	117	427	27	109	194	ST1868	III
1869	7	10	316	7	5	2	1	CC155	II
1870	7	10	317	139	6	314	1	ST1870	II
1871	5	10	3	4	210	2	1	ST1871	II
1872	254	11	53	306	25	544	46	ST1872	III
1873	5	299	8	6	6	7	1	ST1873	II
1874	92	247	318	113	263	380	83	ST1874	III
1875	7	300	10	428	13	545	1	ST1875	II
1876	24	101	29	102	36	150	38	ST1876	IV
1877	5	6	319	62	6	7	34	CC321	II
1878	11	3	12	38	3	94	287	CC224	I
1879	7	249	10	6	210	2	1	CC11	II
1880	5	46	2	6	6	546	1	ST1880	II
1881	312	75	29	429	61	178	288	ST1881	IV
1882	335	11	21	24	25	164	44	CC1882	III
1883	336	301	320	50	169	109	289	ST1883	III
1884	337	297	321	430	96	547	290	ST1884	III
1885	136	302	8	241	1	26	1	ST1885	II
1886	338	303	61	160	41	285	56	CC1886	III
1887	76	68	322	146	169	457	44	ST1887	III
1888	7	8	17	221	140	123	1	ST1888	II
1889	41	71	77	80	110	298	100	CC1889	III
1890	41	286	300	144	70	527	269	ST1890	III
1891	318	46	301	24	151	315	270	ST1891	III
1892	319	68	202	404	29	528	172	ST1892	III
1893	320	27	10	4	13	2	6	ST1893	II
1894	5	10	8	7	1	26	6	CC787	II
1895	321	4	4	3	2	1	5	CC3	I
1896	17	7	3	4	5	4	1	ST1896	II
1897	5	97	17	405	5	529	6	ST1897	II
1898	322	287	302	93	254	201	271	CC1898	III
1899	7	15	15	6	1	530	40	CC1899	II
1900	323	288	296	356	236	531	272	ST1900	III
1901	131	289	303	72	16	532	250	ST1901	III
1902	5	13	8	8	1	6	1	CC671	II
1903	9	304	15	6	8	26	1	CC199	II
1904	2	1	323	14	3	1	4	ST1904	I
1905	7	162	10	431	1	548	9	ST1905	II
1906	7	47	8	185	13	314	1	CC1906	II
1907	6	6	17	6	210	549	85	ST1907	II
1908	7	49	324	6	1	24	1	CC19	II
1909	7	6	16	30	6	2	1	ST1909	II
1910	2	1	9	406	3	5	5	CC554	I
1911	7	10	3	68	5	7	1	ST1911	II
1912	34	39	304	15	3	1	2	CC288	I
1913	5	5	3	30	6	6	1	CC906	II
1914	116	30	305	407	16	164	273	ST1914	III
1915	254	11	180	218	32	533	20	ST1915	III
1916	7	85	8	315	1	3	1	ST1916	II
1917	7	13	306	4	1	530	1	ST1917	II
1918	53	47	3	67	255	3	41	ST1918	II
1919	324	1	12	16	3	1	7	CC59	I
1920	5	6	307	408	6	7	1	ST1920	II
1921	7	122	8	6	1	3	274	CC938	II
1922	275	30	271	409	170	73	24	ST1922	III
1923	3	9	12	1	3	5	3	ST1923	I
1925	7	49	8	410	5	2	103	CC1066	II
1926	11	290	135	14	3	1	5	ST1926	I
1927	22	178	21	83	17	123	55	ST1927	III
1928	131	33	171	366	34	534	275	ST1928	III
1929	92	117	308	411	101	535	276	ST1929	III
1930	130	1	57	15	4	1	2	ST1930	I
1931	322	287	302	93	254	457	271	CC1898	III
1932	1	2	309	3	2	5	3	CC4	I
1933	7	106	8	149	256	340	6	CC842	II
1934	1	1	310	1	2	5	3	ST1934	I
1935	7	10	3	8	5	536	1	ST1935	II
1936	282	291	32	412	75	390	26	ST1936	III
1937	5	97	8	20	5	312	1	CC1016	II
1938	325	30	311	413	32	537	277	ST1938	III
1939	282	284	32	414	257	538	291	ST1939	III
1940	76	68	325	72	16	371	292	ST1940	III
1941	339	30	326	93	27	109	43	ST1941	III
1942	41	305	327	72	16	550	293	ST1942	III
1943	7	15	10	6	1	530	40	CC1899	II
1944	8	6	328	8	6	37	1	CC121	II
1945	44	118	198	48	41	377	147	ST1945	III
1946	22	30	72	75	22	551	55	ST1946	III
1947	340	178	204	432	260	111	178	ST1947	III
1948	281	151	198	388	89	552	56	ST1948	III
1949	204	71	118	144	151	246	28	CC1512	III
1950	212	306	329	433	32	553	262	ST1950	III
1951	7	27	10	4	13	3	1	ST1951	II
1952	212	307	118	243	33	554	29	ST1952	III
1953	138	128	10	6	1	308	1	ST1953	II
1954	118	33	330	434	33	295	178	ST1954	III
1955	56	71	78	389	161	555	289	ST1955	III
1956	1	1	12	267	264	1	3	CC1258	I
1957	12	1	331	14	3	39	4	CC87	I
1958	1	51	332	13	2	5	5	CC183	I
1959	59	32	21	24	25	123	55	CC1751	III
1960	341	1	9	1	3	1	4	CC651	I
1961	52	1	27	435	2	1	5	ST1961	I
1962	1	1	11	11	265	1	5	CC2	I
1963	342	68	77	436	16	285	94	ST1963	III
1964	92	308	127	401	220	556	158	ST1964	III
1965	44	196	217	273	16	409	25	CC1283	III
1966	7	5	17	18	12	2	6	ST1966	II
1967	335	11	72	24	25	164	44	CC1882	III
1968	7	14	63	30	1	26	1	CC395	II
1969	34	1	57	437	2	1	2	CC5	I
1970	343	117	227	332	239	499	247	ST1970	III
1971	3	9	9	438	3	1	5	CC6	I
1972	5	6	2	439	5	2	1	CC8	II
1973	344	1	11	3	3	1	7	CC5	I
1974	15	27	17	440	1	8	1	ST1974	II
1975	5	309	8	7	5	3	294	ST1975	II
1976	7	6	8	8	266	37	1	CC121	II
1977	345	85	8	8	1	557	103	ST1977	II
1978	41	32	281	441	260	558	238	ST1978	III
1979	113	66	17	425	1	123	6	CC1864	II
1980	6	310	8	442	5	3	1	ST1980	II
1981	5	8	5	7	267	2	1	CC7	II
1982	5	7	3	5	268	8	6	CC37	II
1983	1	1	135	267	18	1	5	ST1983	I
1984	217	30	35	126	25	313	94	ST1984	III
1985	346	15	15	8	6	2	1	ST1985	II
1986	347	162	8	139	13	3	295	ST1986	II
1987	348	58	204	24	32	164	20	CC1789	III
1988	7	311	8	6	13	559	1	ST1988	II
1989	52	1	333	1	3	1	4	CC651	I
1990	44	70	171	443	34	111	180	ST1990	III
1991	44	30	117	72	260	560	296	ST1991	III
1992	6	5	2	4	1	302	6	CC831	II
1993	113	5	10	444	1	314	1	ST1993	II
1994	41	155	204	249	151	285	175	CC1994	III
1995	59	266	334	445	32	123	297	ST1995	III
1996	7	15	8	6	13	312	1	ST1996	II
1997	195	13	10	228	1	3	1	CC1127	II
1998	5	6	8	7	6	7	1	CC573	II
1999	92	117	127	113	157	380	170	CC1180	III
2000	349	117	335	113	147	499	298	ST2000	III
2001	7	47	8	185	13	3	1	CC1906	II
2002	350	68	336	446	269	561	299	ST2002	III
2003	92	312	98	447	68	562	198	ST2003	III
2004	44	313	337	448	51	563	280	ST2004	III
2005	351	314	338	449	270	564	246	ST2005	III
2006	5	8	5	450	6	2	1	CC7	II
2007	352	5	2	4	1	302	6	CC831	II
2008	7	49	2	6	1	429	6	CC1331	II
2009	97	11	52	75	32	111	300	ST2009	III
2010	92	315	308	113	91	296	97	ST2010	III
2011	5	10	2	6	1	6	1	CC671	II
2012	7	10	3	116	5	3	1	CC1800	II
2013	277	22	21	445	271	31	56	ST2013	III
2014	7	316	19	6	1	24	85	ST2014	II
2015	198	165	339	451	97	287	44	ST2015	III
2016	5	10	8	20	6	7	1	CC200	II
2017	3	1	1	3	3	1	3	CC1	I
2018	92	317	227	113	96	437	298	ST2018	III
2019	113	124	10	6	13	314	1	CC1771	II
2020	353	71	326	93	25	285	43	ST2020	III
2021	92	318	289	401	157	437	301	ST2021	III
2022	116	33	13	403	16	565	175	ST2022	III
2023	131	33	43	452	151	111	302	ST2023	III
2024	34	1	135	38	3	1	2	CC1041	I
2025	354	9	9	3	3	1	5	CC6	I
2026	58	68	294	48	32	285	303	ST2026	III
2027	7	319	8	7	1	4	1	ST2027	II
2028	3	31	14	14	3	5	5	CC345	I
2029	355	141	340	453	16	566	249	ST2029	III
2030	293	320	44	364	272	506	29	ST2030	III
2031	7	6	8	7	5	7	1	CC573	II
2032	356	321	130	113	239	567	198	ST2032	III
2033	357	1	1	14	2	5	5	ST2033	I
2034	358	117	289	454	68	499	247	ST2034	III
2035	1	2	9	455	2	5	3	CC4	I
2036	359	30	341	456	27	555	51	ST2036	III
2037	127	178	142	419	151	111	28	ST2037	III
2038	11	1	48	14	3	1	4	ST2038	I
2039	41	118	198	457	110	285	147	ST2039	III
2040	44	30	132	48	273	298	194	ST2040	III
2041	5	6	8	62	6	568	34	CC321	II
2042	44	71	342	80	89	569	50	ST2042	III
2043	338	303	61	160	41	570	56	CC1886	III
2044	136	6	17	18	1	26	1	ST2044	II
2045	7	47	10	458	1	2	1	CC935	II
2046	360	322	219	51	25	123	55	ST2046	III
2047	353	100	50	459	75	155	51	ST2047	III
2048	5	8	5	7	6	2	6	CC7	II
2049	361	323	343	339	89	491	304	ST2049	III
2050	362	324	271	148	274	528	305	ST2050	III
2051	53	47	8	67	1	3	41	CC369	II
2052	7	10	8	187	1	2	1	ST2052	II
2053	2	1	9	1	3	18	5	CC554	I
2054	3	1	12	70	275	1	5	CC388	I
2055	8	6	15	6	6	2	306	CC14	II
2056	237	185	32	460	75	313	307	ST2056	III
2057	41	30	142	144	101	571	28	ST2057	III
2058	363	325	118	461	272	572	176	ST2058	III
2059	364	1	1	1	3	1	3	CC1	I
2060	365	326	344	249	32	390	308	ST2060	III
2061	312	327	29	63	61	283	39	ST2061	IV
2062	366	11	21	24	17	123	55	CC1382	III
2063	1	2	345	3	2	5	3	CC4	I
2064	11	12	4	71	3	1	2	CC195	I
2065	367	11	346	462	276	573	255	ST2065	III
2066	44	53	61	72	41	155	43	CC406	III
2067	92	328	127	463	101	535	276	ST2067	III
2068	92	32	134	159	277	512	83	ST2068	III
2069	41	71	129	220	278	206	261	ST2069	III
2070	278	11	267	339	164	574	24	ST2070	III
2071	7	172	8	8	13	26	309	ST2071	II
2072	53	329	8	67	13	3	41	CC369	II
2073	41	155	204	249	151	575	175	CC1994	III
2074	369	330	30	33	217	356	17	CC2074	L. innocua
2075	143	21	40	167	55	577	16	CC43	L. innocua
2076	28	23	33	465	23	192	16	CC140	L. innocua
2077	3	1	1	466	3	1	3	CC1	I
2078	3	1	348	1	3	1	3	CC1	I
2079	9	10	15	6	8	578	1	CC199	II
2080	371	1	1	1	3	1	3	CC1	I
2081	5	6	349	9	5	3	1	CC8	II
2082	238	6	10	467	6	2	1	ST2082	II
2083	7	7	10	4	280	24	1	CC403	II
2084	8	6	15	6	5	2	311	CC14	II
2085	372	5	6	4	1	4	1	CC9	II
2086	5	331	2	9	5	3	1	CC8	II
2087	1	1	11	11	2	43	5	CC2	I
2088	7	332	10	21	1	4	1	CC11	II
2089	44	32	99	468	281	579	271	ST2089	III
2090	7	6	8	469	6	37	1	CC121	II
2091	204	225	10	6	1	26	1	ST2091	II
2092	5	6	2	29	5	3	312	CC8	II
2093	11	333	12	16	3	1	7	CC59	I
2094	7	6	350	6	5	2	1	CC14	II
2095	373	77	29	101	61	149	38	ST2095	IV
2096	5	6	8	9	5	3	1	CC8	II
2097	6	5	6	4	1	582	1	CC9	II
2098	374	58	21	24	25	580	13	ST2098	III
2099	3	1	1	1	3	581	3	CC1	I
2100	375	142	351	207	282	244	313	ST2100	L. welshimeri
2101	2	1	11	3	3	90	7	CC5	I
2102	1	1	352	11	2	1	5	CC2	I
2103	12	1	4	470	3	39	4	CC87	I
2104	3	9	353	3	3	1	5	CC6	I
2105	6	5	6	4	283	4	1	CC9	II
2106	12	1	4	14	3	39	314	CC87	I
2107	5	6	8	62	6	7	315	CC321	II
2108	4	4	4	471	2	1	5	CC3	I
2109	7	6	8	8	6	583	1	CC121	II
2110	3	1	355	1	3	1	3	CC1	I
2111	5	6	354	62	6	7	34	CC321	II
2112	5	6	2	9	5	3	316	CC8	II
2113	7	66	8	87	6	585	1	CC475	II
2114	8	6	13	6	5	53	1	CC14	II
2115	11	1	12	16	3	584	7	CC59	I
2116	100	334	6	4	1	4	1	CC9	II
2117	253	6	2	29	5	3	1	CC8	II
2118	269	244	85	99	218	293	159	CC1622	L. innocua
2119	376	39	356	472	284	386	251	ST2119	III
2120	94	2	11	3	18	59	5	CC666	I
2121	11	12	357	3	3	1	2	ST2121	I
2122	11	1	12	473	3	1	7	CC59	I
2123	34	1	57	14	285	1	2	CC5	I
2124	377	3	12	38	3	94	2	CC224	I
2125	1	1	11	11	2	1	318	CC2	I
2126	1	51	11	13	2	5	319	CC183	I
2127	1	9	1	475	7	5	3	CC217	I
2128	1	2	9	3	288	1	3	CC4	I
2129	3	1	12	3	69	586	5	CC639	I
2130	3	1	12	3	69	1	317	CC639	I
2131	3	1	12	14	3	1	5	ST2131	I
2132	3	1	358	1	3	1	3	CC1	I
2133	3	1	12	478	69	1	5	CC639	I
2134	6	5	6	4	287	4	1	CC9	II
2135	7	335	8	149	1	288	6	ST2135	II
2136	7	10	3	6	5	3	1	CC1800	II
2137	7	10	3	149	1	340	6	ST2137	II
2138	7	106	8	149	1	587	6	CC842	II
2139	7	106	8	149	1	340	6	CC842	II
2140	7	106	8	149	1	290	6	CC842	II
2141	11	1	11	38	286	39	5	CC429	I
2142	378	6	8	474	1	37	1	ST2142	II
2143	379	336	8	476	1	588	1	ST2143	II
2144	379	336	17	477	1	589	1	ST2144	II
2145	11	1	12	479	2	1	5	CC388	I
2146	94	2	11	3	18	1	320	CC666	I
2147	1	1	12	248	2	1	3	CC54	I
2148	3	9	9	3	3	1	166	CC6	I
2149	5	10	8	20	1	376	1	CC200	II
2150	7	27	10	41	5	92	1	CC207	II
2151	11	3	12	38	3	94	321	CC224	I
2152	380	3	12	38	3	94	2	CC224	I
2153	4	4	359	3	2	1	5	CC3	I
2154	2	337	11	3	3	1	7	CC5	I
2155	369	338	30	33	217	356	17	CC2074	L. innocua
2156	65	23	40	480	195	180	58	ST2156	L. innocua
2157	5	7	360	5	1	8	6	CC37	II
2158	310	339	321	113	289	436	322	ST2158	III
2159	44	196	10	179	16	409	103	ST2159	III
2160	381	5	6	4	1	4	1	CC9	II
2161	28	21	362	97	20	218	68	CC537	L. innocua
2162	65	95	33	130	195	591	88	CC731	L. innocua
2163	78	21	361	481	45	590	53	ST2163	L. innocua
2164	5	5	17	21	39	2	323	CC415	II
2165	3	31	14	482	3	5	5	CC345	I
2166	382	9	9	3	3	1	5	CC6	I
2167	1	1	11	11	2	592	5	CC2	I
2168	3	1	363	16	7	1	4	CC218	I
2169	17	13	3	6	5	7	324	CC20	II
2170	7	7	3	10	5	6	325	CC21	II
2171	1	340	11	11	2	1	5	CC2	I
2172	15	10	66	18	290	3	167	CC29	II
2173	1	2	12	3	291	5	3	CC4	I
2174	383	1	11	11	2	1	5	CC2	I
2175	3	9	9	3	3	1	326	CC6	I
2176	384	6	15	6	6	2	1	CC14	II
2177	7	341	15	78	6	14	9	CC101	II
2178	3	1	364	1	3	1	3	CC1	I
2179	3	1	365	1	3	1	3	CC1	I
2180	5	5	366	6	1	593	327	ST2180	II
2181	7	5	367	21	1	4	1	CC11	II
2182	15	342	18	18	1	3	1	CC29	II
2183	5	6	368	9	5	3	1	CC8	II
2184	1	1	11	484	2	1	5	CC2	I
2185	2	1	11	3	293	1	7	CC5	I
2186	3	1	1	1	18	594	3	CC1	I
2187	4	4	4	485	2	1	5	CC3	I
2188	5	6	2	483	5	3	1	CC8	II
2189	5	343	2	29	5	3	1	CC8	II
2190	7	10	16	7	292	2	1	CC155	II
2191	12	1	4	14	3	39	329	CC87	I
2192	12	1	4	486	3	39	4	CC87	I
2193	12	344	11	3	73	1	2	CC619	I
2194	34	39	11	15	3	1	328	CC288	I
2195	5	47	10	173	13	7	1	CC912	II
2196	5	10	8	68	1	2	338	CC1503	II
2197	5	13	8	6	1	37	1	CC671	II
2198	5	10	10	8	1	314	1	ST2198	II
2199	7	123	8	493	1	470	223	ST2199	II
2200	7	49	19	496	1	24	1	CC19	II
2201	7	349	19	499	1	314	1	ST2201	II
2202	7	10	8	6	299	372	6	ST2202	II
2203	7	363	10	18	13	509	1	CC1803	II
2204	7	123	10	520	1	470	1	ST2204	II
2205	8	6	386	508	1	37	1	ST2205	II
2206	17	10	8	6	5	7	1	ST2206	II
2207	22	11	72	501	22	164	55	ST2207	III
2208	34	1	57	3	3	1	356	CC5	I
2209	41	105	43	54	70	111	28	CC641	III
2210	41	32	218	503	169	457	251	CC2210	III
2211	41	32	218	204	169	457	251	CC2210	III
2212	41	179	382	144	86	111	28	ST2212	III
2213	41	30	292	144	70	246	28	ST2213	III
2214	41	30	142	144	151	246	28	CC2214	III
2215	41	105	43	54	151	285	161	ST2215	III
2216	41	60	53	80	110	298	100	ST2216	III
2217	41	68	77	80	110	298	100	CC1889	III
2218	41	361	303	514	16	608	63	ST2218	III
2219	42	36	204	72	34	596	176	ST2219	III
2220	44	226	370	488	16	565	169	ST2220	III
2221	44	303	371	489	169	377	333	ST2221	III
2222	44	226	370	490	16	295	169	ST2222	III
2223	44	353	370	218	16	565	342	ST2223	III
2224	44	32	53	72	303	206	93	ST2224	III
2225	44	226	370	517	307	565	226	ST2225	III
2226	53	47	10	228	13	314	1	ST2226	II
2227	53	10	10	18	13	3	1	ST2227	II
2228	56	352	117	360	235	527	250	ST2228	III
2229	56	30	61	72	32	155	348	ST2229	III
2230	58	30	377	37	24	598	26	ST2230	III
2231	59	11	21	502	17	297	44	ST2231	III
2232	71	71	43	249	235	565	44	ST2232	III
2233	71	41	53	148	27	156	50	ST2233	III
2234	76	53	13	93	16	390	340	ST2234	III
2235	76	32	261	333	16	297	50	ST2235	III
2236	76	71	77	72	25	109	289	ST2236	III
2237	93	10	381	36	210	2	1	CC1553	II
2238	93	47	10	21	308	559	1	ST2238	II
2239	97	351	53	24	32	123	46	ST2239	III
2240	113	47	3	172	13	3	1	ST2240	II
2241	113	5	380	500	1	2	1	ST2241	II
2242	113	30	194	403	70	111	175	CC1840	III
2243	113	47	10	179	13	3	103	ST2243	II
2244	113	112	315	423	32	543	347	ST2244	III
2245	114	71	198	160	89	155	51	ST2245	III
2246	116	32	369	255	41	565	331	ST2246	III
2247	116	33	201	255	89	527	105	ST2247	III
2248	116	355	118	243	16	602	282	ST2248	III
2249	127	33	193	146	89	350	144	ST2249	III
2250	127	33	204	251	297	383	339	ST2250	III
2251	127	33	204	360	298	522	339	ST2251	III
2252	129	71	303	512	89	606	43	ST2252	III
2253	185	33	181	146	89	350	144	CC1139	III
2254	185	346	207	251	34	111	37	ST2254	III
2255	189	282	378	498	236	355	25	ST2255	III
2256	189	269	99	225	310	409	238	ST2256	III
2257	189	370	64	531	236	618	355	ST2257	III
2258	189	371	99	533	28	620	27	ST2258	III
2259	195	15	10	8	223	3	6	CC1647	II
2260	198	32	119	93	97	295	341	ST2260	III
2261	198	71	119	93	97	295	169	ST2261	III
2262	204	33	118	144	151	246	28	CC1512	III
2263	204	105	194	452	151	597	161	CC2263	III
2264	206	47	373	492	13	2	1	ST2264	II
2265	214	366	399	530	32	543	25	ST2265	III
2266	214	259	399	273	311	386	25	ST2266	III
2267	216	33	388	72	301	285	178	ST2267	III
2268	217	183	298	497	296	491	172	ST2268	III
2269	217	364	50	522	27	555	352	ST2269	III
2270	218	30	337	92	89	201	26	ST2270	III
2271	219	345	32	25	24	595	24	ST2271	III
2272	219	69	32	37	89	598	24	ST2272	III
2273	228	356	218	505	175	457	194	ST2273	III
2274	237	365	393	523	27	390	353	ST2274	III
2275	281	30	384	382	89	604	343	ST2275	III
2276	282	69	271	339	24	148	203	ST2276	III
2277	282	30	387	511	300	595	26	ST2277	III
2278	299	274	99	371	238	508	25	CC1734	III
2279	334	359	386	509	169	285	340	ST2279	III
2280	334	71	219	424	169	285	250	ST2280	III
2281	355	70	219	388	16	377	51	ST2281	III
2282	366	32	301	513	302	607	27	ST2282	III
2283	385	324	341	487	294	555	50	ST2283	III
2284	386	33	204	54	134	111	330	ST2284	III
2285	387	68	117	366	41	206	332	ST2285	III
2286	388	347	372	491	295	505	334	ST2286	III
2287	389	168	374	494	24	598	24	ST2287	III
2288	390	30	375	495	89	599	335	ST2288	III
2289	391	178	376	432	32	287	336	ST2289	III
2290	392	291	298	126	27	73	303	ST2290	III
2291	393	69	32	37	89	555	24	ST2291	III
2292	393	369	99	529	32	616	238	ST2292	III
2293	394	30	379	37	294	109	26	ST2293	III
2294	395	58	204	296	33	457	337	ST2294	III
2295	396	348	10	172	13	3	1	ST2295	II
2296	396	46	8	21	1	26	351	ST2296	II
2297	397	350	8	149	1	290	6	ST2297	II
2298	398	33	21	24	173	505	46	ST2298	III
2299	399	71	203	382	169	600	145	ST2299	III
2300	400	226	206	490	34	201	226	ST2300	III
2301	401	33	204	24	22	601	37	ST2301	III
2302	402	354	171	504	97	285	37	ST2302	III
2303	402	30	383	72	175	603	44	ST2303	III
2304	403	70	219	360	134	387	93	ST2304	III
2305	403	71	198	507	27	285	333	ST2305	III
2306	404	184	68	506	16	206	250	ST2306	III
2307	405	357	385	220	16	605	344	ST2307	III
2308	406	32	385	220	16	605	44	ST2308	III
2309	406	68	129	80	89	377	43	ST2309	III
2310	407	358	386	508	34	285	340	ST2310	III
2311	408	33	64	213	16	109	94	ST2311	III
2312	408	360	203	54	34	285	345	ST2312	III
2313	409	30	35	510	27	109	153	ST2313	III
2314	410	71	389	515	304	609	260	ST2314	III
2315	411	71	390	316	305	610	346	ST2315	III
2316	412	155	391	516	306	350	150	ST2316	III
2317	412	366	394	524	309	613	245	ST2317	III
2318	412	367	395	525	32	614	245	ST2318	III
2319	412	158	400	532	312	619	238	ST2319	III
2320	413	362	392	518	75	611	13	ST2320	III
2321	414	155	392	519	32	574	349	ST2321	III
2322	414	32	146	521	113	612	350	ST2322	III
2323	415	368	396	526	32	615	354	ST2323	III
2324	415	158	398	528	16	108	260	ST2324	III
2325	415	116	99	225	32	617	238	ST2325	III
2326	416	11	397	527	141	384	46	ST2326	III
2327	417	159	99	273	312	620	286	ST2327	III
2328	65	80	33	97	195	621	17	ST2328	L. innocua
2329	418	10	8	20	1	7	1	CC200	II
2330	6	5	6	4	5	4	1	CC9	II
2331	419	142	401	534	67	343	357	CC2331	L. welshimeri
2332	11	3	12	38	3	94	358	CC224	I
2333	9	10	15	6	8	622	1	CC199	II
2334	4	4	4	3	2	236	5	CC3	I
2335	4	4	4	3	2	23	5	CC3	I
2336	4	4	4	3	313	9	5	CC3	I
2337	420	14	37	6	1	27	1	CC193	II
2338	421	4	4	3	2	1	5	CC3	I
2339	422	372	402	207	314	623	359	ST2339	L. welshimeri
2340	423	373	238	299	315	624	360	ST2340	L. welshimeri
2341	266	0	253	327	215	481	233	ST2341	L. valentina
2342	3	1	135	3	2	1	4	ST2342	I
2343	5	374	3	5	1	8	6	CC37	II
2344	6	5	6	535	1	4	1	CC9	II
2345	424	375	403	536	65	625	361	CC2345	L. innocua
2346	424	375	404	536	65	625	361	CC2345	L. innocua
2347	65	95	33	130	195	263	88	CC731	L. innocua
2348	1	1	27	537	4	1	4	ST2348	I
2349	2	1	11	3	3	1	362	CC5	I
2350	76	71	149	48	110	295	43	CC897	III
2351	5	7	405	5	1	8	6	CC37	II
2352	425	376	77	48	75	313	363	ST2352	III
2353	1	1	11	538	2	1	5	CC2	I
2354	5	6	2	29	5	626	1	CC8	II
2355	25	20	30	32	20	676	16	CC132	L. innocua
2356	28	23	33	597	23	192	16	CC140	L. innocua
2357	36	21	33	86	20	180	411	CC474	L. innocua
2358	63	396	422	82	328	171	385	ST2358	L. innocua
2359	63	403	422	566	330	650	54	ST2359	L. innocua
2360	190	400	425	562	331	188	387	ST2360	L. innocua
2361	225	192	212	555	53	402	69	CC1480	L. innocua
2362	269	244	251	556	213	646	69	ST2362	L. innocua
2363	419	74	401	534	67	343	357	CC2331	L. welshimeri
2364	442	397	423	99	53	647	69	ST2364	L. innocua
2365	444	396	424	559	330	649	386	ST2365	L. innocua
2366	463	140	404	536	23	625	407	ST2366	L. innocua
2367	1	2	12	3	2	629	3	CC4	I
2368	1	1	11	11	2	1	378	CC2	I
2369	1	390	11	11	2	1	5	CC2	I
2370	1	1	11	11	2	641	5	CC2	I
2371	1	1	11	11	2	1	380	CC2	I
2372	1	1	11	11	2	1	381	CC2	I
2373	1	3	7	2	4	1	383	CC220	I
2374	1	392	11	11	2	1	5	CC2	I
2375	1	2	12	14	2	5	2	ST2375	I
2376	1	1	11	11	333	1	5	CC2	I
2377	1	18	1	3	2	1	5	CC2	I
2378	1	1	11	11	2	1	412	CC2	I
2379	1	429	12	3	2	5	3	CC4	I
2380	2	1	11	7	6	1	7	ST2380	I
2381	2	1	11	548	3	1	7	CC5	I
2382	2	1	11	3	3	648	7	CC5	I
2383	2	1	11	3	3	127	7	CC5	I
2384	2	402	11	3	3	1	7	CC5	I
2385	2	1	9	568	3	5	5	CC554	I
2386	2	1	11	3	3	655	7	CC5	I
2387	2	415	9	1	3	5	5	CC554	I
2388	2	418	11	3	3	1	7	CC5	I
2389	2	1	11	3	3	1	1	CC5	I
2390	2	1	11	3	3	1	410	CC5	I
2391	2	422	11	3	3	1	7	CC5	I
2392	2	1	11	3	6	1	34	ST2392	II
2393	3	9	9	3	316	1	5	CC6	I
2394	3	9	9	3	3	1	365	CC6	I
2395	3	378	9	3	3	1	5	CC6	I
2396	3	1	1	1	318	1	3	CC1	I
2397	3	1	1	1	319	1	367	ST2397	I
2398	3	381	1	1	3	1	3	CC1	I
2399	3	1	1	1	320	1	3	CC1	I
2400	3	1	1	1	321	1	3	CC1	I
2401	3	1	1	4	3	1	3	CC1	I
2402	3	1	408	1	3	1	3	CC1	I
2403	3	9	9	543	3	1	5	CC6	I
2404	3	386	9	3	3	1	5	CC6	I
2405	3	1	1	1	3	1	143	CC1	I
2406	3	1	1	554	3	1	3	CC1	I
2407	3	405	9	3	3	1	5	CC6	I
2408	3	9	9	3	3	1	392	CC6	I
2409	3	1	1	1	205	1	3	CC1	I
2410	3	1	1	1	3	174	3	CC1	I
2411	3	1	1	1	6	1	1	ST2411	II
2412	3	1	1	1	3	658	3	CC1	I
2413	3	9	1	70	18	1	3	ST2413	I
2414	3	1	1	1	3	99	3	CC1	I
2415	3	1	1	1	3	1	405	CC1	I
2416	3	1	1	1	3	1	406	CC1	I
2417	3	421	9	3	3	1	5	CC6	I
2418	3	1	444	1	3	1	3	CC1	I
2419	4	4	4	551	2	1	5	CC3	I
2420	4	4	419	3	2	11	5	CC3	I
2421	4	4	419	3	2	1	5	CC3	I
2422	4	4	4	3	174	654	5	CC1274	I
2423	4	4	4	3	2	174	5	CC3	I
2424	4	425	4	3	2	90	5	CC3	I
2425	5	6	407	9	5	3	1	CC8	II
2426	5	7	3	5	1	8	370	CC37	II
2427	5	47	2	5	1	6	1	CC829	II
