ST	adk	fumC	gyrB	icd	mdh	purA	recA	clonal_complex
9783	6	4	15	1130	24	26	7	
9784	99	6	33	33	846	8	7	
9786	100	1389	7	45	7	3	148	
9787	4	1390	2	25	5	5	19	
9788	76	39	10	13	17	25	15	
9789	82	749	73	839	56	425	63	
9790	6	23	15	16	100	8	7	
9791	10	11	4	1131	8	8	2	
9792	6	1391	5	10	9	8	6	
9793	6	254	3	17	7	204	6	
9798	20	1392	41	43	5	32	2	
9799	960	61	6	1132	13	3	50	
9800	163	1283	852	189	68	450	225	
9801	6	4	4	18	24	5	705	
9802	6	61	853	11	13	3	50	
9803	6	95	854	18	9	8	14	
9804	137	4	5	26	847	13	6	
9809	965	4	5	26	20	8	14	
9811	6	4	5	26	848	8	14	
9812	43	41	15	18	849	7	6	
9813	6	4	855	1	22	8	7	
9814	10	27	5	10	12	736	2	
9815	10	27	4	10	8	1	2	
9816	6	7	856	1	8	18	2	
9817	10	7	5	8	8	737	6	
9818	967	4	12	16	9	7	7	
9820	9	1393	33	18	11	8	6	
9821	6	4	3	17	850	7	6	
9822	6	4	219	16	9	7	12	
9823	21	1394	61	52	5	5	4	
9824	6	4	857	1	11	3	56	
9825	6	1395	7	1	11	3	56	
9826	10	11	858	12	8	8	2	
9827	6	19	4	18	9	8	6	
9828	36	1396	9	13	17	11	25	
9829	6	6	14	1133	9	7	7	
9843	970	1	59	2	2	2	2	
9844	6	23	32	16	9	187	7	
9847	10	11	4	8	8	564	2	
9848	13	1397	10	97	18	68	93	
9849	6	1398	4	9	20	1	6	
9850	6	19	863	16	11	8	6	
9851	971	1399	181	1134	5	16	4	
9852	222	11	4	8	7	8	6	
9853	207	1400	864	254	1	2	2	
9854	6	4	12	16	9	738	144	
9855	13	67	41	64	5	16	578	
9856	16	4	12	16	9	7	686	
9857	10	1401	4	8	8	8	2	
9858	82	531	73	1135	56	322	509	
9859	6	6	575	26	9	13	98	
9860	6	65	32	26	9	715	2	
9861	100	23	7	45	7	566	707	
9862	6	4	12	1	20	739	7	
9863	20	45	41	43	851	32	2	
9864	972	11	4	1	8	8	2	
9865	46	35	208	6	4	740	4	
9866	10	11	865	8	8	8	2	
9867	6	4	1	1	179	18	2	
9869	6	4	866	17	7	7	6	
9870	973	38	84	13	17	68	34	
9871	12	1403	8	12	15	2	2	
9873	179	1404	225	286	15	2	2	
9882	6	4	4	1	7	1	2	
9891	64	7	57	1	8	8	2	
9892	6	19	872	16	9	8	7	
9893	43	41	15	18	11	742	6	
9894	6	29	32	16	11	8	709	
9895	9	6	33	131	24	8	710	
9897	6	1408	57	1	8	8	2	
9914	24	116	4	8	8	8	2	
9917	78	27	5	10	853	8	2	
9918	53	40	47	13	854	28	29	
9919	976	96	121	13	17	11	10	
9920	16	4	873	16	9	7	7	
9921	13	1409	10	14	17	25	17	
9922	6	4	12	138	20	18	7	
9923	224	12	199	12	1	1	2	
9933	12	12	8	12	15	2	23	
9934	9	1410	5	1	9	13	6	
9935	52	116	55	101	863	40	38	
9936	6	1411	3	430	11	8	6	
9937	11	4	12	1	20	293	7	
9938	20	45	41	1138	5	32	2	
9939	120	54	46	1139	532	40	38	
9940	20	45	874	43	5	32	2	
9941	6	4	14	16	864	8	14	
9942	92	4	87	96	70	743	2	
9943	10	1412	4	8	8	8	2	
9944	6	4	14	16	24	744	14	
9945	977	11	5	8	7	8	2	
9946	10	11	875	8	8	8	2	
9953	62	1413	157	6	182	746	95	
9954	6	19	3	16	866	8	6	
9955	6	4	3	18	7	7	712	
9956	148	29	5	18	9	47	7	
9957	163	298	235	255	190	66	713	
9959	64	11	5	1141	8	8	6	
9960	6	4	4	18	24	193	14	
9961	6	4	12	300	20	13	7	
9962	130	67	41	22	7	50	45	
9963	261	1414	372	31	5	5	4	
9964	57	11	879	109	7	8	2	
9965	8	7	5	1142	8	8	2	
9966	34	1415	519	63	613	5	488	
9967	6	19	3	26	9	7	6	
9969	54	51	52	6	867	5	40	
9970	6	11	4	8	637	8	7	
9971	9	1416	33	18	9	122	6	
9972	46	26	208	1143	5	16	4	
9973	6	4	4	1144	24	5	14	
9974	667	4	12	1	411	12	7	
9975	10	11	4	8	8	747	2	
9976	6	4	12	1145	24	7	6	
9977	6	11	4	1146	8	8	2	
9978	9	1417	33	131	24	8	7	
9979	6	19	14	16	11	12	714	
9980	17	37	167	484	26	146	22	
9981	6	1418	33	9	9	13	6	
9982	6	4	4	16	24	748	14	
9983	810	11	4	8	8	8	2	
9984	6	4	12	1	868	13	7	
9985	10	11	4	12	869	7	2	
9986	10	1419	4	8	8	8	2	
9987	99	1420	33	33	24	8	7	
9988	10	11	4	8	8	749	2	
9989	64	556	1	1	8	8	14	
9990	8	7	1	8	8	750	6	
9991	6	95	4	18	11	751	14	
9992	979	11	4	12	8	8	86	
9993	10	11	4	8	371	8	2	
9994	20	45	41	43	5	1	2	
9995	10	4	5	8	8	306	2	
9996	76	43	9	36	870	14	10	
9997	10	7	4	8	12	8	614	
9998	980	1421	134	617	68	66	103	
9999	10	11	1	629	871	18	2	
10000	132	111	255	545	872	247	373	
10001	228	1422	85	207	116	149	106	
10002	228	170	412	207	154	149	135	
10003	228	298	258	1147	73	450	76	
10004	163	391	85	330	73	69	125	
10005	393	111	317	189	873	247	76	
10006	163	1283	637	189	68	248	225	
10007	6	11	4	234	874	8	6	
10008	64	6	1	8	9	8	7	
10009	34	26	39	6	45	5	11	
10010	6	1423	103	113	8	1	2	
10011	6	19	12	26	20	13	7	
10015	83	53	231	140	1	2	2	
10016	10	724	5	10	8	8	7	
10017	10	11	4	8	607	2	2	
10019	764	11	4	8	8	8	2	
10027	9	4	3	26	7	8	2	
10028	6	4	4	16	11	26	7	
10039	6	19	5	18	9	8	14	
10042	10	99	5	1148	8	7	2	
10043	36	24	10	13	17	752	25	
10044	6	1426	14	16	11	12	2	
10045	6	6	14	1149	7	7	6	
10046	6	6	5	16	820	8	7	
10047	6	95	4	88	875	7	7	
10048	6	7	57	1150	8	8	2	
10049	10	11	4	1151	8	8	2	
10050	6	4	896	18	9	26	7	
10051	78	1427	5	10	12	8	2	
10052	6	29	5	26	876	8	6	
10053	52	54	46	48	35	383	38	
10054	10	11	4	1	8	753	2	
10055	981	41	15	18	11	7	6	
10056	20	45	41	43	5	85	2	
10057	505	6	5	9	9	8	2	
10058	6	4	12	1152	9	2	7	
10059	10	1428	1	8	8	8	6	
10060	8	7	1	8	8	9	6	
10061	10	11	897	8	7	8	6	
10062	9	65	5	1	9	754	6	
10063	6	4	33	136	99	108	6	
10064	67	32	87	484	70	146	2	
10065	21	35	27	6	877	5	4	
10066	6	4	1	95	69	755	20	
10067	9	23	238	18	11	8	721	
10068	6	19	32	26	9	7	7	
10069	10	11	1	1	8	8	42	
10070	20	45	41	43	5	50	722	
10071	83	1429	898	1153	159	1	2	
10072	35	3	52	23	878	5	19	
10073	6	1430	32	26	9	8	7	
10074	982	12	8	12	15	2	2	
10075	9	8	5	1154	11	194	7	
10076	10	968	4	8	8	17	2	
10077	6	65	32	1155	9	8	2	
10078	20	45	41	43	5	50	723	
10079	216	331	6	285	196	2	317	
10080	24	11	4	8	8	756	2	
10081	6	4	32	26	879	8	7	
10082	10	27	899	10	12	8	49	
10083	16	4	12	239	9	7	7	
10084	983	12	8	12	15	2	2	
10085	12	12	8	12	15	2	431	
10086	984	63	7	1	14	7	7	
10087	6	7	57	1	8	8	724	
10088	64	4	5	83	880	8	6	
10094	20	45	41	43	882	32	2	
10095	231	4	900	11	1	193	7	
10096	6	61	901	11	13	3	50	
10097	43	1431	15	18	11	7	6	
10098	9	1432	33	131	24	8	7	
10099	6	1432	33	131	24	8	7	
10100	64	11	5	1	631	8	6	
10101	6	58	54	54	1	8	47	
10102	13	44	9	22	579	30	34	
10103	6	1433	5	10	20	23	6	
10105	10	1435	4	8	8	8	2	
10106	13	24	19	36	262	757	25	
10107	479	61	6	11	13	3	50	
10108	6	74	6	559	13	3	50	
10109	34	36	39	87	67	16	725	
10113	6	31	4	1157	1	1	2	
10114	6	95	33	18	883	8	14	
10115	10	11	292	1	8	365	2	
10119	6	4	12	1158	20	12	7	
10120	10	11	4	8	884	8	2	
10121	6	6	4	16	7	13	6	
10122	33	26	2	31	132	16	19	
10123	37	38	19	1159	17	11	26	
10131	6	7	5	1	8	404	2	
10132	16	4	902	16	9	7	7	
10134	356	531	73	1160	885	425	726	
10135	6	19	3	16	375	8	6	
10136	53	40	47	13	36	761	29	
10143	6	61	6	11	13	762	50	
10144	53	40	47	1161	36	28	29	
10145	4	1438	2	25	5	5	19	
10146	76	24	903	1162	17	14	79	
10147	20	45	41	43	5	763	2	
10148	113	4	5	83	886	8	6	
10149	6	1418	33	16	11	8	6	
10150	52	116	904	101	35	18	38	
10151	6	4	4	16	887	8	14	
10152	92	4	87	1163	70	58	2	
10153	64	7	1	1164	8	8	6	
10154	989	4	12	1	20	18	7	
10155	133	1439	91	189	110	113	76	
10157	6	6	905	21	9	7	7	
10158	6	6	15	1165	9	7	7	
10159	6	4	4	1166	24	8	14	
10160	6	4	4	1167	20	1	6	
10161	6	6	5	26	888	13	98	
10162	6	1440	4	8	8	8	2	
10163	9	65	5	1	11	13	14	
10164	6	4	12	1	9	26	6	
10165	10	11	4	1	8	306	2	
10166	990	1441	906	524	401	40	307	
10167	991	11	4	8	8	8	2	
10168	6	4	12	1168	20	13	7	
10169	10	1442	4	8	8	8	2	
10170	10	11	4	1169	8	18	2	
10171	10	11	4	1170	8	8	2	
10172	6	4	12	1171	20	12	7	
10173	8	7	1	8	889	18	6	
10174	992	1443	158	164	890	2	2	
10175	6	11	4	10	597	8	6	
10176	6	6	3	56	11	26	6	
10177	934	4	14	16	24	8	14	
10178	6	11	4	8	8	108	2	
10179	195	239	907	446	169	163	2	
10180	6	1444	4	10	7	8	6	
10181	10	1445	4	8	8	8	2	
10182	46	160	208	6	5	16	4	
10183	997	4	159	44	112	1	17	
10184	998	35	27	6	5	5	4	
10185	6	11	95	104	8	765	2	
10186	10	27	5	1172	12	8	2	
10187	431	204	168	383	136	284	252	
10188	43	41	15	18	11	7	730	
10189	224	4	54	1173	11	1	7	
10190	57	11	4	1174	7	315	2	
10191	9	4	5	56	9	26	731	
10192	999	45	41	43	5	32	2	
10193	6	4	32	18	24	47	428	
10194	6	4	33	1	20	766	7	
10195	1001	11	4	8	8	8	2	
10196	14	14	10	200	893	7	10	
10197	80	329	4	12	9	749	6	
10198	53	40	47	13	36	28	732	
10199	85	1451	78	29	59	58	62	
10200	34	36	39	87	894	16	4	
10201	36	1452	9	13	17	11	25	
10202	6	23	4	1	9	26	216	
10203	207	297	260	1175	1	2	2	
10204	6	1453	3	18	9	8	6	
10205	10	27	5	10	12	8	527	
10206	34	36	39	1176	67	16	4	
10207	53	1454	47	13	36	28	29	
10208	46	35	208	6	4	16	19	
10209	6	844	4	18	135	7	6	
10210	6	4	12	1	20	18	426	
10211	13	40	13	13	23	25	733	
10212	36	1455	9	13	17	11	25	
10213	36	24	912	13	17	770	25	
10214	1006	195	13	100	30	25	30	
10215	170	40	93	1177	17	28	166	
10216	13	21	13	1178	17	36	15	
10217	35	218	17	49	37	5	191	
10218	18	1456	10	13	17	25	17	
10219	6	4	913	95	7	8	7	
10220	53	40	47	13	36	771	29	
10221	6	1457	4	16	24	8	14	
10222	13	14	19	36	23	772	10	
10223	203	35	27	232	40	5	19	
10224	13	1458	19	36	23	11	10	
10225	486	4	12	1179	20	12	7	
10226	27	32	24	29	26	773	22	
10227	6	1459	5	26	9	7	14	
10228	43	41	15	1180	11	7	6	
10229	53	40	47	13	36	28	734	
10230	9	23	914	18	11	8	6	
10231	13	13	9	13	16	15	9	
10232	1007	11	4	8	8	8	2	
10233	1008	1460	915	638	172	454	735	
10234	34	36	39	87	895	16	4	
10235	357	4	14	1	20	62	7	
10236	1009	13	9	13	16	10	9	
10237	88	103	19	36	23	774	26	
10238	6	6	5	1	9	7	7	
10239	6	6	3	18	11	7	2	
10240	13	52	10	1182	17	25	17	
10241	37	38	19	1183	17	11	26	
10242	6	1461	4	159	9	23	7	
10243	6	4	12	1184	20	12	7	
10244	112	11	5	12	896	8	86	
10246	37	1462	19	37	17	11	26	
10247	27	32	24	29	897	19	22	
10248	8	11	4	8	7	775	6	
10249	38	96	9	13	30	44	26	
10250	36	24	9	1185	17	11	25	
10251	36	24	9	1186	17	11	25	
10252	13	13	9	13	16	776	9	
10253	36	24	9	13	17	11	736	
10254	46	4	12	1	20	12	7	
10255	92	838	87	96	70	58	2	
10256	10	11	916	109	7	8	2	
10257	49	4	44	9	11	16	7	
10258	1011	37	29	25	4	5	73	
10259	37	38	19	37	898	11	26	
10260	13	14	19	1187	23	11	10	
10261	10	956	4	8	8	8	2	
10262	13	39	19	36	17	25	10	
10263	38	39	917	13	17	25	28	
10264	1012	24	9	13	17	11	25	
10265	21	1463	27	6	5	5	4	
10266	1013	210	250	52	4	5	95	
10267	36	24	918	13	899	11	25	
10268	373	414	305	345	224	16	232	
10269	83	12	155	1188	1	1	17	
10270	1014	4	919	9	7	12	682	
10271	13	13	920	13	16	10	9	
10272	6	4	12	1	20	13	371	
10273	1015	45	41	43	5	32	2	
10274	99	1464	33	33	24	8	7	
10275	13	43	9	1189	17	44	25	
10276	35	1465	29	25	4	5	73	
10277	6	4	33	10	20	12	148	
10278	36	24	9	13	900	11	25	
10279	13	1466	9	37	901	37	25	
10280	1016	1467	640	140	27	449	2	
10281	1017	38	19	37	17	8	26	
10282	285	224	5	448	344	2	221	
10283	244	4	4	1190	9	26	7	
10284	1018	1468	921	1191	902	17	739	
10285	13	1469	19	36	23	11	10	
10286	676	4	14	1192	20	62	7	
10287	1019	7	57	1	8	8	2	
10288	13	24	9	13	903	11	25	
10289	10	11	4	8	904	8	2	
10290	21	35	922	6	5	5	4	
10291	13	475	49	1193	17	64	268	
10292	10	11	4	1194	8	8	2	
10293	36	24	923	13	17	11	25	
10294	14	14	10	14	17	777	10	
10295	36	24	9	13	17	778	25	
10296	6	4	12	1	20	12	740	
10297	375	481	362	1195	311	303	181	
10298	13	39	924	13	16	37	25	
10299	13	1470	9	13	16	10	9	
10300	1004	725	55	418	401	40	391	
10301	13	14	19	1196	23	11	10	
10302	1020	40	19	13	36	28	30	
10303	13	1472	9	36	30	44	25	
10304	13	40	925	13	23	25	66	
10305	18	22	94	1197	5	5	4	
10306	6	6	15	16	42	46	741	
10307	1021	273	9	13	17	11	25	
10308	13	40	13	13	17	28	109	
10309	13	13	9	13	16	10	742	
10310	290	1475	55	1198	260	779	38	
10311	1025	24	9	13	17	11	25	
10312	6	1476	7	1	11	3	56	
10313	79	26	27	6	214	1	19	
10314	6	69	4	16	9	13	72	
10315	13	52	10	14	17	780	17	
10316	83	93	110	1199	15	3	165	
10317	92	4	87	96	70	16	2	
10318	14	14	10	200	17	487	10	
10319	99	6	33	1200	24	8	7	
10320	1026	24	9	13	17	11	25	
10321	53	40	47	13	907	28	29	
10322	10	11	4	1201	8	13	73	
10323	53	40	929	13	36	28	29	
10324	37	1477	19	37	17	11	26	
10325	1029	1478	591	36	18	1	25	
10326	6	4	14	16	24	109	14	
10327	6	29	5	18	11	8	745	
10328	6	4	14	16	11	8	6	
10329	85	88	78	29	910	58	62	
10330	11	63	7	1202	14	7	7	
10331	6	11	4	8	911	8	2	
10332	53	40	47	13	36	781	29	
10333	10	11	932	8	8	8	2	
10334	12	12	8	12	15	782	2	
10335	6	4	933	1	22	8	7	
10336	6	6	15	16	912	46	7	
10337	8	7	1	8	8	12	6	
10338	6	462	935	1	8	18	2	
10339	52	746	55	324	260	40	746	
10340	1030	11	4	8	8	8	2	
10341	6	11	4	1203	8	8	2	
10342	10	11	4	8	8	8	747	
10343	1031	65	5	1	9	13	6	
10344	4	26	17	25	914	91	19	
10345	10	11	4	8	915	8	2	
10346	6	8	511	159	9	784	7	
10347	64	7	5	83	8	790	6	
10348	8	7	5	1206	8	8	2	
10349	10	11	135	8	916	8	2	
10350	10	11	4	8	8	2	6	
10351	6	65	32	317	9	8	2	
10353	10	11	4	10	91	8	2	
10375	179	29	32	16	11	8	44	
10385	19	23	51	1212	21	2	16	
10386	6	4	3	18	919	7	6	
10387	6	4	54	247	11	1	6	
10388	1043	19	3	18	9	38	6	
10389	6	4	33	16	7	8	6	
10390	6	65	3	18	9	8	7	
10391	218	371	53	140	247	2	216	
10392	64	7	1	1	8	8	762	
10393	6	4	4	1215	9	26	2	
10394	6	1481	15	1	22	8	7	
10395	83	192	516	30	112	1	2	
10396	10	11	4	1	619	9	2	
10397	671	277	5	16	11	8	7	
10398	6	6	14	21	9	7	763	
10399	10	11	1	1	563	8	2	
10400	77	7	944	18	53	56	7	
10401	28	33	945	29	7	11	24	
10402	36	24	9	13	920	11	25	
10403	1048	24	9	13	17	11	25	
10404	10	11	4	8	921	8	2	
10405	53	40	47	13	36	799	29	
10406	21	35	946	6	5	5	4	
10407	6	4	12	1216	20	18	7	
10408	36	24	9	13	17	800	25	
10409	13	24	19	14	23	801	10	
10410	13	14	19	36	23	802	10	
10411	37	1484	19	37	17	11	26	
10412	13	1485	9	13	16	10	9	
10413	36	1486	9	13	17	11	25	
10414	13	14	19	36	23	803	10	
10415	1049	24	9	13	17	11	25	
10416	6	31	5	28	1	804	2	
10417	6	6	14	21	117	622	329	
10418	1050	4	4	1	22	8	7	
10419	1051	4	12	231	7	7	6	
10420	12	12	8	1217	15	2	2	
10421	77	7	7	1218	54	18	7	
10422	77	7	947	18	53	56	7	
10423	6	6	5	9	9	121	2	
10424	53	40	47	1219	36	28	29	
10425	6	196	1	1220	8	8	2	
10426	6	1487	4	8	8	8	2	
10427	6	11	4	8	8	8	62	
10428	21	35	27	1221	5	5	4	
10429	10	11	478	8	8	8	2	
10430	6	1488	4	10	7	8	6	
10431	373	452	264	375	224	16	248	
10432	6	29	14	18	24	8	2	
10433	6	4	15	979	9	26	7	
10434	6	1489	14	16	24	8	14	
10435	6	11	4	8	8	315	2	
10436	6	95	948	156	9	8	14	
10437	12	12	8	12	922	2	2	
10438	6	95	33	156	9	805	14	
10439	6	6	5	1222	9	8	2	
10440	53	40	47	13	36	28	764	
10441	449	531	607	441	56	425	465	
10442	10	11	57	12	7	8	2	
10443	6	7	754	1	8	806	2	
10444	1055	40	47	13	36	28	29	
10445	6	4	14	16	24	8	7	
10446	67	1492	13	13	18	68	697	
10447	10	11	4	8	923	8	2	
10448	51	48	456	1223	34	807	37	
10449	11	63	7	1	924	7	7	
10450	6	61	6	11	925	3	50	
10451	98	4	14	1	20	62	7	
10452	6	61	6	11	926	95	7	
10453	1057	4	1	1	1	1	1	
10454	1	4	1	1224	1	1	51	
10455	1058	4	1	5	1	1	51	
10456	1	4	949	5	1	1	54	
10457	11	63	7	1	927	7	7	
10458	1059	19	15	18	11	8	14	
10459	10	11	950	8	8	8	2	
10460	6	11	4	1225	7	8	6	
10461	13	52	10	1226	17	25	17	
10462	35	37	29	363	4	5	73	
10463	64	1493	5	83	8	8	6	
10464	80	1085	225	8	766	8	6	
10465	12	12	8	12	15	2	765	
10466	12	12	8	12	928	2	2	
10467	12	12	8	12	15	2	766	
10468	12	12	8	12	15	808	2	
10469	6	95	33	18	9	8	767	
10470	6	6	4	18	24	809	2	
10471	1060	12	8	12	15	2	2	
10477	6	86	225	12	7	569	6	
10478	1063	23	3	16	9	7	7	
10479	8	7	1	1227	8	8	6	
10480	12	12	8	12	15	811	2	
10481	12	662	958	12	528	2	2	
10483	35	3	52	1228	97	5	19	
10484	31	12	53	1229	282	35	6	
10485	12	12	8	12	15	812	2	
10486	16	4	12	16	930	7	7	
10487	6	360	960	1	9	2	7	
10488	12	12	8	12	931	2	2	
10489	668	6	14	21	9	7	7	
10490	6	1495	14	21	9	7	7	
10491	35	37	29	25	932	5	73	
10492	101	1496	167	29	118	813	22	
10493	1064	28	22	27	5	16	4	
10494	1065	11	727	8	8	8	2	
10495	10	11	4	8	8	814	2	
10496	6	1497	4	91	7	8	6	
10497	4	26	2	25	139	5	19	
10498	10	11	819	8	8	13	2	
10499	565	36	207	87	67	815	288	
10500	6	1498	4	8	8	8	2	
10501	8	1499	1	8	20	7	6	
10502	10	1500	4	8	8	8	2	
10503	6	1501	4	8	8	8	2	
10504	6	4	12	1230	20	13	7	
10505	6	6	4	1231	24	8	7	
10506	992	1443	158	164	933	816	2	
10507	10	11	5	10	8	817	2	
10509	6	61	6	11	935	3	50	
10510	989	61	6	11	13	3	50	
10511	113	1502	5	83	8	8	6	
10512	6	1503	14	16	24	8	14	
10513	701	1026	301	821	936	818	768	
10514	6	95	961	18	11	122	6	
10515	142	24	13	13	18	819	13	
10516	13	96	121	13	937	11	10	
10517	6	23	69	813	433	3	7	
10518	6	1504	524	1232	20	8	14	
10519	6	4	14	1233	20	62	7	
10520	119	95	14	18	9	13	6	
10522	13	1505	9	13	16	10	9	
10523	6	61	6	11	938	3	50	
10524	6	61	6	1234	13	3	50	
10525	1066	7	154	8	12	8	2	
10526	6	11	4	8	574	820	2	
10527	1	11	7	11	7	3	7	
10528	6	4	14	937	20	62	7	
10529	6	65	964	26	9	8	2	
10530	700	4	12	1	20	8	7	
10531	6	4	5	1235	11	8	2	
10532	1067	95	33	18	9	8	14	
10533	13	147	19	22	17	821	2	
10534	6	4	12	16	9	7	770	
10535	6	4	22	18	939	26	7	
10536	38	24	965	13	17	30	34	
10537	83	1085	640	141	940	656	2	
10538	9	1506	32	26	9	8	6	
10539	10	11	4	8	8	88	2	
10540	83	1507	530	247	941	2	2	
10541	34	36	39	1236	67	16	4	
10542	6	6	14	21	942	7	329	
10543	657	684	55	319	401	822	771	
10544	1068	33	25	29	7	11	24	
10545	6	4	32	1	943	7	6	
10546	6	11	5	131	7	8	2	
10547	6	23	3	18	9	8	41	
10548	9	6	33	8	24	8	7	
10550	6	95	644	18	9	8	14	
10551	1070	4	1	5	1	1	51	
10552	6	6	5	9	9	116	2	
10559	76	1508	13	15	30	8	2	
10560	10	11	969	10	8	1	2	
10561	10	11	292	8	8	8	2	
10562	383	23	109	8	8	435	2	
10563	6	595	1	109	7	8	2	
10564	10	11	4	8	8	8	773	
10565	6	19	3	18	11	8	6	
10566	112	11	970	12	8	8	86	
10567	925	11	1	1	71	8	6	
10568	431	204	55	1237	136	284	774	
10569	64	660	5	8	8	8	2	
10570	10	1509	5	10	7	8	2	
10571	288	11	1	1238	7	8	2	
10572	1073	11	109	399	7	1	2	
10573	6	1510	1	109	7	569	775	
10574	10	11	292	1	8	823	2	
10575	6	4	14	274	9	8	2	
10576	1074	204	55	319	908	40	307	
10577	6	247	5	1	8	18	2	
10578	1075	11	5	12	8	8	86	
10579	10	7	4	8	12	8	776	
10580	6	11	4	348	7	8	6	
10581	6	6	4	16	11	8	7	
10582	34	36	28	353	944	16	4	
10583	10	27	5	1239	12	8	2	
10584	1076	11	1	454	7	8	2	
10585	8	11	4	8	7	824	2	
10586	10	290	5	10	7	8	2	
10587	6	1511	971	1240	159	2	2	
10588	6	11	4	149	8	18	2	
10589	6	1512	1	109	7	8	2	
10590	288	474	1	399	7	8	2	
10591	10	11	1	629	12	18	2	
10592	10	7	972	8	12	8	2	
10593	1077	4	12	16	9	7	7	
10594	6	11	75	8	27	8	42	
10595	112	11	973	12	8	8	86	
10596	8	11	1	8	8	8	6	
10597	1078	684	167	524	401	825	777	
10598	6	1513	15	18	9	8	6	
10599	76	43	974	36	17	14	10	
10600	8	595	1	8	7	18	6	
10601	6	6	3	10	7	18	7	
10603	10	99	975	91	8	8	2	
10604	1079	6	33	131	24	826	7	
10605	53	40	47	13	945	28	29	
10606	53	40	976	13	36	28	29	
10607	85	88	78	29	59	50	62	
10608	10	11	4	8	929	8	2	
10609	1080	11	4	8	8	8	2	
10610	10	11	4	8	8	8	606	
10611	10	1514	5	10	8	1	2	
10613	6	4	12	1	20	12	779	
10614	1081	23	5	45	7	3	7	
10619	6	4	977	1	8	8	6	
10620	6	11	818	10	7	8	6	
10621	6	1517	5	1	8	18	2	
10622	113	1518	5	83	8	8	6	
10623	9	1519	5	1	9	13	6	
10624	1084	26	2	25	5	5	19	
10625	6	4	978	1	20	12	7	
10626	10	211	979	8	8	8	2	
10627	10	11	4	12	8	8	780	
10628	10	214	4	8	8	8	2	
10629	6	4	14	1241	24	8	14	
10630	6	4	4	1242	24	8	14	
10631	1085	45	41	43	5	32	2	
10632	9	6	33	131	24	236	7	
10633	52	1520	55	101	863	40	38	
10634	80	1521	69	16	55	8	6	
10635	53	40	980	13	36	28	29	
10636	6	4	3	18	433	7	14	
10637	6	31	981	28	1	1	2	
10638	43	8	15	18	11	7	6	
10639	6	4	12	1243	20	8	7	
10640	10	27	5	1165	12	9	2	
10642	1087	45	41	43	5	32	2	
10643	4	26	2	25	5	10	19	
10644	88	103	19	1244	23	44	26	
10645	1088	11	4	12	8	8	2	
10647	6	579	3	18	11	827	2	
10648	826	90	54	10	1	35	47	
10649	10	11	4	8	8	828	174	
10650	12	1524	176	322	24	2	42	
10651	6	19	3	16	9	23	6	
10652	6	961	4	1	22	8	7	
10653	6	6	14	21	100	7	7	
10654	80	1525	209	54	22	35	151	
10655	836	1005	5	9	9	8	2	
10656	87	90	231	1246	1	187	138	
10657	957	6	14	21	9	7	7	
10658	6	95	33	18	947	8	14	
10659	6	1526	14	21	9	7	7	
10660	6	8	4	1247	9	48	7	
10661	83	23	982	30	874	1	2	
10662	6	61	6	1248	13	3	50	
10663	6	61	6	11	948	3	50	
10664	136	11	983	1249	8	18	2	
10665	10	11	4	1250	949	8	2	
10666	1050	61	6	11	13	3	50	
10667	1	1527	1	1	1	1	1	
10668	176	4	12	16	7	7	412	
10670	11	63	7	1	14	7	781	
10671	6	174	4	8	8	8	2	
10672	130	45	41	22	950	50	45	
10673	179	12	53	10	9	35	47	
10674	6	1533	6	11	13	3	50	
10675	83	193	530	247	941	2	2	
10676	1	46	986	1	20	34	7	
10686	9	175	33	131	625	8	7	
10690	10	11	4	12	461	18	6	
10691	10	11	4	8	625	8	2	
10692	69	59	60	3	3	95	3	
10693	204	153	4	83	7	8	6	
10694	6	107	1	95	69	830	20	
10695	87	1535	231	10	1	187	138	
10696	8	11	4	91	951	8	2	
10697	9	6	33	1254	24	8	7	
10698	10	11	4	8	8	8	133	
10700	10	27	5	10	12	1	784	
10701	6	6	5	9	7	8	6	
10702	64	23	109	8	8	8	2	
10703	35	1536	29	25	4	5	73	
10704	6	11	4	613	8	8	2	
10705	12	12	8	12	15	2	785	
10706	27	32	24	29	26	19	786	
10707	14	1537	10	200	17	7	10	
10708	6	4	4	16	24	8	787	
10709	163	1283	852	189	68	66	225	
10710	133	1203	85	189	142	141	176	
10711	6	31	990	28	1	1	2	
10712	6	4	3	18	952	8	6	
10713	100	46	4	10	20	3	7	
10714	6	23	33	18	11	8	788	
10715	10	11	4	8	8	714	2	
10716	52	54	55	214	35	284	145	
10717	157	19	3	26	11	8	6	
10718	6	8	15	16	9	8	7	
10719	10	1538	4	8	8	8	2	
10720	53	40	47	13	36	28	789	
10721	1099	41	15	18	11	7	6	
10722	35	3	991	500	5	5	4	
10723	6	4	1	1255	7	8	7	
10724	96	1275	268	100	23	28	122	
10725	9	6	992	131	24	8	7	
10726	6	1539	14	274	9	8	2	
10727	33	26	2	31	5	16	790	
10728	6	1540	12	1	20	13	7	
10729	1100	40	93	13	23	28	66	
10730	6	1541	14	16	24	8	14	
10731	6	4	15	18	9	466	7	
10732	1101	45	41	43	5	32	2	
10733	76	39	10	13	17	831	28	
10734	83	306	245	1256	209	16	181	
10735	80	23	33	291	11	8	6	
10736	6	4	879	95	69	8	20	
10738	6	1542	5	28	1	1	2	
10739	6	1543	5	28	1	1	2	
10740	76	1544	19	89	17	1	10	
10743	1102	33	25	29	7	11	24	
