ST	AAT1a	ACC1	ADP1	MPIb	SYA1	VPS13	ZWF1b	clonal_complex
2378	5	2	6	4	2	6	16	
2379	5	5	5	2	2	6	12	
2380	10	47	21	14	3	141	108	
2381	33	3	4	3	6	45	15	
2382	33	3	4	3	6	45	22	
2383	23	3	5	3	57	258	6	
2384	8	32	21	34	7	55	5	
2385	59	5	10	2	80	108	15	
2386	59	7	21	2	2	108	90	
2387	5	4	24	3	7	65	6	
2388	151	3	5	14	2	100	6	
2389	152	5	21	2	80	108	15	
2390	13	4	24	3	34	65	6	
2391	113	32	21	2	34	53	66	
2392	59	5	21	2	80	108	12	
2393	55	26	20	2	2	100	251	
2394	55	26	20	2	2	20	251	
2395	54	3	10	36	98	32	111	
2396	54	9	10	36	94	113	111	
2397	1	7	15	6	61	55	112	
2398	54	31	10	36	191	32	197	
2399	54	31	127	36	94	113	111	
2400	24	3	128	36	98	113	111	
2401	54	31	10	36	24	113	197	
2402	28	2	4	4	6	118	22	
2403	53	9	10	36	24	113	111	
2404	1	3	6	3	2	73	112	
2405	13	3	37	2	38	46	112	
2406	21	17	21	19	30	97	22	
2407	4	10	4	3	2	45	15	
2408	3	3	21	50	53	109	13	
2409	4	57	4	3	2	73	15	
2410	1	3	4	3	7	259	112	
2411	3	3	129	4	27	47	13	
2412	3	3	129	4	27	109	13	
2413	59	2	21	12	80	108	15	
2414	4	7	130	142	194	51	254	
2415	21	17	131	19	27	13	22	
2416	74	7	132	7	13	51	12	
2417	5	32	21	143	7	55	5	
2418	23	3	6	3	97	100	136	
2419	58	47	4	5	105	239	109	
2420	2	5	5	9	2	6	12	
2421	5	7	21	19	7	74	5	
2422	13	2	4	4	4	4	255	
2423	11	5	5	4	2	20	5	
2424	31	5	5	2	2	21	12	
2425	40	65	41	2	34	41	27	
2426	2	5	2	2	2	24	20	
2427	80	3	6	3	57	100	6	
2428	21	15	21	19	53	83	22	
2429	23	3	5	9	57	100	6	
2430	4	7	21	2	81	108	90	
2431	5	5	5	29	2	24	20	
2432	23	3	2	3	2	100	6	
2433	1	7	6	6	61	105	112	
2434	59	3	6	12	80	108	15	
2435	80	3	5	3	2	100	6	
2436	80	3	5	3	57	3	110	
2437	1	7	15	6	61	105	22	
2438	60	3	10	3	3	39	95	
2439	54	31	10	144	94	113	111	
2440	11	8	6	4	34	60	130	
2441	54	31	10	36	98	182	111	
2442	59	5	21	4	80	108	40	
2443	54	31	10	36	24	113	111	
2444	1	14	4	3	7	73	112	
2445	5	5	5	4	2	6	5	
2446	13	7	15	19	61	105	112	
2447	54	3	10	36	94	182	111	
2448	12	3	4	9	61	80	12	
2449	80	3	5	3	57	100	12	
2450	80	3	2	3	57	100	256	
2451	1	7	15	6	26	105	112	
2452	50	26	20	12	2	100	251	
2453	10	26	6	4	34	145	119	
2454	5	32	6	123	7	233	58	
2455	11	3	6	4	34	60	257	
2456	59	7	21	2	81	20	90	
2457	54	3	10	36	83	113	111	
2458	13	7	15	6	34	37	15	
2459	59	5	21	2	67	108	15	
2460	74	7	106	9	13	19	70	
2461	80	7	5	12	2	100	6	
2462	11	29	6	4	34	60	8	
2463	5	4	5	12	80	6	5	
2464	80	27	10	36	83	20	111	
2465	1	27	10	36	94	113	111	
2466	80	14	3	3	3	39	95	
2467	117	14	21	50	27	109	13	
2468	80	7	15	6	61	105	10	
2469	4	7	16	5	13	19	14	
2470	8	32	21	121	7	74	5	
2471	21	26	14	18	72	47	84	
2472	1	3	5	3	97	100	6	
2473	59	5	21	27	80	108	15	
2474	9	32	4	4	34	27	15	
2475	54	31	10	36	94	113	197	
2476	74	7	6	9	13	19	14	
2477	47	35	4	21	74	118	105	
2478	59	5	21	145	80	108	15	
2479	13	4	24	3	7	65	6	
2480	59	35	4	21	74	118	13	
2481	1	31	10	36	94	113	119	
2482	13	8	5	3	2	32	12	
2483	54	31	10	36	195	113	197	
2484	1	9	10	36	83	113	111	
2485	11	28	6	4	34	60	258	
2486	21	2	77	19	27	83	22	
2487	21	3	6	34	196	76	3	
2488	11	8	6	28	34	60	259	
2489	5	32	21	121	7	97	5	
2490	11	26	6	146	34	60	119	
2491	4	5	21	2	80	108	15	
2492	102	14	134	3	174	12	15	
2493	80	23	5	3	57	7	6	
2494	80	3	5	3	115	207	165	
2495	60	10	21	1	7	126	15	
2496	24	7	6	4	157	58	22	
2497	39	29	4	23	6	41	40	
2498	10	26	6	4	34	4	130	
2499	74	7	16	110	13	51	33	
2500	4	14	35	14	18	20	165	
2501	8	13	21	34	7	55	5	
2502	24	3	5	14	57	58	165	
2503	74	7	16	7	57	19	33	
2504	60	10	21	1	7	114	15	
2505	59	5	21	12	80	108	15	
2506	111	3	6	4	34	60	119	
2507	59	2	21	2	80	108	15	
2508	24	3	10	36	83	113	111	
2509	59	23	21	40	80	108	15	
2510	21	8	21	19	27	32	22	
2511	60	3	4	4	13	260	10	
2512	5	32	21	121	7	74	20	
2513	5	5	5	9	2	6	25	
2514	60	3	4	4	13	260	244	
2515	15	7	6	14	43	112	12	
2516	5	5	5	9	2	6	22	
2517	13	3	21	5	27	109	13	
2518	53	32	3	3	12	20	95	
2519	5	5	5	9	2	6	9	
2520	24	8	6	4	34	261	260	
2521	80	3	6	3	57	100	165	
2522	80	3	6	3	57	227	6	
2523	5	32	21	34	7	74	20	
2524	80	3	5	1	57	258	6	
2525	13	3	14	18	72	102	84	
2526	114	3	3	3	3	39	95	
2527	24	3	6	3	57	100	6	
2528	80	3	2	3	57	3	136	
2529	1	54	10	1	1	1	90	
2530	89	3	3	3	67	39	95	
2531	4	77	21	2	80	262	15	
2532	5	32	6	123	7	235	58	
2533	55	3	14	3	34	45	15	
2534	33	14	6	2	126	73	58	
2535	60	10	15	1	7	11	15	
2536	53	7	21	6	34	263	112	
2537	62	3	3	3	3	3	12	
2538	11	29	6	4	34	13	119	
2539	76	14	21	147	83	103	111	
2540	11	26	6	4	34	264	119	
2541	5	4	24	3	7	144	165	
2542	74	14	6	4	31	20	15	
2543	71	45	21	1	7	11	15	
2544	13	14	21	50	53	109	13	
2545	80	3	5	3	57	100	6	
2546	80	3	5	3	168	3	136	
2547	60	32	10	18	51	39	15	
2548	12	7	6	28	96	37	3	
2549	114	10	21	1	7	11	15	
2550	54	31	10	36	94	113	35	
2551	2	3	133	9	2	6	5	
2552	2	78	5	9	2	24	5	
2553	4	5	21	27	80	108	15	
2554	11	3	6	4	34	24	119	
2555	47	14	35	28	44	8	6	
2556	2	2	5	2	2	6	25	
2557	5	15	2	114	2	58	12	
2558	5	15	2	9	2	58	5	
2559	27	7	136	26	2	58	48	
2560	13	10	15	6	56	251	15	
2561	4	7	4	4	198	4	45	
2562	24	4	23	4	197	4	7	
2563	5	23	5	149	2	58	20	
2564	5	5	5	137	2	58	261	
2565	5	4	135	148	2	58	261	
2566	105	2	2	2	2	24	5	
2567	39	3	6	9	64	20	15	
2568	39	22	6	18	199	20	47	
2569	5	2	5	9	2	25	5	
2570	113	13	77	2	54	53	66	
2571	4	2	14	4	4	96	20	
2572	13	13	15	6	74	49	15	
2573	21	5	6	19	27	48	22	
2574	4	4	14	4	4	117	50	
2575	105	5	5	2	2	20	5	
2576	4	7	4	4	4	4	20	
2577	5	2	5	9	2	20	263	
2578	70	3	8	4	74	3	8	
2579	70	3	30	4	34	13	22	
2580	36	98	4	4	4	4	20	
2581	5	2	5	137	2	20	5	
2582	4	4	4	4	4	96	4	
2583	21	29	41	2	31	107	15	
2584	13	10	15	4	74	143	15	
2585	154	3	8	4	74	10	8	
2586	5	2	6	2	2	265	5	
2587	105	5	5	9	2	24	5	
2588	87	14	6	35	64	126	94	
2589	8	5	2	9	2	6	12	
2590	21	5	50	2	155	118	262	
2591	4	2	6	4	4	96	4	
2592	13	10	15	6	74	49	15	
2593	5	2	20	6	31	69	22	
2594	70	3	8	4	74	10	8	
2595	60	3	3	3	3	48	95	
2596	21	8	21	19	27	265	22	
2597	4	4	4	4	4	213	20	
2598	5	3	5	2	2	6	5	
2599	21	17	21	19	27	48	22	
2600	107	12	21	1	155	30	4	
2601	54	31	10	4	13	171	111	
2602	13	10	15	19	2	49	40	
2603	2	2	5	2	2	24	25	
2604	13	80	6	6	7	105	12	
2605	5	32	10	34	7	223	5	
2606	8	31	6	2	143	266	144	
2607	4	8	21	19	27	83	22	
2608	4	17	21	19	200	83	22	
2609	118	3	3	3	3	39	95	
2610	33	7	4	2	6	41	15	
2611	5	13	10	3	2	3	136	
2612	4	7	6	14	24	112	12	
2613	5	13	10	121	2	55	5	
2614	13	100	48	18	31	111	22	
2615	5	32	6	123	56	233	58	
2616	59	7	21	2	81	205	90	
2617	4	3	48	18	2	111	181	
2618	60	7	21	1	34	11	15	
2619	5	13	10	34	7	223	5	
2620	21	32	6	34	112	267	3	
2621	2	2	5	2	7	6	5	
2622	55	7	4	14	6	45	163	
2623	55	14	4	9	24	45	22	
2624	13	26	91	18	31	111	12	
2625	4	17	21	19	53	268	22	
2626	55	7	4	3	6	45	22	
2627	59	5	21	2	80	108	22	
2628	33	32	6	3	6	45	37	
2629	4	2	10	19	27	32	22	
2630	53	31	10	36	159	113	111	
2631	33	7	4	7	6	41	15	
2632	80	3	6	4	28	45	13	
2633	35	7	4	4	34	4	4	
2634	14	26	138	70	123	201	170	
2635	119	3	6	1	2	126	13	
2636	70	14	6	4	7	10	8	
2637	8	7	6	4	34	270	8	
2638	5	3	140	4	93	271	15	
2639	5	7	21	2	59	80	3	
2640	87	7	4	107	28	118	15	
2641	13	13	6	4	30	269	15	
2642	58	14	6	4	7	10	8	
2643	62	5	6	2	2	20	5	
2644	4	4	6	2	2	111	15	
2645	87	102	6	28	7	226	14	
2646	4	14	6	2	93	85	33	
2647	40	65	41	2	4	272	65	
2648	3	5	2	2	2	20	5	
2649	39	7	6	7	6	41	15	
2650	21	17	6	19	30	83	22	
2651	3	5	2	2	2	6	5	
2652	60	80	6	108	7	105	12	
2653	80	26	6	4	30	45	202	
2654	60	10	129	1	34	11	15	
2655	29	7	4	9	43	230	12	
2656	21	3	50	2	6	118	262	
2657	60	7	6	4	7	13	22	
2658	87	7	4	9	28	118	15	
2659	55	8	6	2	34	27	15	
2660	55	14	6	54	34	45	15	
2661	13	10	6	6	7	37	15	
2662	55	14	6	14	6	45	15	
2663	4	2	21	19	53	83	22	
2664	5	101	6	123	7	233	58	
2665	4	8	6	19	27	83	22	
2666	60	14	6	4	7	10	8	
2667	25	26	6	2	201	100	184	
2668	1	3	6	3	7	73	112	
2669	8	7	6	4	34	10	8	
2670	5	3	6	4	93	271	15	
2671	14	7	6	4	7	13	22	
2672	60	10	6	83	7	37	15	
2673	55	14	6	3	6	45	47	
2674	21	26	6	18	28	111	15	
2675	70	7	6	4	7	273	35	
2676	5	45	6	123	174	233	58	
2677	60	14	6	54	34	45	15	
2678	14	14	8	4	34	10	8	
2679	5	32	6	123	7	144	58	
2680	87	102	6	28	34	226	14	
2681	4	17	21	19	27	274	22	
2682	60	10	6	4	34	55	15	
2683	21	14	25	9	128	20	6	
2684	4	26	48	18	28	111	15	
2685	21	17	21	19	27	274	22	
2686	100	3	8	4	7	10	8	
2687	14	14	6	4	34	10	8	
2688	14	14	6	4	7	3	22	
2689	130	7	6	4	34	10	8	
2690	92	32	21	3	12	20	95	
2691	9	13	4	14	28	37	18	
2692	11	3	6	2	30	275	15	
2693	55	14	6	54	6	45	15	
2694	44	14	8	4	34	10	8	
2695	3	3	5	14	57	100	6	
2696	102	7	6	3	43	164	148	
2697	12	103	6	7	7	65	6	
2698	4	7	4	7	6	41	13	
2699	60	11	21	1	34	11	13	
2700	9	19	4	14	28	32	18	
2701	4	26	6	18	89	27	112	
2702	4	7	4	7	6	41	15	
2703	13	14	15	18	34	133	13	
2704	13	102	6	108	7	105	12	
2705	55	80	4	54	34	45	15	
2706	4	7	6	3	6	27	8	
2707	13	29	6	4	43	20	8	
2708	8	32	10	34	34	223	5	
2709	3	5	2	9	2	6	5	
2710	80	3	6	4	34	45	13	
2711	4	17	21	19	27	276	22	
2712	8	32	21	34	34	223	5	
2713	55	3	4	3	202	45	15	
2714	11	26	6	4	34	60	15	
2715	13	80	6	94	7	105	12	
2716	55	14	4	3	24	45	15	
2717	3	5	2	9	2	6	35	
2718	4	17	21	19	27	83	35	
2719	1	3	4	3	7	73	8	
2720	13	27	15	6	7	37	40	
2721	13	10	53	6	7	37	22	
2722	2	3	5	2	2	20	12	
2723	5	32	10	85	7	55	5	
2724	8	7	8	4	34	10	8	
2725	13	3	6	108	7	226	12	
2726	3	3	6	4	53	109	13	
2727	55	14	4	3	6	45	119	
2728	59	5	21	2	80	108	119	
2729	8	7	8	4	7	10	35	
2730	8	3	8	4	7	3	35	
2731	80	3	6	34	7	20	3	
2732	122	32	21	7	30	24	58	
2733	4	3	20	2	31	6	4	
2734	25	7	6	9	7	20	15	
2735	8	14	6	4	7	10	35	
2736	8	14	139	4	7	10	8	
2737	13	10	75	1	34	11	15	
2738	6	5	5	2	93	20	15	
2739	3	3	5	14	57	100	12	
2740	13	80	6	108	7	55	12	
2741	126	8	6	78	30	27	3	
2742	13	13	15	6	7	55	15	
2743	13	29	21	104	31	45	6	
2744	4	104	21	19	27	32	22	
2745	8	2	6	2	2	20	5	
2746	55	7	4	9	6	45	15	
2747	117	7	14	3	34	45	22	
2748	70	14	8	4	34	277	8	
2749	5	32	10	34	2	55	5	
2750	5	32	4	34	2	55	5	
2751	60	10	21	4	34	126	15	
2752	4	46	21	4	67	113	12	
2753	55	14	4	54	24	45	15	
2754	13	13	4	14	34	37	18	
2755	21	26	21	6	7	10	22	
2756	25	7	6	3	6	45	8	
2757	77	14	4	3	6	45	15	
2758	8	7	8	4	7	13	22	
2759	33	14	4	150	6	45	12	
2760	55	99	4	3	6	45	15	
2761	4	10	21	1	34	11	15	
2762	13	32	4	28	34	45	22	
2763	80	14	21	4	30	278	244	
2764	13	32	4	151	34	27	15	
2765	11	3	6	4	34	60	210	
2766	59	76	15	1	60	20	70	
2767	5	10	37	4	34	105	22	
2768	8	14	8	4	74	13	8	
2769	9	13	4	14	28	32	18	
2770	102	7	4	28	34	109	12	
2771	4	26	48	19	27	111	12	
2772	1	32	141	1	203	46	90	
2773	131	13	21	1	174	11	15	
2774	3	3	5	3	162	100	6	
2775	13	3	21	50	27	109	202	
2776	8	14	6	4	7	10	22	
2777	13	3	15	18	34	133	15	
2778	1	3	4	3	7	73	264	
2779	5	17	10	34	7	223	12	
2780	77	4	54	3	31	102	12	
2781	60	10	21	1	174	11	15	
2782	4	26	48	18	34	111	15	
2783	80	3	142	4	31	45	12	
2784	60	10	21	1	7	27	15	
2785	13	10	6	4	30	3	15	
2786	4	44	6	2	96	111	15	
2787	131	13	31	1	174	11	15	
2788	25	7	6	3	6	45	15	
2789	60	10	10	1	7	11	37	
2790	3	3	5	3	57	100	15	
2791	14	7	8	4	7	13	6	
2792	80	3	6	4	31	45	8	
2793	3	3	6	50	27	109	13	
2794	5	32	6	34	7	223	5	
2795	80	3	6	4	31	45	265	
2796	5	32	6	123	7	279	58	
2797	60	13	6	4	34	126	15	
2798	14	32	6	105	7	200	10	
2799	4	17	21	19	27	13	13	
2800	87	88	6	4	56	235	123	
2801	1	3	4	3	168	73	112	
2802	53	9	10	36	83	113	197	
2803	14	14	143	4	7	10	8	
2804	21	32	38	4	34	280	22	
2805	13	10	15	6	7	32	13	
2806	5	5	10	34	7	55	15	
2807	59	5	21	2	80	269	15	
2808	13	32	4	28	34	27	5	
2809	60	10	10	1	174	11	15	
2810	25	7	6	9	6	45	37	
2811	4	7	6	7	34	41	15	
2812	80	32	6	4	31	45	35	
2813	80	10	6	4	30	269	15	
2814	60	10	6	1	174	11	15	
2815	5	32	4	34	7	223	5	
2816	114	10	21	1	174	11	15	
2817	29	29	6	2	7	200	22	
2818	13	7	21	1	7	11	15	
2819	4	3	21	19	27	32	22	
2820	55	14	15	3	6	45	8	
2821	11	3	6	4	34	13	119	
2822	13	13	10	6	7	37	15	
2823	8	7	8	4	10	3	8	
2824	13	80	6	101	7	55	12	
2825	1	7	15	24	61	105	12	
2826	155	13	4	14	28	37	18	
2827	25	7	6	3	34	45	37	
2828	8	14	8	4	34	10	35	
2829	7	5	5	4	2	24	5	
2830	9	13	4	14	28	37	19	
2831	4	4	6	2	96	111	193	
2832	4	26	6	4	34	24	119	
2833	8	14	8	4	34	277	12	
2834	33	14	6	3	34	45	15	
2835	102	7	14	3	34	45	22	
2836	13	7	4	9	34	109	22	
2837	60	13	21	1	34	11	15	
2838	21	82	38	4	34	32	12	
2839	13	3	4	108	34	105	119	
2840	11	26	6	4	7	13	119	
2841	4	7	14	7	6	41	40	
2842	92	32	43	14	26	100	95	
2843	8	7	30	4	7	13	22	
2844	4	7	6	4	31	53	139	
2845	13	80	6	4	34	105	12	
2846	13	26	5	3	30	20	12	
2847	102	29	4	28	34	109	12	
2848	87	88	6	28	34	226	14	
2849	55	14	115	3	6	45	15	
2850	2	3	111	9	2	6	5	
2851	4	4	6	2	49	111	15	
2852	59	87	21	27	80	108	15	
2853	2	3	6	2	3	5	5	
2854	156	4	4	4	204	4	4	
2855	35	7	6	4	4	4	239	
2856	13	3	37	2	38	46	12	
2857	60	105	21	1	7	11	15	
2858	114	35	14	141	34	45	3	
2859	3	14	21	12	28	45	15	
2860	21	14	6	14	43	112	12	
2861	4	7	6	14	43	112	12	
2862	4	8	48	18	31	111	15	
2863	3	3	2	3	80	100	6	
2864	4	8	48	32	7	111	15	
2865	59	5	21	12	2	108	15	
2866	5	32	10	34	80	55	5	
2867	59	5	21	2	6	108	15	
2868	21	14	21	4	79	107	12	
2869	59	35	21	28	6	141	12	
2870	107	12	21	1	6	4	4	
2871	55	14	4	3	6	45	252	
2872	6	89	6	140	7	105	12	
2873	5	32	21	34	7	13	5	
2874	10	14	21	2	158	12	253	
2875	60	10	21	4	74	55	15	
2876	59	5	21	2	80	20	15	
2877	2	5	6	2	80	108	15	
2878	5	32	10	34	7	13	5	
2879	102	7	6	3	192	10	148	
2880	2	5	5	9	2	10	5	
2881	1	3	4	3	7	73	22	
2882	13	80	6	108	193	105	12	
2883	62	12	21	1	4	22	22	
2884	2	5	5	4	2	24	97	
2885	58	14	8	4	7	3	35	
2886	62	12	21	5	6	30	4	
2887	2	5	144	2	2	53	5	
2888	157	3	8	4	7	3	8	
2889	2	32	40	34	2	6	5	
2890	2	14	145	152	2	6	5	
2891	13	89	6	19	7	105	12	
2892	2	3	90	9	2	6	49	
2893	158	14	6	3	2	6	5	
2894	2	106	5	3	2	3	5	
2895	153	3	48	153	93	132	58	
2896	2	7	5	3	2	45	162	
2897	2	3	2	9	2	6	5	
2898	109	14	15	18	2	6	5	
2899	3	2	5	4	2	6	5	
2900	27	14	4	54	6	45	15	
2901	47	3	35	28	18	20	6	
2902	25	7	6	3	114	30	37	
2903	36	4	6	4	4	4	72	
2904	59	23	21	2	80	108	15	
2905	23	3	5	3	2	3	6	
2906	131	14	6	6	205	20	15	
2907	13	3	5	3	93	53	12	
2908	24	26	6	2	38	100	184	
2909	24	26	6	2	38	20	184	
2910	3	3	3	14	3	39	95	
2911	2	5	5	154	2	6	5	
2912	23	3	5	9	2	3	6	
2913	24	3	5	3	57	100	12	
2914	159	14	16	155	24	68	92	
2915	21	2	6	19	27	83	22	
2916	74	8	6	34	206	27	13	
2917	54	31	10	36	159	113	10	
2918	59	26	21	2	80	108	15	
2919	59	26	21	2	80	20	15	
2920	2	2	5	2	2	24	16	
2921	21	17	21	19	27	13	22	
2922	21	2	6	19	27	13	22	
2923	59	5	21	2	2	108	15	
2924	24	3	5	3	57	100	6	
2925	60	10	10	1	7	11	15	
2926	153	7	6	14	43	112	12	
2927	1	7	113	6	61	105	112	
2928	54	3	10	36	94	113	158	
2929	152	23	21	2	80	108	15	
2930	5	3	146	34	7	55	5	
2931	3	17	21	19	27	83	22	
2932	4	4	6	6	96	111	15	
2933	5	4	6	3	93	189	22	
2934	5	5	5	27	2	6	146	
2935	5	78	5	9	2	6	5	
2936	8	29	4	4	207	279	266	
2937	59	5	21	21	80	108	15	
2938	8	7	6	4	7	10	267	
2939	8	14	8	4	208	10	71	
2940	13	3	6	4	34	45	13	
2941	8	3	30	4	2	3	8	
2942	93	3	3	3	3	39	95	
2943	107	3	3	9	3	39	95	
2944	8	2	2	2	2	6	12	
2945	2	3	90	9	2	21	5	
2946	2	3	90	9	2	21	13	
2947	2	3	90	18	2	6	5	
2948	2	5	5	9	2	21	247	
2949	2	5	23	14	2	21	5	
2950	2	78	5	9	2	21	30	
2951	5	3	133	9	2	21	5	
2952	13	26	48	18	27	111	15	
2953	38	3	90	9	2	21	5	
2954	55	14	4	3	6	45	249	
2955	59	5	147	2	80	108	15	
2956	74	7	6	4	21	282	139	
2957	102	3	4	3	6	45	15	
2958	161	7	4	3	24	230	12	
2959	13	10	15	6	2	32	15	
2960	5	32	21	34	7	74	247	
2961	28	7	14	14	6	45	15	
2962	2	78	5	9	2	21	5	
2963	23	3	6	3	2	100	6	
2964	55	108	148	50	6	45	15	
2965	2	3	90	18	2	21	5	
2966	2	5	40	9	2	21	5	
2967	5	32	21	18	7	74	5	
2968	39	29	4	7	6	41	15	
2969	153	7	6	18	43	112	12	
2970	116	3	21	50	53	109	13	
2971	6	3	21	18	27	109	13	
2972	2	3	2	2	93	6	5	
2973	2	3	90	9	2	24	5	
2974	5	3	10	34	7	74	5	
2975	5	13	21	34	34	74	5	
2976	5	31	21	34	7	55	5	
2977	5	31	21	34	7	74	5	
2978	6	3	21	3	27	109	13	
2979	6	3	21	50	27	109	5	
2980	6	3	21	50	53	109	13	
2981	6	3	21	59	27	109	13	
2982	6	3	149	50	27	109	13	
2983	9	3	6	18	62	231	47	
2984	9	13	4	14	28	55	18	
2985	13	3	6	108	7	105	12	
2986	13	10	15	6	74	32	15	
2987	13	11	15	4	7	32	15	
2988	13	13	21	34	7	55	5	
2989	13	17	21	19	27	13	22	
2990	21	2	21	19	27	32	22	
2991	21	3	48	9	31	111	15	
2992	21	3	48	18	31	111	15	
2993	21	8	21	19	27	281	22	
2994	25	7	6	14	43	27	37	
2995	25	14	4	9	6	45	29	
2996	28	7	4	9	6	45	15	
2997	28	7	6	3	6	27	37	
2998	28	7	21	1	34	11	15	
2999	28	7	21	1	34	55	15	
3000	28	10	21	1	7	11	15	
3001	28	10	21	1	7	11	22	
3002	28	10	21	1	7	55	15	
3003	28	10	21	18	7	11	15	
3004	28	14	4	3	6	45	15	
3005	28	14	4	14	6	45	15	
3006	28	14	4	18	6	45	15	
3007	28	14	4	18	34	45	15	
3008	34	3	150	50	27	109	13	
3009	39	7	4	3	43	55	12	
3010	39	7	14	7	6	41	15	
3011	39	80	20	2	30	21	140	
3012	55	14	4	18	6	45	15	
3013	55	14	6	3	24	45	247	
3014	59	3	21	18	80	108	15	
3015	59	5	21	2	80	108	249	
3016	59	107	21	2	80	20	15	
3017	74	3	6	4	31	45	13	
3018	74	14	6	4	30	112	8	
3019	74	14	6	4	31	53	15	
3020	96	3	3	3	3	39	95	
3021	96	3	3	14	3	39	95	
3022	102	7	4	3	34	45	15	
3023	153	3	48	153	2	132	58	
3024	153	7	6	14	6	45	12	
3025	153	14	4	3	6	45	15	
3026	116	3	21	50	27	109	13	
3027	116	7	21	2	81	108	90	
3028	116	32	21	34	127	55	5	
3029	5	32	21	34	6	27	5	
3030	9	14	4	3	6	45	15	
3031	25	7	151	3	6	27	37	
3032	74	7	14	34	7	111	12	
3033	102	7	6	14	75	27	37	
3034	25	3	4	54	34	45	15	
3035	55	3	4	54	34	45	15	
3036	2	3	2	9	2	27	5	
3037	25	7	6	3	6	27	22	
3038	31	3	5	4	2	6	5	
3039	2	5	5	4	6	6	5	
3040	162	5	2	2	2	6	5	
3041	25	7	6	3	210	27	37	
3042	33	14	38	12	31	122	15	
3043	47	14	35	28	86	4	6	
3044	163	77	5	2	2	6	5	
3045	1	3	4	3	211	73	112	
3046	21	8	44	19	27	32	22	
3047	33	7	4	9	6	45	15	
3048	21	109	21	19	27	83	22	
3049	21	17	21	19	27	152	22	
3050	13	3	6	4	31	45	13	
3051	80	3	6	4	212	45	13	
3052	80	7	16	7	97	19	14	
3053	6	3	37	2	38	42	12	
3054	62	12	6	1	6	30	20	
3055	70	7	6	4	7	10	67	
3056	80	26	10	78	113	109	12	
3057	33	7	32	133	213	61	48	
3058	33	7	32	134	214	61	48	
3059	4	61	4	4	215	4	22	
3060	35	2	4	4	32	4	4	
3061	1	3	4	3	7	283	112	
3062	1	3	14	3	7	73	112	
3063	2	5	5	9	2	20	5	
3064	2	60	32	158	2	58	48	
3065	4	29	48	18	31	22	22	
3066	24	29	54	9	126	4	15	
3067	4	26	48	18	31	22	22	
3068	2	78	5	9	2	6	20	
3069	80	7	6	4	30	213	56	
3070	11	26	6	4	34	271	119	
3071	24	14	4	14	34	45	22	
3072	2	3	5	9	2	6	16	
3073	4	26	48	19	28	111	22	
3074	2	17	5	9	2	6	5	
3075	13	28	15	6	7	37	15	
3076	1	3	4	3	2	50	112	
3077	5	31	10	34	7	74	5	
3078	3	3	10	50	27	109	12	
3079	59	5	21	2	80	108	5	
3080	2	5	5	9	2	6	146	
3081	106	7	75	1	34	11	15	
3082	35	4	4	4	49	4	20	
3083	160	14	8	4	7	10	22	
3084	62	12	21	1	6	59	72	
3085	62	3	3	3	184	39	114	
3086	87	14	6	35	63	157	95	
3087	3	4	5	2	2	94	5	
3088	2	5	5	4	2	6	16	
3089	2	2	5	4	2	6	16	
3090	8	3	30	4	7	3	8	
3091	62	12	21	1	30	34	72	
3092	62	12	21	1	34	34	72	
3093	8	3	8	4	7	3	17	
3094	62	3	6	1	34	30	4	
3095	3	13	15	6	165	37	15	
3096	3	7	6	1	34	76	15	
3097	6	3	5	3	57	239	12	
3098	2	2	5	2	2	24	27	
3099	96	12	21	1	24	30	4	
3100	36	4	6	4	32	26	4	
3101	13	28	6	2	218	47	22	
3102	4	4	4	4	34	284	4	
3103	3	3	152	2	2	24	5	
3104	21	26	14	44	72	285	84	
3105	35	4	4	4	4	284	4	
3106	36	4	6	4	49	4	268	
3107	165	3	153	1	34	59	4	
3108	164	2	2	31	2	6	5	
3109	166	3	6	4	217	12	12	
3110	166	5	5	159	2	6	5	
3111	167	2	5	159	2	6	16	
3112	4	2	4	4	215	4	270	
3113	4	2	4	4	134	4	269	
3114	29	2	6	157	216	286	20	
3115	2	5	90	9	2	6	5	
3116	4	26	6	18	24	27	112	
3117	109	68	15	34	61	291	209	
3118	24	7	6	9	34	230	15	
3119	55	8	6	2	34	94	15	
3120	4	26	6	18	24	121	112	
3121	109	68	15	34	61	73	209	
3122	1	3	4	3	7	45	8	
3123	1	3	4	3	7	45	112	
3124	28	7	6	1	2	11	15	
3125	33	3	3	3	3	39	95	
3126	21	26	25	9	38	65	12	
3127	28	7	6	1	2	11	40	
3128	2	7	2	4	49	4	4	
3129	28	10	21	1	42	11	15	
3130	59	3	10	2	80	108	15	
3131	6	3	6	4	53	109	13	
3132	59	110	10	2	80	108	47	
3133	14	46	21	2	26	287	272	
3135	80	18	6	2	30	136	271	
3136	3	3	21	160	53	109	13	
3137	21	7	6	2	45	51	47	
3138	13	80	6	108	74	105	12	
3139	21	26	14	18	72	102	12	
3140	14	3	6	4	7	13	8	
3141	60	10	21	1	34	126	15	
3142	33	7	32	26	2	58	48	
3143	2	78	2	9	2	24	5	
3144	2	3	90	9	2	6	19	
3145	60	10	21	1	42	11	15	
3146	80	7	6	2	2	288	112	
3147	2	28	21	2	7	289	15	
3148	21	46	21	28	219	290	5	
3149	35	7	14	4	49	4	4	
3150	35	5	14	9	2	5	5	
3151	8	14	6	4	2	10	8	
3152	60	10	21	1	34	126	12	
3153	33	14	6	4	7	3	8	
