ST	arcC	aroE	glpF	gmk	pta	tpi	yqiL
7101	46	75	49	44	13	68	946
7102	1	4	1	4	12	1	953
7103	1	4	1	4	848	1	10
7104	6	991	45	2	7	58	52
7105	12	4	1	540	12	1	3
7106	1	4	1	4	848	1	19
7107	12	4	1	558	12	1	3
7108	836	9	1	8	1	10	8
7109	3	1	14	15	849	19	3
7110	199	806	12	2	447	795	734
7111	1	4	1	4	12	373	10
7112	1	3	87	14	11	51	10
7113	1	4	258	4	12	1	10
7114	1	1	627	1	1	1	1
7115	2	2	802	2	6	3	2
7116	2	883	2	2	6	3	2
7117	3	35	19	2	20	681	39
7118	7	6	166	5	8	8	6
7119	10	14	8	6	14	3	615
7120	10	14	8	6	479	3	2
7121	10	14	8	4	178	3	2
7122	7	994	1	5	8	8	6
7123	22	362	14	23	12	4	31
7140	1	1	1	1	1	1	948
7141	1	1	1	1	839	1	1
7142	1	4	1	4	12	1	941
7143	1	4	1	4	12	81	942
7144	2	2	2	17	6	3	2
7145	2	2	885	2	6	3	2
7146	2	1019	2	2	2	2	2
7147	3	3	1	1	4	789	3
7148	3	3	886	1	4	4	3
7149	3	4	1	4	847	6	3
7150	3	35	19	2	841	26	39
7151	3	1018	1	1	4	4	3
7152	4	3	888	1	11	72	11
7153	7	6	1	5	8	784	6
7154	7	6	1	5	840	8	6
7155	10	14	8	6	10	783	2
7156	10	14	823	13	10	3	2
7157	10	14	889	6	10	3	2
7158	10	40	8	555	10	3	2
7159	10	1017	8	6	10	3	2
7160	12	4	1	4	843	1	3
7161	12	289	37	15	11	1	944
7162	13	1020	1	1	12	11	13
7163	19	23	15	2	19	20	943
7164	19	23	15	2	19	782	15
7165	25	26	887	18	18	33	27
7166	46	75	49	44	13	788	60
7167	549	686	894	70	8	8	6
7168	822	4	1	4	12	1	10
7169	823	3	1	1	11	72	64
7170	824	3	1	1	11	72	11
7171	825	35	19	2	20	26	39
7172	827	75	49	44	13	68	60
7173	828	14	8	6	782	3	2
7174	829	2	2	2	6	3	2
7175	833	3	1	1	4	4	3
7176	835	6	1	5	30	8	6
7177	3	1	91	1	1	5	3
7178	1	124	1	1	1	102	1
7179	7	6	1	5	85	8	6
7180	2	969	2	2	6	3	2
7181	105	3	1	1	1	1	10
7182	3	1	90	8	1	1	1
7183	13	13	1	1	81	11	955
7184	12	89	35	1	4	5	90
7185	10	14	8	6	10	797	2
7186	1	4	1	4	12	798	10
7187	7	6	1	562	8	8	6
7188	6	5	6	2	851	14	5
7189	3	35	19	2	852	26	39
7190	841	2	2	2	6	3	2
7191	3	35	897	2	20	26	39
7192	2	1027	2	2	6	3	2
7193	842	35	19	2	20	26	39
7194	3	1028	19	2	20	26	39
7195	46	75	49	44	854	68	60
7196	1	4	1	1	5	4	3
7197	1	1023	1	4	12	1	10
7198	2	3	258	1	4	4	3
7199	13	1025	1	1	12	11	13
7200	1	4	1	8	4	4	954
7201	3	14	1	1	4	88	83
7202	13	13	1	1	12	11	31
7203	1	1	1	1	1	794	1
7204	840	71	6	2	7	58	2
7205	1	4	1	4	437	1	10
7206	1	4	124	4	12	1	10
7207	12	3	1	1	4	497	3
7208	12	4	1	4	12	287	3
7209	60	1	1	185	1	629	295
7210	2	3	1	1	4	415	76
7211	623	47	8	26	26	32	2
7212	2	3	1	185	4	497	3
7213	2	3	1	185	4	415	3
7214	1	1	1	185	787	629	286
7215	22	1	1	23	559	415	31
7216	2	3	1	1	4	497	76
7217	1	1	1	185	1	629	1
7218	2	3	1	279	4	415	3
7219	13	13	1	1	81	42	13
7220	1	4	1	437	559	629	10
7221	2	3	1	185	4	497	76
7222	2	2	2	2	6	624	500
7223	1	1	1	279	1	629	1
7224	2	3	1	1	4	415	3
7225	1	1	1	1	1	629	1
7226	1	4	99	437	559	629	10
7227	3	3	3	185	4	415	3
7228	12	4	1	437	559	11	3
7229	1	1	1	1	1	629	286
7230	2	3	1	185	4	415	76
7231	22	1	14	23	559	415	31
7232	13	13	1	1	81	15	13
7233	2	3	2	2	6	624	500
7234	1	804	149	185	787	629	295
7235	3	532	149	279	4	418	3
7236	1	601	149	72	12	629	10
7237	2	532	41	279	3	497	3
7238	2	3	1	279	4	497	3
7239	2	532	149	279	4	497	3
7240	2	3	1	279	4	4	3
7241	6	5	6	388	7	14	5
7242	753	5	6	2	7	14	5
7243	2	532	549	279	4	79	3
7244	93	601	149	4	12	418	10
7245	3	1	352	1	1	5	3
7246	3	604	352	1	1	5	3
7247	3	3	381	1	1	1	10
7248	846	23	15	2	19	20	15
7249	3	3	1	1	4	801	3
7250	3	3	1	1	856	1	10
7251	1	3	1	8	859	5	11
7252	1	311	1	4	12	1	10
7253	1	4	1	4	12	805	10
7254	10	14	8	6	10	3	964
7255	10	14	8	6	10	3	26
7256	3	1	122	1	1	5	925
7257	3	1	14	15	860	19	3
7258	850	14	8	6	10	3	965
7259	3	1	1	8	1	803	1
7260	851	4	1	4	12	1	10
7261	852	14	8	6	10	3	2
7262	1	4	1	4	12	1	966
7263	1	4	1	4	861	1	10
7264	853	13	1	1	12	11	13
7265	1	4	1	566	12	1	967
7266	151	325	215	34	175	804	169
7267	1	4	1	4	12	1	968
7268	854	14	8	6	10	3	2
7269	1	4	903	4	12	1	10
7270	1	61	904	8	12	4	10
7271	3	1033	1	8	1	1	1
7272	7	1034	1	5	8	8	6
7273	13	13	91	1	12	10	13
7274	3	1	14	15	11	19	53
7275	3	1035	19	2	20	26	39
7276	855	1	4	1	5	5	4
7277	3	1036	19	2	20	26	39
7278	3	1037	1	1	1	5	3
7279	10	40	8	19	10	3	2
7280	19	23	15	2	19	20	969
7281	22	1	14	567	12	53	31
7282	1	1038	1	4	12	1	10
7283	13	13	1	1	12	11	970
7284	10	1039	8	6	10	3	2
7285	7	6	83	5	8	8	6
7286	13	13	1	1	12	11	971
7287	3	37	19	2	862	26	32
7288	1	1040	1	4	12	1	10
7289	10	14	901	6	10	3	2
7290	1	4	1	4	863	1	10
7291	1	13	1	1	1	10	958
7292	856	3	1	1	4	4	3
7293	2	1041	2	2	6	3	2
7295	1	4	1	570	12	1	10
7296	3	3	905	1	4	4	3
7297	847	2	2	2	6	3	2
7298	7	6	605	5	8	8	6
7299	151	325	43	34	175	180	169
7300	857	4	1	4	12	1	10
7301	12	4	1	4	12	1	963
7302	13	13	1	1	864	11	13
7303	849	3	1	1	4	4	3
7304	18	1030	45	2	7	192	945
7305	6	55	45	2	109	14	959
7306	10	14	8	568	865	3	2
7307	18	18	6	2	866	15	18
7308	6	66	902	2	7	50	18
7309	18	18	6	2	867	15	18
7310	2	2	2	2	6	806	2
7311	858	1	4	1	5	5	4
7312	1	1	1	569	1	1	1
7313	6	66	46	2	7	776	961
7314	2	1042	560	2	6	3	2
7315	848	1031	236	66	82	802	962
7316	2	2	896	2	6	3	2
7317	2	2	2	2	6	3	972
7318	837	35	19	2	20	26	39
7319	3	571	1	8	1	1	1
7320	4	3	1	1	11	72	956
7321	1	1043	1	1	1	1	1
7322	10	14	8	6	850	3	2
7323	1	1	1	559	22	1	1
7324	838	1	1	1	1	1	1
7325	2	2	2	560	2	2	2
7326	2	2	2	2	2	796	2
7327	10	14	8	6	855	3	2
7328	3	35	19	2	20	26	957
7329	12	3	1	564	4	4	3
7330	10	14	271	6	10	3	2
7331	2	2	2	563	2	2	2
7332	10	40	899	6	10	3	2
7333	13	13	1	1	200	11	13
7334	1	1	61	1	1	1	1
7335	3	293	1	1	4	4	960
7336	571	3	1	1	4	4	3
7337	3	35	19	2	858	26	39
7338	1	1032	164	1	1	1	1
7339	8	2	2	2	6	3	973
7340	1	212	164	1	1	1	1
7341	3	3	1	61	4	4	3
7342	723	888	907	571	868	807	830
7343	2	2	2	2	6	809	2
7344	6	1044	45	2	109	14	5
7345	6	1045	45	2	871	58	52
7346	19	23	15	2	857	20	15
7347	845	1	4	1	5	5	4
7348	19	23	900	2	19	25	15
7349	811	55	288	1	12	4	259
7350	6	5	1	1	7	14	5
7351	13	13	1	1	13	11	13
7352	10	14	909	6	10	3	2
7353	10	14	8	6	872	3	2
7354	1	1	361	1	1	1	1
7355	1	1	1	1	1	1	976
7356	861	325	215	34	175	180	169
7357	151	325	215	34	175	808	169
7358	1	4	1	573	12	1	10
7359	1	1	1	1	853	1	1
7360	12	4	1	4	12	799	3
7361	3	993	1	1	4	4	3
7362	7	4	1	5	12	477	10
7363	22	596	14	23	480	4	10
7364	1	4	1	98	12	222	54
7365	1	4	1	4	12	477	54
7366	1	4	1	4	12	222	54
7367	3	3	2	1	4	4	3
7368	6	6	1	5	8	8	6
7369	1	3	1	4	4	1	3
7370	1	4	1	1	12	25	10
7371	7	4	1	4	12	1	54
7372	3	1	1	1	20	5	3
7373	357	35	19	2	20	26	39
7374	1	4	347	1	12	222	54
7375	1	378	347	4	12	1	10
7376	3	3	1	14	11	51	10
7377	1	4	347	4	12	25	10
7378	1	4	347	4	12	1	54
7379	1	4	347	4	12	222	54
7380	3	27	31	1	1	1	10
7381	3	60	1	1	4	4	3
7382	4	3	14	1	11	72	64
7383	3	3	1	1	545	243	3
7384	3	3	53	4	4	6	3
7385	3	1	1	23	12	1	3
7386	10	1051	8	6	10	3	2
7387	13	13	1	1	161	170	13
7388	1	4	911	4	12	1	10
7389	4	4	911	4	12	1	10
7390	1	1050	1	4	12	4	10
7391	1	1049	1	4	12	1	54
7392	3	3	1	576	4	4	3
7393	1	1	1	1	1	800	1
7394	1	1	1	1	1	1	975
7395	1	1	1	1	1	815	1
7396	1	3	1	8	11	5	982
7397	1	4	1	572	12	1	10
7398	1	4	1	4	12	1	978
7399	1	4	1	8	4	4	979
7400	1	1053	1	1	1	1	1
7401	2	2	906	2	6	3	2
7402	2	2	910	2	6	3	2
7403	3	1	1	428	1	5	3
7404	3	3	1	565	4	4	325
7405	3	3	1	1	4	813	3
7406	3	35	19	2	20	810	39
7407	3	35	203	2	20	26	39
7408	3	1029	1	8	1	1	1
7409	4	3	1	574	11	72	11
7410	7	6	1	575	8	811	6
7411	8	2	2	2	6	3	977
7412	8	1048	2	2	6	3	2
7413	10	1046	8	6	10	3	2
7414	13	13	1	1	873	11	13
7415	13	13	844	1	12	10	13
7416	19	23	908	2	19	20	15
7417	19	1047	15	2	19	20	15
7418	843	35	19	2	20	26	39
7419	844	2	2	2	6	3	2
7420	859	3	1	1	11	72	11
7421	863	4	1	4	12	1	10
7422	864	14	8	6	10	3	2
7423	1	43	296	4	12	1	10
7424	7	6	127	5	8	8	6
7425	3	1	14	15	212	19	3
7426	865	2	2	2	6	3	2
7427	1	4	1	577	12	1	28
7428	3	3	1	1	877	4	3
7429	1	4	1	4	12	1	981
7430	3	3	1	578	4	4	3
7431	866	4	1	4	4	6	3
7432	867	5	6	2	7	14	5
7433	1	392	1	1	1	1	1
7434	2	2	472	2	6	3	2
7435	3	31	1	1	4	4	3
7436	13	4	1	4	4	287	13
7437	19	1052	15	2	19	20	15
7438	10	14	853	6	10	3	2
7439	3	1	1	4	12	45	31
7440	1	1	1	1	787	1	1
7441	1	4	149	4	12	1	10
7442	7	6	1	5	8	240	6
7443	13	13	1	1	251	11	13
7444	872	4	1	4	12	1	10
7445	873	2	2	2	6	3	2
7446	2	2	2	2	6	3	987
7447	1	3	1	580	11	5	11
7448	874	16	12	2	13	13	15
7449	1	4	1	4	885	1	10
7450	10	1058	8	6	10	3	2
7451	7	6	1	5	886	8	6
7452	1	4	1	8	879	4	3
7453	10	14	8	6	880	3	2
7454	868	4	1	4	12	1	3
7455	3	35	19	2	20	816	39
7456	1	43	912	4	12	1	10
7457	7	6	481	5	8	8	6
7458	1	4	1	4	12	817	10
7459	3	3	1	1	878	4	3
7460	757	3	1	1	4	4	3
7461	481	1	1	9	1	1	1
7462	3	1	4	1	5	812	4
7463	13	13	893	1	12	11	13
7464	2	2	916	2	6	3	2
7465	19	122	12	2	889	89	15
7466	13	13	1	1	12	11	990
7467	13	13	58	1	12	11	13
7468	3	3	920	1	4	4	3
7469	876	3	1	1	4	4	3
7470	4	9	625	8	1	10	8
7471	877	1	1	8	528	1	1
7472	12	3	1	1	4	4	1
7473	6	1	1	1	1	5	3
7474	10	14	8	6	10	3	991
7475	1	1	917	1	1	1	1
7476	1	4	1	4	12	1	992
7477	3	1	1	581	1	1	1
7478	3	35	19	2	890	26	39
7479	872	1	1	1	1	443	1
7480	3	38	1	1	1	5	3
7481	3	1	1	1	891	5	3
7482	3	1	1	8	1	1	993
7483	19	122	12	2	892	89	15
7484	1	4	284	4	12	1	10
7485	10	14	918	6	10	3	2
7486	12	4	601	4	12	1	3
7487	1	1	919	1	1	1	1
7488	3	3	1	1	4	820	3
7489	3	1059	1	1	4	4	3
7490	10	14	8	6	893	3	2
7491	3	1	1	78	1	5	3
7492	878	3	1	1	4	4	3
7493	10	40	8	6	10	3	72
7494	1	1	41	1	1	1	994
7495	2	2	2	2	6	821	2
7496	1	1	1	1	1	1	995
7497	879	1	41	1	1	1	1
7498	3	1060	1	8	1	1	1
7499	154	79	6	2	149	494	102
7500	1	1	1	1	895	1	1
7501	13	13	1	260	12	11	13
7502	10	40	8	6	10	3	996
7503	1	933	357	4	12	1	10
7504	3	1054	1	1	4	5	3
7505	2	2	1	2	1	3	2
7506	7	6	1	5	6	8	6
7507	2	2	2	2	6	3	983
7508	1	1	346	1	1	1	681
7509	3	3	1	1	4	819	3
7510	870	1	1	9	1	1	1
7511	3	3	1	1	887	4	989
7512	1	1055	1	1	1	1	1
7513	1	1	913	1	1	1	1
7514	1	136	1	1	12	1	1
7515	7	6	563	5	8	8	6
7516	1	136	1	23	12	1	10
7517	1	4	1	169	12	1	10
7518	1	4	1	194	12	1	10
7519	3	3	61	42	881	4	3
7520	1	1	914	1	1	1	1
7521	871	1	1	1	1	1	1
7522	2	2	2	2	6	3	984
7523	869	3	1	1	4	4	3
7524	232	3	1	1	4	4	3
7525	6	298	6	2	7	14	5
7526	1	26	28	18	882	54	50
7527	448	26	28	18	18	33	50
7528	3	1056	1	1	4	4	3
7529	2	2	2	2	4	3	2
7530	3	3	1	1	6	4	3
7531	3	3	1	1	8	4	3
7532	1	3	1	1	4	4	985
7533	1	1	1	1	4	1	986
7534	7	6	921	5	8	8	6
7535	1	13	1	1	124	822	3
7536	1	1	922	1	22	1	1
7537	4	3	1	1	896	72	11
7538	1	1057	1	1	1	1	1
7539	875	3	1	1	4	4	3
7540	13	13	915	1	12	11	13
7541	1	1	1	78	1	1	1
7542	3	3	1	1	4	4	988
7543	4	3	923	1	11	72	11
7544	6	5	6	2	7	823	19
7545	3	35	167	2	897	26	39
7546	1	1	1	1	1	1	998
7547	3	35	19	2	20	26	997
7548	1	399	1	1	12	238	11
7549	2	430	2	2	6	3	972
7550	4	1	4	169	5	493	677
7551	883	4	1	4	12	1	10
7552	12	4	924	4	12	1	3
7553	10	1062	8	6	10	3	2
7554	13	1063	1	1	12	11	13
7555	3	1	14	15	11	19	363
7556	1	4	925	4	12	1	10
7557	880	4	1	4	4	6	3
7558	151	1061	215	34	175	180	169
7559	881	23	15	2	19	20	136
7560	882	4	1	4	12	1	10
7561	22	417	14	23	12	4	31
7562	666	1	1	8	1	1	1
7563	1	4	1	4	12	477	10
7564	12	4	65	4	12	1	3
7565	3	631	19	2	898	26	999
7566	885	4	1	4	12	1	3
7567	22	1	14	23	902	4	31
7568	1	4	1	4	903	1	10
7569	3	35	19	2	807	26	39
7570	886	5	6	2	7	14	5
7571	6	5	6	2	901	14	5
7572	887	1066	49	44	13	68	60
7573	3	35	927	2	20	26	39
7574	1	35	1	1	4	5	90
7575	3	35	19	2	20	218	39
7576	1	1003	1	4	12	1	10
7577	1	1	773	1	1	1	1
7578	2	2	928	2	6	3	2
7579	3	35	19	2	20	827	39
7580	3	1068	1	8	1	1	1
7581	3	1067	19	2	20	26	39
7582	3	1064	1	1	4	4	3
7583	7	6	1	583	8	8	6
7584	888	4	1	4	12	1	10
7585	889	35	19	2	20	26	39
7586	890	4	1	4	12	1	10
7587	3	1	1	1	1	824	3
7588	7	6	1	582	8	8	6
7589	884	4	1	4	12	1	3
7590	22	1	14	23	899	4	31
7591	1	4	547	8	4	4	3
7592	12	813	1	4	12	1	67
7593	1	1	149	1	1	1	950
7594	12	4	149	4	12	1	3
7595	13	13	149	1	81	11	13
7596	891	1	1	1	1	5	3
7597	6	55	929	2	109	14	741
7598	18	1070	45	2	7	192	945
7599	18	18	290	59	13	15	18
7600	13	13	1	1	12	11	1000
7601	4	3	1	1	11	825	11
7602	1	4	1	4	900	1	10
7603	263	407	926	44	13	826	281
7604	3	1065	48	19	49	26	39
7605	892	3	1	1	4	4	3
7606	3	3	1	584	4	4	3
7607	3	3	1	42	4	4	1002
7608	2	2	2	2	904	3	2
7609	1	26	336	18	888	33	50
7610	7	1071	1	5	8	8	6
7611	12	3	1	1	272	4	3
7612	7	1072	1	5	8	8	6
7613	1	1069	1	4	12	1	10
7614	13	13	930	1	12	11	13
7615	13	13	1	585	12	10	13
7616	4	9	894	8	1	75	8
7617	4	138	4	1	5	5	4
7618	3	395	1	8	1	1	1
7619	102	559	505	276	444	414	490
7620	18	33	496	20	7	50	572
7621	1	1073	1	4	12	1	10
7622	3	1074	1	1	4	4	3
7623	3	1	1	586	1	1	1
7624	893	35	167	2	20	26	39
7625	3	35	167	423	20	26	39
7626	19	23	15	589	19	20	15
7627	151	59	215	34	175	180	169
7628	6	193	932	2	7	58	52
7629	18	1075	260	18	7	223	5
7630	6	193	45	2	7	58	1003
7631	13	1	1	1	12	1	1
7632	895	193	45	2	7	58	52
7633	3	1	1	1	8	1	1001
7634	7	6	915	5	8	8	6
7635	2	3	936	1	4	4	30
7636	3	1080	934	2	907	830	1004
7637	4	9	1	8	1	833	8
7638	1	1	1	1	1	1	917
7639	1	1079	1	8	4	4	3
7640	1	1	1	1	1	1	980
7641	1	4	1	4	12	814	10
7642	2	1077	2	2	6	3	2
7643	3	992	19	2	20	26	39
7644	3	35	19	2	819	26	39
7645	3	35	19	2	20	765	39
7646	3	35	870	2	20	26	39
7647	3	3	1	1	4	4	918
7648	3	3	1	1	4	4	919
7649	3	35	19	590	20	26	39
7650	3	1078	19	2	905	26	39
7651	3	3	1	1	875	4	3
7652	3	659	1	588	4	4	3
7653	7	6	1	5	8	8	974
7654	10	14	8	6	876	3	2
7655	10	14	8	587	178	3	2
7656	12	4	1	4	906	1	3
7657	150	35	19	2	20	26	39
7658	802	4	1	4	12	1	10
7659	12	4	1	4	12	832	3
7660	1	1	1	1	22	1	1006
7661	896	3	1	1	4	4	3
7662	7	6	931	5	8	8	6
7663	18	153	260	591	7	223	5
7664	632	1	386	8	1	1	1
7665	3	3	14	1	1	1	10
7666	1	1003	1	8	4	4	3
7667	897	4	1	4	12	24	29
7668	1	4	1	4	12	835	29
7669	1	1	132	1	22	1	1
7670	484	1081	132	1	22	1	1
7671	12	4	937	4	12	1	67
7672	2	2	2	2	908	3	2
7673	7	6	1	5	909	8	6
7674	1	716	1	1	1	1	1
7675	5	4	563	4	4	6	3
7676	1	3	1	14	910	51	10
7677	227	1	1	15	13	4	40
7678	4	168	1	594	1	10	8
7679	3	35	19	2	20	26	1007
7680	22	1	14	23	12	836	31
7681	898	1	1	8	1	1	1
7682	3	35	19	2	20	26	11
7683	151	187	20	101	911	150	131
7684	12	4	1	4	141	1	3
7685	1	1	247	1	12	1	1
7686	3	3	1	596	4	4	3
7687	4	13	1	105	11	5	850
7688	3	1	1	66	28	1	850
7689	1	421	1	1	12	1	11
7690	1	1	1	1	28	4	11
7691	1	421	1	1	12	238	11
7692	4	421	1	105	1	5	854
7693	100	1	1	15	1	4	11
7694	100	1	1	1	28	1	11
7695	6	79	12	2	13	50	172
7696	10	14	938	6	10	3	2
7697	1	4	1	4	912	1	10
7698	1	4	939	4	12	1	10
7699	10	14	8	6	10	837	2
7700	1	1	1	1	1	1	1009
7701	1	4	1	4	913	1	10
7702	1	1086	672	1	1	1	1
7703	1	1	1	597	1	1	1
7704	3	35	19	2	914	26	39
7705	7	6	1	5	915	8	6
7706	3	35	167	2	20	838	39
7707	1	1	1	1	1	1	1010
7708	6	64	940	2	43	55	51
7709	3	1	122	1	1	5	1011
7710	1	85	1	8	12	5	11
7711	1	1	1	1	1	1	1012
7712	1	4	1	4	12	1	1005
7713	1	1083	1	4	12	1	10
7714	1	3	164	593	1	1	1
7715	1	3	601	8	11	5	11
7716	10	14	8	6	10	831	2
7717	10	14	8	6	10	3	1008
7718	10	1085	8	6	10	3	2
7719	12	4	1	4	12	1	141
7720	12	4	1	595	12	1	3
7721	13	13	1	592	12	11	13
7722	13	13	933	1	12	11	13
7723	13	13	1	1	12	828	13
7724	2	2	935	2	6	3	2
7725	3	3	1	1	4	4	420
7726	3	1	421	1	1	829	3
7727	3	3	1	1	4	834	3
7728	4	454	4	1	5	5	4
7729	484	4	1	4	12	41	10
7730	7	1082	1	5	8	8	6
7731	7	6	441	5	8	8	6
7732	7	1076	1	5	8	8	6
7733	894	6	1	5	8	8	6
7734	1	4	942	4	12	1	10
7735	3	1	605	1	1	5	3
7736	3	35	19	1	1	26	39
7737	899	1	1	9	1	1	1
7738	5	1084	1	4	4	6	3
7739	18	95	941	2	7	15	5
7740	5	4	1	599	4	6	3
7741	1	1091	1	4	12	1	54
7742	3	1089	19	2	20	26	39
7743	2	1090	2	2	6	3	2
7744	10	14	8	6	917	3	2
7745	1	38	1	1	1	238	1013
7746	1	3	1	15	28	840	1
7747	12	1087	1	66	11	839	850
7748	1	421	1	598	916	1	11
7749	1	3	1	598	1	1	11
7750	3	38	1	15	1	841	40
7751	3	3	1	66	4	1	1014
7752	3	3	1	66	28	842	850
7753	4	3	1	598	12	1	11
7754	3	1088	943	105	12	10	13
7755	1	4	1	4	12	1	126
7756	3	1	1	1	1	843	3
7757	6	125	213	27	13	13	1015
7758	6	5	6	2	918	14	5
7759	1	4	944	4	12	1	10
7760	7	6	1	602	8	8	1018
7761	2	2	2	2	808	3	2
7762	13	13	691	1	12	11	13
7763	6	5	6	2	921	14	5
7764	1	1	1	1	919	1	1
7765	1	1	352	1	1	1	1
7766	3	3	567	1	4	4	380
7767	14	16	11	2	922	12	14
7768	3	1	1	8	1	1	1001
7769	13	13	188	1	81	11	13
7770	1	1	1	1	920	1	1
7771	899	4	1	4	12	1	10
7772	3	3	1	1	4	848	3
7773	3	1094	1	1	4	4	3
7774	276	3	1	1	4	4	3
7775	1	4	947	4	12	1	10
7776	3	3	1	1	4	849	3
7777	3	3	1	1	4	850	3
7778	3	3	84	1	4	4	3
7779	1	4	1	4	12	1	1020
7780	7	6	948	5	8	8	6
7781	3	3	1	1	4	4	1021
7782	3	3	1	1	4	851	3
7783	3	1095	1	1	4	4	3
7784	3	3	1	603	4	4	3
7785	901	3	1	1	4	771	3
7786	3	3	1	1	4	4	1022
7787	1	4	842	4	12	1	10
7788	3	3	1	1	923	4	3
7789	1	4	1	8	924	4	3
7790	1	4	1	4	925	1	28
7791	3	1	1	604	1	5	3
7792	3	3	893	1	4	4	3
7793	3	3	1	1	4	4	1023
7794	3	3	1	605	4	4	3
7795	1	1096	1	4	12	1	10
7796	46	75	49	44	13	853	60
7797	46	75	952	44	13	68	60
7798	7	6	1	5	883	8	6
7799	3	3	1	1	4	818	692
7800	8	2	2	107	6	3	2
7801	5	4	1	4	884	6	3
7802	3	3	1	1	929	4	3
7803	10	14	8	6	930	3	2
7804	12	4	319	4	12	570	3
7805	1	3	1	8	931	5	11
7806	1	4	953	4	12	1	10
7807	1	4	1	4	12	854	10
7808	6	66	46	215	7	50	18
7809	3	3	788	1	4	4	3
7810	84	1	1	1	1	1	1
7811	4	3	326	1	11	72	11
7812	6	57	45	579	7	58	52
7813	6	57	949	18	10	14	52
7814	6	57	45	2	927	58	52
7815	18	1097	45	2	7	15	5
7816	1	1	950	1	1	1	1
7817	902	251	12	167	926	852	1024
7818	6	57	951	18	10	14	52
7819	1	4	423	4	12	1	10
7820	6	57	45	2	921	58	52
7821	1	4	1	4	937	25	10
7822	1	4	1	4	12	857	10
7823	3	3	1	1	4	858	3
7824	1	4	1	4	12	25	1025
7825	1	1	1	1	936	1	1
7826	1	4	1	4	935	25	10
7827	1	4	954	4	934	25	10
7828	1	4	954	4	12	25	10
7829	6	57	45	2	7	856	52
7830	3	3	1	1	4	855	3
7831	1	1	1	1	1	22	1
7832	19	23	15	2	19	20	1019
7833	2	2	2	2	6	3	82
7834	2	2	2	2	932	3	2
7835	46	75	49	44	13	846	60
7837	3	3	1	608	4	4	16
7838	904	3	1	12	4	4	16
7839	3	3	1	12	4	4	1030
7840	196	55	67	2	109	14	5
7841	3	1	958	1	1	519	3
7842	3	3	1	12	4	501	16
7843	3	3	1	609	4	4	16
7844	2	3	383	1	4	4	3
7845	6	55	959	2	109	14	741
7846	3	1	1	1	938	5	3
7847	903	1	1	1	12	556	1027
7848	196	55	45	2	939	14	1028
7849	3	1	361	1	1	5	92
7850	3	3	1	1	4	861	3
7851	3	1101	1	1	4	4	3
7852	18	1	1	1	1	862	3
7853	6	57	45	2	7	542	3
7854	1	35	19	2	20	26	39
7855	12	465	1	15	11	1	40
7856	10	14	961	6	10	3	2
7857	10	14	8	610	10	3	2
7858	7	6	960	5	8	8	6
7859	1	4	599	4	12	25	10
7860	1	4	1	4	12	25	1029
7861	1	963	1	1	1	1	1
7862	770	31	1	4	4	6	3
7863	3	4	1	4	4	4	3
7864	1	1102	1	14	11	51	10
7865	905	1103	6	612	7	864	5
7866	1	1	1	1	941	1	1
7867	13	1104	1	1	12	11	13
7868	906	75	49	44	13	68	60
7869	13	13	1	1	12	11	1032
7870	902	5	6	2	7	7	5
7871	612	13	1	1	12	11	13
7872	697	35	19	2	20	26	39
7873	13	13	700	1	12	10	13
7874	1	3	1	8	944	5	11
7875	3	3	57	1	940	4	67
7876	6	5	963	2	7	14	5
7877	3	35	19	611	20	26	39
7878	3	3	57	1	4	4	1031
7879	2	3	1	1	397	4	3
7880	6	5	6	2	162	869	5
7881	3	3	1	1	4	4	1038
7882	1	1	1	1	1	870	1
7883	12	289	966	15	11	1	40
7884	2	2	2	617	6	179	2
7885	7	1106	1	5	8	8	6
7886	12	4	1	618	12	1	3
7887	1	4	1	4	946	25	10
7888	909	4	1	4	12	1	10
7889	58	2	2	2	6	3	2
7890	13	1114	1	1	12	11	13
7891	1	1	1	619	1	1	1
7892	755	11	8	6	10	3	2
7893	484	3	1	8	11	5	11
7894	551	3	1	1	4	4	3
7895	484	4	1	4	12	1	28
7896	1	376	1	1	1	1	1
7897	3	3	1	1	4	589	3
7898	13	13	1	1	12	10	604
7899	3	27	1	1	1	19	40
7900	3	1081	1	1	1	5	3
7901	3	3	372	1	4	4	3
7902	6	330	46	2	7	50	18
7903	3	68	1	437	1	5	40
7904	633	3	1	1	264	1	10
7905	1	4	1	4	12	871	10
7906	1	4	1	4	12	1	15
7907	3	1	14	8	1	1	1
7908	1	4	1	1	1	1	1
7909	1	1	1	19	1	1	1
7910	1	1	1	97	1	1	883
7911	27	1	1	1	1	1	13
7912	3	1	1	1	1	862	3
7913	623	1	1	2	10	26	897
7914	3	35	19	89	20	26	462
7915	1	1087	1	169	1	1	10
7916	1	1	1	1	1	324	1
7917	1	1	1	97	1	324	1
7918	12	4	1	4	12	324	10
7919	1	1087	1	23	12	1	37
7920	23	32	1	2	10	324	11
7921	1	4	750	23	20	324	10
7922	1	4	1	455	12	324	10
7923	13	13	1	105	12	11	13
7924	1	4	1	15	4	4	3
7925	13	4	1	1	12	11	13
7926	3	1	1	1	4	4	3
7927	1	1	1	8	4	4	3
7928	1	1	1	4	4	1	10
7929	10	1110	8	6	10	3	2
7930	22	1033	14	23	12	4	31
7931	1	4	1	613	12	1	10
7932	1	1105	1	4	12	1	10
