ST	dnaA	fusA	gyrB	leuS	pyrG	rplB	rpoB	clonal_complex
2383	242	155	611	743	558	103	154	
2384	608	416	617	759	569	106	402	
2385	609	417	618	760	570	289	403	
2386	611	420	581	765	577	11	21	
2387	604	412	612	603	559	85	187	
2388	36	42	91	137	560	12	20	
2389	351	61	99	752	561	6	55	
2390	308	113	475	566	358	6	55	
2391	221	418	233	257	217	11	52	
2392	109	42	35	127	331	132	26	
2393	36	57	613	753	49	12	26	
2394	56	38	35	58	562	12	20	
2395	24	14	287	191	563	11	15	
2396	127	25	393	317	108	132	26	
2397	507	413	99	639	97	6	55	
2398	576	414	614	754	564	103	154	
2399	36	25	37	140	434	12	193	
2400	542	4	160	6	39	30	6	
2401	605	37	4	6	42	4	25	
2402	2	2	94	286	55	2	14	
2403	154	202	603	755	302	246	101	
2404	499	415	615	756	565	239	120	
2405	15	158	365	416	566	105	222	
2406	124	199	435	757	567	12	150	
2407	606	15	616	124	568	11	68	
2408	235	320	619	761	571	223	18	
2409	607	9	12	9	67	6	25	
2410	83	2	94	758	51	2	401	
2411	4	419	15	6	11	290	281	
2412	51	4	4	41	39	30	124	
2413	68	8	75	63	572	34	35	
2414	59	64	81	9	573	37	38	
2415	68	8	75	63	574	34	35	
2416	56	196	91	762	575	12	20	
2417	610	368	620	763	500	11	68	
2418	503	343	515	628	576	11	18	
2419	612	15	253	766	166	11	405	
2420	613	421	572	767	578	11	18	
2421	614	422	621	768	579	11	406	
2422	617	15	623	771	293	106	156	
2423	229	14	26	148	581	10	58	
2424	187	198	92	772	49	12	26	
2425	36	39	71	764	331	12	404	
2426	615	384	622	769	580	11	407	
2427	618	2	255	133	51	2	13	
2428	43	408	605	36	3	16	17	
2429	619	15	235	773	102	11	15	
2430	616	113	371	770	358	6	55	
2431	492	195	235	191	295	11	15	
2432	366	242	152	455	354	291	158	
2433	620	423	624	774	582	86	120	
2434	127	38	35	48	331	12	20	
2435	244	25	583	254	204	104	27	
2436	127	39	35	696	583	12	26	
2437	622	424	625	108	286	282	408	
2438	22	15	102	104	584	11	10	
2439	65	25	127	144	468	12	20	
2440	596	38	35	193	169	12	150	
2441	36	25	49	126	49	21	20	
2442	359	202	390	376	302	170	101	
2443	362	2	45	449	352	2	14	
2444	24	15	388	123	21	11	242	
2445	621	42	78	775	49	12	20	
2446	37	25	49	30	585	21	20	
2447	65	57	49	94	49	14	26	
2448	152	15	102	104	101	11	71	
2449	623	25	49	193	288	12	409	
2450	127	199	35	757	567	12	410	
2451	3	139	66	266	3	16	3	
2452	187	77	626	126	586	12	20	
2453	260	112	241	47	288	12	411	
2454	411	25	627	92	49	12	20	
2455	41	3	605	36	587	16	19	
2456	36	26	71	239	49	12	26	
2457	567	196	628	92	590	12	20	
2458	127	27	219	677	588	12	26	
2459	42	3	52	37	589	16	3	
2460	3	24	3	776	3	16	17	
2461	625	26	241	602	596	12	20	
2462	3	425	164	266	3	81	3	
2463	71	3	632	3	23	16	328	
2464	343	39	67	221	49	12	26	
2465	37	426	219	351	591	12	189	
2466	624	427	629	520	592	292	412	
2467	71	3	60	82	335	16	3	
2468	42	130	69	242	3	60	413	
2469	22	428	102	104	593	201	133	
2470	447	68	630	777	332	11	218	
2471	36	429	312	206	594	12	112	
2472	13	13	30	780	52	2	231	
2473	63	3	66	778	3	16	3	
2474	43	3	631	35	3	81	17	
2475	71	408	87	36	587	293	19	
2476	535	39	322	602	595	12	20	
2477	150	92	411	779	105	22	64	
2478	22	15	102	15	118	11	133	
2479	72	25	71	137	49	12	20	
2480	8	9	6	9	9	6	414	
2481	3	434	3	35	3	16	17	
2482	626	430	92	781	49	12	20	
2483	413	25	432	739	141	14	163	
2484	36	39	67	138	597	12	26	
2485	3	24	178	37	3	78	17	
2486	80	38	633	48	331	12	26	
2487	381	254	170	782	199	68	415	
2488	51	4	4	6	11	4	6	
2489	208	254	170	784	199	68	100	
2490	11	431	4	6	11	4	25	
2491	282	4	4	6	39	4	124	
2492	208	432	434	505	392	68	109	
2493	184	433	201	563	277	86	304	
2494	63	3	51	35	77	294	3	
2495	627	155	460	668	564	103	154	
2496	59	9	634	115	242	6	6	
2497	153	98	152	723	354	68	217	
2498	348	108	431	738	141	14	93	
2499	15	2	2	22	424	2	400	
2500	15	2	635	297	2	44	13	
2501	9	4	15	6	37	4	416	
2502	46	20	636	44	45	12	32	
2503	177	162	22	298	34	8	165	
2504	111	18	123	130	119	8	28	
2505	466	81	157	573	32	8	29	
2506	29	18	32	33	29	213	30	
2507	463	18	480	514	34	142	29	
2508	29	436	642	789	30	8	30	
2509	361	18	22	200	32	8	243	
2510	33	81	334	228	241	8	421	
2511	33	18	645	228	126	76	28	
2512	111	18	645	130	119	8	28	
2513	112	81	182	173	264	8	422	
2514	130	436	129	231	126	90	128	
2515	132	18	646	154	34	8	419	
2516	132	436	200	790	34	8	29	
2517	246	18	644	791	230	72	29	
2518	246	18	182	252	34	296	314	
2519	276	18	638	792	34	110	28	
2520	276	18	638	231	164	90	418	
2521	276	436	643	189	230	8	380	
2522	276	18	647	189	32	8	419	
2523	276	436	643	189	32	8	380	
2524	309	81	22	792	164	8	420	
2525	309	18	648	793	34	8	302	
2526	466	18	482	793	34	8	29	
2527	631	18	248	573	599	142	28	
2528	628	18	637	154	164	295	28	
2529	629	18	132	785	126	8	28	
2530	630	18	34	786	31	8	28	
2531	631	18	248	573	599	8	28	
2532	632	18	638	331	212	110	29	
2533	633	18	22	64	34	8	29	
2534	634	435	38	787	34	8	417	
2535	635	18	441	514	126	142	28	
2536	636	18	639	788	34	142	29	
2537	637	18	640	31	34	8	30	
2538	638	18	641	228	241	8	29	
2539	3	408	164	266	3	81	3	
2540	3	277	631	518	3	16	210	
2541	63	3	58	794	3	16	3	
2542	71	130	110	82	589	60	423	
2543	639	3	66	68	3	16	3	
2544	63	3	58	795	77	16	424	
2545	21	368	649	796	24	11	68	
2546	22	290	102	15	101	11	10	
2547	22	428	102	15	118	11	71	
2548	24	195	540	191	294	11	15	
2549	27	14	652	97	98	297	15	
2550	40	17	39	15	46	298	10	
2551	190	438	532	56	204	11	425	
2552	221	437	233	257	217	11	52	
2553	228	439	352	801	226	299	144	
2554	235	320	619	800	602	223	18	
2555	243	14	651	191	601	11	15	
2556	243	14	259	802	132	11	15	
2557	262	15	275	798	166	232	137	
2558	435	282	654	803	603	158	428	
2559	452	15	467	552	133	232	426	
2560	475	202	415	799	464	144	101	
2561	492	195	235	155	183	11	15	
2562	539	15	253	766	166	11	405	
2563	541	368	557	673	600	11	18	
2564	541	424	625	108	286	282	408	
2565	611	393	595	745	549	223	18	
2566	611	150	653	800	602	223	18	
2567	612	365	554	257	495	266	363	
2568	614	393	595	768	579	11	406	
2569	640	437	233	797	600	240	52	
2570	641	14	652	108	541	11	89	
2571	642	202	603	498	464	170	101	
2572	643	29	557	796	600	11	68	
2573	643	368	649	796	600	11	68	
2574	644	420	581	745	431	223	52	
2575	644	421	572	767	602	11	18	
2576	645	29	557	34	600	11	18	
2577	646	428	650	745	602	11	427	
2578	4	4	4	62	59	300	6	
2579	4	4	18	6	40	4	25	
2580	4	4	4	6	37	302	25	
2581	4	440	4	119	112	4	39	
2582	4	4	4	39	37	4	25	
2583	4	4	4	62	59	303	6	
2584	4	22	13	6	11	4	6	
2585	4	4	202	305	39	4	25	
2586	4	4	4	179	59	4	6	
2587	4	37	203	6	604	30	6	
2588	4	4	13	42	39	64	6	
2589	4	4	4	40	37	30	9	
2590	4	4	4	6	404	4	25	
2591	4	4	15	4	11	30	6	
2592	4	37	4	6	42	4	6	
2593	9	441	4	125	203	30	25	
2594	10	21	9	804	45	4	33	
2595	11	83	4	13	39	4	9	
2596	11	4	4	13	39	4	347	
2597	11	50	4	13	39	4	9	
2598	11	4	655	13	39	4	9	
2599	44	9	12	9	35	6	330	
2600	46	20	148	44	45	12	6	
2601	46	21	19	44	605	4	6	
2602	46	20	74	44	607	24	6	
2603	46	20	9	805	45	24	6	
2604	49	20	20	45	45	4	32	
2605	49	442	656	65	64	4	6	
2606	49	69	657	45	64	4	32	
2607	49	21	19	44	45	254	32	
2608	49	20	19	806	90	24	32	
2609	51	4	4	40	37	4	6	
2610	51	4	14	39	11	6	39	
2611	52	443	20	44	45	4	6	
2612	49	20	9	118	45	12	6	
2613	52	21	20	807	45	4	6	
2614	52	20	9	44	45	4	6	
2615	53	35	20	808	45	4	6	
2616	58	41	14	809	69	4	6	
2617	58	4	374	304	43	4	25	
2618	58	41	14	6	69	4	429	
2619	59	9	62	810	62	25	6	
2620	59	40	658	9	70	6	6	
2621	59	9	345	9	62	83	25	
2622	59	40	82	9	67	247	6	
2623	59	9	12	811	67	6	6	
2624	59	9	400	9	62	6	6	
2625	59	47	59	813	62	23	6	
2626	59	445	62	9	62	25	6	
2627	59	40	76	9	608	6	6	
2628	59	9	113	115	70	6	430	
2629	59	9	402	469	242	6	6	
2630	59	446	59	9	62	23	6	
2631	59	40	82	9	67	304	6	
2632	59	9	659	75	62	6	6	
2633	59	447	113	811	70	6	6	
2634	68	448	75	63	65	34	35	
2635	74	20	9	227	99	24	32	
2636	90	20	9	44	45	4	32	
2637	90	20	74	44	109	4	431	
2638	90	21	485	44	45	4	6	
2639	91	59	19	44	99	38	32	
2640	95	449	112	111	104	4	63	
2641	114	9	62	163	35	305	334	
2642	116	4	15	40	187	30	25	
2643	125	20	507	44	609	28	433	
2644	179	450	5	344	610	4	6	
2645	186	20	9	45	45	4	6	
2646	275	20	148	44	64	4	6	
2647	282	452	4	6	497	306	9	
2648	332	4	4	262	311	4	6	
2649	391	37	14	410	92	30	6	
2650	417	4	14	6	37	4	9	
2651	509	69	19	44	64	4	32	
2652	647	20	19	44	45	24	6	
2653	648	4	661	6	38	4	6	
2654	649	56	93	816	612	4	63	
2655	650	453	662	212	259	4	434	
2656	651	69	20	44	64	4	6	
2657	652	20	9	45	45	4	6	
2658	653	37	4	6	42	4	25	
2659	657	4	663	819	259	308	435	
2660	186	35	20	44	45	4	6	
2661	35	25	92	339	49	12	26	
2662	35	39	49	57	49	12	20	
2663	36	57	312	821	49	12	26	
2664	36	26	71	72	613	12	47	
2665	36	25	67	823	216	12	20	
2666	37	25	49	30	606	21	20	
2667	65	25	664	144	280	12	82	
2668	65	25	127	814	280	12	82	
2669	43	3	66	82	3	81	19	
2670	65	54	49	94	434	12	47	
2671	65	25	127	814	614	12	82	
2672	98	444	91	127	49	46	20	
2673	181	27	207	216	189	12	26	
2674	127	39	35	696	331	12	26	
2675	301	27	254	812	108	12	26	
2676	656	112	78	193	160	12	103	
2677	654	42	92	206	49	12	20	
2678	2	2	30	2	55	44	14	
2679	66	49	4	43	40	4	25	
2680	6	4	4	116	37	4	6	
2681	50	21	19	44	45	49	32	
2682	7	8	5	7	44	6	7	
2683	184	306	201	563	277	86	304	
2684	11	4	4	305	37	4	25	
2685	74	20	20	65	615	4	32	
2686	4	22	4	6	76	4	115	
2687	658	3	52	37	23	16	3	
2688	4	4	14	6	39	301	6	
2689	100	37	4	125	39	50	25	
2690	660	455	665	826	617	309	25	
2691	186	21	148	45	45	4	6	
2692	74	20	9	818	45	12	6	
2693	4	4	15	820	42	4	6	
2694	661	455	666	824	617	4	6	
2695	182	102	158	1	198	22	1	
2696	51	37	14	6	112	30	25	
2697	4	4	4	822	92	30	6	
2698	294	456	371	825	618	6	436	
2699	662	457	667	827	619	4	432	
2700	659	454	6	9	9	6	8	
2701	663	4	383	40	616	4	9	
2702	467	202	483	581	441	184	203	
2703	510	22	68	69	37	4	24	
2704	475	202	518	498	157	246	345	
2705	80	199	35	637	468	253	20	
2706	381	346	522	476	199	254	217	
2707	49	21	148	44	45	4	32	
2708	505	202	483	632	463	219	344	
2709	169	107	158	168	470	77	119	
2710	59	9	12	568	35	6	312	
2711	59	40	12	115	70	6	6	
2712	90	20	524	44	45	12	32	
2713	4	344	14	125	11	4	6	
2714	150	92	109	638	182	22	221	
2715	63	3	517	68	3	16	3	
2716	78	48	61	70	83	22	1	
2717	299	14	119	123	114	10	58	
2718	10	21	19	44	45	188	33	
2719	510	21	9	44	45	4	33	
2720	52	20	19	169	45	4	6	
2721	53	35	19	44	45	311	6	
2722	665	458	669	828	621	312	437	
2723	124	348	71	92	49	12	348	
2724	15	219	45	18	465	252	14	
2725	158	345	101	195	161	6	55	
2726	192	44	61	1	1	22	1	
2727	305	106	520	237	467	12	148	
2728	41	3	51	82	19	248	3	
2729	506	202	519	635	464	170	346	
2730	507	347	384	639	469	6	55	
2731	59	9	6	9	195	6	6	
2732	6	83	528	631	39	4	25	
2733	65	25	78	90	471	12	20	
2734	10	20	19	44	64	4	6	
2735	10	21	17	44	45	4	32	
2736	13	2	45	408	51	2	14	
2737	13	221	370	105	2	2	14	
2738	15	2	94	26	55	2	13	
2739	15	2	162	286	51	2	14	
2740	15	2	128	408	51	2	14	
2741	15	2	474	2	51	2	14	
2742	2	2	2	560	2	2	73	
2743	2	2	635	18	53	2	14	
2744	23	15	449	15	47	11	10	
2745	242	155	258	290	421	103	154	
2746	3	3	58	37	77	16	17	
2747	316	277	87	82	3	81	210	
2748	334	2	343	408	51	2	14	
2749	4	4	15	43	92	4	6	
2750	43	24	262	36	3	3	168	
2751	457	2	45	560	51	2	14	
2752	55	22	13	6	39	4	186	
2753	58	4	14	4	39	4	151	
2754	588	150	653	800	602	223	18	
2755	603	411	4	13	201	4	138	
2756	63	3	66	37	3	67	17	
2757	655	140	93	817	409	4	84	
2758	32	18	22	31	31	8	28	
2759	85	63	101	103	96	6	321	
2760	4	4	4	633	37	4	25	
2761	73	44	65	319	329	22	1	
2762	26	14	514	626	132	245	58	
2763	51	4	4	6	57	274	6	
2764	48	4	525	42	39	4	9	
2765	11	4	4	735	203	4	6	
2766	68	8	75	63	65	34	308	
2767	4	4	521	6	37	4	25	
2768	4	4	670	6	39	4	6	
2769	642	202	603	830	464	319	101	
2770	56	38	35	58	169	12	438	
2771	53	35	20	44	622	4	6	
2772	59	462	12	9	35	6	6	
2773	26	173	589	191	27	313	443	
2774	49	20	19	44	90	24	440	
2775	4	461	4	6	37	4	25	
2776	1	459	188	1	172	36	1	
2777	59	463	59	9	62	6	6	
2778	11	4	675	13	39	4	9	
2779	59	9	12	833	62	6	6	
2780	96	9	113	829	106	6	6	
2781	85	465	101	103	96	6	53	
2782	68	466	75	63	65	34	35	
2783	58	41	14	6	69	316	6	
2784	8	9	6	9	9	6	445	
2785	13	203	343	386	623	2	212	
2786	666	18	672	831	34	321	28	
2787	63	3	66	68	3	314	3	
2788	59	64	81	834	79	37	38	
2789	8	9	6	835	9	6	8	
2790	4	460	14	6	39	4	6	
2791	112	18	674	173	34	320	439	
2792	320	21	74	44	45	4	6	
2793	4	467	4	62	59	4	6	
2794	74	20	20	44	45	4	6	
2795	671	25	683	843	388	14	93	
2796	11	469	4	13	39	4	9	
2797	669	141	45	385	2	13	14	
2798	670	75	678	837	122	61	67	
2799	160	30	679	121	113	61	446	
2800	13	2	474	838	566	322	14	
2801	15	2	676	323	51	2	14	
2802	13	2	680	839	624	44	14	
2803	216	158	263	133	625	105	14	
2804	13	158	45	2	51	105	307	
2805	350	123	681	842	627	324	447	
2806	133	43	682	841	626	61	12	
2807	216	158	369	18	55	105	14	
2808	15	2	45	840	54	2	14	
2809	37	25	49	30	49	323	20	
2810	669	2	372	270	51	2	14	
2811	11	4	4	836	203	4	25	
2812	73	48	677	66	36	22	1	
2813	53	35	20	44	107	4	6	
2814	9	411	14	303	11	4	6	
2815	9	411	14	6	11	4	6	
2816	49	69	485	45	64	38	441	
2817	52	20	19	45	45	6	6	
2818	9	411	14	6	11	38	6	
2819	4	22	4	6	76	325	115	
2820	49	21	485	44	45	12	32	
2821	49	69	485	45	64	4	32	
2822	667	411	14	6	11	4	6	
2823	8	454	57	9	9	6	8	
2824	59	9	12	844	242	6	6	
2825	9	411	14	820	11	4	6	
2826	179	411	15	6	37	50	4	
2827	49	69	19	45	64	4	441	
2828	21	21	21	21	21	21	21	
2829	9	6	14	6	11	4	6	
2830	22	15	102	104	101	11	449	
2831	53	468	154	44	45	4	6	
2832	4	411	14	6	39	4	6	
2833	9	411	14	61	37	4	9	
2834	668	75	265	249	122	26	67	
2835	8	454	6	9	9	6	8	
2836	46	20	19	44	45	4	6	
2837	24	14	43	52	481	18	21	
2838	49	21	485	44	45	12	441	
2839	672	2	288	847	566	322	14	
2840	9	411	14	6	11	4	315	
2841	553	30	117	693	511	61	67	
2842	15	475	343	2	634	2	14	
2843	608	178	714	852	635	106	453	
2844	49	69	485	45	64	4	441	
2845	297	476	715	853	274	106	156	
2846	49	21	19	44	45	12	441	
2847	59	454	12	9	35	6	315	
2848	674	477	716	854	636	106	454	
2849	53	35	154	44	45	4	315	
2850	675	317	717	855	637	336	455	
2851	9	9	14	6	11	4	6	
2852	46	20	4	6	42	4	25	
2853	8	20	20	45	99	12	32	
2854	8	5	6	9	9	6	8	
2855	49	9	6	9	9	6	8	
2856	74	21	74	44	45	6	6	
2857	49	21	19	44	90	12	32	
2858	8	9	6	9	9	35	8	
2859	53	15	39	15	86	11	46	
2860	37	25	49	30	49	310	20	
2861	482	317	495	601	633	220	329	
2862	66	4	712	6	39	4	123	
2863	13	2	30	2	2	2	451	
2864	52	21	20	44	45	334	6	
2865	46	20	20	96	308	29	54	
2866	49	21	19	44	45	335	32	
2867	247	18	430	792	32	8	342	
2868	558	15	725	148	645	11	460	
2869	346	48	245	858	329	36	1	
2870	682	30	265	378	74	20	67	
2871	126	127	726	863	128	58	461	
2872	683	25	727	864	646	14	197	
2873	499	215	728	343	184	153	304	
2874	567	25	35	546	49	12	47	
2875	9	37	4	6	42	4	123	
2876	4	4	4	613	37	4	39	
2877	4	470	14	848	171	30	9	
2878	433	25	711	274	630	14	163	
2879	9	471	14	6	11	4	450	
2880	43	3	66	314	3	342	168	
2881	9	4	14	6	11	30	9	
2882	178	4	4	6	95	4	6	
2883	169	44	65	180	228	1	1	
2884	11	4	4	6	39	50	25	
2885	71	130	53	36	3	3	3	
2886	391	37	4	6	11	4	124	
2887	169	48	245	158	153	22	1	
2888	208	254	170	476	199	68	109	
2889	391	4	15	120	92	4	6	
2890	74	20	74	44	45	4	32	
2891	3	24	285	35	3	16	17	
2892	15	2	2	22	424	2	14	
2893	46	20	74	65	99	4	6	
2894	368	18	22	154	32	8	29	
2895	62	4	4	6	187	4	36	
2896	4	4	68	69	37	4	24	
2897	166	98	170	476	199	254	109	
2898	508	261	527	636	466	186	276	
2899	676	478	718	376	302	170	101	
2900	4	4	4	13	39	4	456	
2901	4	4	4	856	59	4	6	
2902	36	479	36	49	50	12	20	
2903	13	480	255	857	51	2	14	
2904	126	481	215	226	190	58	125	
2905	672	2	288	21	51	2	444	
2906	2	2	719	857	51	340	14	
2907	351	347	99	865	469	6	55	
2908	4	4	4	62	638	4	6	
2909	144	129	165	237	150	337	129	
2910	74	20	20	65	639	4	6	
2911	13	482	105	859	352	2	14	
2912	677	483	720	520	640	338	457	
2913	15	2	343	133	2	341	13	
2914	59	9	721	115	195	339	6	
2915	63	484	51	35	77	27	214	
2916	678	485	722	860	641	183	458	
2917	169	51	158	214	1	22	119	
2918	679	1	723	86	642	22	1	
2919	4	486	4	6	39	4	6	
2920	680	487	724	861	643	11	52	
2921	15	2	263	286	644	2	14	
2922	681	18	183	107	120	8	29	
2923	471	488	373	862	122	61	459	
2924	41	408	605	36	587	60	19	
2925	11	212	4	305	37	4	25	
2926	71	3	87	35	19	16	3	
2927	141	44	158	146	145	22	1	
2928	9	4	14	6	37	4	25	
2929	169	490	89	186	36	33	1	
2930	289	491	218	866	360	61	129	
2931	684	492	729	867	647	11	18	
2932	685	25	490	868	227	343	197	
2933	33	309	157	679	31	8	462	
2934	686	18	730	630	34	72	463	
2935	394	493	731	330	443	182	176	
2936	687	494	732	616	648	136	395	
2937	165	18	733	31	248	8	28	
2938	667	6	14	6	11	4	6	
2939	52	21	20	44	628	4	6	
2940	24	21	19	52	45	18	21	
2941	49	6	14	44	45	12	6	
2942	46	20	20	96	45	29	464	
2943	49	20	19	850	90	24	32	
2944	673	473	713	851	632	228	452	
2945	37	474	49	30	49	21	20	
2946	4	4	4	6	631	4	25	
2947	4	472	14	6	39	4	6	
2948	52	20	19	818	45	4	6	
2949	59	9	62	849	62	25	6	
2950	8	9	6	9	9	344	8	
2951	8	9	6	9	9	304	8	
2952	691	22	15	6	39	4	6	
2953	59	40	113	811	649	6	6	
2954	449	4	15	871	43	4	6	
2955	68	497	75	63	65	34	35	
2956	71	3	570	35	3	16	210	
2957	36	498	312	233	216	12	118	
2958	51	4	14	6	39	4	6	
2959	4	496	14	848	171	30	9	
2960	4	4	4	125	11	30	25	
2961	690	4	15	125	92	30	25	
2962	4	4	18	80	11	4	39	
2963	9	4	15	303	37	4	9	
2964	9	4	14	61	37	4	465	
2965	4	22	13	870	39	4	186	
2966	307	21	9	65	45	4	466	
2967	49	20	735	45	45	4	32	
2968	59	9	80	9	87	6	467	
2969	52	21	20	846	45	4	6	
2970	59	9	73	872	9	6	6	
2971	4	4	4	39	41	4	468	
2972	4	4	4	40	39	4	6	
2973	46	20	736	44	45	24	6	
2974	689	140	93	875	224	109	141	
2975	692	18	738	874	30	8	469	
2976	198	51	158	579	36	22	119	
2977	51	4	14	125	11	30	6	
2978	693	15	739	309	133	11	87	
2979	694	25	31	876	204	11	27	
2980	394	176	740	488	650	182	176	
2981	695	2	30	133	51	2	14	
2982	58	500	90	6	39	4	59	
2983	37	27	35	216	49	12	26	
2984	247	501	512	154	34	8	470	
2985	59	64	81	9	79	345	38	
2986	696	3	741	266	23	16	3	
2987	63	3	51	36	3	60	471	
2988	59	9	12	75	84	221	6	
2989	8	9	6	9	9	6	472	
2990	114	9	62	9	67	346	6	
2991	53	35	20	44	652	4	6	
2992	527	314	239	2	51	2	14	
2993	4	4	4	877	39	4	25	
2994	697	4	160	6	39	30	6	
2995	3	3	58	35	3	16	17	
2996	56	38	35	58	169	12	473	
2997	4	504	4	6	37	4	25	
2998	124	25	37	193	312	12	26	
2999	4	4	68	878	37	4	25	
3000	698	502	742	879	34	142	474	
3001	130	503	129	231	126	90	128	
3002	37	25	78	880	189	12	26	
3003	224	18	182	881	34	213	29	
3004	50	20	19	44	45	28	6	
3005	36	25	302	58	189	12	20	
3006	58	37	4	6	42	4	475	
3007	699	56	487	116	651	4	84	
3008	471	43	117	883	348	145	106	
3009	1	107	158	884	153	36	1	
3010	4	4	4	882	37	4	25	
3011	94	208	743	394	315	122	218	
3012	49	69	20	44	501	4	315	
3013	49	69	20	44	501	7	315	
3014	109	42	35	127	331	12	26	
3015	58	41	14	6	501	4	315	
3016	58	41	14	6	69	4	315	
3017	58	41	14	6	69	276	315	
3018	58	41	14	6	69	4	434	
3019	58	69	14	6	69	4	315	
3020	58	69	20	6	69	326	6	
3021	58	41	14	6	69	326	6	
3022	58	41	14	6	69	22	6	
3023	4	4	4	6	40	4	25	
3024	125	21	197	44	45	4	32	
3025	59	40	744	9	67	6	6	
3026	326	98	745	732	213	171	217	
3027	699	56	93	141	409	4	476	
3028	63	3	51	35	653	27	3	
3029	51	4	4	6	39	4	138	
3030	196	4	4	13	11	4	138	
3031	168	161	228	203	654	11	58	
3032	437	8	16	59	656	4	293	
3033	15	2	746	2	657	2	73	
3034	492	505	747	191	183	347	15	
3035	11	4	4	6	655	4	6	
3036	49	20	19	44	64	24	477	
3037	59	40	12	75	35	83	6	
3038	58	37	4	6	42	4	478	
3039	4	4	14	120	92	30	25	
3040	305	106	466	237	467	12	18	
3041	13	2	45	885	51	2	14	
3042	10	20	17	44	45	12	6	
3043	11	4	4	40	311	4	6	
3044	192	51	72	686	153	358	1	
3045	55	8	5	549	428	4	6	
3046	393	92	109	181	205	22	99	
3047	4	37	15	6	11	4	6	
3048	686	18	138	151	33	208	29	
3049	71	3	110	89	3	16	3	
3050	36	196	35	193	288	12	20	
3051	4	4	68	4	78	4	25	
3052	94	68	108	109	332	11	177	
3053	4	4	4	80	41	4	6	
3054	22	15	102	15	236	11	10	
3055	603	411	4	6	39	4	138	
3056	18	2	30	414	51	2	14	
3057	71	3	66	82	19	81	17	
3058	51	37	4	6	112	30	6	
3059	37	25	49	30	49	21	493	
3060	51	527	18	4	37	4	6	
3061	59	9	59	9	67	359	215	
3062	51	4	15	6	59	4	6	
3063	15	2	773	922	51	2	65	
3064	51	528	14	6	39	4	6	
3065	53	35	19	44	692	4	6	
3066	11	4	4	166	556	4	39	
3067	59	353	59	811	195	6	6	
3068	1	44	158	913	153	1	1	
3069	100	4	4	6	187	30	123	
3070	11	524	4	13	39	4	9	
3071	117	25	168	718	141	14	197	
3072	127	25	35	546	49	12	409	
3073	127	27	35	137	672	12	20	
3074	127	507	92	359	160	12	103	
3075	127	525	767	880	49	12	172	
3076	13	158	263	2	55	105	14	
3077	144	509	466	550	298	12	129	
3078	15	294	44	385	669	2	73	
3079	151	25	552	667	388	14	486	
3080	151	510	759	893	659	14	492	
3081	153	98	768	898	355	68	91	
3082	155	304	179	553	30	208	29	
3083	171	1	190	913	362	22	113	
3084	180	25	67	615	49	12	26	
3085	183	14	765	108	662	9	58	
3086	183	195	765	191	662	11	58	
3087	183	401	196	52	286	11	15	
3088	192	1	65	897	1	269	1	
3089	2	2	762	133	689	2	13	
3090	2	217	46	2	2	155	444	
3091	218	81	182	252	212	213	29	
3092	23	15	23	16	28	11	482	
3093	230	25	500	513	388	14	93	
3094	24	14	287	153	207	11	89	
3095	24	14	287	191	563	11	485	
3096	24	14	293	918	295	18	58	
3097	24	14	43	919	27	18	21	
3098	24	399	589	748	21	245	15	
3099	243	513	294	123	661	11	58	
3100	244	25	532	886	204	356	27	
3101	244	521	532	886	204	356	27	
3102	250	523	770	912	678	112	187	
3103	255	166	280	313	679	11	166	
3104	26	14	26	148	663	11	16	
3105	26	16	25	53	675	9	15	
3106	26	95	43	155	136	11	89	
3107	276	518	647	189	32	8	380	
3108	279	25	96	513	100	14	93	
3109	28	512	27	123	20	11	15	
3110	289	43	751	352	360	61	129	
3111	296	92	130	145	673	22	489	
3112	299	14	753	97	20	11	15	
3113	3	130	766	36	19	133	192	
3114	3	139	66	910	3	16	17	
3115	3	520	3	35	3	16	17	
3116	32	18	22	210	31	8	28	
3117	345	173	294	191	183	158	58	
3118	345	517	294	191	183	158	58	
3119	348	108	772	531	546	14	93	
3120	348	25	96	901	399	14	93	
3121	35	25	35	47	189	12	26	
3122	36	39	67	359	49	12	47	
3123	36	511	78	193	160	12	103	
3124	37	25	219	216	664	46	20	
3125	40	17	39	906	46	11	10	
3126	41	24	66	314	3	60	3	
3127	43	24	58	35	3	133	19	
3128	43	3	191	37	3	81	17	
3129	446	4	4	6	691	74	25	
3130	449	4	15	69	57	4	6	
3131	453	18	22	439	677	8	302	
3132	46	21	115	129	45	24	488	
3133	466	81	157	64	32	8	29	
3134	471	526	416	378	122	61	481	
3135	527	358	126	917	688	354	484	
3136	535	39	322	92	189	12	20	
3137	538	394	611	904	685	348	154	
3138	584	14	143	153	690	11	15	
3139	588	150	653	891	549	11	148	
3140	591	108	431	896	227	14	93	
3141	601	25	592	911	684	14	487	
3142	632	110	754	909	120	8	29	
3143	645	368	750	887	667	11	18	
3144	646	15	650	895	670	11	483	
3145	646	15	758	894	166	11	483	
3146	65	25	78	916	189	12	20	
3147	701	506	760	668	421	103	480	
3148	702	514	765	203	132	11	58	
3149	703	282	756	888	665	11	428	
3150	704	420	653	889	549	223	18	
3151	705	27	92	216	687	12	26	
3152	706	108	771	509	681	14	163	
3153	707	522	71	908	49	12	47	
3154	708	102	61	165	36	1	119	
3155	709	15	769	907	46	65	218	
3156	71	3	53	82	682	357	19	
3157	71	3	60	89	19	16	19	
