ST	adk	fumC	gyrB	icd	mdh	purA	recA	clonal_complex
2447	6	368	14	16	24	8	14	
2448	6	23	14	18	9	8	14	
2449	62	372	17	31	5	5	4	
2450	8	7	1	8	8	13	6	
2451	53	40	47	13	36	28	2	
2453	6	4	4	16	24	12	104	
2454	10	11	4	1	8	12	2	
2455	10	373	7	8	8	7	2	
2456	6	374	4	10	8	8	2	
2457	10	11	4	8	8	8	213	
2458	6	95	33	18	9	238	14	
2459	21	35	27	6	5	2	4	
2460	6	4	3	16	24	8	14	
2461	6	11	4	8	8	243	2	
2462	10	11	4	8	7	242	2	
2463	10	11	4	8	8	241	2	
2464	6	23	5	16	24	240	6	
2465	6	11	284	8	8	8	2	
2466	278	11	5	1	8	8	6	
2467	197	376	55	214	35	40	145	
2468	6	4	12	1	11	2	214	
2469	6	11	50	8	8	8	2	
2470	1	11	4	8	8	8	2	
2471	10	11	4	12	8	177	2	
2473	6	19	3	18	9	13	6	
2474	13	363	30	119	17	68	96	
2475	6	377	12	1	9	2	7	
2476	6	4	285	18	11	8	7	
2477	20	45	41	43	5	32	14	
2479	6	95	33	18	9	45	14	
2480	43	41	15	77	11	7	6	
2481	6	11	4	8	42	8	2	
2482	10	11	4	12	42	45	2	
2483	6	295	22	77	11	8	7	
2484	6	4	4	77	24	8	14	
2485	6	4	159	140	112	1	17	
2486	280	378	5	10	42	8	2	
2487	24	11	4	8	42	8	2	
2488	43	6	266	16	11	8	7	
2489	97	40	93	8	23	25	66	
2490	13	40	13	8	23	25	66	
2491	10	11	4	8	7	8	2	
2492	6	11	4	8	42	244	2	
2493	18	22	17	310	5	5	4	
2494	88	43	9	36	17	44	212	
2495	35	37	5	25	4	5	73	
2496	10	7	4	8	12	8	6	
2497	6	11	14	16	24	8	14	
2498	6	6	15	85	7	18	6	
2499	6	6	4	16	24	8	14	
2500	10	11	4	8	248	8	2	
2501	6	379	12	1	20	12	7	
2502	6	19	14	16	11	12	217	
2503	4	26	2	31	5	16	19	
2504	33	11	4	8	8	13	2	
2505	6	41	12	1	20	13	7	
2506	33	26	87	31	5	16	19	
2507	99	6	2	33	24	8	7	
2508	53	380	47	13	36	28	29	
2509	6	95	33	18	9	8	6	
2511	10	36	39	87	67	16	29	
2512	6	4	1	95	69	236	20	
2513	85	106	17	6	5	5	4	
2514	10	11	1	1	8	8	2	
2515	10	11	144	1	8	8	2	
2516	223	271	13	29	70	146	167	
2517	6	4	12	1	11	2	7	
2518	6	4	4	16	20	8	7	
2519	10	29	4	8	8	13	73	
2520	9	29	5	56	9	8	6	
2521	6	19	3	135	11	8	6	
2522	6	29	5	18	11	8	2	
2523	77	7	7	151	65	56	7	
2524	10	7	1	8	8	8	2	
2525	10	11	5	10	12	1	2	
2526	6	41	3	18	11	8	14	
2528	6	381	5	18	11	8	14	
2529	6	165	179	13	7	8	6	
2530	6	4	4	16	24	1	14	
2531	6	4	1	95	69	8	7	
2532	268	6	5	292	20	23	6	
2533	14	14	10	14	17	226	74	
2534	137	19	15	88	7	193	7	
2535	6	152	4	10	7	8	6	
2536	6	19	3	18	9	2	6	
2537	6	19	3	135	11	8	200	
2538	35	22	2	27	182	5	182	
2539	6	23	15	26	9	8	7	
2540	6	23	33	18	9	122	7	
2541	148	29	33	16	11	8	41	
2542	6	29	33	16	11	8	41	
2543	80	29	33	16	167	25	141	
2544	6	31	9	28	17	11	2	
2545	36	35	9	13	17	11	25	
2546	35	35	2	52	5	9	4	
2547	6	35	12	1	20	13	7	
2548	21	35	27	6	5	228	4	
2550	145	243	28	52	5	16	182	
2551	13	38	93	13	17	28	109	
2552	13	195	93	13	233	25	202	
2553	262	38	19	37	17	11	26	
2554	13	39	50	13	16	230	25	
2555	9	40	15	56	11	26	6	
2556	96	40	268	100	23	28	122	
2557	36	43	19	13	16	10	25	
2558	76	43	30	37	17	10	96	
2559	51	48	220	287	235	229	37	
2560	13	52	269	14	17	25	17	
2561	52	54	46	48	35	122	38	
2562	120	54	46	48	239	40	38	
2563	6	65	3	26	11	13	6	
2564	6	95	33	26	11	32	2	
2565	13	96	10	13	30	25	25	
2566	100	100	17	23	232	5	199	
2567	13	108	10	97	18	94	93	
2568	23	108	271	27	37	16	19	
2569	6	260	225	291	80	1	204	
2570	261	284	185	31	45	1	4	
2571	2	348	36	23	11	10	10	
2572	36	352	9	13	17	11	25	
2576	53	341	47	13	36	28	29	
2577	35	342	29	25	4	5	73	
2579	76	344	10	119	17	225	96	
2581	53	40	47	293	36	28	29	
2582	13	38	84	13	8	68	34	
2583	111	14	109	8	8	8	2	
2584	87	187	22	52	22	129	4	
2585	54	187	28	314	28	16	4	
2586	111	23	19	36	23	11	10	
2587	281	24	10	14	17	92	10	
2588	38	24	84	13	17	237	34	
2589	6	30	288	1	24	8	21	
2590	13	365	9	119	30	44	25	
2591	6	366	3	18	9	38	14	
2592	37	38	19	296	17	11	26	
2593	13	40	13	13	17	28	30	
2594	13	38	19	13	17	10	29	
2595	6	4	4	16	36	8	14	
2597	53	44	10	13	17	10	25	
2598	6	4	4	16	43	18	6	
2599	267	6	5	26	9	13	98	
2600	64	7	4	1	8	8	6	
2601	10	7	4	10	12	8	2	
2602	6	95	3	274	9	8	2	
2603	10	369	4	8	8	13	73	
2604	13	13	9	13	244	10	9	
2605	13	361	9	13	16	10	9	
2606	6	4	1	95	69	8	2	
2607	6	4	22	18	11	8	7	
2608	8	7	4	8	8	7	6	
2609	4	26	2	25	5	78	19	
2610	13	362	19	36	23	11	10	
2611	80	364	6	316	249	1	2	
2612	218	371	53	313	247	2	216	
2613	36	24	9	13	245	11	25	
2614	31	276	83	140	1	187	2	
2615	13	218	271	27	37	16	19	
2616	76	23	3	18	9	8	7	
2617	27	32	287	29	26	19	22	
2618	282	32	24	29	26	19	22	
2619	37	38	286	37	17	11	26	
2620	13	14	19	315	23	11	10	
2622	13	363	10	97	17	94	93	
2623	261	26	52	27	5	16	215	
2624	6	370	4	8	8	78	2	
2625	14	273	10	14	17	7	74	
2626	13	43	9	36	30	8	25	
2627	6	65	32	317	11	8	2	
2628	148	29	5	18	9	47	14	
2629	64	11	1	1	8	18	20	
2630	13	11	95	104	8	8	2	
2631	14	26	2	211	5	5	19	
2632	101	4	87	96	70	58	2	
2633	13	13	9	13	16	11	9	
2634	6	4	4	16	43	11	26	
2635	18	375	289	25	5	16	19	
2636	18	106	20	6	5	5	4	
2637	13	40	13	13	20	25	66	
2638	21	35	2	6	5	5	39	
2639	53	347	47	13	36	28	29	
2640	20	52	9	295	7	16	46	
2641	36	43	9	13	17	11	25	
2642	14	14	10	14	17	7	73	
2643	283	273	9	13	17	11	25	
2644	43	41	15	151	11	7	6	
2645	6	55	4	199	7	8	6	
2647	6	4	293	18	11	7	14	
2649	127	228	186	286	157	153	138	
2650	13	44	9	13	16	10	34	
2651	6	31	5	29	1	1	2	
2652	83	332	136	29	193	1	2	
2653	83	23	155	29	133	1	2	
2654	35	22	111	25	5	5	4	
2655	85	53	231	29	1	187	2	
2656	35	37	47	25	4	5	73	
2657	53	40	2	13	36	28	29	
2658	4	26	29	211	5	5	19	
2659	4	26	2	312	5	8	19	
2660	76	319	30	37	17	13	96	
2661	87	45	41	140	5	32	2	
2662	20	45	41	43	5	10	9	
2663	4	26	2	28	5	5	19	
2664	4	26	2	12	5	5	19	
2665	85	88	78	25	59	58	62	
2666	13	40	47	13	36	28	29	
2667	6	4	159	6	112	1	17	
2668	20	45	41	44	5	32	2	
2669	35	37	29	43	4	5	73	
2670	18	88	78	6	59	58	62	
2671	127	389	260	141	112	185	17	
2672	52	116	55	101	113	40	224	
2673	6	4	12	1	253	13	7	
2674	6	6	5	10	9	8	7	
2675	10	7	1	1	8	8	6	
2676	6	31	83	28	1	245	67	
2677	138	4	44	9	11	35	7	
2678	13	14	19	22	17	14	203	
2679	163	391	85	328	257	66	75	
2680	293	395	85	330	68	248	226	
2681	134	164	85	169	254	69	103	
2682	132	170	296	207	116	206	106	
2683	163	394	255	330	256	247	226	
2684	6	390	3	18	7	7	6	
2685	272	4	3	18	7	7	6	
2686	291	393	134	189	255	246	225	
2687	10	11	4	8	9	8	2	
2688	6	4	32	16	8	7	6	
2689	10	11	4	12	8	1	227	
2690	6	11	4	8	258	8	2	
2691	8	397	1	8	8	8	6	
2692	6	4	12	1	8	18	7	
2693	10	11	4	331	8	45	2	
2694	10	27	5	10	259	1	2	
2695	13	13	9	13	16	9	9	
2696	294	11	4	8	8	8	2	
2697	6	368	33	16	11	8	6	
2698	6	6	5	9	7	249	6	
2699	6	7	57	1	8	250	2	
2700	133	399	91	189	110	113	76	
2701	6	7	5	1	8	251	2	
2702	9	6	32	1	11	8	6	
2703	228	170	85	332	116	206	106	
2704	53	400	47	13	36	28	29	
2705	10	11	4	10	7	8	2	
2706	10	7	290	140	8	8	2	
2707	9	23	64	18	11	8	219	
2708	10	11	4	8	8	8	220	
2710	11	8	5	1	9	8	7	
2711	120	54	46	48	35	40	38	
2712	20	67	56	64	17	50	45	
2713	148	29	3	16	11	8	41	
2714	137	19	5	26	11	8	6	
2715	197	116	55	214	35	40	145	
2716	286	228	26	75	159	1	157	
2717	6	7	57	1	8	8	6	
2718	6	29	47	16	9	8	6	
2721	51	48	45	287	34	42	37	
2722	6	23	32	26	9	8	7	
2723	6	23	5	136	9	7	7	
2725	6	29	14	16	1	8	2	
2726	6	29	14	16	11	7	2	
2727	6	29	15	18	11	16	6	
2728	6	29	3	26	11	8	6	
2729	6	29	5	18	11	16	2	
2730	6	4	1	95	69	5	20	
2731	6	4	12	1	20	12	6	
2732	46	26	208	6	5	16	4	
2733	85	240	78	29	8	58	62	
2734	18	140	39	87	67	16	4	
2735	10	88	78	29	59	58	62	
2736	85	88	4	29	59	58	62	
2737	6	88	56	177	67	5	11	
2738	35	103	61	52	5	5	39	
2739	6	11	102	8	8	8	2	
2740	9	140	39	87	8	16	4	
2741	43	41	15	18	11	8	6	
2742	37	38	19	37	8	11	6	
2743	33	160	39	63	5	5	4	
2744	109	60	5	1	9	13	14	
2745	10	11	78	12	59	8	2	
2746	232	7	4	8	12	8	2	
2747	33	160	2	63	5	5	4	
2748	232	11	4	8	8	8	6	
2749	232	4	4	8	8	13	73	
2750	232	11	4	8	8	8	2	
2751	10	11	109	8	8	2	2	
2752	18	22	17	6	8	5	4	
2753	10	11	5	10	8	8	6	
2754	6	7	78	1	8	18	2	
2755	10	11	4	8	7	18	6	
2756	6	11	5	8	8	78	2	
2757	18	4	3	18	9	8	2	
2758	10	27	5	8	8	8	2	
2759	6	67	5	9	9	8	2	
2760	6	4	12	10	11	1	7	
2761	6	4	15	88	43	8	7	
2762	6	4	21	1	20	12	7	
2763	6	4	22	18	9	24	7	
2764	6	4	280	44	112	1	17	
2765	6	4	4	88	11	8	14	
2766	6	4	5	1	11	8	6	
2767	6	4	5	16	9	47	6	
2768	6	4	5	16	9	8	6	
2769	6	4	5	24	20	8	14	
2770	6	4	54	247	11	5	6	
2771	6	6	1	16	9	162	2	
2772	6	6	3	26	7	8	6	
2773	6	6	3	26	9	8	2	
2774	6	6	5	26	24	13	98	
2775	6	6	69	18	24	18	6	
2776	6	7	1	9	9	8	7	
2777	6	95	15	18	9	8	7	
2778	6	95	178	18	9	8	7	
2779	80	6	5	1	20	5	6	
2780	80	6	5	1	20	8	6	
2781	9	4	3	26	9	8	14	
2782	92	4	87	18	9	58	2	
2783	99	6	33	33	24	12	7	
2784	53	405	47	13	36	28	29	
2785	6	4	32	18	24	47	7	
2786	4	26	39	25	11	31	19	
2787	6	402	22	18	11	8	7	
2788	10	45	5	10	12	8	49	
2789	295	403	55	333	260	40	38	
2790	6	4	33	136	99	8	2	
2791	6	29	4	18	1	8	6	
2792	87	53	231	140	1	187	2	
2794	33	26	2	16	5	16	19	
2795	64	4	5	1	8	8	6	
2796	52	54	76	101	35	40	38	
2797	203	26	27	27	40	5	73	
2798	92	4	87	10	70	8	6	
2799	64	126	5	36	70	8	6	
2800	13	363	49	14	17	199	34	
2801	88	43	9	334	17	44	96	
2802	76	103	247	335	30	10	228	
2803	12	406	298	30	15	2	2	
2804	13	43	9	37	118	252	85	
2805	83	260	299	12	1	1	2	
2806	13	14	19	22	30	11	229	
2807	76	407	10	336	30	14	230	
2808	13	24	19	36	262	14	25	
2809	17	37	13	96	26	146	91	
2810	80	23	42	12	1	2	2	
2811	164	22	160	6	137	16	19	
2812	6	260	225	291	80	1	138	
2813	13	24	10	14	30	14	92	
2814	87	276	53	24	55	178	2	
2815	10	11	4	1	8	13	2	
2816	35	183	29	1	4	5	73	
2817	10	11	4	1	11	13	2	
2818	18	187	22	52	180	129	19	
2819	163	393	85	338	68	66	225	
2820	6	37	33	26	11	8	6	
2821	10	11	4	55	8	13	2	
2822	10	11	216	187	42	212	73	
2823	6	4	4	18	24	156	14	
2824	34	140	39	87	67	129	4	
2825	6	4	5	26	7	13	6	
2826	6	6	14	339	9	7	7	
2827	10	268	4	8	9	35	2	
2828	10	35	61	52	5	16	4	
2829	13	24	10	14	17	25	17	
2830	40	43	9	36	30	44	77	
2831	13	52	10	14	17	27	17	
2832	37	38	19	36	17	44	26	
2833	64	4	33	10	20	12	7	
2834	168	371	225	30	15	22	2	
2835	10	11	138	8	42	13	2	
2836	6	135	12	16	9	7	7	
2837	27	32	47	29	26	11	22	
2838	53	40	47	192	36	28	29	
2839	10	11	4	8	187	8	2	
2840	40	137	9	13	16	10	9	
2841	227	137	9	13	16	10	9	
2842	35	183	29	25	132	5	73	
2843	13	137	9	192	16	10	9	
2844	160	24	9	13	17	11	25	
2845	6	168	57	1	8	8	2	
2846	201	7	57	1	8	8	2	
2847	6	266	83	24	1	1	2	
2850	14	14	259	200	17	7	10	
2851	6	4	12	1	20	18	6	
2852	6	65	5	1	11	13	6	
2853	6	19	3	18	9	13	156	
2854	10	11	4	12	8	1	2	
2855	53	39	47	13	36	214	29	
2856	92	4	87	10	70	58	2	
2857	88	103	19	96	23	44	26	
2858	21	35	61	52	5	8	4	
2859	4	4	2	25	4	5	14	
2860	10	4	5	10	12	8	6	
2861	97	27	93	13	23	28	2	
2862	10	40	125	18	12	18	66	
2863	6	26	4	16	24	8	19	
2864	6	4	4	8	7	8	7	
2865	92	11	87	96	70	58	6	
2866	216	26	2	25	7	24	19	
2867	6	240	56	177	67	5	11	
2868	1	251	266	283	67	5	4	
2869	6	29	32	16	11	8	26	
2870	6	118	5	55	8	18	6	
2871	6	11	12	1	9	2	6	
2872	6	27	5	12	11	8	49	
2873	92	11	87	96	70	58	2	
2874	6	11	7	140	1	175	2	
2875	6	11	14	16	24	5	73	
2876	176	26	4	10	70	8	19	
2877	8	4	1	8	8	8	14	
2878	6	58	61	54	1	2	47	
2879	6	7	4	16	24	8	6	
2880	9	6	32	56	11	26	6	
2881	4	26	2	25	11	5	19	
2882	103	126	5	1	5	8	6	
2883	10	4	4	8	8	13	14	
2884	99	4	33	33	8	8	2	
2885	99	7	33	33	24	8	2	
2886	6	4	4	10	7	8	2	
2887	4	26	2	25	8	5	19	
2888	4	284	2	25	5	5	4	
2889	21	4	27	6	5	5	2	
2890	10	35	4	8	8	8	4	
2891	21	35	61	52	9	5	4	
2892	21	22	27	6	5	5	4	
2894	6	29	15	16	11	8	44	
2895	21	35	27	6	11	5	4	
2896	80	4	57	18	8	8	8	
2897	20	45	41	43	7	32	1	
2898	277	11	33	33	24	8	2	
2900	4	40	2	25	5	5	29	
2901	18	22	17	6	27	5	4	
2902	103	12	75	141	27	5	4	
2903	6	26	4	10	7	8	19	
2904	18	35	17	6	5	5	4	
2905	92	35	87	96	70	58	4	
2907	4	11	2	25	5	5	6	
2908	53	26	47	13	36	28	19	
2909	6	6	5	1	20	251	7	
2910	92	6	87	96	70	58	7	
2911	92	6	4	8	12	8	7	
2912	21	11	27	6	5	5	2	
2913	6	7	5	1	179	18	2	
2914	34	36	207	87	67	16	4	
2915	6	19	3	18	4	8	156	
2916	85	22	20	6	5	5	4	
2917	45	36	36	133	150	99	32	
2918	277	6	33	33	24	8	7	
2919	92	7	4	8	12	8	2	
2920	6	11	5	1	20	251	2	
2922	20	45	41	43	7	32	2	
2923	10	27	125	18	12	18	2	
2924	6	4	5	12	11	8	6	
2925	176	11	4	10	70	8	6	
2926	6	11	4	199	7	8	2	
2927	6	279	12	1	263	12	7	
2928	297	7	5	8	8	35	2	
2929	6	11	5	8	7	109	2	
2930	6	408	5	1	179	18	2	
2931	6	19	12	16	24	8	14	
2932	62	100	47	1	5	28	4	
2933	6	4	47	1	20	28	7	
2935	299	11	4	8	8	8	2	
2936	10	11	4	8	8	2	2	
2937	58	53	1	58	24	1	42	
2938	6	7	291	1	8	8	2	
2939	10	11	4	1	250	8	2	
2940	6	4	12	1	20	25	7	
2941	38	39	30	13	17	12	28	
2942	19	23	51	24	251	2	16	
2943	10	384	292	1	8	8	2	
2944	285	224	52	320	252	17	221	
2945	83	23	225	321	159	25	222	
2946	286	385	221	322	159	2	157	
2947	10	11	4	323	8	8	2	
2948	288	11	1	8	7	8	2	
2949	6	95	22	18	11	122	2	
2950	289	11	5	1	8	8	6	
2951	290	387	55	324	35	40	223	
2952	100	23	68	45	7	3	7	
2953	1	388	44	9	11	35	7	
2954	83	331	32	246	1	1	2	
2955	1	4	44	9	11	18	7	
2957	276	410	301	206	150	254	130	
2958	6	95	3	26	11	255	14	
2959	296	35	61	52	5	5	4	
2961	40	363	302	97	17	94	6	
2962	8	7	1	341	8	8	6	
2963	64	11	5	8	265	8	2	
2964	35	411	234	342	5	5	95	
2965	43	41	15	18	264	7	6	
2966	12	12	8	12	15	256	2	
2967	6	7	4	8	8	257	2	
2968	10	11	4	343	8	8	7	
2970	214	29	5	18	9	47	14	
2971	6	93	71	12	15	2	17	
2972	9	6	15	131	24	7	72	
2973	6	95	158	56	11	8	41	
2974	20	45	41	13	5	32	2	
2975	20	45	86	43	5	32	2	
2976	6	4	33	13	11	8	6	
2977	20	45	41	43	5	32	231	
2978	111	11	5	1	7	8	2	
2979	76	96	12	339	20	211	2	
2980	179	96	22	8	8	8	10	
2981	76	82	12	89	17	1	10	
2982	56	4	116	316	20	12	173	
2983	6	4	12	316	20	12	7	
2984	232	11	4	323	20	8	2	
2986	179	11	22	1	20	89	205	
2987	10	11	230	238	8	8	173	
2988	6	7	5	238	8	18	2	
2989	200	11	4	278	12	8	2	
2990	232	7	4	278	8	8	2	
2991	232	11	4	278	8	8	2	
2992	6	282	230	238	8	8	173	
2993	232	11	4	278	8	250	2	
2994	10	11	4	278	8	251	2	
2995	272	282	230	238	8	1	173	
2996	179	282	4	238	8	8	144	
2997	23	282	230	274	8	8	173	
2998	232	11	278	55	8	8	49	
2999	20	45	41	43	5	32	221	
3000	57	336	230	43	7	8	2	
3001	20	4	230	83	8	8	6	
3002	20	45	230	8	8	8	6	
3003	6	45	230	8	8	8	6	
3004	10	11	4	8	8	8	170	
3005	34	36	39	87	67	16	39	
3006	10	11	4	8	92	8	2	
3007	232	282	230	8	8	8	2	
3008	84	4	5	8	8	8	6	
3009	6	11	4	1	8	8	144	
3010	232	11	4	8	92	8	2	
3011	10	7	4	8	12	258	2	
3012	9	23	303	18	11	8	6	
3013	80	412	6	285	96	2	2	
3014	303	41	1	8	8	8	6	
3015	10	11	4	8	266	13	2	
3016	6	4	12	16	9	259	7	
3017	6	4	304	16	24	8	14	
3018	12	58	54	344	1	2	47	
3019	1	100	4	8	12	8	6	
3020	10	11	4	12	8	8	6	
3021	8	7	4	8	8	18	233	
3022	6	4	3	1	9	62	44	
3023	34	36	282	25	28	16	4	
3024	43	41	15	311	11	7	6	
3026	87	416	280	286	80	2	2	
3027	53	40	47	349	36	28	29	
3028	10	11	4	8	8	13	19	
3029	10	11	15	8	8	5	2	
3030	6	6	32	16	11	8	7	
3031	6	6	4	10	7	8	6	
3032	54	22	211	342	40	16	4	
3033	13	96	19	36	17	11	25	
3035	10	11	4	350	8	8	7	
3036	207	297	260	254	1	261	2	
3037	10	11	4	351	8	8	2	
3040	4	26	2	18	5	5	6	
3041	9	23	64	25	11	8	6	
3042	308	54	55	352	35	263	234	
3043	34	36	39	87	67	13	4	
3044	10	11	5	91	8	7	2	
3045	34	36	28	353	28	16	4	
3046	10	11	4	353	8	264	2	
3047	10	7	4	8	12	265	2	
3048	6	29	32	16	11	266	44	
3049	308	54	55	214	35	40	38	
3050	6	417	4	16	24	8	14	
3051	225	274	307	248	24	2	64	
3052	4	26	2	25	5	267	19	
3053	76	14	10	15	267	268	2	
3054	6	4	33	26	11	8	2	
3055	68	418	308	25	166	16	19	
3056	62	418	308	25	166	16	19	
3057	290	54	55	324	35	40	223	
3058	308	54	55	324	35	40	38	
3059	6	4	12	1	20	18	29	
3060	43	41	15	18	11	7	19	
3061	101	88	262	281	59	215	4	
3064	12	12	8	12	15	270	2	
3065	232	11	4	1	8	8	2	
3066	6	4	5	1	7	8	14	
3067	18	22	20	8	5	5	4	
3068	40	147	19	22	17	10	2	
3069	109	65	5	138	9	13	14	
3070	10	373	13	10	12	8	49	
3071	40	21	19	22	17	14	15	
3072	40	14	19	22	17	14	203	
3074	80	420	4	12	71	271	6	
3075	10	23	109	8	270	8	2	
3076	6	29	14	18	9	26	14	
3077	85	88	78	354	271	58	62	
3078	56	4	33	16	11	8	6	
3079	123	11	4	8	8	8	2	
3080	207	421	260	254	1	261	2	
3081	6	23	81	85	11	8	6	
3082	6	23	81	18	12	8	6	
3083	6	4	15	18	24	26	2	
3084	6	4	159	44	112	40	17	
3085	120	54	46	48	35	1	38	
3087	4	23	39	25	5	31	19	
3088	222	11	4	8	8	8	17	
3089	6	4	70	18	135	7	6	
3090	6	4	15	88	11	8	14	
3091	6	4	15	1	20	13	7	
3092	9	23	81	39	11	8	2	
3093	9	88	97	96	26	79	2	
3094	101	4	4	16	24	8	14	
3095	9	6	5	10	20	23	6	
3096	6	4	22	18	12	8	7	
3097	154	187	22	52	130	129	99	
3098	10	11	4	8	24	8	2	
3099	92	4	87	108	26	58	2	
3100	13	195	13	13	23	25	30	
3101	6	279	12	1	273	12	7	
3103	277	8	3	16	9	18	6	
3104	113	4	4	83	8	8	6	
3105	9	23	204	131	24	8	7	
3106	6	23	14	16	24	8	14	
3107	10	11	5	8	7	219	2	
3108	10	5	4	8	8	8	2	
3109	6	35	27	6	5	5	4	
3110	92	6	5	16	11	8	7	
3111	41	11	27	12	8	8	2	
3112	6	11	5	54	1	2	47	
3113	6	58	4	54	1	2	47	
3114	6	58	2	18	11	8	6	
3115	6	8	4	16	9	18	6	
3116	277	8	14	16	9	18	6	
3117	24	11	5	8	8	8	2	
3118	41	6	54	16	11	8	7	
3119	6	6	54	18	8	8	2	
3120	261	11	33	63	5	5	4	
3121	10	160	3	8	8	7	2	
3122	10	27	3	12	8	8	2	
3123	6	11	3	16	8	8	14	
3124	10	4	4	8	8	7	2	
3125	10	27	4	8	8	7	2	
3126	10	27	4	12	8	8	2	
3127	6	11	4	12	8	8	2	
3128	41	58	54	54	1	2	47	
3129	41	6	204	131	24	8	7	
3130	53	6	204	131	24	8	7	
3131	53	5	4	8	8	8	2	
3132	10	58	54	54	1	2	47	
3133	10	4	14	16	24	8	14	
3134	10	6	5	16	11	8	7	
3135	10	8	3	16	9	18	6	
3136	9	40	47	13	36	28	29	
3137	41	11	4	12	8	8	2	
3138	277	11	4	12	8	8	2	
3139	41	6	5	16	24	8	7	
3140	6	4	14	16	11	8	14	
3141	41	277	5	16	11	8	7	
3142	41	11	4	223	8	78	2	
3143	9	11	4	12	8	8	2	
3144	53	11	4	8	8	8	2	
3145	53	11	47	13	8	28	29	
3146	10	40	4	12	36	8	2	
3147	277	8	3	16	9	18	2	
3149	10	11	310	8	7	18	6	
3150	21	11	311	6	5	5	4	
3151	1	107	7	355	7	3	7	
3152	6	23	311	18	11	8	6	
3153	10	11	4	356	8	8	2	
3154	83	424	53	24	277	2	47	
3157	35	37	29	25	4	12	73	
3158	6	4	306	1	20	12	7	
3159	1	11	44	9	11	35	7	
3160	41	6	5	10	9	8	6	
3161	87	187	22	52	130	129	4	
3162	6	187	4	87	67	16	4	
3163	66	4	12	1	20	12	7	
3164	40	253	87	14	17	94	10	
3165	10	11	4	347	8	8	2	
3166	10	11	57	346	7	18	6	
3167	304	23	4	18	7	8	6	
3168	1	23	7	11	7	3	7	
3169	6	413	14	1	20	62	7	
3171	10	11	4	8	8	35	2	
3172	14	14	10	14	272	92	10	
3173	14	4	87	96	70	58	2	
3174	157	19	33	26	11	8	6	
3175	35	37	29	25	4	5	19	
3176	85	88	78	29	59	58	73	
3177	92	4	87	96	70	5	2	
3178	20	45	41	43	5	58	2	
3179	10	11	27	1	8	8	2	
3180	14	14	47	200	17	7	10	
3181	21	35	4	6	5	5	4	
3182	10	11	41	10	7	8	2	
3183	4	26	3	25	5	5	19	
3184	40	43	4	36	30	44	25	
3185	92	40	47	13	36	28	29	
3186	85	430	78	295	59	58	62	
3187	43	41	316	90	11	8	6	
3188	6	23	33	1	7	8	156	
3189	52	403	76	324	35	40	234	
3190	6	69	12	18	9	8	7	
3191	201	326	12	1	20	13	7	
3192	201	326	12	1	20	12	126	
3193	201	326	21	1	20	12	7	
3194	201	326	12	1	20	12	7	
3195	201	279	12	1	20	12	7	
3196	201	285	32	26	9	8	2	
3197	232	296	5	36	7	170	2	
3198	232	297	57	8	7	8	6	
3199	180	288	47	13	36	68	29	
3200	40	43	9	36	30	44	25	
3201	37	38	4	37	17	11	26	
3202	6	11	5	348	278	8	2	
3203	6	11	4	8	276	8	2	
3204	6	4	14	16	36	5	14	
3205	274	7	1	1	8	8	6	
3206	154	187	22	52	70	129	4	
3207	13	14	19	36	23	11	237	
3208	126	160	131	170	5	5	99	
3209	312	11	4	1	8	3	2	
3210	35	37	29	13	4	5	73	
3211	10	11	4	358	8	178	2	
3212	36	44	10	359	17	10	25	
3213	53	40	47	29	36	28	29	
3214	85	88	78	108	59	58	62	
3215	101	88	97	170	26	79	2	
3216	83	23	155	43	133	1	2	
3217	20	45	41	6	5	50	46	
3218	164	210	174	31	5	16	4	
3219	62	100	17	25	5	5	4	
3220	4	26	2	96	5	5	19	
3221	6	4	12	1	20	5	7	
3222	92	4	87	96	70	58	94	
3223	10	40	47	13	36	28	29	
3224	10	11	4	8	42	13	73	
3225	13	43	19	15	17	14	238	
3226	203	434	39	212	240	232	239	
3227	316	200	317	98	256	149	103	
3228	251	88	318	29	279	127	11	
3229	76	435	10	360	30	14	25	
3230	51	48	220	266	34	42	37	
3231	10	11	125	12	12	18	2	
3232	6	4	3	1	11	8	6	
3233	87	193	176	12	1	2	2	
3234	6	19	270	26	11	8	7	
3235	10	11	4	8	8	86	2	
3236	6	4	3	88	11	8	14	
3237	13	39	50	13	17	37	25	
3238	13	14	19	36	9	11	10	
3239	37	38	19	32	17	7	25	
3240	1	90	7	12	27	162	2	
3241	10	43	9	36	8	44	25	
3242	17	4	12	1	20	12	7	
3243	20	40	47	13	36	28	29	
3244	6	88	4	8	8	6	2	
3245	6	4	33	16	11	1	6	
3246	35	22	58	6	5	5	4	
3247	34	218	17	49	37	5	182	
3248	6	65	32	26	9	8	19	
3249	6	4	313	1	20	18	7	
3250	34	218	17	49	37	5	91	
3251	203	132	52	167	5	16	19	
3252	36	363	9	13	16	11	123	
3253	203	132	52	212	5	16	19	
3254	6	260	225	291	80	1	91	
3255	56	260	225	291	80	1	91	
3256	157	65	32	26	9	8	2	
3257	6	6	3	26	9	109	2	
3258	20	45	41	43	5	273	2	
3259	83	45	164	181	80	1	42	
3260	6	45	83	28	1	1	2	
3261	18	45	17	6	5	5	4	
3262	92	45	87	96	70	58	2	
3263	56	4	12	1	23	18	7	
3264	10	404	4	8	8	13	73	
3265	6	279	12	1	20	18	7	
