ST	aroE	gdh	gki	recP	spi	xpt	ddl	clonal_complex
13038	7	13	4	10	9	1	17	
13039	7	30	1	6	4	6	1	
13040	8	8	34	8	6	1	14	
13041	8	8	6	16	34	1	619	
13042	10	12	122	1	152	28	14	
13043	13	12	69	1	10	14	14	
13044	15	16	19	21	6	20	26	
13045	7	12	1	10	10	1	11	
13046	2	13	2	1	116	58	410	
13047	61	16	150	1	17	1	29	
13048	1	5	2	15	6	1	29	
13049	7	9	4	16	1	6	1	
13050	2	5	8	12	17	21	14	
13051	18	5	36	12	17	21	14	
13052	8	29	9	15	77	12	31	
13053	150	1	54	1	10	384	8	
13054	16	11	54	160	7	112	17	
13055	7	62	36	2	6	20	19	
13056	2	16	54	10	67	1	14	
13057	5	6	207	2	6	3	9	
13058	7	8	8	6	17	16	14	
13059	1	5	9	2	6	4	6	
13060	7	13	8	6	1	6	17	
13061	15	5	19	15	6	27	26	
13062	2	13	573	5	6	121	29	
13063	12	32	111	1	13	48	833	
13064	10	5	1	6	9	220	8	
13065	2	5	36	12	17	21	834	
13066	7	13	2	1	6	121	121	
13067	61	60	67	16	10	775	14	
13068	2	5	36	12	17	777	14	
13069	10	16	150	1	30	48	29	
13070	140	32	4	10	7	79	255	
13071	2	8	62	5	17	130	309	
13072	4	10	19	15	17	20	26	
13073	21	167	62	16	15	130	145	
13074	2	38	62	16	6	130	309	
13075	1	5	371	10	27	436	9	
13076	15	153	111	1	9	41	6	
13077	8	8	4	92	6	130	168	
13078	5	6	207	2	6	592	4	
13079	7	25	4	4	15	739	28	
13080	5	6	1	2	2	1	14	
13081	8	44	232	139	2	311	365	
13082	8	10	15	17	2	28	71	
13083	8	19	2	17	15	22	14	
13084	6	44	14	5	17	14	8	
13085	2	61	84	134	6	4	5	
13086	33	1	40	1	6	14	6	
13087	18	13	8	6	3	1	8	
13088	7	25	100	4	117	1	14	
13089	1	8	9	2	258	4	6	
13090	7	14	4	1	1	14	14	
13091	7	25	9	4	48	20	8	
13092	1	10	9	2	6	4	6	
13093	7	14	40	12	1	11	14	
13094	4	16	19	15	6	20	844	
13095	7	14	40	12	1	586	14	
13096	1	43	9	8	17	28	6	
13097	101	60	4	8	14	12	29	
13098	61	60	67	18	10	104	14	
13099	7	15	2	10	6	793	22	
13100	7	15	581	10	6	1	22	
13101	425	16	19	15	6	20	272	
13102	2	8	2	4	6	1	422	
13103	2	13	483	4	9	4	1	
13104	4	16	19	15	6	20	271	
13105	4	16	19	15	55	20	39	
13106	4	65	19	15	6	20	1	
13107	7	13	4	1	6	1	5	
13108	7	44	10	1	6	8	1	
13109	8	5	36	3	6	277	6	
13110	8	8	15	15	6	104	14	
13111	8	13	478	4	17	4	14	
13112	11	44	6	1	6	277	19	
13113	15	455	4	4	15	213	28	
13114	16	12	9	1	41	33	271	
13115	388	5	4	5	13	10	18	
13116	140	8	4	16	16	14	840	
13117	140	8	4	16	228	19	840	
13118	140	8	4	16	561	14	14	
13119	140	8	578	16	16	14	14	
13120	422	168	146	47	9	19	2	
13121	423	38	4	5	2	289	59	
13122	424	38	53	8	17	3	336	
13123	5	243	1	2	6	644	1	
13124	5	8	8	24	9	781	245	
13125	8	8	452	288	6	785	337	
13126	1	8	9	1	6	792	6	
13127	7	5	1	8	14	795	14	
13128	8	37	9	29	566	12	53	
13129	1	1	582	1	18	58	17	
13130	2	5	29	12	16	3	845	
13131	2	13	2	4	9	796	1	
13132	2	579	9	1	6	19	14	
13133	1	580	1	5	1	425	8	
13134	428	16	19	15	6	20	26	
13135	4	16	2	15	6	20	846	
13136	1	5	181	405	5	3	50	
13137	5	5	7	10	567	40	7	
13138	5	6	1	2	6	3	847	
13139	1	17	4	16	10	1	17	
13140	7	8	6	2	6	4	6	
13141	16	8	9	2	6	4	14	
13142	1	13	2	5	19	26	8	
13143	8	13	9	1	6	12	14	
13144	7	13	42	6	10	6	114	
13145	2	13	9	1	6	19	848	
13146	7	13	42	6	10	6	115	
13147	1	5	5	30	88	88	6	
13148	8	4	53	10	59	1	14	
13149	2	13	54	16	6	1	5	
13150	7	9	14	1	6	31	9	
13151	5	6	1	396	6	3	4	
13152	1	5	4	20	15	16	20	
13153	2	25	1	2	6	220	14	
13154	419	30	8	6	6	6	1	
13155	2	13	2	1	6	778	121	
13156	420	16	19	15	6	20	1	
13157	2	34	1	397	6	461	14	
13158	2	34	1	397	17	21	14	
13159	7	34	1	397	17	21	14	
13160	15	572	19	15	6	3	26	
13161	1	5	27	20	1	1	6	
13162	2	32	9	47	6	396	17	
13163	7	25	4	4	11	20	28	
13164	2	18	6	82	6	1	19	
13165	408	19	2	1	6	22	14	
13166	12	19	2	17	6	1	5	
13167	4	16	19	5	6	20	1	
13168	7	9	4	2	9	20	14	
13169	21	10	47	16	6	14	8	
13170	2	5	8	4	9	33	19	
13171	7	9	4	2	9	2	14	
13172	43	5	1	10	7	20	255	
13173	2	5	8	4	9	33	14	
13174	2	5	54	4	9	33	5	
13175	54	5	1	162	6	1	9	
13176	43	5	4	10	9	3	9	
13177	1	12	47	16	6	14	8	
13178	2	9	165	47	6	227	145	
13179	10	16	54	83	43	14	9	
13180	1	8	9	16	6	7	839	
13181	1	8	577	2	6	4	6	
13182	421	13	8	6	10	6	14	
13183	1	5	7	398	17	158	14	
13184	7	14	4	12	560	1	6	
13185	1	13	14	4	17	779	14	
13186	5	12	1	12	9	39	18	
13187	1	2	29	18	6	436	18	
13188	431	581	2	1	6	1	17	
13189	16	7	4	19	10	40	27	
13190	4	4	2	4	571	799	1	
13191	1	5	4	5	17	800	8	
13192	7	5	398	8	6	6	20	
13193	10	17	4	16	6	31	17	
13194	10	20	14	44	6	1	29	
13195	7	1	4	6	18	58	17	
13196	1	1	583	1	18	58	17	
13197	1	25	4	4	5	1	45	
13198	7	5	1	1	1	31	14	
13199	138	22	19	1	72	541	17	
13200	12	16	111	16	6	1	6	
13201	5	8	8	1	9	103	245	
13202	7	41	2	5	10	26	1	
13203	5	10	9	373	13	3	14	
13204	5	10	9	406	13	3	14	
13205	1	32	54	5	6	88	849	
13206	54	5	1	162	6	20	6	
13207	8	13	14	4	557	4	14	
13208	13	5	4	5	9	1	18	
13209	2	12	1	408	15	187	14	
13210	5	8	8	66	9	801	245	
13211	433	5	174	4	7	1	5	
13212	18	12	7	16	6	103	17	
13213	15	29	4	16	30	1	26	
13214	15	11	10	1	6	1	1	
13215	2	5	4	5	17	1	579	
13216	2	13	2	1	27	121	26	
13217	7	15	2	10	6	24	22	
13218	4	8	113	4	4	1	1	
13219	10	16	150	208	17	1	29	
13220	11	13	2	5	6	121	26	
13221	15	5	4	16	6	1	17	
13222	15	5	1	17	16	192	31	
13223	7	25	89	4	15	20	1	
13224	7	13	4	16	9	6	8	
13225	2	13	9	19	6	19	14	
13226	8	37	2	16	1	26	1	
13227	109	5	4	1	17	20	14	
13228	7	43	8	6	217	6	8	
13229	1	583	97	5	6	88	18	
13230	7	5	22	5	10	780	6	
13231	1	10	9	410	5	1	6	
13232	5	11	10	1	6	76	14	
13233	1	5	1	5	1	267	8	
13234	15	13	8	18	10	1	31	
13235	2	8	2	4	6	75	14	
13236	1	1	4	1	18	40	17	
13237	2	43	2	4	6	1	1	
13238	15	15	8	18	15	1	31	
13239	7	2	40	1	10	680	45	
13240	2	13	2	12	6	19	14	
13241	10	16	54	1	13	1	31	
13242	1	570	9	9	6	4	6	
13243	7	25	4	4	15	20	22	
13244	10	16	9	1	17	1	17	
13245	81	5	4	4	6	58	8	
13246	2	5	29	12	16	3	20	
13247	7	282	8	6	1	6	8	
13248	4	16	23	15	6	20	1	
13249	10	20	495	1	6	28	29	
13250	10	8	482	4	6	1	1	
13251	1	5	53	1	6	28	18	
13252	18	1	4	1	9	58	17	
13253	2	49	29	12	16	3	14	
13254	7	13	23	6	25	246	14	
13255	7	12	8	44	1	6	8	
13256	8	13	4	4	17	113	18	
13257	8	5	4	3	6	4	168	
13258	18	12	4	12	14	77	97	
13259	203	2	29	1	43	14	6	
13260	15	13	8	18	15	20	31	
13261	7	13	4	6	25	246	14	
13262	15	5	15	1	15	1	1	
13263	16	44	1	2	9	70	17	
13264	2	5	36	35	17	21	14	
13265	4	16	19	15	6	693	1	
13266	7	14	40	1	1	1	14	
13267	15	16	19	15	6	20	684	
13268	1	12	1	18	6	1	115	
13269	7	25	4	22	15	3	2	
13270	13	13	4	5	17	1	535	
13271	2	8	7	4	6	1	78	
13272	1	5	4	405	5	3	50	
13273	1	5	4	11	9	153	47	
13274	5	5	7	10	9	5	7	
13275	1	5	9	5	15	3	14	
13276	7	13	8	6	27	6	8	
13277	2	10	4	18	27	1	17	
13278	1	8	6	326	14	17	14	
13279	5	5	29	12	16	3	14	
13280	1	1	4	1	18	806	17	
13281	1	1	591	1	18	58	17	
13282	2	5	36	12	17	1	855	
13283	1	8	4	12	6	3	854	
13284	7	9	15	413	93	1	70	
13285	7	11	10	1	6	8	852	
13286	29	33	19	332	26	22	31	
13287	7	11	10	1	6	8	853	
13288	18	12	592	44	14	77	97	
13289	7	13	8	6	1	6	856	
13290	4	16	19	15	577	20	1	
13291	18	12	588	44	14	77	97	
13292	18	2	22	16	9	805	14	
13293	18	2	590	16	9	23	14	
13294	10	41	593	63	6	508	2	
13295	78	8	9	2	576	4	6	
13296	8	9	589	1	6	1	17	
13297	2	585	29	12	16	3	14	
13298	5	5	6	16	9	6	14	
13299	1	1	4	1	573	58	17	
13300	12	5	7	407	15	1	6	
13301	8	5	7	12	570	798	6	
13302	7	15	595	10	6	1	22	
13303	5	8	4	16	575	1	31	
13304	1	42	8	412	25	104	14	
13305	7	11	10	1	476	1	1	
13306	15	12	89	131	575	1	26	
13307	7	11	10	1	75	1	1	
13308	7	11	4	1	6	1	106	
13309	15	17	4	414	6	1	17	
13310	434	65	95	24	578	807	22	
13311	435	5	36	12	17	1	4	
13312	1	8	596	9	6	4	8	
13313	5	7	4	2	579	1	27	
13314	7	588	10	1	6	8	1	
13315	2	5	36	12	580	21	14	
13316	5	7	597	2	10	808	27	
13317	1	8	9	9	6	809	6	
13318	436	19	1	1	15	1	14	
13319	437	35	29	1	45	39	18	
13320	5	589	29	1	45	39	18	
13321	7	44	8	6	10	6	14	
13322	7	13	598	4	6	1	20	
13323	15	5	1	17	413	192	31	
13324	12	19	2	17	6	8	857	
13325	2	5	1	11	16	3	858	
13326	10	5	1	1	9	220	352	
13327	30	4	2	4	4	1	371	
13328	1	6	4	1	10	15	238	
13329	7	13	8	10	6	5	8	
13330	11	19	2	17	6	21	1	
13331	2	60	36	44	17	21	14	
13332	1	5	4	1	6	3	8	
13333	7	8	4	15	25	231	9	
13334	7	586	1	1	10	1	14	
13335	430	19	2	17	6	22	14	
13336	7	15	2	10	349	1	22	
13337	29	12	1	1	10	1	11	
13338	7	15	2	10	568	1	22	
13339	429	15	2	10	6	1	22	
13340	2	13	8	6	6	121	121	
13341	5	8	4	16	6	804	31	
13342	8	175	40	1	168	234	270	
13343	2	5	594	12	17	21	14	
13344	8	8	19	15	77	1	68	
13345	7	15	2	10	6	803	22	
13346	7	584	1	1	10	1	11	
13347	18	12	4	411	14	469	97	
13348	7	587	2	10	6	1	22	
13349	1	5	67	6	6	1	14	
13350	1	13	8	1	77	105	18	
13351	4	5	8	1	6	3	15	
13352	7	590	2	10	6	1	22	
13353	1	16	9	415	6	4	6	
13354	2	5	1	11	581	3	14	
13355	20	28	1	1	33	14	14	
13356	7	16	19	15	6	10	1	
13357	4	16	8	15	6	20	1	
13358	7	30	19	6	6	19	1	
13359	8	13	14	4	6	20	26	
13360	4	16	19	15	4	1	1	
13361	7	13	1	6	6	20	1	
13362	4	4	2	4	6	20	26	
13363	4	16	19	15	17	12	31	
13364	4	16	19	15	6	1	271	
13365	8	8	4	15	6	4	14	
13366	15	13	4	16	6	4	14	
13367	4	13	41	140	6	6	14	
13368	4	16	19	15	381	20	26	
13369	4	16	19	15	6	4	26	
13370	8	13	14	4	6	19	14	
13371	2	8	70	16	6	3	18	
13372	10	16	40	1	17	1	14	
13373	4	16	19	15	4	20	26	
13374	189	1	2	1	6	19	14	
13375	12	17	1	113	6	1	17	
13376	4	10	8	1	6	553	647	
13377	4	5	19	15	6	20	26	
13378	122	22	107	1	9	14	17	
13379	38	8	2	10	523	1	22	
13380	7	12	62	16	10	121	120	
13381	8	13	14	4	10	4	14	
13382	23	60	4	4	6	273	14	
13383	8	8	19	16	25	1	63	
13384	138	22	82	1	289	428	1	
13385	4	16	19	15	6	20	375	
13386	15	13	4	16	6	1	561	
13387	5	6	1	2	6	3	859	
13388	251	11	10	1	6	1	441	
13389	2	5	2	149	6	121	860	
13390	4	5	103	4	9	1	15	
13391	7	10	9	1	6	553	647	
13392	7	187	122	87	17	1	50	
13393	7	32	8	12	10	6	26	
13394	15	17	4	16	6	1	439	
13395	7	13	8	6	6	337	8	
13396	11	16	4	1	77	88	26	
13397	7	13	8	6	6	6	1	
13398	7	43	53	6	25	28	8	
13399	4	16	19	416	6	20	1	
13400	438	13	14	4	17	51	14	
13401	7	14	40	12	1	21	14	
13402	2	19	40	17	6	22	14	
13403	4	16	19	15	68	20	26	
13404	11	19	2	16	6	22	75	
13405	7	14	40	12	1	1	18	
13406	1	5	1	12	17	26	8	
13407	10	7	4	19	10	40	1	
13408	10	10	41	16	1	26	21	
13409	7	2	1	1	10	1	22	
13410	2	5	29	12	16	3	31	
13411	29	33	19	1	36	22	27	
13412	29	33	19	1	36	40	31	
13413	1	5	27	12	17	158	14	
13414	1	428	10	2	6	4	6	
13415	7	11	1	1	6	8	14	
13416	1	1	9	1	18	58	17	
13417	1	8	9	2	262	4	6	
13418	8	178	9	29	450	12	53	
13419	10	5	4	35	6	1	14	
13420	7	14	40	10	1	1	14	
13421	2	8	29	12	16	3	14	
13422	2	13	512	4	17	4	14	
13423	8	6	2	16	1	79	1	
13424	2	19	2	17	17	22	14	
13425	43	11	4	10	36	3	74	
13426	5	7	59	2	10	1	14	
13427	2	5	14	12	17	21	14	
13428	1	8	9	2	17	4	6	
13429	2	13	2	20	9	4	1	
13430	5	125	6	1	9	141	14	
13431	8	37	2	29	2	12	339	
13432	1	8	32	2	6	4	14	
13433	1	5	27	20	1	596	8	
13434	8	6	29	16	1	79	1	
13435	2	13	14	4	17	16	14	
13436	32	28	1	1	15	40	14	
13437	5	7	4	19	10	3	27	
13438	2	5	6	12	16	21	14	
13439	10	10	41	16	1	28	1	
13440	8	13	4	8	16	22	34	
13441	2	12	94	1	6	4	14	
13442	2	12	94	1	6	8	14	
13443	15	5	2	1	9	8	18	
13444	5	7	4	2	10	697	6	
13445	48	8	2	417	6	1	22	
13446	5	7	553	2	10	1	27	
13447	1	1	599	1	18	58	17	
13448	32	28	600	1	15	1	14	
13449	1	8	602	9	6	3	6	
13450	5	125	6	1	582	14	14	
13451	7	13	601	6	1	6	8	
13452	5	125	6	418	9	14	14	
13453	8	37	9	29	583	12	53	
13454	1	5	41	5	10	810	8	
13455	10	16	19	15	6	20	861	
13456	12	34	89	8	6	112	75	
13457	8	5	603	10	9	26	75	
13458	15	17	4	12	6	19	17	
13459	1	8	53	1	17	16	18	
13460	5	13	9	1	6	19	14	
13461	8	10	8	8	170	28	19	
13462	8	8	6	16	6	277	619	
13463	139	549	382	325	389	502	656	
13464	8	13	14	4	6	1	14	
13465	139	549	382	325	389	47	656	
13466	139	549	345	264	442	735	656	
13467	8	30	355	6	6	6	1	
13468	11	13	14	4	6	4	14	
13469	32	8	1	1	15	52	14	
13470	7	25	4	15	15	20	28	
13471	8	8	70	16	6	1	619	
13472	7	187	122	87	17	20	512	
13473	5	8	4	16	6	1	26	
13474	4	16	19	15	389	20	26	
13475	139	549	382	325	6	690	656	
13476	1	60	8	24	77	105	18	
13477	7	30	370	6	6	6	1	
13478	4	29	19	15	6	1	26	
13479	1	5	2	173	6	121	14	
13480	61	60	67	16	10	21	14	
13481	15	5	36	12	17	21	26	
13482	1	1	4	1	18	814	17	
13483	1	5	4	18	9	812	8	
13484	1	8	9	2	6	608	6	
13485	2	5	23	12	17	21	20	
13486	2	7	36	12	17	21	97	
13487	2	580	9	18	42	3	18	
13488	4	4	2	4	4	1	862	
13489	4	592	19	15	6	815	1	
13490	5	12	29	12	9	39	20	
13491	5	12	29	12	14	3	1	
13492	5	12	29	16	9	39	8	
13493	5	12	29	16	9	39	863	
13494	7	11	6	1	584	8	1	
13495	7	11	10	419	6	8	1	
13496	7	11	604	1	6	8	1	
13497	7	12	4	44	14	77	864	
13498	7	14	4	12	1	58	14	
13499	7	15	2	335	6	1	22	
13500	7	25	479	4	15	20	28	
13501	7	43	8	420	25	6	8	
13502	7	593	8	6	25	20	8	
13503	8	13	4	4	17	618	14	
13504	8	13	8	6	558	6	8	
13505	8	13	605	4	17	4	14	
13506	10	5	29	1	6	1	29	
13507	10	594	4	35	6	1	14	
13508	12	12	606	1	1	14	8	
13509	18	12	4	44	14	77	84	
13510	20	38	1	1	15	14	14	
13511	93	17	1	113	6	813	17	
13512	137	5	9	16	6	811	18	
13513	439	20	14	1	9	1	29	
13514	440	41	47	63	6	14	2	
13515	441	5	29	12	16	3	14	
13516	10	16	54	1	43	1	31	
13517	2	5	607	12	17	21	14	
13518	18	5	22	16	9	23	14	
13519	1	10	4	1	15	1	6	
13520	5	19	6	1	1	14	14	
13521	2	14	36	12	10	21	14	
13522	4	4	2	1	148	1	1	
13523	7	9	1	1	442	2	486	
13524	2	14	40	12	1	21	14	
13525	7	5	36	12	433	1	14	
13526	11	11	2	17	6	22	227	
13527	2	19	2	17	6	22	735	
13528	93	14	40	12	1	1	14	
13529	4	5	2	4	4	1	1	
13530	7	9	335	414	6	524	9	
13531	88	67	2	10	64	3	753	
13532	4	4	2	4	148	597	1	
13533	7	5	1	18	17	14	136	
13534	2	19	36	12	220	21	858	
13535	7	11	10	4	6	8	267	
13536	11	19	2	17	6	22	227	
13537	32	28	1	1	15	52	858	
13538	18	9	2	75	504	20	488	
13539	2	5	9	10	17	1	360	
13540	58	11	9	18	9	1	5	
13541	2	13	8	1	2	21	38	
13542	7	11	10	262	6	8	267	
13543	12	19	2	17	10	22	1	
13544	18	13	4	1	6	22	34	
13545	1	5	9	43	5	23	6	
13546	1	59	4	1	9	14	5	
13547	43	5	4	117	36	259	46	
13548	5	7	30	19	10	40	27	
13549	1	8	602	9	6	4	6	
13550	7	595	2	10	6	1	22	
13551	5	13	4	4	15	816	19	
13552	4	4	2	4	6	1	251	
13553	8	11	4	15	220	12	31	
13554	18	16	19	15	6	20	1	
13555	15	4	1	4	4	1	1	
13556	30	4	2	4	4	1	575	
13557	11	16	23	6	25	77	26	
13558	30	4	2	4	4	1	26	
13559	1	591	9	9	6	4	6	
13560	7	14	4	12	585	1	14	
13561	7	15	2	10	586	1	22	
13562	1	12	4	1	18	58	17	
13563	128	5	29	12	42	3	18	
13564	2	5	54	83	6	1	484	
13565	2	10	2	15	1	1	1	
13566	7	15	2	353	6	1	22	
13567	43	5	4	10	36	817	74	
13568	1	5	4	5	587	1	8	
13569	5	6	8	6	6	1	14	
13570	1	597	1	8	11	5	11	
13571	61	60	2	16	10	104	14	
13572	21	4	2	4	4	1	1	
13573	7	13	263	6	6	6	8	
13574	12	32	111	1	6	48	6	
13575	15	29	1	21	30	1	14	
13576	8	70	4	1	1	116	6	
13577	5	19	2	17	6	79	9	
13578	16	13	4	1	6	147	14	
13579	1	5	29	1	46	818	18	
13580	2	19	2	17	6	22	9	
13581	18	13	8	9	3	6	46	
13582	37	25	29	12	15	20	28	
13583	8	201	6	10	9	20	118	
13584	10	10	47	16	66	112	8	
13585	2	5	36	12	17	21	773	
13586	2	5	36	12	7	21	773	
13587	1	29	2	6	6	6	14	
13588	7	10	406	18	17	3	18	
13589	12	19	8	83	54	146	14	
13590	8	29	9	15	99	155	31	
13591	7	6	4	2	10	28	1	
13592	18	5	9	5	6	19	9	
13593	7	30	10	6	6	6	1	
13594	1	12	97	3	6	88	18	
13595	333	354	4	1	6	28	8	
13596	5	9	8	16	6	1	9	
13597	442	5	1	11	16	3	14	
13598	2	5	1	11	16	819	14	
13599	2	598	1	11	16	3	14	
13600	8	4	4	10	588	14	6	
13601	4	16	19	15	578	20	26	
13602	18	12	4	44	14	77	871	
13603	18	32	608	15	6	20	26	
13604	7	11	10	1	6	1	121	
13605	5	6	1	249	6	3	4	
13606	7	8	168	8	17	20	14	
13607	443	12	4	44	14	77	97	
13608	7	599	8	6	1	6	8	
13609	2	5	609	12	17	21	14	
13610	15	15	34	16	589	12	262	
13611	2	13	2	1	590	121	14	
13612	15	13	4	16	6	563	17	
13613	5	8	4	16	6	820	31	
13614	2	13	2	1	6	821	121	
13615	43	5	4	5	7	19	255	
13616	7	38	1	2	262	20	423	
13617	5	5	4	3	11	19	18	
13618	10	13	2	1	10	79	6	
13619	77	6	4	2	10	15	14	
13620	1	5	9	12	94	1	14	
13621	2	5	12	10	6	10	6	
13622	18	13	8	6	3	4	8	
13623	7	9	15	11	42	267	70	
13624	8	13	14	5	6	4	18	
13625	2	5	36	12	10	21	14	
13626	2	8	2	10	39	1	31	
13627	444	16	19	15	6	20	26	
13628	2	13	2	15	6	823	1	
13629	2	5	29	12	591	3	14	
13630	445	13	4	19	6	1	34	
13631	1	5	9	9	6	4	872	
13632	7	11	10	5	6	8	873	
13633	2	5	1	11	16	135	874	
13634	2	12	19	1	89	267	22	
13635	2	15	2	1	89	1	22	
13636	7	12	19	10	6	1	22	
13637	26	9	15	10	6	1	22	
13638	26	12	19	1	6	1	22	
13639	26	12	19	1	9	1	19	
13640	7	15	2	1	89	1	22	
13641	26	15	2	14	9	16	19	
13642	26	9	15	1	89	1	22	
13643	7	15	2	227	6	1	22	
13644	4	4	2	4	4	104	1	
13645	15	29	4	16	30	9	14	
13646	7	32	53	6	6	6	63	
13647	32	28	4	16	15	52	14	
13648	7	5	10	18	6	20	1	
13649	7	11	10	1	97	814	1	
13650	4	16	19	15	6	827	1	
13651	4	16	19	15	6	826	1	
13652	2	5	29	12	9	3	86	
13653	15	16	19	5	6	5	26	
13654	7	47	29	37	17	1	14	
13655	1	59	4	117	36	259	74	
13656	7	13	59	1	1	11	8	
13657	4	16	19	15	6	20	384	
13658	1	5	4	5	8	3	8	
13659	7	5	10	18	1	8	1	
13660	7	11	9	1	6	4	1	
13661	7	5	10	18	6	8	473	
13662	10	13	2	8	17	822	8	
13663	7	5	10	18	6	8	850	
13664	7	5	10	18	6	8	851	
13665	1	5	4	5	574	3	8	
13666	7	25	41	6	1	6	28	
13667	7	11	10	1	6	1	47	
13668	10	43	41	8	13	49	6	
13669	20	28	546	1	15	14	14	
13670	2	5	29	407	16	3	14	
13671	278	5	1	5	8	14	7	
13672	1	14	4	1	1	1	14	
13673	7	5	41	1	13	1	8	
13674	13	49	29	11	14	1	19	
13675	7	14	59	12	1	1	8	
13676	1	5	7	5	8	63	7	
13677	7	282	4	12	1	1	6	
13678	7	60	62	8	9	12	29	
13679	15	16	4	5	6	20	26	
13680	15	16	4	5	6	20	8	
13681	7	14	4	5	592	3	14	
13682	2	5	29	12	10	3	5	
13683	4	16	611	15	6	20	1	
13684	1	5	7	5	8	3	14	
13685	30	4	2	4	4	1	875	
13686	4	16	19	15	6	20	876	
13687	10	41	2	6	10	26	1	
13688	7	13	2	8	17	16	8	
13689	7	9	19	1	593	48	14	
13690	446	2	22	16	9	23	14	
13691	5	31	4	1	9	1	6	
13692	10	16	71	1	6	4	6	
13693	12	5	89	160	6	112	14	
13694	12	5	89	4	6	112	14	
13695	1	8	9	2	6	4	28	
13696	5	53	122	39	17	38	14	
13697	7	13	159	6	3	6	8	
13698	8	5	52	1	291	409	6	
13699	15	29	4	10	30	1	17	
13700	16	5	1	10	13	3	472	
13701	10	601	30	35	6	828	9	
13702	1	602	8	16	25	104	14	
13703	45	13	6	1	10	20	18	
13704	1	16	4	17	7	1	14	
13705	123	15	8	12	6	115	9	
13706	1	5	27	20	1	2	1	
13707	1	8	4	1	18	58	17	
13708	2	8	29	4	6	1	1	
13709	1	5	29	108	46	14	18	
13710	15	5	8	18	15	1	31	
13711	2	8	269	4	6	1	1	
13712	8	10	14	16	1	26	1	
13713	18	13	8	18	3	6	8	
13714	2	5	1	11	16	256	14	
13715	43	5	89	8	6	79	14	
13716	1	17	4	38	7	14	6	
13717	1	13	14	4	49	51	14	
13718	2	33	1	11	16	3	14	
13719	10	8	9	2	6	4	6	
13720	7	15	589	10	6	1	22	
13721	12	57	2	15	6	22	14	
13722	1	1	4	1	18	1	17	
13723	15	8	27	18	15	1	31	
13724	1	5	7	12	430	158	14	
13725	10	8	4	38	6	14	6	
13726	2	8	2	4	242	1	1	
13727	12	19	2	1	6	22	26	
13728	15	5	4	5	6	3	8	
13729	5	15	4	19	10	1	27	
13730	7	33	5	1	6	79	6	
13731	10	43	41	18	13	824	6	
13732	7	41	2	6	10	825	1	
13733	5	5	53	24	10	20	877	
13734	1	596	4	1	2	28	26	
13735	15	97	2	4	4	1	1	
13736	7	187	122	87	17	1	866	
13737	8	29	4	15	17	12	867	
13738	98	29	4	15	17	12	31	
13739	7	15	2	10	6	14	22	
13740	7	11	10	1	6	1	868	
13741	15	16	19	15	6	20	869	
13742	7	13	8	6	1	28	8	
13743	7	11	10	1	6	21	1	
13744	4	4	2	1	4	23	14	
13745	4	11	10	1	6	1	15	
13746	8	9	29	421	6	16	6	
13747	30	4	2	4	4	1	870	
13748	7	13	23	6	25	6	865	
13749	8	29	4	15	17	12	878	
13750	10	603	4	19	10	40	27	
13751	15	8	8	18	15	829	31	
13752	7	57	8	2	6	1	879	
13753	8	70	4	1	6	312	6	
13754	7	11	9	1	6	8	14	
13755	8	5	9	9	6	670	6	
13756	7	424	8	8	6	28	14	
13757	1	5	27	1	1	1	1	
13758	447	5	9	9	6	4	6	
13759	1	5	27	20	594	1	1	
13760	2	5	1	422	16	3	14	
13761	448	8	2	4	6	1	1	
13762	1	1	4	1	18	830	17	
13763	449	1	4	1	18	58	17	
13764	2	605	95	18	27	1	31	
13765	442	5	612	11	16	3	14	
13766	450	5	1	1	6	31	14	
13767	2	5	1	423	16	135	14	
13768	451	5	1	1	6	31	14	
13769	2	5	1	11	16	831	14	
13770	2	5	36	12	17	832	14	
13771	2	5	12	10	6	10	880	
13772	10	7	613	1	10	40	27	
13773	8	606	2	6	1	26	1	
13774	1	1	4	1	18	58	881	
13775	7	15	2	10	6	1	883	
13776	7	14	614	12	1	1	14	
13777	10	13	14	4	17	4	882	
13778	452	8	2	4	6	1	1	
13779	18	607	22	16	9	23	14	
13780	18	13	8	6	3	833	8	
13781	453	8	2	4	6	1	1	
13782	7	41	2	6	595	26	1	
13783	2	5	615	12	16	3	14	
13784	10	13	150	1	17	121	29	
13785	15	29	4	21	14	1	14	
13786	1	1	4	1	18	3	17	
13787	10	307	2	1	6	1	29	
13788	1	8	2	17	15	22	14	
13789	286	10	1	43	6	31	6	
13790	8	10	9	16	7	26	1	
13791	1	5	27	6	1	1	1	
13792	10	16	32	1	10	28	31	
13793	7	404	2	10	93	1	22	
13794	1	5	9	9	575	4	6	
13795	2	13	14	1	17	4	14	
13796	10	5	53	16	42	3	18	
13797	12	5	54	38	27	14	18	
13798	7	608	8	6	25	6	8	
13799	50	10	2	16	1	834	1	
13800	8	13	2	4	9	1	8	
13801	5	7	27	19	10	48	2	
13802	2	5	23	18	42	3	18	
13803	7	13	4	8	6	22	884	
13804	13	5	2	418	9	208	18	
13805	4	390	2	175	556	1	1	
13806	2	582	36	12	17	656	14	
13807	13	13	4	1	6	365	120	
13808	365	25	4	4	15	409	28	
13809	2	8	34	16	6	19	265	
13810	10	13	2	8	17	16	14	
13811	7	42	4	5	9	1	617	
13812	11	43	29	17	17	1	14	
