ST	gapA	infB	mdh	pgi	phoE	rpoB	tonB
7253	3	3	1	1	1	395	4
7254	3	3	1	218	1	1	4
7255	1	1	1	1	1	1	991
7256	4	1	2	52	1	396	7
7257	2	280	2	1	1	4	56
7258	2	1	1	1	10	4	992
7259	2	1	1	437	1	4	48
7260	2	6	1	3	26	1	993
7261	2	6	1	438	26	1	77
7262	2	6	1	5	675	1	6
7263	10	281	2	2	6	4	4
7264	2	1	2	1	2	2	4
7265	18	22	330	200	123	168	51
7266	153	119	517	175	301	83	994
7267	10	3	1	37	3	27	9
7268	3	3	1	1	1	1	995
7269	4	1	1	1	21	1	996
7270	2	60	518	1	4	8	24
7271	3	282	1	1	1	1	31
7272	4	1	2	52	1	1	12
7273	2	6	1	3	26	397	77
7274	2	3	1	1	676	4	997
7275	2	3	1	1	1	4	998
7276	2	3	1	1	676	4	999
7277	4	1	2	439	10	102	242
7278	2	1	519	13	16	15	4
7279	2	283	2	1	13	1	16
7280	3	284	1	3	4	28	39
7281	4	1	520	52	1	1	7
7282	3	1	13	440	63	1	64
7283	369	1	521	1	3	399	4
7284	4	1	7	1	677	1	12
7285	2	6	1	3	26	1	1000
7286	2	1	1	1	1	1	1001
7287	370	1	1	1	641	1	1002
7288	2	1	522	17	27	1	39
7289	4	1	7	1	678	1	1003
7290	371	1	1	1	9	1	18
7291	2	285	1	6	7	400	12
7292	2	286	2	17	27	401	1004
7293	2	6	523	1	679	1	31
7294	2	1	524	1	680	402	1005
7295	372	1	1	441	27	1	4
7296	2	3	525	1	681	403	38
7297	2	1	526	17	27	1	1006
7298	6	3	1	1	12	404	4
7299	2	1	2	442	10	1	12
7300	3	287	1	1	1	405	18
7301	2	1	2	443	682	1	39
7302	2	288	2	1	13	1	16
7303	4	1	528	1	1	7	23
7304	2	1	2	17	683	1	39
7305	2	1	1	6	684	1	12
7306	2	289	529	444	9	1	6
7307	41	1	5	1	26	4	12
7308	10	1	530	14	26	1	12
7309	374	3	1	1	4	4	4
7310	2	2	2	1	1	4	1007
7311	375	9	2	1	13	1	16
7312	2	1	1	1	9	1	1008
7313	1	1	1	1	1	1	1009
7314	2	1	1	1	9	4	1010
7315	2	1	1	1	685	4	12
7316	2	1	1	1	9	4	1011
7317	2	1	1	1	686	4	12
7318	2	1	1	1	9	4	1012
7319	4	4	37	1	3	25	2
7320	2	5	2	1	21	1	22
7321	2	1	2	1	10	1	1013
7322	2	1	1	6	687	1	12
7323	2	3	2	2	11	4	31
7324	2	3	6	1	9	7	1014
7325	2	1	1	1	3	1	1015
7326	2	1	1	37	12	1	19
7327	2	5	2	1	688	1	2
7328	2	9	2	1	13	1	1016
7329	6	3	1	445	12	1	4
7330	376	1	2	4	1	1	4
7331	2	290	2	2	6	4	4
7332	347	1	2	1	12	1	121
7333	1	1	531	1	1	1	1
7334	2	60	11	1	4	406	24
7335	377	1	2	52	1	1	7
7336	3	4	532	1	7	4	40
7337	10	1	1	1	9	4	13
7338	10	40	2	1	7	4	1017
7339	3	1	2	1	4	4	4
7340	4	1	533	1	21	1	35
7341	2	1	534	1	4	4	4
7342	1	291	1	1	1	1	1
7343	2	1	535	117	10	4	18
7344	4	3	2	2	1	4	1018
7345	12	1	1	446	5	1	36
7346	2	53	3	1	689	4	1019
7347	2	1	2	1	1	4	2
7348	4	1	1	1	2	1	1020
7349	2	3	2	1	10	1	1021
7350	378	5	1	1	9	4	9
7351	2	5	11	1	16	4	13
7352	3	3	536	1	1	1	79
7353	2	1	537	117	10	4	18
7354	379	1	1	1	4	4	1022
7355	294	3	1	206	4	4	4
7356	2	292	1	206	4	4	4
7357	2	1	538	6	7	1	12
7358	2	3	6	1	13	10	10
7359	3	1	2	2	9	11	112
7360	1	1	1	1	690	1	1
7361	4	40	2	336	7	4	224
7362	2	1	65	1	285	4	9
7363	2	1	2	1	1	4	1023
7364	2	3	2	2	6	407	4
7365	2	1	1	1	9	1	791
7366	10	9	2	1	10	1	123
7367	2	5	1	1	7	1	1024
7368	2	3	2	279	48	4	4
7369	2	3	539	161	4	1	15
7370	2	1	1	447	9	1	13
7371	3	3	527	1	1	1	4
7372	4	7	2	52	1	1	7
7373	2	1	2	1	4	4	1025
7374	3	3	1	1	1	408	79
7375	380	1	62	3	10	4	110
7376	2	1	540	1	6	2	12
7377	4	293	1	1	101	1	18
7378	4	5	1	1	691	1	31
7379	15	1	1	448	1	1	4
7380	2	3	1	449	2	1	14
7381	2	1	2	1	10	1	1026
7382	2	1	5	206	9	8	59
7383	2	9	2	1	13	409	16
7384	4	1	2	52	1	1	1027
7385	2	3	1	1	10	1	1028
7386	3	4	6	1	459	131	4
7387	2	3	6	1	9	7	64
7388	268	1	1	2	89	4	4
7389	2	294	1	1	14	3	20
7390	4	1	1	1	21	1	1029
7391	2	77	1	1	1	4	1030
7392	2	295	1	1	1	1	61
7393	2	296	1	1	12	1	439
7394	3	4	6	1	7	4	1031
7395	3	4	6	1	7	4	1032
7396	1	6	1	1	298	9	1
7397	4	1	2	1	1	410	23
7398	3	1	11	1	7	1	13
7399	2	3	1	1	1	4	1033
7400	2	4	5	1	11	1	40
7401	2	3	6	1	3	3	38
7402	2	6	17	1	20	10	9
7403	244	1	2	1	7	1	24
7404	2	1	5	1	692	4	42
7405	2	53	3	1	10	4	1034
7406	2	1	2	3	27	411	39
7407	2	1	2	69	10	27	4
7408	2	6	1	5	4	412	6
7409	2	3	1	4	2	1	13
7410	3	1	1	1	9	4	1035
7411	2	1	1	1	4	4	16
7412	3	6	1	1	1	1	5
7413	2	297	1	1	4	313	4
7414	4	1	1	2	1	10	43
7415	381	3	1	1	1	413	79
7416	382	1	1	1	7	1	38
7417	383	4	6	1	7	4	38
7418	3	298	6	1	693	4	38
7419	2	1	541	1	17	4	42
7420	384	1	1	6	7	1	12
7421	2	299	1	6	7	414	12
7422	1	1	1	1	1	1	1036
7423	1	300	1	1	1	1	14
7424	2	1	2	1	3	25	68
7425	2	1	1	450	17	1	18
7426	2	1	2	14	128	1	1037
7427	4	1	2	52	1	1	1038
7428	3	9	47	451	694	1	16
7429	2	1	1	6	7	1	1040
7430	3	2	1	47	7	4	9
7431	385	3	1	1	695	1	4
7432	3	3	1	1	1	1	1041
7433	3	3	1	1	696	1	79
7434	54	301	1	1	1	1	79
7435	54	3	1	1	1	415	1042
7436	2	1	11	3	9	1	1043
7437	2	1	17	206	7	4	19
7438	63	3	542	1	186	100	1044
7439	3	4	6	1	697	4	38
7440	10	1	1	1	698	1	1045
7441	4	5	19	2	1	1	731
7442	3	302	2	4	1	1	4
7443	2	1	1	1	1	4	40
7444	2	1	543	6	7	1	12
7445	2	303	544	1	9	1	4
7446	2	1	2	4	9	416	14
7447	4	304	2	452	699	1	7
7448	3	1	1	1	9	4	1046
7449	386	1	1	1	9	4	135
7450	4	305	2	52	1	1	7
7451	2	3	2	453	6	4	4
7452	1	6	1	1	700	1	1047
7453	2	9	2	1	13	1	1048
7454	1	306	1	1	701	417	1
7455	387	1	2	454	7	1	81
7456	2	1	33	1	1	418	56
7457	3	3	545	1	702	419	31
7458	388	1	2	455	1	1	7
7459	389	1	1	1	12	1	14
7460	2	3	2	1	12	1	121
7461	2	1	2	4	1	1	56
7462	10	20	2	1	9	420	12
7463	2	38	1	1	703	4	89
7464	2	1	2	456	12	1	7
7465	42	22	26	96	115	38	49
7466	2	6	70	8	467	81	77
7467	2	1	469	322	9	1	161
7468	3	77	3	322	9	4	42
7469	3	4	435	393	7	48	940
7470	3	4	435	383	7	6	38
7471	2	1	2	322	9	1	911
7472	2	85	435	431	26	4	77
7473	2	6	38	1	16	7	77
7474	2	6	1	1	16	4	7
7475	2	9	2	65	13	1	42
7476	2	3	2	457	6	4	410
7477	2	52	2	1	7	1	212
7478	2	1	1	2	61	4	16
7479	69	19	90	20	199	18	148
7480	2	3	6	1	296	4	9
7481	2	1	1	458	7	1	13
7482	4	1	2	1	704	7	23
7483	18	22	55	63	115	13	622
7484	16	24	292	27	137	22	216
7485	2	5	2	2	7	421	10
7486	3	3	1	134	1	4	4
7487	122	1	1	1	4	4	4
7488	2	1	2	1	10	7	42
7489	16	24	21	121	39	22	67
7490	3	9	1	1	1	1	129
7491	18	22	74	22	123	20	99
7492	2	1	11	390	10	10	12
7493	104	19	149	39	268	18	276
7494	4	5	1	1	109	4	5
7495	18	22	327	261	11	61	99
7496	3	1	1	14	9	1	1049
7497	2	3	1	1	21	422	1050
7498	2	1	1	1	9	8	24
7499	4	307	1	2	7	4	4
7500	2	1	2	1	12	4	79
7501	2	1	2	1	1	4	25
7502	2	3	11	1	1	1	4
7503	23	1	2	1	9	4	23
7504	2	9	2	1	13	1	1051
7505	16	24	21	66	52	22	67
7506	4	1	2	52	1	104	7
7507	27	1	1	1	9	1	9
7508	3	6	1	1	1	1	19
7509	2	9	2	1	7	1	5
7510	2	1	5	1	17	329	42
7511	2	1	546	1	17	4	42
7512	3	1	1	1	9	1	43
7513	10	1	2	1	1	1	1052
7514	15	1	1	18	456	1	4
7515	17	19	66	39	117	18	162
7516	3	3	2	14	9	44	100
7517	3	3	2	2	6	4	46
7518	2	6	1	3	8	9	18
7519	2	6	1	3	8	423	18
7520	2	1	2	3	10	1	9
7521	4	3	547	36	9	10	14
7522	16	24	21	38	47	22	562
7523	16	45	21	27	57	22	67
7524	16	24	30	40	92	17	67
7525	16	28	21	49	47	22	1053
7526	16	24	30	350	705	40	67
7527	16	24	21	49	706	134	67
7528	16	24	21	53	47	22	207
7529	16	18	45	459	54	22	105
7530	16	18	21	53	449	22	85
7531	16	24	21	27	353	22	361
7532	16	18	36	31	47	17	67
7533	45	49	42	138	106	93	67
7534	16	18	548	27	54	22	1054
7535	16	24	21	27	54	17	85
7536	16	32	21	49	39	22	251
7537	28	45	21	49	455	22	67
7538	16	32	21	154	39	22	74
7539	16	18	21	38	47	22	188
7540	16	24	21	27	54	17	1055
7541	16	18	549	27	53	424	67
7542	390	24	21	460	707	22	103
7543	391	308	21	53	47	425	215
7544	16	24	292	76	153	426	67
7545	16	24	21	27	708	22	124
7546	16	24	36	31	38	22	124
7547	16	24	46	27	432	22	23
7548	16	24	21	461	106	93	67
7549	16	32	21	154	39	171	74
7550	16	175	21	27	47	22	67
7551	392	24	21	78	55	22	67
7552	393	24	21	27	55	22	67
7553	16	18	21	76	42	29	1056
7554	28	18	21	132	84	22	67
7555	29	309	21	27	44	22	67
7556	16	24	21	27	709	22	103
7557	28	24	21	53	68	33	67
7558	16	32	21	27	53	22	67
7559	28	24	21	107	47	153	67
7560	16	24	21	27	87	22	361
7561	16	24	21	27	83	60	134
7562	16	32	21	40	84	40	1057
7563	16	24	84	33	637	22	67
7564	16	24	42	194	76	29	75
7565	16	32	21	32	47	22	1058
7566	16	24	21	27	710	33	259
7567	16	18	21	19	339	427	45
7568	16	18	21	38	711	17	67
7569	16	18	57	62	120	22	104
7570	16	24	21	27	47	428	67
7571	16	18	21	376	47	22	1059
7572	29	24	21	27	92	66	67
7573	394	18	21	27	153	40	85
7574	16	24	21	27	47	429	288
7575	65	59	86	264	712	81	558
7576	42	23	26	59	622	20	51
7577	18	22	26	61	11	13	51
7578	17	19	28	39	185	18	677
7579	17	19	92	39	133	240	148
7580	18	109	26	59	11	38	1060
7581	18	23	89	63	11	238	99
7582	18	22	233	16	94	13	51
7583	18	15	18	462	93	37	99
7584	18	22	25	16	713	13	312
7585	395	22	18	63	98	13	51
7586	18	22	26	22	94	13	192
7587	50	19	82	39	272	21	148
7588	17	19	39	39	170	21	678
7589	396	22	89	88	25	13	154
7590	42	22	74	22	7	13	99
7591	18	22	26	63	167	13	179
7592	42	22	18	61	523	13	192
7593	18	22	18	16	453	20	672
7594	18	22	122	96	115	13	51
7595	18	22	18	63	404	13	1061
7596	38	1	53	58	73	21	130
7597	69	19	90	20	125	18	1062
7598	17	19	79	20	714	18	52
7599	18	22	18	22	11	20	1063
7600	17	19	69	39	259	21	148
7601	18	22	18	85	79	38	227
7602	17	19	28	463	306	21	197
7603	18	310	550	61	715	92	51
7604	397	19	79	20	108	18	142
7605	18	22	26	71	716	13	49
7606	42	22	26	61	167	20	154
7607	18	22	551	63	11	13	179
7608	18	22	74	63	151	69	227
7609	398	22	283	61	717	38	99
7610	18	22	26	22	94	13	285
7611	18	22	552	61	107	128	99
7612	17	19	175	39	371	21	1064
7613	17	19	39	464	156	21	52
7614	18	22	26	23	718	41	49
7615	42	22	64	22	94	430	114
7616	18	22	26	59	115	20	51
7617	38	19	175	39	719	21	148
7618	42	23	135	110	720	38	1065
7619	18	22	18	16	25	431	165
7620	18	23	18	63	80	43	51
7621	38	63	90	20	125	18	148
7622	18	15	553	16	11	13	51
7623	18	23	74	63	11	69	51
7624	18	22	74	61	167	20	652
7625	18	15	26	22	11	13	227
7626	18	22	18	63	231	13	227
7627	18	22	554	63	11	13	179
7628	17	19	212	20	289	18	1066
7629	18	22	56	63	79	43	51
7630	18	15	56	22	11	94	51
7631	18	22	26	22	94	13	158
7632	2	1	1	26	10	1	64
7633	2	1	65	1	9	11	31
7634	3	1	2	4	1	1	1067
7635	2	153	2	1	13	1	1051
7636	2	79	20	1	1	78	4
7637	2	1	1	1	9	89	246
7638	3	4	6	1	721	4	38
7639	2	2	2	1	1	4	1068
7640	17	19	92	84	122	18	162
7641	1	1	500	1	10	4	13
7642	2	3	1	4	9	10	36
7643	10	1	1	1	7	1	1069
7644	4	1	1	2	4	1	9
7645	2	1	4	2	722	1	19
7646	2	1	2	2	11	4	31
7647	16	24	21	38	92	22	67
7648	2	3	1	1	10	1	1070
7649	2	1	2	2	12	1	34
7650	4	1	555	37	471	1	12
7651	2	1	556	1	3	3	18
7652	2	1	557	1	1	1	47
7653	2	1	1	14	9	1	12
7654	294	1	2	1	10	1	19
7655	2	1	20	2	1	1	91
7656	2	9	2	1	13	1	1071
7657	2	1	1	1	10	4	1072
7658	399	9	2	1	13	1	38
7659	2	1	2	1	7	4	31
7660	2	1	558	1	7	4	2
7661	2	5	1	20	9	1	9
7662	65	59	559	79	136	81	209
7663	2	5	118	1	3	1	13
7664	4	6	3	1	20	10	25
7665	18	22	89	88	123	43	154
7666	18	22	496	22	115	13	1073
7667	2	311	1	4	9	4	24
7668	10	1	2	1	723	27	18
7669	4	1	1	26	311	1	54
7670	48	22	18	59	11	13	51
7671	1	1	1	1	1	432	1
7672	3	3	38	1	628	8	719
7673	1	105	1	1	1	1	42
7674	3	3	303	1	1	1	793
7675	3	24	6	1	7	4	38
7676	10	1	1	46	12	1	16
7677	8	74	480	1	9	78	18
7678	2	1	2	1	1	4	9
7679	2	9	2	1	13	1	100
7680	2	6	1	5	4	1	1074
7681	4	1	2	1	1	4	61
7682	1	1	1	1	1	4	4
7683	2	1	37	1	9	1	31
7684	18	22	327	223	11	105	99
7685	17	55	73	20	103	18	608
7686	18	22	55	22	193	54	50
7687	2	1	2	2	7	4	23
7688	17	80	92	306	100	18	162
7689	15	6	2	26	10	279	4
7690	2	6	1	5	601	433	6
7691	2	1	1	37	12	1	4
7692	2	1	1	1	177	1	19
7693	2	5	11	1	724	4	1075
7694	2	1	1	2	2	1	43
7695	3	3	1	1	638	1	4
7696	2	1	5	117	10	4	4
7697	2	5	1	1	9	1	501
7698	3	5	2	1	16	1	363
7699	16	18	30	27	68	59	26
7700	2	1	19	115	9	4	1076
7701	2	1	1	1	4	1	26
7702	2	1	11	466	1	1	13
7703	2	2	2	1	725	4	34
7704	2	6	1	5	4	1	1077
7705	400	1	1	1	1	1	1
7706	2	3	2	37	3	4	56
7707	18	23	18	16	726	434	51
7708	18	23	18	16	726	13	51
7709	18	22	26	64	115	13	154
7710	2	68	153	1	26	4	279
7711	17	19	282	20	97	18	162
7712	16	45	21	27	47	22	251
7713	17	19	560	20	34	18	52
7714	4	1	65	14	9	4	1078
7715	2	51	1	26	8	1	15
7716	2	1	2	80	1	1	487
7717	18	22	26	61	167	13	49
7718	18	22	18	22	98	13	51
7719	14	1	1	1	9	1	2
7720	18	23	25	22	11	20	51
7721	4	1	2	2	3	1	9
7722	2	3	11	52	9	5	10
7723	401	1	2	97	10	4	19
7724	16	24	21	44	42	22	67
7725	16	24	21	27	47	435	67
7726	18	22	26	64	7	52	1079
7727	98	19	92	20	727	18	52
7728	18	71	104	22	337	233	258
7729	16	18	21	49	47	22	45
7730	98	19	39	20	728	21	262
7731	18	71	26	59	94	74	50
7732	50	19	79	39	198	127	125
7733	17	19	29	20	729	21	126
7734	2	31	1	1	2	1	62
7735	402	22	56	61	474	105	1080
7736	403	45	21	27	39	22	67
7737	18	15	26	96	115	13	51
7738	2	1	1	1	10	1	62
7739	4	1	65	14	9	4	13
7740	17	19	39	39	207	21	148
7741	2	1	1	1	244	4	958
7742	14	1	2	1	2	1	2
7743	45	18	561	105	455	22	67
7744	18	22	26	61	231	20	1081
7745	29	18	21	27	52	22	80
7746	2	3	1	17	2	1	43
7747	2	1	1	1	730	10	4
7748	3	4	6	1	7	4	24
7749	3	4	6	1	7	4	1082
7750	17	80	22	20	30	18	1083
7751	16	18	21	27	57	22	1084
7752	4	1	1	1	7	1	12
7753	18	22	55	467	731	20	51
7754	2	1	2	1	2	1	46
7755	4	1	111	18	732	1	68
7756	16	24	21	27	658	22	67
7757	138	1	2	1	10	1	16
7758	18	22	26	63	733	13	99
7759	18	22	26	63	734	20	192
7760	16	18	21	40	120	22	67
7761	64	18	21	27	47	22	1085
7762	2	1	2	1	735	1	4
7763	2	3	1	4	1	4	18
7764	50	19	112	84	436	63	148
7765	16	24	21	38	47	40	103
7766	16	24	21	49	41	22	103
7767	18	15	562	302	11	13	194
7768	17	19	39	112	122	21	148
7769	2	1	1	1	7	436	12
7770	64	24	21	27	52	22	374
7771	17	19	79	39	105	271	142
7772	60	18	21	468	173	17	67
7773	16	24	21	53	155	17	67
7774	18	22	26	469	717	20	1086
7775	2	3	6	1	3	3	1087
7776	18	71	26	22	31	437	51
7777	38	19	53	58	73	21	1088
7778	16	18	21	33	39	22	67
7779	17	19	39	20	156	18	52
7780	58	18	46	27	92	29	67
7781	16	24	21	27	153	17	629
7782	18	22	26	22	11	13	50
7783	16	24	21	38	736	22	103
7784	17	80	175	20	228	21	197
7785	16	18	21	27	53	22	1089
7786	18	22	26	59	7	69	1090
7787	16	24	21	78	84	17	618
7788	16	18	21	27	68	22	75
7789	18	109	54	141	737	105	51
7790	16	18	563	27	29	22	374
7791	17	19	39	20	738	18	797
7792	18	23	55	22	11	13	51
7793	16	28	21	121	47	22	67
7794	60	24	21	40	55	22	74
7795	42	22	26	22	94	38	51
7796	38	63	92	39	172	63	148
7797	18	22	56	96	94	438	192
7798	18	22	564	61	739	439	1086
7799	18	201	26	64	151	440	50
7800	42	15	565	22	167	13	49
7801	17	19	29	39	35	21	53
7802	2	3	2	3	1	1	12
7803	17	55	96	20	150	18	277
7804	16	18	21	33	55	40	67
7805	18	22	26	61	11	128	1091
7806	60	18	21	27	120	40	67
7807	18	22	26	61	31	13	51
7808	17	19	39	39	202	21	608
7809	16	24	43	38	52	17	85
7810	18	22	26	96	31	13	51
7811	2	1	2	1	7	1	426
7812	17	19	79	20	228	18	1092
7813	16	24	21	470	55	22	67
7814	16	24	21	106	47	22	67
7815	16	18	21	27	39	17	124
7816	18	22	56	333	617	61	99
7817	16	24	437	471	65	22	1093
7818	16	18	30	49	740	22	67
7819	16	24	21	27	153	57	45
7820	64	18	21	27	52	22	374
7821	2	313	2	1	13	1	24
7822	18	22	26	63	171	13	99
7823	18	15	56	64	31	13	51
7824	18	22	26	64	741	128	49
7825	16	18	21	140	57	22	67
7826	42	22	27	61	742	38	169
7827	38	19	39	20	287	127	1094
7828	2	1	2	1	10	4	112
7829	16	24	21	78	52	17	105
7830	2	1	1	2	4	4	64
7831	18	22	566	61	167	13	227
7832	18	1	18	16	25	13	373
7833	16	18	21	472	47	22	85
7834	29	18	21	27	47	153	67
7835	2	1	2	1	12	1	1095
7836	404	15	18	139	115	441	51
7837	2	1	1	37	10	1	4
7838	18	23	25	63	743	13	227
7839	16	24	21	38	29	22	67
7840	405	18	30	31	47	22	67
7841	18	22	361	22	174	52	154
7842	28	32	21	49	744	22	251
7843	38	63	92	84	133	63	277
7844	16	18	567	38	53	22	67
7845	18	22	55	372	633	13	51
7846	52	3	6	4	9	1	19
7847	17	19	28	20	207	18	156
7848	2	314	1	4	17	15	355
7849	2	6	1	3	10	1	1096
7850	17	19	568	20	117	18	277
7851	2	1	1	1	4	4	344
7852	16	24	84	27	84	17	67
7853	4	114	1	1	3	1	12
7854	16	24	84	33	47	22	67
7855	18	135	26	59	233	38	51
7856	18	22	26	22	146	13	50
7857	16	24	217	91	47	22	103
7858	2	5	1	1	9	442	9
7859	17	19	497	473	371	18	52
7860	18	23	56	395	11	20	1097
7861	406	315	84	31	92	22	200
7862	18	22	64	96	11	13	227
7863	69	19	90	20	125	18	1098
7864	16	24	45	40	53	22	67
7865	2	3	2	4	9	443	38
7866	18	22	245	64	11	38	99
7867	18	22	18	85	115	38	465
7868	17	19	175	39	165	444	162
7869	16	24	84	27	44	57	67
7870	16	18	21	91	55	22	67
7871	2	1	1	17	10	16	19
7872	18	23	569	22	11	20	51
7873	16	45	21	27	745	22	67
7874	407	3	1	1	9	1	25
7875	2	1	2	2	1	1	1099
7876	17	19	39	20	156	21	1100
7877	16	24	21	40	146	33	124
7878	16	24	84	27	47	17	67
7879	16	24	21	474	54	22	67
7880	408	22	26	22	31	13	51
7881	18	22	26	63	115	13	99
7882	16	18	21	33	146	22	85
7883	17	73	79	20	156	21	156
7884	16	24	36	27	29	22	1101
7885	50	19	350	391	172	18	1102
7886	18	22	26	22	746	20	51
7887	16	24	570	53	146	84	74
7888	16	18	21	27	50	17	75
7889	18	109	26	61	11	38	99
7890	29	24	46	49	44	22	85
7891	16	22	36	22	29	22	50
7892	18	316	74	63	430	13	99
7893	16	18	21	27	47	22	152
7894	18	201	55	64	115	20	50
7895	16	24	21	27	47	22	80
7896	16	18	21	132	455	22	67
7897	2	1	1	94	10	4	9
7898	28	24	21	53	68	153	67
7899	18	15	18	22	31	13	51
7900	16	317	571	105	47	22	67
7901	16	24	21	38	47	66	1103
7902	16	24	21	475	47	22	67
7903	16	24	45	476	533	22	67
7904	16	18	45	40	175	66	74
7905	2	1	1	1	10	1	39
7906	16	18	21	27	83	22	124
7907	17	19	212	20	125	18	162
7908	16	18	21	31	137	22	67
7909	16	24	21	27	54	17	45
7910	18	19	148	114	668	21	276
7911	50	19	350	39	272	18	1102
7912	38	19	53	39	436	18	156
7913	16	24	21	62	137	33	1104
7914	2	6	1	2	1	1	25
7915	17	19	29	25	747	21	148
7916	29	24	46	27	54	22	85
7917	16	18	105	27	54	22	71
7918	2	3	2	37	3	4	10
7919	18	22	18	63	633	445	51
7920	18	22	26	63	748	13	51
7921	58	45	21	27	194	22	67
7922	16	24	21	27	455	22	45
7923	16	318	21	27	52	17	67
7924	16	24	21	66	47	93	45
7925	16	24	572	27	47	22	67
7926	18	22	25	61	11	38	51
7927	2	1	332	1	7	4	271
7928	10	20	2	1	9	11	39
7929	15	1	2	26	1	4	48
7930	2	1	573	1	1	4	40
7931	2	1	70	2	7	4	23
7932	2	1	2	1	7	4	1105
7933	409	1	1	1	9	1	13
7934	2	1	574	35	45	4	199
7935	4	1	2	1	1	1	61
7936	2	5	19	1	9	4	46
7937	2	1	5	1	17	4	1106
7938	2	1	2	1	45	4	64
7939	2	1	1	2	89	4	16
7940	16	24	21	76	47	22	152
7941	2	3	1	1	1	4	12
7942	2	6	17	450	20	10	25
7943	2	3	82	1	1	1	79
7944	2	3	1	1	640	87	24
7945	410	3	1	1	10	9	19
7946	411	1	2	1	12	1	38
7947	1	6	1	1	749	46	1
7948	2	1	2	2	4	4	9
7949	3	1	1	1	9	7	43
7950	4	1	1	1	40	1	19
7951	63	1	1	1	9	4	12
7952	3	1	2	13	3	4	31
7953	2	1	1	5	1	4	12
7954	71	1	1	2	16	446	164
7955	2	3	1	1	4	4	892
7956	2	1	2	1	27	1	16
7957	4	2	13	37	21	1	64
7958	275	4	6	1	7	4	38
7959	412	1	1	1	9	4	12
7960	2	1	1	1	750	4	12
7961	2	319	1	1	9	4	12
7962	2	1	1	1	751	4	12
7963	2	1	1	477	9	4	12
7964	2	1	1	1	9	4	1107
7965	2	1	1	1	752	4	12
7966	2	3	575	1	4	4	4
7967	2	1	20	478	1	25	6
7968	2	1	2	2	9	4	18
7969	2	1	2	1	1	4	7
7970	17	19	144	39	753	123	126
7971	3	3	1	1	1	1	7
7972	4	1	2	3	1	4	61
7973	2	1	1	37	3	27	31
7974	2	3	2	2	6	218	4
7975	2	3	1	1	1	7	42
7976	10	7	70	1	9	6	4
7977	3	1	1	1	1	1	5
7978	413	1	2	18	1	4	6
7979	38	55	53	58	150	21	130
7980	50	19	350	39	172	18	262
7981	2	1	576	1	9	1	93
7982	1	1	1	1	754	1	1
7983	156	117	214	418	304	155	1110
7984	16	24	21	27	39	22	1111
7985	2	1	1	3	12	1	13
7986	18	67	26	63	142	38	209
7987	16	24	21	27	47	447	188
7988	2	3	6	1	9	7	1112
7989	3	1	13	34	63	1	1113
7990	38	80	92	265	172	63	148
7991	18	22	18	64	11	13	51
7992	17	19	28	331	755	21	52
7993	42	320	56	96	80	13	1114
7994	17	19	127	114	756	97	232
7995	2	1	2	1	12	448	46
7996	2	1	1	1	10	1	35
7997	16	18	21	138	47	29	67
7998	16	18	21	27	52	22	80
7999	1	6	577	1	1	1	1
8000	16	24	21	27	92	17	67
8001	16	18	21	132	53	449	67
8002	414	18	21	31	50	22	858
8003	2	1	578	206	7	4	19
8004	42	19	90	63	31	18	51
8005	2	1	579	6	7	1	1115
8006	2	2	1	26	9	4	13
8007	2	77	580	26	26	1	1116
8008	16	18	21	27	55	22	1117
8009	2	60	1	1	4	4	43
8010	32	321	1	1	9	4	18
8011	136	3	6	1	9	7	4
8012	18	22	26	96	94	38	49
8013	12	1	1	479	5	1	18
8014	122	1	1	1	9	4	12
8015	415	322	18	22	11	37	312
8016	2	1	1	97	4	25	64
8017	64	24	581	480	52	22	67
8018	93	18	21	41	47	17	67
8019	18	22	26	61	195	38	99
8020	42	22	26	90	79	41	51
8021	18	22	56	90	154	41	657
8022	416	1	5	2	7	4	23
8023	18	22	18	63	231	13	51
8024	10	1	1	1	10	1	16
8025	2	3	1	1	4	4	1118
8026	2	1	3	1	7	31	23
8027	2	1	11	20	9	4	4
8028	2	1	2	1	757	1	24
8029	16	18	21	53	50	33	1119
8030	417	1	2	1	7	1	14
8031	17	19	156	39	219	18	148
8032	2	3	6	20	9	1	4
8033	16	18	21	53	758	22	67
8034	16	24	21	49	76	22	67
8035	17	19	175	39	580	21	126
8036	16	18	36	38	54	22	45
8037	16	18	21	33	146	22	1120
8038	6	1	1	1	12	4	4
8039	2	1	33	481	1	4	56
8040	3	4	1	1	1	5	1121
8041	16	18	21	27	52	22	1122
8042	16	24	21	33	42	22	67
8043	16	18	43	27	759	22	67
8044	2	53	3	1	1	1	18
8045	16	18	43	40	42	450	67
8046	6	3	1	20	12	4	1123
8047	2	9	582	1	7	1	16
8048	2	3	1	20	4	4	4
8049	2	3	2	1	760	4	56
8050	3	1	13	34	63	1	1124
8051	4	1	1	82	7	4	12
8052	2	5	1	1	7	1	9
8053	16	24	21	27	106	59	200
8054	4	1	6	1	12	5	30
8055	18	15	18	22	115	13	194
8056	2	1	11	1	9	1	13
8057	10	1	2	1	1	8	24
8058	2	3	2	77	7	4	1125
8059	42	310	583	482	11	38	314
8060	2	1	1	1	4	27	34
8061	4	31	1	1	9	4	9
8062	4	1	1	1	14	7	4
8063	18	22	345	63	231	43	320
8064	2	1	2	1	10	1	1126
8065	2	1	1	483	9	4	12
8066	22	10	1	1	56	24	31
