ST	POR	TBPB
5064	3068	1060	
5065	3069	75	
5066	2894	1036	
5067	35	32	
5068	30	1061	
5069	908	49	
5070	30	132	
5071	908	86	
5072	3070	1062	
5073	3071	156	
5074	3072	4	
5075	3073	110	
5076	3074	110	
5077	3075	263	
5078	3076	4	
5079	3077	18	
5080	3078	1063	
5081	1884	1064	
5082	1884	1065	
5083	2649	1066	
5084	3079	1072	
5085	852	215	
5086	3080	737	
5087	3081	1073	
5088	361	238	
5089	1914	208	
5090	3082	16	
5091	3083	110	
5092	3084	21	
5093	1389	4	
5094	242	186	
5095	130	1076	
5096	90	1077	
5097	3088	33	
5098	3089	26	
5099	3092	29	
5100	3091	10	
5101	1226	1078	
5102	251	1079	
5103	3093	4	
5104	3093	186	
5105	3094	4	
5106	3095	75	
5107	3096	4	
5108	3097	29	
5109	3098	1080	
5110	3078	33	
5111	3099	1081	
5112	3100	156	
5113	3101	4	
5114	1053	913	
5115	489	1082	
5116	3102	186	
5117	3103	4	
5118	3040	32	
5119	3104	29	
5120	3105	118	
5121	1824	137	
5122	103	137	
5123	1112	75	
5124	3106	186	
5125	3107	75	
5126	1854	1083	
5127	275	4	
5128	997	91	
5129	1132	1091	
5130	1505	58	
5131	1583	137	
5132	1830	1088	
5133	3108	137	
5134	3109	98	
5135	3110	186	
5136	3111	1087	
5137	3112	294	
5138	2809	1084	
5139	3113	137	
5140	3114	1089	
5141	3115	70	
5142	3116	58	
5143	3117	70	
5144	3118	137	
5145	3119	4	
5146	3120	112	
5147	3121	137	
5148	3122	21	
5149	90	1085	
5150	3123	63	
5151	3124	137	
5152	90	1090	
5153	90	1092	
5154	147	103	
5155	161	162	
5156	275	21	
5157	697	1086	
5158	3125	180	
5159	3059	49	
5160	3126	110	
5161	1135	1093	
5162	1135	156	
5163	3127	33	
5164	3128	74	
5165	182	1094	
5166	4	913	
5167	1053	1095	
5168	23	12	
5169	4	645	
5170	3129	6	
5171	3130	137	
5172	3131	27	
5173	3132	29	
5174	3132	95	
5175	3133	137	
5176	3134	294	
5177	3135	33	
5178	3136	4	
5179	3137	156	
5180	3138	4	
5181	3139	612	
5182	3140	137	
5183	3141	444	
5184	3142	370	
5185	3143	118	
5186	3144	118	
5187	1750	1107	
5188	90	1096	
5189	543	1097	
5190	3145	118	
5191	3146	118	
5192	3147	29	
5193	3148	4	
5194	3149	29	
5195	3150	265	
5196	3151	74	
5197	3150	16	
5198	3152	330	
5199	3153	188	
5200	3154	293	
5201	3155	1101	
5202	3156	23	
5203	3157	60	
5204	3158	1103	
5205	3159	110	
5206	3160	1105	
5207	3161	110	
5208	3162	110	
5209	2391	1007	
5210	3042	18	
5211	3042	1100	
5212	348	29	
5213	161	110	
5214	1853	1098	
5215	962	919	
5216	757	744	
5217	123	1099	
5218	2674	393	
5219	1903	1003	
5220	1144	75	
5221	2	110	
5222	244	49	
5223	301	110	
5224	4	6	
5225	90	1106	
5226	697	29	
5227	1808	1104	
5228	997	1102	
5229	997	1047	
5230	3163	29	
5231	3167	4	
5232	3027	29	
5233	3168	29	
5234	4	1037	
5235	3169	4	
5236	3170	110	
5237	3173	29	
5238	3172	135	
5239	3165	110	
5240	3171	29	
5241	3164	110	
5242	3166	110	
5243	3176	29	
5244	1891	1108	
5245	3177	135	
5246	3178	29	
5247	3036	4	
5248	3179	455	
5249	3180	4	
5250	3181	4	
5251	262	1109	
5252	242	1110	
5253	1961	75	
5254	1961	1110	
5255	1961	27	
5256	1961	4	
5257	164	1111	
5258	90	278	
5259	1961	25	
5260	3182	25	
5261	3183	457	
5262	2060	118	
5263	1961	156	
5264	609	1113	
5265	90	1114	
5266	4	1115	
5267	391	33	
5268	19	25	
5269	1903	1116	
5270	3184	26	
5271	3186	21	
5272	3185	110	
5273	3187	25	
5274	3188	1117	
5275	3189	4	
5276	3190	4	
5277	2719	1118	
5278	3191	29	
5279	3192	4	
5280	3193	4	
5281	3194	29	
5282	3195	4	
5283	3196	26	
5284	3197	70	
5285	402	1119	
5286	90	1112	
5287	3198	21	
5288	3199	25	
5289	3200	4	
5290	3201	110	
5291	3201	4	
5292	3202	208	
5293	3204	33	
5294	3205	19	
5295	3203	24	
5296	3206	88	
5297	3207	1120	
5298	3208	21	
5299	3209	110	
5300	3210	135	
5301	3211	4	
5302	3212	602	
5303	3213	1121	
5304	1132	857	
5305	3214	470	
5306	1226	1122	
5307	182	791	
5308	3215	10	
5309	3216	479	
5310	3217	4	
5311	3218	33	
5312	3219	27	
5313	1445	21	
5314	3220	35	
5315	3221	241	
5316	3222	135	
5317	3223	29	
5318	3224	4	
5319	3225	35	
5320	3226	2	
5321	3227	1123	
5322	3228	186	
5323	908	507	
5324	609	113	
5325	3174	4	
5326	430	29	
5327	383	174	
5328	90	1126	
5329	3230	110	
5330	3231	4	
5331	2426	1124	
5332	908	1125	
5333	3229	137	
5334	1840	1127	
5335	3232	110	
5336	127	137	
5337	3175	29	
5338	1602	110	
5339	1388	1128	
5340	3233	118	
5341	3234	27	
5342	1954	1130	
5343	581	1131	
5344	3235	33	
5345	3236	4	
5346	3237	4	
5347	3238	4	
5348	3239	33	
5349	3240	791	
5350	3241	814	
5351	3242	458	
5352	3243	5	
5353	3244	70	
5354	1601	1132	
5355	3245	294	
5356	3246	197	
5357	3247	612	
5358	3248	703	
5359	3249	186	
5360	3250	110	
5361	3251	110	
5362	3252	25	
5363	3253	263	
5364	19	1133	
5365	96	1134	
5366	2147	29	
5367	242	135	
5368	161	197	
5369	3254	137	
5370	3255	953	
5371	3256	16	
5372	3257	110	
5373	90	1088	
5374	3259	4	
5375	3260	1136	
5376	433	1137	
5377	1297	983	
5378	4	543	
5379	315	1138	
5380	182	367	
5381	3261	263	
5382	3262	455	
5383	3263	35	
5384	3264	27	
5385	3265	29	
5386	1815	137	
5387	2767	19	
5388	997	4	
5389	3266	29	
5390	3267	227	
5391	3268	4	
5392	3269	110	
5393	3270	29	
5394	3271	110	
5395	3272	29	
5396	3273	291	
5397	223	29	
5398	17	27	
5399	21	4	
5400	3274	16	
5401	3275	27	
5402	3276	18	
5403	3277	137	
5404	3278	24	
5405	3279	1139	
5406	3029	483	
5407	3280	137	
5408	301	33	
5409	3281	29	
5410	3282	29	
5411	3283	1129	
5412	3284	110	
5413	2043	132	
5414	3285	181	
5415	1615	1140	
5416	3286	121	
5417	3287	25	
5418	3288	5	
5419	3289	5	
5420	3290	26	
5421	161	91	
5422	3291	29	
5423	3292	4	
5424	3293	27	
5425	3294	29	
5426	3295	33	
5427	589	118	
5428	1941	135	
5429	2558	137	
5430	71	293	
5431	3296	21	
5432	1042	21	
5433	711	4	
5434	91	62	
5435	147	110	
5436	730	110	
5437	90	120	
5438	90	135	
5439	997	135	
5440	223	148	
5441	30	18	
5442	887	18	
5443	14	19	
5444	2700	25	
5445	1582	33	
5446	35	33	
5447	90	334	
5448	296	371	
5449	19	5	
5450	39	60	
5451	64	60	
5452	343	894	
5453	28	1121	
5454	35	1121	
5455	1874	1141	
5456	96	1142	
5457	3297	29	
5458	3298	110	
5459	3299	5	
5460	3301	110	
5461	3300	4	
5462	3305	110	
5463	3302	4	
5464	3303	110	
5465	3304	4	
5466	1577	4	
5467	2150	4	
5468	3306	21	
5469	3307	21	
5470	3308	39	
5471	3309	27	
5472	3310	263	
5473	3311	563	
5474	3312	39	
5475	265	186	
5476	1808	35	
5477	18	60	
5478	697	1143	
5479	3313	29	
5480	3314	110	
5481	61	110	
5482	103	446	
5483	18	1144	
5484	2831	782	
5485	3316	29	
5486	3317	118	
5487	251	1049	
5488	3318	21	
5489	182	91	
5490	18	49	
5491	4	1144	
5492	18	91	
5493	543	27	
5494	1534	27	
5495	1033	16	
5496	3205	16	
5497	2513	118	
5498	3319	118	
5499	63	782	
5500	515	110	
5501	3320	27	
5502	3321	110	
5503	3322	118	
5504	18	118	
5505	59	135	
5506	3323	10	
5507	3324	16	
5508	3325	1145	
5509	3326	32	
5510	3327	32	
5511	3328	241	
5512	3329	1146	
5513	454	29	
5514	332	21	
5515	3330	29	
5516	3331	4	
5517	3332	1147	
5518	91	1148	
5519	3333	27	
5520	3266	19	
5521	19	1149	
5522	3334	3	
5523	876	49	
5524	3335	241	
5525	1808	264	
5526	3336	137	
5527	908	1150	
5528	3337	1151	
5529	3338	1152	
5530	3339	1093	
5531	90	1153	
5532	3344	1161	
5533	3345	110	
5534	3346	110	
5535	719	1163	
5536	3347	272	
5537	3348	110	
5538	3351	1164	
5539	2824	1165	
5540	3352	241	
5541	997	953	
5542	3353	10	
5543	3354	29	
5544	161	1162	
5545	3355	1166	
5546	3356	29	
5547	147	278	
5548	251	1167	
5549	3358	156	
5550	3359	27	
5551	1053	1036	
5552	3360	156	
5553	3361	29	
5554	3362	1168	
5555	343	1169	
5556	631	1170	
5557	1884	1171	
5558	3363	33	
5559	3364	4	
5560	3365	39	
5561	3366	29	
5562	737	16	
5563	3367	137	
5564	3368	75	
5565	3369	956	
5566	3349	4	
5567	3371	110	
5568	3372	33	
5569	489	137	
5570	3373	110	
5571	147	1172	
5572	3374	24	
5573	1143	29	
5574	201	186	
5575	420	91	
5576	3375	60	
5577	3376	136	
5578	3377	137	
5579	3378	60	
5580	3379	915	
5581	3380	110	
5582	3381	29	
5583	90	1173	
5584	2626	953	
5585	3382	10	
5586	3383	399	
5587	3384	74	
5588	3337	110	
5589	3385	197	
5590	266	160	
5591	3386	110	
5592	3387	321	
5593	3388	110	
5594	3389	110	
5595	3390	110	
5596	3391	110	
5597	3392	110	
5598	3393	75	
5599	3394	110	
5600	3395	110	
5601	3396	4	
5602	3397	98	
5603	37	10	
5604	3398	1174	
5605	3399	75	
5606	3400	75	
5607	3401	110	
5608	488	1175	
5609	3315	4	
5610	18	110	
5611	908	16	
5612	174	21	
5613	3403	137	
5614	3404	110	
5615	3405	5	
5616	3406	1176	
5617	3407	1177	
5618	3408	3	
5619	3409	110	
5620	201	39	
5621	3410	24	
5622	3411	110	
5623	90	857	
5624	90	953	
5625	3412	110	
5626	3413	110	
5627	3414	29	
5628	3415	29	
5629	3416	74	
5630	3418	29	
5631	90	261	
5632	3419	110	
5633	3325	1139	
5634	3420	1145	
5635	147	1178	
5636	3421	29	
5637	249	197	
5638	804	29	
5639	3422	110	
5640	1914	1179	
5641	3423	110	
5642	2623	1180	
5643	3424	110	
5644	3425	16	
5645	39	18	
5646	3426	27	
5647	1602	75	
5648	3427	25	
5649	2677	110	
5650	3428	4	
5651	1602	49	
5652	3429	321	
5653	3430	1181	
5654	383	4	
5655	3417	4	
5656	3431	563	
5657	3432	738	
5658	3433	110	
5659	3434	110	
5660	3435	110	
5661	3436	119	
5662	3437	4	
5663	3438	4	
5664	161	23	
5665	206	873	
5666	223	27	
5667	307	241	
5668	337	110	
5669	307	110	
5670	580	241	
5671	1301	110	
5672	1388	874	
5673	1398	241	
5674	1495	110	
5675	1543	21	
5676	1718	110	
5677	1740	21	
5678	1740	241	
5679	1740	29	
5680	1770	21	
5681	1785	33	
5682	1785	241	
5683	1914	24	
5684	2147	24	
5685	2193	21	
5686	2460	21	
5687	2481	10	
5688	2482	241	
5689	2482	21	
5690	2494	241	
5691	2505	113	
5692	2551	24	
5693	2553	21	
5694	2566	29	
5695	2629	10	
5696	2980	113	
5697	361	1159	
5698	3445	9	
5699	580	328	
5700	3446	1185	
5701	3447	110	
5702	3448	953	
5703	3449	4	
5704	2053	32	
5705	1693	4	
5706	232	135	
5707	3439	4	
5708	3440	74	
5709	3441	33	
5710	3442	399	
5711	738	273	
5712	266	674	
5713	402	174	
5714	738	6	
5715	90	351	
5716	1632	189	
5717	402	305	
5718	421	629	
5719	61	626	
5720	3444	629	
5721	251	674	
5722	919	25	
5723	919	4	
5724	3451	137	
5725	90	1186	
5726	315	98	
5727	3452	98	
5728	3453	98	
5729	3453	186	
5730	18	909	
5731	919	118	
5732	477	27	
5733	87	118	
5734	1614	118	
5735	2060	191	
5736	206	118	
5737	433	640	
5738	91	758	
5739	61	866	
5740	745	15	
5741	1030	629	
5742	3450	118	
5743	433	118	
5744	126	189	
5745	571	395	
5746	463	425	
5747	266	866	
5748	738	866	
5749	433	866	
5750	463	866	
5751	2796	738	
5752	3350	965	
5753	361	154	
5754	2829	21	
5755	596	1187	
5756	3456	723	
5757	3455	29	
5758	3454	4	
5759	543	234	
5760	3457	33	
5761	3458	597	
5762	3459	33	
5763	3460	24	
5764	3461	98	
5765	3462	294	
5766	1057	738	
5767	1057	395	
5768	1057	118	
5769	1057	866	
5770	1	399	
5771	2246	27	
5772	1878	395	
5773	925	118	
5774	1057	174	
5775	1169	191	
5776	1057	640	
5777	1440	4	
5778	2243	4	
5779	3450	189	
5780	1057	15	
5781	3464	334	
5782	2	1188	
5783	2899	316	
5784	3465	110	
5785	402	33	
5786	2206	27	
5787	3466	75	
5788	1224	29	
5789	90	738	
5790	3467	10	
5791	3468	110	
5792	3463	189	
5793	55	39	
5794	3469	428	
5795	3470	107	
5796	2507	4	
5797	3471	791	
5798	3472	110	
5799	3473	110	
5800	3474	49	
5801	3475	726	
5802	3373	29	
5803	2899	954	
5804	2	1191	
5805	3476	156	
5806	3477	156	
5807	3478	33	
5808	3027	1192	
5809	3479	234	
5810	3480	186	
5811	2684	98	
5812	3481	563	
5813	3482	563	
5814	985	1193	
5815	3483	738	
5816	37	629	
5817	3484	341	
5818	3485	4	
5819	985	4	
5820	3486	27	
5821	3487	321	
5822	2042	27	
5823	91	174	
5824	3488	4	
5825	803	35	
5826	3483	4	
5827	3489	1194	
5828	91	1194	
5829	433	189	
5830	3490	189	
5831	2042	1195	
5832	3491	112	
5833	3492	33	
5834	3493	1054	
5835	2770	137	
5836	3494	29	
5837	232	735	
5838	3495	29	
5839	1808	1061	
5840	3450	866	
5841	3496	110	
5842	3497	29	
5843	1388	4	
5844	33	21	
5845	3498	110	
5846	3499	355	
5847	851	1196	
5848	261	1190	
5849	922	110	
5850	3500	70	
5851	3488	27	
5852	3503	1197	
5853	3504	174	
5854	433	1197	
5855	3505	1198	
5856	2009	118	
5857	383	1195	
5858	37	174	
5859	1605	118	
5860	383	812	
5861	1672	393	
5862	1645	135	
5863	3486	118	
5864	3506	24	
5865	975	1199	
5866	3450	6	
5867	997	1200	
5868	1808	1201	
5869	3507	266	
5870	123	61	
5871	1253	687	
5872	1164	268	
5873	2188	778	
5874	3511	110	
5875	3512	110	
5876	1824	75	
5877	1808	825	
5878	582	526	
5879	2317	33	
5880	3513	241	
5881	3514	113	
5882	260	1205	
5883	3515	10	
5884	3504	1206	
5885	3516	110	
5886	3517	110	
5887	3518	27	
5888	3519	241	
5889	203	1207	
5890	2550	27	
5891	2505	1208	
5892	3520	10	
5893	2553	1209	
5894	3521	29	
5895	2700	110	
5896	3522	33	
5897	3523	29	
5898	161	1210	
5899	3524	28	
5900	1202	186	
5901	952	1211	
5902	3525	33	
5903	3526	526	
5904	3527	75	
5905	995	1212	
5906	3528	26	
5907	406	1213	
5908	3529	27	
5909	3530	579	
5910	1304	1214	
5911	130	561	
5912	103	320	
5913	3531	186	
5914	3532	156	
5915	3533	10	
5916	3534	4	
5917	182	738	
5918	1364	186	
5919	3085	362	
5920	1614	1195	
5921	3537	305	
5922	3538	412	
5923	621	412	
5924	3539	189	
5925	738	1197	
5926	3540	399	
5927	266	104	
5928	3541	189	
5929	621	1195	
5930	383	72	
5931	688	90	
5932	23	74	
5933	3452	25	
5934	3453	72	
5935	383	90	
5936	3544	273	
5937	3545	4	
5938	985	27	
5939	14	391	
5940	3546	27	
5941	3547	27	
5942	2009	11	
5943	383	1218	
5944	71	27	
5945	603	25	
5946	3505	118	
5947	3548	4	
5948	745	1197	
5949	3549	27	
5950	37	491	
5951	3550	391	
5952	3548	27	
5953	3488	21	
5954	3548	1034	
5955	3551	27	
5956	433	1176	
5957	3552	273	
5958	266	11	
5959	3553	29	
5960	3554	137	
5961	971	29	
5962	908	1219	
5963	3555	29	
5964	246	33	
5965	3556	477	
5966	3557	1220	
5967	3558	4	
5968	3559	4	
5969	820	29	
5970	3560	110	
5971	1914	4	
5972	35	1215	
5973	3564	110	
5974	3565	110	
5975	3566	110	
5976	3567	27	
5977	3568	4	
5978	3571	110	
5979	3569	4	
5980	3570	4	
5981	3572	21	
5982	3573	4	
5983	3245	75	
5984	3574	110	
5985	3575	1189	
5986	3576	4	
5987	3577	75	
5988	3578	1077	
5989	3579	156	
5990	3580	156	
5991	4	908	
5992	3581	186	
5993	279	25	
5994	53	1067	
5995	3582	21	
5996	1150	1068	
5997	161	227	
5998	160	1068	
5999	1165	1069	
6000	1154	58	
6001	2736	146	
6002	3583	21	
6003	645	58	
6004	3584	136	
6005	3585	21	
6006	407	10	
6007	1135	103	
6008	53	162	
6009	147	325	
6010	3582	58	
6011	64	137	
6012	3586	334	
6013	3588	4	
6014	2060	835	
6015	389	703	
6016	53	61	
6017	1090	294	
6018	90	1070	
6019	251	833	
6020	3589	26	
6021	217	738	
6022	534	75	
6023	90	703	
6024	816	98	
6025	91	39	
6026	91	294	
6027	3590	75	
6028	3109	1071	
6029	3591	32	
6030	3592	32	
6031	3593	32	
6032	1985	120	
6033	505	32	
6034	3594	91	
6035	3587	21	
6036	2270	21	
6037	1164	372	
6038	1951	4	
6039	2277	461	
6040	3595	126	
6041	26	440	
6042	3596	108	
6043	2283	2	
6044	1281	58	
6045	3597	456	
6046	3598	294	
6047	3599	21	
6048	3600	122	
6049	3601	21	
6050	251	29	
6051	3602	4	
6052	1132	24	
6053	4	72	
6054	3603	105	
6055	3603	58	
6056	3604	33	
6057	3477	1161	
6058	3078	1161	
6059	123	1224	
6060	3605	1161	
6061	3606	814	
6062	3607	33	
6063	3608	33	
6064	3609	33	
6065	3609	21	
6066	2824	136	
6067	1253	718	
6068	1991	1225	
6069	184	1225	
6070	3078	1226	
6071	3477	1227	
6072	3610	1228	
6073	3611	21	
6074	3612	307	
6075	3613	1222	
6076	2019	1229	
6077	3614	15	
6078	3615	70	
6079	251	121	
6080	3616	136	
6081	3617	1230	
6082	3622	1233	
6083	3610	70	
6084	2229	1234	
6085	139	1231	
6086	3618	814	
6087	123	1235	
6088	90	1232	
6089	1991	1161	
6090	3619	718	
6091	3620	1161	
6092	3623	1161	
6093	3621	21	
6094	862	1236	
6095	1173	262	
6096	266	249	
6097	433	1198	
6098	3624	39	
6099	3625	137	
6100	121	1238	
6101	206	1239	
6102	14	138	
6103	3626	39	
6104	28	76	
6105	381	275	
6106	91	1240	
6107	3627	29	
6108	543	70	
6109	903	121	
6110	132	965	
6111	3628	4	
6112	1050	1241	
6113	546	70	
6114	206	1242	
6115	3629	278	
6116	3630	4	
6117	3631	21	
6118	3585	120	
6119	3632	58	
6120	91	1243	
6121	3633	1244	
6122	2063	29	
6123	1144	32	
6124	3634	29	
6125	924	58	
6126	443	507	
6127	3635	60	
6128	3636	1245	
6129	3637	118	
6130	3638	25	
6131	4	1246	
6132	3639	88	
6133	252	4	
6134	7	1247	
6135	461	1248	
6136	121	25	
6137	3640	1090	
6138	3641	373	
6139	3642	24	
6140	90	899	
6141	139	1249	
6142	3502	110	
6143	1143	1250	
6144	3501	4	
6145	922	186	
6146	3643	110	
6147	1489	86	
6148	3644	4	
6149	1824	186	
6150	3645	98	
6151	2388	186	
6152	3646	738	
6153	3561	4	
6154	361	612	
6155	1808	110	
6156	3648	29	
6157	3547	393	
6158	383	6	
6159	688	32	
6160	193	74	
6161	3649	110	
6162	3650	110	
6163	3651	110	
6164	3652	563	
6165	3653	6	
6166	3654	110	
6167	3655	27	
6168	3656	26	
6169	2836	18	
6170	3657	27	
6171	3658	1256	
6172	3659	4	
6173	3660	334	
6174	3661	110	
6175	3662	16	
6176	3663	137	
6177	301	1258	
6178	128	4	
6179	803	4	
6180	90	991	
6181	1291	4	
6182	1183	393	
6183	2856	273	
6184	762	4	
6185	100	4	
6186	489	187	
6187	463	4	
6188	266	305	
6189	3665	186	
6190	223	156	
6191	2684	1259	
6192	3666	186	
6193	3667	29	
6194	301	98	
6195	328	33	
6196	832	189	
6197	953	1260	
6198	3668	29	
6199	811	29	
6200	3669	110	
6201	3670	21	
6202	3671	60	
6203	3672	4	
6204	3336	897	
6205	3673	110	
6206	263	1261	
6207	135	18	
6208	2037	7	
6209	3536	350	
6210	1914	1262	
6211	251	33	
6212	90	1263	
6213	281	738	
6214	3676	1264	
6215	3677	29	
6216	406	1265	
6217	2899	181	
6218	3678	32	
6219	3679	32	
6220	3680	32	
6221	3681	22	
6222	3682	22	
6223	3683	32	
6224	90	1221	
6225	3486	4	
6226	1642	6	
6227	745	100	
6228	620	291	
6229	3383	6	
6230	982	674	
6231	948	100	
6232	745	118	
6233	232	961	
6234	931	27	
6235	232	305	
6236	37	1174	
6237	369	4	
6238	23	6	
6239	1763	321	
6240	3684	563	
6241	3685	563	
6242	3686	206	
6243	3687	137	
6244	852	29	
6245	3688	791	
6246	3689	4	
6247	3446	110	
6248	688	29	
6249	1543	241	
6250	14	110	
6251	2569	21	
6252	503	10	
6253	1785	27	
6254	851	896	
6255	908	570	
6256	2111	241	
6257	1972	353	
6258	1785	29	
6259	2081	483	
6260	2482	113	
6261	135	129	
6262	1743	1116	
6263	387	29	
6264	2566	113	
6265	1733	873	
6266	337	21	
6267	2507	5	
6268	2	1266	
6269	3690	29	
6270	30	1267	
6271	3691	6	
6272	251	1268	
6273	2758	91	
6274	3692	129	
6275	3693	10	
6276	3694	5	
6277	3695	137	
6278	1304	367	
6279	289	1133	
6280	3696	29	
6281	1388	49	
6282	103	1269	
6283	1893	186	
6284	952	156	
6285	25	25	
6286	1785	1270	
6287	3698	241	
6288	3699	4	
6289	3700	110	
6290	1874	70	
6291	3702	33	
6292	3703	1058	
6293	3704	29	
6294	3705	1271	
6295	96	188	
6296	3706	29	
6297	3707	4	
6298	3708	27	
6299	103	563	
6300	3710	70	
6301	3711	4	
6302	3712	4	
6303	3713	4	
6304	3714	25	
6305	3715	25	
6306	3716	25	
6307	3717	110	
6308	3718	563	
6309	3719	137	
6310	3720	4	
6311	3722	25	
6312	3723	1036	
6313	3724	35	
6314	3725	110	
6315	3726	110	
6316	147	1272	
6317	39	1273	
6318	124	1274	
6319	3614	688	
6320	3728	136	
6321	3729	740	
6322	3730	136	
6323	3731	1237	
6324	39	49	
6325	2649	29	
6326	443	386	
6327	95	455	
6328	442	1275	
6329	3732	1163	
6330	3709	4	
6331	3733	3	
6332	3734	60	
6333	103	75	
6334	3735	149	
6335	3736	29	
6336	3738	137	
6337	124	1276	
6338	30	1266	
6339	3741	18	
6340	3742	27	
6341	3743	563	
6342	1903	997	
6343	3744	21	
6344	3745	49	
6345	3746	27	
6346	3747	16	
6347	3748	137	
6348	3727	1278	
6349	3749	110	
6350	3750	110	
6351	3299	16	
6352	3674	27	
6353	3247	25	
6354	3751	470	
6355	3369	18	
6356	3954	4	
6357	3955	18	
6358	1217	29	
6359	3956	29	
6360	3957	563	
6361	3958	29	
6362	30	1288	
6363	6	29	
6364	14	10	
6365	105	10	
6366	105	110	
6367	105	113	
6368	160	113	
6369	160	1284	
6370	175	110	
6371	175	241	
6372	175	264	
6373	182	27	
6374	182	264	
6375	182	1023	
6376	197	10	
6377	206	353	
6378	241	186	
6379	274	110	
6380	357	384	
6381	444	27	
6382	444	29	
6383	444	241	
6384	584	21	
6385	609	264	
6386	609	861	
6387	683	27	
6388	908	21	
6389	915	10	
6390	916	1279	
6391	917	110	
6392	917	1180	
6393	1059	4	
6394	1059	264	
6395	1259	29	
6396	1442	24	
6397	1445	29	
6398	1543	4	
6399	1543	110	
6400	1543	353	
6401	1724	33	
6402	1741	21	
6403	1741	26	
6404	1743	10	
6405	1744	10	
6406	1782	29	
6407	2342	29	
6408	2399	1281	
6409	2450	29	
6410	2481	21	
6411	2481	27	
6412	2481	264	
6413	2496	241	
6414	3283	29	
6415	3841	10	
6416	3903	110	
6417	3893	21	
6418	3906	29	
6419	3883	10	
6420	3952	10	
6421	3952	21	
6422	3952	110	
6423	3952	264	
6424	3934	241	
6425	3931	10	
6426	3890	29	
6427	3898	241	
6428	3838	1285	
6429	3859	278	
6430	3848	10	
6431	3923	10	
6432	3884	10	
6433	3841	110	
6434	3812	110	
6435	3815	110	
6436	3815	10	
6437	3817	24	
6438	3818	29	
6439	3821	1283	
6440	3828	29	
6441	3831	29	
6442	3886	10	
6443	3925	10	
6444	3818	278	
6445	3780	241	
6446	3786	29	
6447	3790	10	
6448	3943	29	
6449	3926	10	
6450	3796	110	
6451	3762	10	
6452	3762	27	
6453	3766	29	
6454	3770	1286	
6455	3772	113	
6456	3773	29	
6457	3777	29	
6458	3778	10	
6459	3778	21	
6460	3833	10	
6461	3834	25	
6462	3835	25	
6463	3835	110	
6464	3752	10	
6465	3753	110	
6466	3754	27	
6467	3832	10	
6468	3861	4	
6469	3775	4	
6470	3755	5	
6471	3756	110	
6472	3757	873	
6473	3758	21	
6474	3759	21	
6475	3760	29	
6476	3761	110	
6477	3763	110	
6478	3765	110	
6479	3767	113	
6480	3768	110	
6481	3769	110	
6482	3772	1287	
6483	3774	110	
6484	3776	10	
6485	3781	10	
6486	3782	10	
6487	3783	29	
6488	3784	110	
6489	3785	21	
6490	3787	21	
6491	3788	27	
6492	3789	872	
6493	3791	29	
6494	3792	21	
6495	3793	110	
6496	3794	21	
6497	3795	29	
6498	3796	29	
6499	3797	29	
6500	3798	10	
6501	3799	27	
6502	3800	353	
6503	3801	27	
6504	3802	10	
6505	3803	21	
6506	3804	10	
6507	3805	24	
6508	3806	10	
6509	3807	29	
6510	3808	29	
6511	3809	10	
6512	3810	241	
6513	3811	10	
6514	3813	29	
6515	3814	29	
6516	3816	10	
6517	3819	110	
6518	3820	241	
6519	3821	29	
6520	3822	353	
6521	3823	110	
6522	3824	10	
6523	3825	110	
6524	3826	10	
6525	3827	871	
6526	3829	187	
6527	3830	21	
6528	3836	241	
6529	3837	110	
6530	3839	21	
6531	3840	241	
6532	3842	29	
6533	3843	29	
6534	3844	10	
6535	3845	10	
6536	3846	29	
6537	3847	110	
6538	3849	29	
6539	3850	10	
6540	3851	10	
6541	3852	29	
6542	3853	24	
6543	3854	10	
6544	3855	241	
6545	3856	10	
6546	3857	29	
6547	3858	873	
6548	3859	10	
6549	3860	241	
6550	3862	10	
6551	3863	10	
6552	3864	10	
6553	3865	33	
6554	3866	455	
6555	3867	4	
6556	3868	110	
6557	3869	110	
6558	3870	241	
6559	3871	110	
6560	3872	241	
6561	3873	241	
6562	3874	10	
6563	3875	29	
6564	3876	276	
6565	3878	10	
6566	3879	110	
6567	3880	27	
6568	3881	27	
6569	3882	27	
6570	3885	21	
6571	3887	10	
6572	3888	10	
6573	3889	110	
6574	3891	264	
6575	3892	10	
6576	3894	21	
6577	3895	10	
6578	3896	21	
6579	3897	33	
6580	3899	1282	
6581	3900	241	
6582	3901	10	
6583	3902	241	
6584	3903	10	
6585	3904	10	
6586	3905	264	
6587	3906	21	
6588	3907	10	
6589	3908	10	
6590	3909	10	
6591	3910	10	
6592	3911	29	
6593	3912	29	
6594	3913	10	
6595	3914	27	
6596	3915	21	
6597	3916	241	
6598	3917	21	
6599	3918	21	
6600	3919	21	
6601	3920	241	
6602	3921	10	
6603	3922	241	
6604	3924	21	
6605	3927	21	
6606	3928	29	
6607	3929	110	
6608	3930	276	
6609	3932	241	
6610	3933	33	
6611	3934	10	
6612	3935	10	
6613	3936	10	
6614	3937	29	
6615	3938	241	
6616	3939	1282	
6617	3940	10	
6618	3941	110	
6619	3942	1280	
6620	3944	264	
6621	3945	10	
6622	3946	29	
6623	3947	10	
6624	3948	353	
6625	3949	24	
6626	3949	29	
6627	3950	4	
6628	3951	10	
6629	3952	33	
6630	3953	10	
6631	3959	110	
6632	3960	110	
6633	3961	1065	
6634	851	197	
