ST	abcZ	adk	aroE	fumC	gdh	pdhC	pgm	clonal_complex
14155	11	10	18	8	11	4	21	ST-22 complex
14156	4	10	153	40	3	11	9	ST-269 complex
14157	12	2	4	8	13	205	9	
14158	7	3	10	26	10	589	601	
14159	7	8	4	19	25	1	2	ST-18 complex
14160	7	5	1	13	82	222	406	ST-213 complex
14161	1	5	4	53	26	41	756	ST-162 complex
14162	17	8	10	9	36	26	2	
14163	8	5	6	17	560	18	44	ST-103 complex
14164	2	10	13	18	6	10	16	ST-35 complex
14165	10	6	9	5	106	291	9	ST-41/44 complex
14166	11	5	18	8	11	606	21	ST-22 complex
14167	8	6	6	17	8	6	8	
14168	11	5	18	8	11	24	17	ST-22 complex
14169	7	5	18	13	36	53	12	ST-213 complex
14170	7	5	1	13	8	53	6	ST-213 complex
14171	1	5	518	53	26	41	3	ST-162 complex
14172	820	43	97	108	834	834	37	
14173	29	45	98	100	86	44	56	
14174	80	51	48	96	94	46	56	ST-613 complex (lactamica)
14175	18	88	39	147	142	46	105	
14176	84	37	98	50	90	46	45	ST-640 complex (lactamica)
14177	40	53	54	787	95	44	43	
14178	80	51	39	96	94	46	56	ST-613 complex (lactamica)
14179	80	65	48	165	94	46	56	ST-613 complex (lactamica)
14180	84	37	48	50	90	46	45	ST-640 complex (lactamica)
14181	54	45	48	165	94	46	56	ST-613 complex (lactamica)
14182	80	45	48	165	94	834	56	ST-613 complex (lactamica)
14183	7	16	55	10	976	78	46	ST-178 complex
14184	8	105	52	255	3	11	7	ST-1572 complex
14185	27	6	9	3	977	6	16	
14186	920	3	4	3	8	4	6	ST-11 complex
14187	3	6	9	5	978	6	9	ST-41/44 complex
14188	27	6	9	3	979	6	16	
14189	2	3	4	3	980	4	6	ST-11 complex
14190	27	6	9	3	3	941	16	
14191	921	6	9	1029	3	6	16	
14192	2	3	4	1030	981	4	6	ST-11 complex
14193	10	5	18	1031	982	9	17	ST-23 complex
14194	17	5	973	10	3	26	2	ST-60 complex
14195	922	3	58	275	30	5	255	ST-4821 complex
14196	3	6	9	15	8	6	9	ST-41/44 complex
14197	923	3	4	3	8	4	6	ST-11 complex
14198	13	6	2	17	26	4	53	
14199	9	5	5	4	9	6	8	
14200	7	5	1	13	36	53	983	ST-213 complex
14201	2	3	974	17	8	4	6	ST-11 complex
14202	890	10	5	4	6	3	8	ST-32 complex
14203	891	3	4	3	8	4	6	ST-11 complex
14204	924	10	5	4	761	3	8	ST-32 complex
14205	925	6	219	5	9	6	9	ST-41/44 complex
14206	926	5	62	7	8	6	21	
14207	927	10	11	18	9	10	12	ST-35 complex
14208	928	5	18	9	11	9	17	ST-23 complex
14209	930	4	9	17	5	6	2	ST-103 complex
14210	929	10	15	9	8	11	9	ST-269 complex
14211	4	702	975	5	38	11	9	
14212	3	702	9	5	9	6	9	ST-41/44 complex
14213	2	701	4	3	8	4	6	ST-11 complex
14214	1	5	976	53	26	41	3	ST-162 complex
14215	9	6	751	1033	9	126	9	ST-41/44 complex
14216	17	5	19	1034	3	26	2	ST-60 complex
14217	4	10	15	1035	8	11	74	ST-269 complex
14218	4	3	11	1036	6	10	12	ST-35 complex
14219	3	10	9	5	983	6	12	ST-41/44 complex
14220	9	5	9	13	984	53	15	ST-213 complex
14221	3	27	9	5	983	6	12	ST-41/44 complex
14222	7	5	1	13	986	53	322	ST-213 complex
14223	4	10	15	9	987	11	17	ST-269 complex
14224	2	3	4	3	988	4	6	ST-11 complex
14225	4	3	2	17	989	11	9	
14226	2	5	1	13	990	53	15	ST-213 complex
14227	7	5	1	13	36	942	15	ST-213 complex
14228	3	6	9	5	9	943	8	ST-41/44 complex
14229	3	6	34	5	11	6	984	ST-41/44 complex
14230	9	6	18	9	249	6	985	ST-41/44 complex
14231	219	5	4	17	11	8	986	
14232	7	5	1	13	36	53	987	ST-213 complex
14233	8	10	154	17	26	21	340	
14234	10	29	2	26	11	3	12	
14235	933	4	17	15	30	7	990	ST-198 complex
14236	5	4	17	15	11	7	12	ST-198 complex
14237	16	2	6	25	17	25	991	ST-53 complex
14238	12	6	9	162	9	6	989	ST-41/44 complex
14239	7	16	55	1037	3	56	46	ST-178 complex
14240	8	4	34	17	194	18	15	ST-103 complex
14241	311	2	53	24	259	6	373	
14242	5	4	17	17	14	7	904	ST-198 complex
14243	6	5	6	1039	34	945	62	
14244	222	704	58	275	386	18	255	ST-4821 complex
14245	20	2	53	259	3	116	373	
14246	8	5	7	17	8	31	320	ST-865 complex
14247	8	6	6	17	249	31	8	
14248	1	3	19	9	62	21	2	
14249	46	60	972	26	985	13	8	
14250	6	5	7	17	17	24	120	
14251	8	6	6	1119	8	31	8	
14252	109	39	170	1118	148	153	65	
14253	935	39	170	111	992	153	65	
14254	1017	4	17	15	30	7	12	ST-198 complex
14255	2	29	2	26	739	755	522	
14256	20	3	2	26	263	15	112	
14257	4	10	1047	740	26	3	8	ST-32 complex
14258	20	5	467	9	21	9	251	
14259	4	10	2	25	3	6	20	
14260	4	10	2	4	6	4	8	ST-32 complex
14261	5	3	19	17	3	21	2	ST-60 complex
14262	25	6	9	9	9	6	885	ST-41/44 complex
14263	175	5	5	17	3	4	124	
14264	8	10	5	1120	6	3	8	ST-32 complex
14265	6	3	1048	7	6	18	77	
14266	4	10	38	18	6	10	12	ST-35 complex
14267	7	5	10	26	6	1	16	
14268	4	10	2	11	3	11	9	ST-269 complex
14269	8	4	13	17	5	24	2	ST-103 complex
14270	843	10	15	9	17	11	9	ST-269 complex
14271	12	5	12	35	60	7	17	ST-461 complex
14272	8	111	4	1	58	17	20	
14273	6	5	9	12	6	13	14	
14274	126	39	67	238	148	719	133	
14275	936	705	979	1040	993	946	993	
14276	949	715	932	793	1002	957	823	
14277	964	5	18	8	11	24	21	ST-22 complex
14278	2	3	275	13	11	8	21	
14279	80	45	48	1042	86	44	86	
14280	7	8	10	56	10	1	16	ST-18 complex
14281	4	6	12	13	5	6	152	
14282	689	5	6	17	560	18	2	ST-103 complex
14283	59	39	921	78	148	153	65	
14284	2	16	12	19	3	24	7	ST-254 complex
14285	961	365	995	1054	540	963	643	
14286	985	749	311	1081	1039	986	1051	
14287	522	680	955	500	545	543	541	
14288	960	725	280	339	1016	962	1027	
14289	959	724	554	500	1015	522	511	
14290	9	6	411	9	9	6	9	ST-41/44 complex
14291	4	3	11	17	6	10	415	ST-35 complex
14292	41	6	351	76	562	6	311	
14293	242	173	666	301	279	257	790	
14294	786	66	994	100	219	43	157	
14295	59	39	1005	156	188	71	133	
14296	109	39	1027	111	148	153	65	
14297	988	736	1016	1071	1024	990	1061	
14298	735	755	289	255	740	860	757	
14299	884	39	67	78	148	71	65	
14300	59	112	942	111	189	153	65	
14301	685	453	738	698	707	711	1039	
14302	8	5	53	55	25	24	17	
14303	12	6	6	72	8	26	139	
14304	59	39	67	78	840	153	65	
14305	23	6	9	9	9	235	301	ST-41/44 complex
14306	20	7	9	988	9	127	121	
14307	8	5	6	40	8	31	30	
14308	59	39	67	156	148	71	1095	
14309	109	39	67	111	146	153	133	
14310	1019	39	67	156	188	71	133	
14311	435	39	67	237	146	71	65	
14312	59	39	170	157	148	71	133	
14313	200	39	67	1124	148	153	65	
14314	109	39	67	156	152	71	1096	
14315	7	16	12	10	3	32	46	ST-178 complex
14316	20	3	13	25	6	155	77	
14317	6	41	9	9	9	6	321	ST-41/44 complex
14318	4	10	79	1125	6	189	12	ST-35 complex
14319	12	5	18	9	11	9	1097	ST-23 complex
14320	126	39	67	111	148	668	65	
14321	6	5	944	113	21	24	2	
14322	8	35	639	264	5	3	8	
14323	12	17	26	34	11	24	9	
14324	3	6	19	11	3	6	9	ST-41/44 complex
14325	6	5	10	17	21	24	8	
14326	6	5	7	17	21	24	120	
14327	8	5	6	17	560	32	2	ST-103 complex
14328	1016	5	7	8	9	24	120	
14329	79	3	6	39	9	22	9	
14330	435	39	170	1025	148	153	65	
14331	126	39	67	238	147	928	133	
14332	917	112	67	990	148	934	65	
14333	917	142	67	156	188	153	65	
14334	109	39	170	111	950	153	65	
14335	59	112	67	990	148	71	65	
14336	109	39	170	111	971	153	65	
14337	917	39	67	78	148	153	133	
14338	8	5	6	17	9	31	8	
14339	126	39	67	238	148	935	133	
14340	917	39	67	111	150	153	65	
14341	59	39	67	78	148	928	65	
14342	59	39	67	158	148	936	65	
14343	126	39	67	1026	148	153	981	
14344	4	35	11	18	6	10	12	ST-35 complex
14345	59	39	956	78	149	154	65	
14346	918	39	67	78	148	153	65	
14347	59	39	67	1027	148	153	133	
14348	59	39	67	78	148	937	65	
14349	917	39	170	78	149	154	133	
14350	917	39	67	156	150	153	65	
14351	59	39	67	1026	148	153	65	
14352	59	39	170	78	146	938	65	
14353	109	39	170	111	148	928	65	
14354	126	39	67	238	148	928	133	
14355	8	5	6	2	560	18	2	ST-103 complex
14356	12	5	18	9	11	1028	17	ST-23 complex
14357	6	5	322	11	1084	280	17	
14358	4	10	1049	9	36	11	9	ST-269 complex
14359	8	5	15	17	30	15	2	ST-865 complex
14360	4	10	47	17	6	11	12	ST-35 complex
14361	12	5	12	1126	60	22	17	ST-461 complex
14362	12	5	12	35	192	22	9	ST-461 complex
14363	4	10	34	13	38	11	8	
14364	3	10	9	5	9	18	22	ST-41/44 complex
14365	7	18	15	19	10	6	1099	
14366	2	3	4	110	8	4	6	ST-11 complex
14367	126	39	67	238	839	153	133	
14368	20	6	9	17	9	11	9	ST-41/44 complex
14369	59	39	67	158	148	1029	65	
14370	59	142	67	78	148	153	133	
14371	7	10	10	26	10	1	16	ST-18 complex
14372	28	6	9	1127	9	6	9	ST-41/44 complex
14373	12	5	18	1128	11	9	17	ST-23 complex
14374	10	223	19	17	3	9	2	ST-60 complex
14375	46	703	2	7	26	20	2	
14376	4	10	2	25	6	4	6	
14377	1020	6	9	9	9	6	12	ST-41/44 complex
14378	132	10	832	17	62	21	12	
14379	20	3	2	5	26	15	112	
14380	222	5	58	261	263	5	255	ST-4821 complex
14381	5	4	29	15	30	7	12	ST-198 complex
14382	2	6	9	17	9	6	988	ST-41/44 complex
14383	9	6	9	8	5	6	9	ST-41/44 complex
14384	27	6	384	3	9	6	16	
14385	931	10	6	16	3	11	20	
14386	6	7	12	56	26	18	8	ST-175 complex
14387	2	5	6	1	22	21	8	
14388	35	24	1050	48	6	48	41	ST-192 complex
14389	35	24	15	1129	6	48	41	ST-192 complex
14390	12	16	9	133	9	22	18	
14391	46	3	4	216	6	41	464	
14392	59	39	67	156	146	153	65	
14393	128	39	67	78	149	71	223	
14394	109	39	67	190	149	153	65	
14395	126	39	67	238	188	153	133	
14396	276	4	9	141	2	425	357	
14397	128	39	67	157	147	153	133	
14398	4	3	19	18	9	10	10	
14399	109	39	170	238	148	153	133	
14400	126	39	2	238	148	153	133	
14401	20	7	9	8	9	127	2	
14402	74	49	48	50	92	46	56	ST-640 complex (lactamica)
14403	1025	790	746	764	1086	192	28	
14404	2	5	2	92	71	65	53	
14405	1023	4	6	17	5	18	2	ST-103 complex
14406	1024	5	467	3	21	9	251	
14407	8	5	13	11	6	1030	2	ST-2057 complex
14408	59	39	170	158	148	71	133	
14409	46	7	4	9	26	9	8	ST-175 complex
14410	276	4	9	141	5	425	425	
14411	12	3	6	39	1083	22	9	
14412	6	5	7	17	17	24	21	
14413	126	39	170	78	146	153	65	
14414	59	39	67	157	1051	153	65	
14415	126	39	170	78	149	71	65	
14416	1026	39	67	78	148	153	65	
14417	126	39	170	111	146	154	65	
14418	109	39	170	78	147	154	65	
14419	109	39	170	1134	148	668	65	
14420	59	39	67	111	188	71	65	
14421	59	39	658	111	148	153	65	
14422	59	39	170	158	148	153	65	
14423	109	39	67	158	147	153	65	
14424	80	796	48	50	92	46	1107	ST-640 complex (lactamica)
14425	59	39	67	78	148	1031	65	
14426	88	797	39	45	1095	42	56	ST-1494 complex (lactamica)
14427	7	5	1	9	36	1033	15	ST-213 complex
14428	109	39	170	111	149	154	65	
14429	59	39	170	111	148	1032	65	
14430	559	46	102	89	91	82	1011	ST-595 complex (lactamica)
14431	276	4	9	9	5	247	340	
14432	200	39	67	156	147	71	65	
14433	498	65	97	45	528	954	40	
14434	59	39	67	190	146	153	133	
14435	59	39	67	190	188	153	133	
14436	59	39	67	239	189	153	65	
14437	83	37	48	52	396	44	1012	
14438	33	337	48	510	134	44	1013	
14439	80	45	48	1049	94	46	56	ST-613 complex (lactamica)
14440	131	37	169	1048	1008	46	88	
14441	74	718	42	45	87	46	94	
14442	131	47	169	102	81	46	1018	
14443	129	39	67	1091	149	153	65	
14444	80	719	48	96	94	46	56	ST-613 complex (lactamica)
14445	499	334	42	47	87	46	1019	
14446	126	39	67	111	148	996	65	
14447	498	37	97	94	528	958	40	
14448	995	39	67	111	148	153	65	
14449	29	46	42	94	1009	959	107	
14450	499	714	42	47	1003	46	39	
14451	59	112	67	157	147	71	133	
14452	200	39	67	156	188	71	65	
14453	5	4	17	15	1096	7	12	ST-198 complex
14454	61	716	635	501	141	415	518	
14455	499	717	42	47	87	46	39	
14456	10	5	18	9	260	9	17	ST-23 complex
14457	35	24	76	48	1097	48	41	ST-192 complex
14458	498	65	97	45	528	955	40	
14459	498	65	97	45	1004	47	40	
14460	953	43	42	50	1005	42	37	
14461	499	334	42	47	87	956	39	
14462	80	335	48	96	94	46	1015	ST-613 complex (lactamica)
14463	80	610	169	1047	86	44	56	
14464	126	39	67	190	734	153	133	
14465	80	43	48	45	94	46	1016	ST-613 complex (lactamica)
14466	59	39	170	238	146	154	65	
14467	80	43	169	45	94	46	1016	
14468	498	65	988	45	528	47	40	
14469	954	65	48	50	90	50	1017	
14470	80	45	989	96	94	46	56	ST-613 complex (lactamica)
14471	80	45	48	96	1006	46	56	ST-613 complex (lactamica)
14472	131	47	48	1048	81	46	88	ST-624 complex (lactamica)
14473	59	39	170	190	148	71	65	
14474	4	10	5	4	6	3	1108	ST-32 complex
14475	559	46	102	89	91	46	1011	ST-595 complex (lactamica)
14476	80	45	48	96	1007	46	56	ST-613 complex (lactamica)
14477	16	2	6	25	1098	25	22	ST-53 complex
14478	9	6	9	56	9	6	9	ST-41/44 complex
14479	976	738	1009	1068	1028	977	1041	
14480	1027	43	959	1135	92	46	1109	
14481	83	49	959	1135	92	46	965	
14482	80	45	87	45	165	44	45	
14483	74	44	68	108	821	46	1110	
14484	83	65	42	45	93	46	1111	
14485	4	10	2	218	8	1	20	
14486	2	16	34	11	13	22	17	
14487	140	5	9	173	175	41	165	
14488	3	6	9	5	9	6	63	ST-41/44 complex
14489	2	795	335	241	42	222	287	
14490	435	39	170	111	148	154	65	
14491	12	5	18	9	11	9	1123	ST-23 complex
14492	2	3	4	3	1102	4	6	ST-11 complex
14493	10	802	18	9	11	9	2	ST-23 complex
14494	12	5	15	17	8	21	2	ST-865 complex
14495	4	10	161	9	6	24	3	
14496	140	5	9	173	175	34	1106	
14497	1	5	13	53	26	1037	3	ST-162 complex
14498	6	41	108	15	21	6	9	
14499	5	4	17	717	14	7	12	ST-198 complex
14500	8	6	17	3	9	26	16	
14501	12	5	18	1137	11	9	17	ST-23 complex
14502	1033	5	7	17	21	24	17	
14503	222	3	58	275	30	34	255	ST-4821 complex
14504	13	29	2	17	9	65	17	
14505	8	5	4	17	8	21	20	ST-865 complex
14506	12	2	9	8	194	24	21	
14507	4	10	2	9	392	483	1105	
14508	88	43	39	89	65	42	37	ST-1494 complex (lactamica)
14509	88	43	39	1138	134	42	37	ST-1494 complex (lactamica)
14510	40	43	39	57	65	44	37	ST-1494 complex (lactamica)
14511	1030	43	97	45	65	46	37	ST-1494 complex (lactamica)
14512	29	43	39	45	65	1035	37	ST-1494 complex (lactamica)
14513	81	65	48	382	816	1036	40	
14514	84	49	48	50	86	46	45	ST-640 complex (lactamica)
14515	2	25	7	17	21	26	49	ST-1157 complex
14516	29	51	42	94	93	46	56	
14517	82	47	96	45	81	123	88	
14518	82	47	96	102	81	1018	88	
14519	74	58	1067	47	100	42	94	
14520	29	37	42	1141	93	46	94	
14521	12	5	484	17	3	1034	124	
14522	40	43	48	45	1100	50	520	
14523	29	574	48	96	94	46	592	ST-613 complex (lactamica)
14524	80	45	48	95	94	46	854	ST-613 complex (lactamica)
14525	80	45	98	100	94	158	854	
14526	10	5	15	17	5	24	1114	
14527	29	43	39	45	65	42	1116	ST-1494 complex (lactamica)
14528	74	49	48	50	92	46	1117	ST-640 complex (lactamica)
14529	80	58	68	47	100	42	1118	
14530	29	45	97	45	65	46	1119	
14531	82	47	96	102	81	46	1121	
14532	16	2	6	25	17	25	1122	ST-53 complex
14533	13	29	2	17	21	65	2	
14534	12	5	9	1136	9	6	9	ST-41/44 complex
14535	25	6	9	9	9	1038	9	ST-41/44 complex
14536	8	3	11	18	6	10	12	ST-35 complex
14537	5	4	17	15	30	18	12	ST-198 complex
14538	16	2	18	25	17	25	16	ST-53 complex
14539	11	804	18	8	11	4	21	ST-22 complex
14540	11	803	18	8	78	24	21	ST-22 complex
14541	32	799	42	510	1099	46	39	
14542	74	798	42	94	94	46	40	ST-1540 complex (lactamica)
14543	40	37	87	45	90	46	43	
14544	40	53	97	45	95	50	43	
14545	83	53	54	47	95	50	43	
14546	40	45	87	50	95	609	43	
14547	3	6	923	5	9	6	70	ST-41/44 complex
14548	83	37	48	45	90	46	85	
14549	80	37	48	45	165	46	86	
14550	1031	58	68	47	86	46	91	
14551	82	47	96	98	81	123	282	
14552	80	45	48	96	94	46	612	ST-613 complex (lactamica)
14553	83	37	87	45	90	46	999	
14554	27	6	11	5	9	6	1112	ST-41/44 complex
14555	74	45	48	825	100	42	1113	
14556	4	10	161	9	6	21	1115	
14557	29	43	54	45	65	42	1116	ST-1494 complex (lactamica)
14558	8	25	7	17	21	26	1120	ST-1157 complex
14559	13	6	1065	3	1094	4	1100	
14560	46	3	415	7	79	18	77	
14561	1034	39	67	158	148	153	65	
14562	109	39	170	1143	148	153	65	
14563	59	39	67	961	148	1031	65	
14564	126	39	170	158	146	153	65	
14565	59	39	67	78	147	1040	65	
14566	59	39	921	1144	148	153	65	
14567	109	39	170	1144	148	153	65	
14568	59	39	170	1144	148	153	65	
14569	59	39	921	78	1085	153	65	
14570	4	10	11	18	6	10	112	ST-35 complex
14571	4	10	340	17	8	10	12	ST-35 complex
14572	1032	800	1066	1139	1101	1039	1076	
14573	685	453	738	1140	707	711	722	
14574	332	6	9	8	9	22	9	ST-41/44 complex
14575	8	10	5	9	6	40	8	ST-32 complex
14576	2	5	4	1	9	18	7	
14577	4	10	47	17	5	503	12	
14578	2	10	12	17	6	503	7	
14579	28	6	95	9	435	41	370	
14580	3	6	9	9	9	25	9	ST-41/44 complex
14581	6	7	4	56	8	18	8	ST-175 complex
14582	8	16	12	11	3	63	118	ST-254 complex
14583	1035	3	4	275	30	6	255	ST-4821 complex
14584	109	39	170	156	149	71	65	
14585	126	39	170	158	147	71	65	
14586	435	39	67	1145	148	153	65	
14587	435	39	170	157	148	153	65	
14588	59	112	67	157	148	154	65	
14589	59	39	170	78	148	154	179	
14590	59	39	170	78	150	154	65	
14591	59	39	170	111	148	154	65	
14592	59	39	170	157	147	154	65	
14593	59	39	170	157	150	153	133	
14594	59	39	170	157	150	153	65	
14595	59	39	170	190	146	154	65	
14596	59	39	67	78	148	153	918	
14597	59	39	67	78	1104	153	133	
14598	59	39	67	111	188	153	179	
14599	59	39	67	157	147	154	65	
14600	59	39	67	157	148	71	764	
14601	59	39	67	157	150	153	133	
14602	59	39	67	157	1103	153	133	
14603	59	39	67	158	150	71	65	
14604	59	39	67	158	148	1041	65	
14605	59	39	67	190	149	154	65	
14606	59	39	67	190	189	71	65	
14607	59	39	67	190	146	153	65	
14608	6	805	173	13	5	24	17	ST-174 complex
14609	2	3	1068	3	8	4	6	ST-11 complex
14610	59	39	170	111	150	153	65	
14611	59	39	67	565	188	153	65	
14612	59	142	785	157	188	153	65	
14613	59	113	67	158	150	154	133	
14614	4	10	11	1147	118	10	12	ST-35 complex
14615	1014	43	39	108	88	42	1091	
14616	83	37	100	45	90	1018	995	
14617	1036	37	39	96	142	46	105	
14618	80	787	48	804	94	46	56	ST-613 complex (lactamica)
14619	74	44	68	47	1075	46	91	
14620	1037	511	36	66	625	1043	196	
14621	33	65	100	45	1077	46	159	
14622	83	37	87	45	90	44	1092	
14623	83	43	87	45	1076	46	876	
14624	13	10	6	13	8	13	9	
14625	1015	43	100	387	1078	46	1093	
14626	12	5	12	35	26	22	1124	ST-461 complex
14627	83	65	87	45	1079	44	85	
14628	33	88	87	45	1077	46	105	
14629	8	3	1069	17	26	21	2	ST-865 complex
14630	46	3	154	17	26	21	1125	
14631	1015	43	87	387	1078	46	996	
14632	12	5	12	35	60	65	17	ST-461 complex
14633	1015	37	100	45	138	44	85	
14634	80	45	48	96	94	46	997	ST-613 complex (lactamica)
14635	12	5	12	35	60	1042	17	ST-461 complex
14636	8	25	7	17	21	26	22	ST-1157 complex
14637	81	47	100	98	81	46	998	ST-624 complex (lactamica)
14638	4	10	15	673	8	11	15	ST-269 complex
14639	74	65	48	45	138	1019	43	
14640	33	88	39	147	1078	46	995	
14641	1014	43	39	108	88	42	56	
14642	80	45	100	96	94	46	997	ST-613 complex (lactamica)
14643	7	248	63	13	36	53	15	ST-213 complex
14644	1014	43	39	108	88	44	1091	
14645	74	43	96	735	142	1020	999	
14646	2	5	2	26	17	65	53	
14647	1014	43	39	1116	88	42	1091	
14648	4	10	1	4	6	3	8	ST-32 complex
14649	807	5	15	8	818	65	120	
14650	4	10	286	4	9	3	8	ST-32 complex
14651	2	16	12	5	3	60	7	ST-254 complex
14652	217	10	11	18	6	10	12	ST-35 complex
14653	4	10	5	1	6	3	8	ST-32 complex
14654	6	6	4	56	26	18	8	ST-175 complex
14655	1038	3	58	482	386	18	77	
14656	8	25	7	17	21	40	49	ST-1157 complex
14657	2	7	6	9	6	9	8	ST-167 complex
14658	1	4	10	451	1	18	2	
14659	4	10	11	18	6	1044	12	ST-35 complex
14660	4	806	5	4	9	3	8	ST-32 complex
14661	9	6	9	4	9	6	8	ST-41/44 complex
14662	5	4	17	1148	30	7	12	ST-198 complex
14663	8	25	7	17	21	26	194	ST-1157 complex
14664	4	10	79	15	216	189	12	
14665	5	24	15	48	6	48	41	ST-192 complex
14666	4	5	5	15	6	3	8	ST-32 complex
14667	7	173	1	13	36	53	15	ST-213 complex
14668	1039	3	79	7	260	249	123	
14669	8	25	1	17	21	26	49	ST-1157 complex
14670	28	6	17	24	9	6	9	ST-41/44 complex
14671	4	26	5	4	6	3	8	ST-32 complex
14672	2	3	286	3	8	4	6	ST-11 complex
14673	7	1	10	17	10	1	1	ST-18 complex
14674	46	1	4	7	25	41	464	
14675	222	3	58	1149	263	5	13	ST-4821 complex
14676	8	10	19	17	26	232	2	
14677	222	3	1038	261	263	5	13	
14678	8	6	7	9	9	6	9	ST-41/44 complex
14679	5	5	18	8	22	24	21	ST-22 complex
14680	4	10	11	18	6	1045	12	ST-35 complex
14681	23	6	9	9	9	235	9	ST-41/44 complex
14682	5	4	17	15	30	7	989	ST-198 complex
14683	8	3	475	17	26	60	2	
14684	81	37	48	100	81	83	86	
14685	8	25	7	4	21	26	49	ST-1157 complex
14686	17	4	19	17	3	26	319	ST-60 complex
14687	284	90	54	45	95	50	63	
14688	4	10	639	4	6	3	8	ST-32 complex
14689	5	4	38	15	1106	40	13	ST-1136 complex
14690	10	5	18	5	11	9	2	ST-23 complex
14691	4	10	2	26	11	3	924	
14692	2	7	151	9	16	9	8	ST-167 complex
14693	59	39	170	961	148	1031	65	
14694	59	142	67	156	188	71	65	
14695	1040	25	7	17	21	26	1128	ST-1157 complex
14696	2	7	6	15	9	6	8	ST-167 complex
14697	285	807	9	1	9	6	9	ST-41/44 complex
14698	4	808	29	4	6	3	8	ST-32 complex
14699	1041	6	1074	9	9	26	9	ST-41/44 complex
14700	8	3	1075	17	26	431	2	
14701	11	5	18	8	11	1046	21	ST-22 complex
14702	9	3	9	9	1107	64	9	ST-41/44 complex
14703	59	39	170	156	148	153	133	
14704	45	45	42	1150	94	46	56	ST-613 complex (lactamica)
14705	12	17	26	34	23	34	3	
14706	8	809	7	17	21	26	5	ST-1157 complex
14707	9	810	9	9	9	64	9	ST-41/44 complex
14708	10	5	18	9	1108	9	17	ST-23 complex
14709	437	295	88	1151	24	40	462	
14710	7	5	1073	19	5	253	2	
14711	4	18	15	9	581	6	8	
14712	6	3	72	313	363	1047	251	
14713	7	5	56	19	1105	1050	2	
14714	1	5	1076	53	26	41	3	ST-162 complex
14715	12	5	2	1152	6	13	139	
14716	4	808	29	1153	6	3	8	ST-32 complex
14717	8	5	6	17	17	18	2	ST-103 complex
14718	2	3	25	1	1	1	1130	ST-1 complex
14719	17	5	1077	17	3	26	2	ST-60 complex
14720	12	5	18	9	11	1048	17	ST-23 complex
14721	4	6	15	17	1	6	22	
14722	4	10	161	9	6	21	8	ST-32 complex
14723	222	3	58	261	263	5	123	ST-4821 complex
14724	4	10	2	25	6	4	177	
14725	406	5	467	9	21	189	13	
14726	5	4	17	15	30	7	1129	ST-198 complex
14727	10	29	2	26	711	3	129	
14728	10	10	2	740	11	3	8	
14729	8	5	6	5	6	1049	2	ST-2057 complex
14730	16	25	7	17	21	26	49	ST-1157 complex
14731	4	18	2	26	8	11	20	
14732	1	5	13	53	11	41	115	ST-162 complex
14733	1	5	9	53	11	41	17	ST-162 complex
14734	7	5	18	9	11	9	17	ST-23 complex
14735	2	3	4	3	1109	4	6	ST-11 complex
14736	16	2	159	92	8	25	112	ST-1117 complex
14737	140	5	9	15	175	34	165	
14738	126	112	67	157	148	153	133	
14739	8	3	154	53	26	21	2	
14740	8	5	1	13	3	26	2	ST-60 complex
14741	9	6	9	173	9	6	74	ST-41/44 complex
14742	2	16	12	1	1111	18	7	ST-254 complex
14743	8	10	5	4	1010	3	8	ST-32 complex
14744	12	5	1078	35	60	22	17	ST-461 complex
14745	59	112	67	158	148	71	133	
14746	222	3	58	261	1114	826	255	ST-4821 complex
14747	222	3	58	259	263	5	255	ST-4821 complex
14748	1042	3	58	275	30	1051	255	ST-4821 complex
14749	222	7	58	275	263	5	255	ST-4821 complex
14750	222	3	58	275	30	5	1132	ST-4821 complex
14751	222	3	58	261	263	21	255	ST-4821 complex
14752	1045	3	58	275	386	18	255	ST-4821 complex
14753	222	3	58	261	263	5	8	ST-4821 complex
14754	222	3	58	275	1113	18	255	ST-4821 complex
14755	222	3	58	275	386	18	3	ST-4821 complex
14756	222	3	58	261	1115	826	255	ST-4821 complex
14757	222	245	12	11	3	63	118	
14758	46	3	13	375	6	1053	77	
14759	6	812	699	56	26	18	2	ST-175 complex
14760	1043	297	53	13	542	3	535	
14761	6	7	1079	259	26	18	8	ST-175 complex
14762	667	3	58	53	30	18	4	
14763	511	3	13	17	286	1054	530	
14764	1044	3	1080	482	386	18	77	
14765	4	3	58	1155	1112	1052	20	
14766	222	3	9	275	386	18	9	
14767	511	3	58	482	386	18	77	
14768	6	5	1081	9	500	404	13	
14769	222	811	406	55	6	2	16	
14770	518	297	53	13	542	6	535	
14771	126	579	67	238	148	153	133	
14772	222	3	4	259	30	6	251	
14773	332	3	2	24	26	5	53	
14774	347	2	6	1154	8	68	368	
14775	4	5	2	25	6	13	17	
14776	6	3	417	1156	392	41	9	
14777	7	3	72	181	8	6	21	
14778	222	5	2	25	6	13	17	
14779	311	2	53	1146	259	6	373	
14780	4	245	12	11	3	63	118	
14781	10	5	6	9	221	636	13	
14782	6	7	1082	56	26	18	8	ST-175 complex
14783	8	245	12	11	1116	63	118	
14784	222	3	58	482	386	18	1131	
14785	222	3	58	261	263	5	3	ST-4821 complex
14786	343	2	34	25	1117	18	13	
14787	109	39	170	237	148	153	65	
14788	109	39	1084	111	149	153	65	
