ST	ace	gltB	gmhD	lepA	lipA	narK	ndh	clonal_complex
2383	1	3	3	1	1	2	7	
2384	1	4	13	22	8	8	11	
2385	1	4	13	2	196	26	1	
2386	1	4	13	2	1	230	1	
2387	1	4	13	4	1	6	11	
2388	1	4	13	4	5	12	1	
2389	1	4	14	2	15	6	1	
2390	1	4	158	39	1	8	1	
2391	1	4	23	14	1	9	1	
2392	1	4	31	2	1	2	11	
2393	1	4	3	14	1	2	1	
2394	1	4	3	2	15	6	1	
2395	1	4	3	2	1	210	1	
2396	1	4	3	2	8	2	1	
2397	1	4	3	4	26	209	1	
2398	1	6	13	19	5	216	1	
2399	1	6	14	2	8	196	1	
2400	1	6	3	2	1	2	1	
2401	1	6	3	4	3	165	1	
2402	1	7	13	2	5	176	1	
2403	3	4	11	2	5	3	6	
2404	3	4	11	3	5	167	6	
2405	3	4	11	3	5	179	6	
2406	3	4	11	3	5	183	6	
2407	3	4	11	3	5	200	6	
2408	3	4	11	3	5	201	6	
2409	3	4	11	3	5	202	6	
2410	3	4	11	3	5	205	6	
2411	3	4	11	3	5	206	6	
2412	3	4	11	3	5	212	6	
2413	3	4	11	3	5	213	6	
2414	3	4	11	3	5	217	6	
2415	3	4	11	3	5	219	6	
2416	3	4	11	3	5	220	6	
2417	3	4	11	3	5	228	6	
2418	3	4	11	3	5	233	6	
2419	8	12	157	2	26	166	1	
2420	8	1	13	4	8	3	6	
2421	8	2	13	2	1	6	1	
2422	8	2	13	4	188	199	11	
2423	8	2	3	2	1	144	1	
2424	8	2	3	2	6	164	1	
2425	8	4	133	4	15	9	1	
2426	8	4	13	2	18	197	1	
2427	8	4	13	2	1	208	1	
2428	8	4	13	2	1	218	1	
2429	8	4	13	2	1	227	1	
2430	8	4	3	2	5	166	1	
2431	1	2	3	2	15	165	1	
2432	1	4	13	2	8	19	1	
2433	1	4	3	2	5	141	1	
2434	1	32	3	22	8	35	1	
2435	1	2	3	4	1	21	11	
2436	1	4	13	2	2	236	1	
2437	12	4	23	4	1	235	1	
2438	12	4	23	130	1	234	1	
2439	1	1	3	17	1	183	1	
2440	3	1	4	1	1	182	1	
2441	1	2	3	1	1	181	1	
2442	3	1	11	1	1	182	1	
2443	1	1	2	3	8	180	3	
2444	1	1	37	3	1	181	1	
2445	1	4	2	17	1	183	1	
2446	3	1	4	3	1	179	1	
2447	3	4	55	2	1	178	1	
2448	1	1	3	2	1	183	1	
2449	1	1	4	1	1	183	1	
2450	3	1	3	1	1	183	1	
2451	1	1	3	1	1	183	1	
2452	3	1	5	1	6	183	1	
2453	1	4	55	2	1	183	1	
2454	3	1	2	1	1	150	1	
2455	1	4	2	2	1	177	1	
2456	3	1	3	1	1	178	1	
2457	1	2	28	2	5	176	1	
2458	3	1	3	1	1	182	1	
2459	1	1	2	1	6	175	1	
2460	3	2	3	2	1	176	1	
2461	1	1	2	3	1	183	1	
2462	1	1	3	2	1	174	3	
2463	1	12	155	2	1	150	3	
2464	1	1	2	1	1	183	1	
2465	1	2	3	17	1	150	1	
2466	3	1	5	1	1	183	1	
2467	1	12	6	2	1	184	1	
2468	3	1	2	3	1	179	1	
2469	1	1	3	2	1	183	3	
2470	1	1	3	2	5	185	1	
2471	1	1	2	2	1	176	1	
2472	1	1	13	1	1	181	1	
2473	3	1	11	1	1	176	1	
2474	1	4	12	1	1	183	6	
2475	111	1	3	2	5	181	1	
2476	1	4	12	1	1	183	1	
2477	1	1	5	1	1	183	1	
2478	3	12	13	1	1	150	1	
2479	1	12	2	3	5	178	1	
2480	1	1	3	1	1	186	1	
2481	1	2	2	2	5	176	1	
2482	3	1	3	3	1	187	1	
2483	3	1	12	1	1	188	1	
2484	1	1	13	1	1	189	1	
2485	1	4	4	3	1	176	1	
2486	1	2	3	1	1	190	1	
2487	1	4	6	2	1	150	1	
2488	1	1	2	3	5	181	1	
2489	1	2	28	1	1	176	1	
2490	1	4	12	1	1	150	1	
2491	3	1	13	1	1	182	1	
2492	3	1	13	1	1	191	1	
2493	1	12	13	1	1	178	3	
2494	1	1	4	3	1	176	1	
2495	1	4	49	4	1	183	1	
2496	3	1	4	1	1	176	1	
2497	1	4	3	2	1	183	1	
2498	1	1	2	1	5	183	1	
2499	1	2	6	2	1	150	1	
2500	1	1	11	1	1	150	3	
2501	3	1	40	1	1	183	1	
2502	3	4	55	3	1	192	1	
2503	1	2	3	2	1	181	1	
2504	1	4	160	3	5	181	1	
2505	3	4	28	2	1	183	1	
2506	3	1	2	3	1	183	1	
2507	1	1	4	1	1	193	1	
2508	1	2	4	1	1	181	1	
2509	4	4	3	1	1	182	1	
2510	1	4	49	1	3	150	92	
2511	3	1	2	1	1	183	1	
2512	1	12	3	4	5	181	3	
2513	1	1	2	3	8	183	3	
2514	1	2	4	1	1	182	1	
2515	1	1	3	1	5	194	1	
2516	1	1	3	2	5	181	1	
2517	3	2	11	1	1	195	1	
2518	1	2	10	4	8	132	1	
2519	1	1	3	4	20	3	3	
2520	4	4	6	2	5	2	1	
2521	1	2	6	4	1	8	3	
2522	4	4	6	34	1	1	1	
2523	1	2	6	4	1	8	57	
2524	1	2	6	4	20	2	3	
2525	1	12	6	4	1	8	1	
2526	4	1	3	4	1	2	3	
2527	4	26	10	2	1	2	1	
2528	1	2	10	2	1	36	1	
2529	1	20	3	2	1	2	3	
2530	1	2	6	2	1	1	1	
2531	1	1	6	2	20	2	1	
2532	1	12	6	2	1	6	1	
2534	1	1	3	4	1	1	1	
2535	4	12	6	2	1	2	1	
2536	4	2	53	2	1	2	1	
2537	1	2	10	4	1	2	1	
2538	4	12	14	2	1	2	1	
2539	1	4	14	1	1	1	11	
2540	4	2	3	4	5	2	3	
2542	4	1	3	4	171	2	3	
2543	4	12	6	2	3	1	1	
2544	4	4	10	2	1	2	3	
2545	4	4	10	2	8	2	1	
2546	4	4	10	2	1	1	1	
2547	1	4	10	2	1	132	1	
2548	1	2	6	2	20	1	3	
2550	1	2	10	2	5	2	1	
2551	4	1	3	2	1	2	3	
2554	1	4	3	2	20	1	3	
2556	1	12	6	3	1	2	1	
2558	4	4	10	4	1	2	1	
2559	1	1	6	2	1	2	3	
2560	4	4	3	4	20	1	3	
2561	1	2	6	1	1	2	3	
2567	4	12	6	4	1	8	3	
2568	1	2	3	2	1	2	3	
2570	8	4	6	4	3	2	1	
2571	1	1	3	4	1	1	3	
2573	4	1	3	2	5	1	3	
2576	1	1	14	2	1	8	3	
2577	4	12	3	1	1	2	1	
2578	4	2	6	4	1	2	1	
2579	4	2	6	1	6	2	3	
2580	1	4	10	1	1	132	1	
2581	4	4	3	2	8	132	1	
2582	3	1	3	2	1	4	1	
2583	4	12	3	2	8	2	1	
2584	1	2	6	4	1	1	57	
2586	4	2	3	2	1	2	1	
2587	1	1	3	1	6	36	1	
2588	4	12	6	2	1	1	20	
2589	3	1	3	1	6	1	1	
2590	1	2	10	2	53	1	1	
2594	4	12	10	2	1	2	3	
